Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,26/07/2024,18/07/2024,Purchase,100,Tenpin Ltd - 186
JB,26/07/2024,03/07/2024,Purchase,100.59,Trainline
AA,26/07/2024,08/07/2024,Purchase,101,Premier Inn
AA,26/07/2024,08/07/2024,Purchase,101,Premier Inn
AA,26/07/2024,24/07/2024,Purchase,101,Buckatree Hall Hotel
DS,26/07/2024,03/07/2024,Purchase,101.19,Amazon* 205-2270415-26
AA,26/07/2024,06/07/2024,Purchase,102.38,Shop.Swimming.Org
AA,26/07/2024,02/07/2024,Purchase,102.5,The White House Hotel
JR,26/07/2024,09/07/2024,Purchase,102.75,Amazon* 204-7492623-73
JR,26/07/2024,11/07/2024,Purchase,103.17,Booker Ltd - 38598984
JB,26/07/2024,28/06/2024,Purchase,103.5,Asda Stores
JB,26/07/2024,09/07/2024,Purchase,103.95,Www.Argos.Co.Uk
AA,26/07/2024,19/07/2024,Purchase,103.99,Medical Supplies
AA,26/07/2024,26/06/2024,Purchase,104,Premier Inn
AA,26/07/2024,26/06/2024,Purchase,104,Premier Inn
AA,26/07/2024,26/06/2024,Purchase,104,Premier Inn
JB,26/07/2024,04/07/2024,Purchase,105.39,Trainline
JB,26/07/2024,02/07/2024,Purchase,107.09,Trainline
JB,26/07/2024,03/07/2024,Purchase,107.09,Trainline
JB,26/07/2024,21/07/2024,Purchase,107.12,Facebk *5ashs8c3q2
DS,26/07/2024,18/07/2024,Purchase,107.2,Www.Argos.Co.Uk
JB,26/07/2024,05/07/2024,Purchase,108,Bkg*hotel At Booking.C
JB,26/07/2024,05/07/2024,Credit Voucher,108,Bkg*hotel At Booking.C
AA,26/07/2024,02/07/2024,Purchase,109,The White House Hotel
JR,26/07/2024,17/07/2024,Purchase,109,Hampshire Hog Clanfield
AA,26/07/2024,26/06/2024,Purchase,109.58,Amazon* 202-8649818-68
JR,26/07/2024,10/07/2024,Purchase,110,Farmfoods 604
JB,26/07/2024,01/07/2024,Purchase,111.3,Apex City Of Bath
AA,26/07/2024,22/07/2024,Purchase,113.24,Facebk *yrf7f64gx2
AA,26/07/2024,03/07/2024,Purchase,113.96,Booker Ltd - 38598984
JR,26/07/2024,09/07/2024,Purchase,113.99,Premier Inn
AA,26/07/2024,22/07/2024,Purchase,114,The White House Hotel
AA,26/07/2024,15/07/2024,Purchase,116,Premier Inn
AA,26/07/2024,17/07/2024,Purchase,116,Premier Inn
AA,26/07/2024,03/07/2024,Purchase,116.59,Screwfix Direct
AA,26/07/2024,16/07/2024,Purchase,118.49,Direct Soccer Limited
AA,26/07/2024,23/07/2024,Purchase,119,Premier Inn
AA,26/07/2024,03/07/2024,Purchase,119.98,Powered By Batteries Ltd
JB,26/07/2024,26/06/2024,Purchase,120,Xscapenow!
AA,26/07/2024,22/07/2024,Purchase,120,Buckatree Hall Hotel
JB,26/07/2024,03/07/2024,Purchase,120.29,Trainline
AA,26/07/2024,17/07/2024,Purchase,120.75,Amazon* 203-2268609-83
JR,26/07/2024,01/07/2024,Purchase,121,Paypal *publichealt
JR,26/07/2024,02/07/2024,Purchase,121,Paypal *publichealt
AA,26/07/2024,09/07/2024,Purchase,124,Premier Inn
AA,26/07/2024,26/06/2024,Purchase,125,Premier Inn
JR,26/07/2024,22/07/2024,Purchase,125,Tesco Gift Card
JR,26/07/2024,29/06/2024,Purchase,126.49,Amazon* 204-3881915-64
JB,26/07/2024,06/07/2024,Purchase,128.34,Bkg*hotel At Booking.C
JB,26/07/2024,06/07/2024,Purchase,128.34,Bkg*hotel At Booking.C
AA,26/07/2024,22/07/2024,Purchase,129.99,Amazon* 203-9634798-65
AA,26/07/2024,24/07/2024,Purchase,130,The White House Hotel
AA,26/07/2024,23/07/2024,Purchase,132.29,Trainline
AA,26/07/2024,17/07/2024,Purchase,133,Buckatree Hall Hotel
AA,26/07/2024,01/07/2024,Purchase,135,Premier Inn
JB,26/07/2024,11/07/2024,Purchase,135.46,Amazon* 204-0859574-70
JB,26/07/2024,10/07/2024,Purchase,135.76,Www.Amazon* 204-349811
JB,26/07/2024,01/07/2024,Purchase,137.99,The Range
JB,26/07/2024,01/07/2024,Purchase,138.98,Amazon* 202-3474335-22
AA,26/07/2024,10/07/2024,Purchase,139,Premier Inn
AA,26/07/2024,09/07/2024,Purchase,139,Premier Inn
JB,26/07/2024,04/07/2024,Purchase,139.92,Amazon* 204-4605277-28
JR,26/07/2024,01/07/2024,Purchase,140.79,Www.Amazon* 205-455591
JR,26/07/2024,01/07/2024,Purchase,140.79,Www.Amazon* 205-455591
JB,26/07/2024,15/07/2024,Purchase,141.95,Www.Argos.Co.Uk
JR,26/07/2024,11/07/2024,Purchase,142.19,Trainline
AA,26/07/2024,16/07/2024,Purchase,143,Premier Inn
JR,26/07/2024,10/07/2024,Purchase,144,Green Skip Hire
JB,26/07/2024,11/07/2024,Purchase,145.39,Trainline
JB,26/07/2024,08/07/2024,Purchase,149.99,The Range
AA,26/07/2024,09/07/2024,Purchase,150,Facebk *ca8eg6cgx2
AA,26/07/2024,16/07/2024,Purchase,150,The White House Hotel
AA,26/07/2024,24/07/2024,Purchase,150,Premier Inn
AA,26/07/2024,24/07/2024,Purchase,150,The White House Hotel
JR,26/07/2024,16/07/2024,Purchase,152.04,Www.Amazon* 204-573871
JB,26/07/2024,06/07/2024,Purchase,152.5,The White House Hotel
JB,26/07/2024,24/07/2024,Purchase,152.5,County Arms
JR,26/07/2024,16/07/2024,Purchase,155.46,Amazon* 204-1635852-21
AA,26/07/2024,22/07/2024,Purchase,155.79,Trainline
DS,26/07/2024,05/07/2024,Purchase,157.3,Clr*www.Directequip.C
JB,26/07/2024,17/07/2024,Purchase,157.92,Www.Restyourhead.Co.Uk
JR,26/07/2024,23/07/2024,Purchase,158.28,Booker Limited Ecom
AA,26/07/2024,10/07/2024,Purchase,159.6,Xl Displays Ltd
JB,26/07/2024,16/07/2024,Purchase,160,Aldi Stores
JR,26/07/2024,16/07/2024,Purchase,160.27,Amazon* 204-6000288-59
JR,26/07/2024,29/06/2024,Purchase,162.07,Amazon* 204-5709319-31
JB,26/07/2024,23/07/2024,Purchase,162.48,The Range
AA,26/07/2024,11/07/2024,Purchase,167.5,Dvla Vehicle Tax
JR,26/07/2024,09/07/2024,Purchase,168.08,Trainline
AA,26/07/2024,24/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
AA,26/07/2024,26/06/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/07/2024,25/06/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/07/2024,02/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/07/2024,08/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/07/2024,08/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/07/2024,08/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/07/2024,19/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
AA,26/07/2024,18/07/2024,Purchase,169.95,Amazon* 203-6041951-41
JB,26/07/2024,08/07/2024,Purchase,170,Gary Telford Sales
JB,26/07/2024,06/07/2024,Purchase,170,Bkg*hotel At Booking.C
JR,26/07/2024,02/07/2024,Purchase,170,Royal Mail Online Shop
JB,26/07/2024,11/07/2024,Purchase,170.79,Trainline
DS,26/07/2024,05/07/2024,Purchase,173.41,Mobilitysmart.Co.Uk
AA,26/07/2024,11/07/2024,Purchase,174.5,Premier Farnell
JR,26/07/2024,22/07/2024,Purchase,174.75,Ms* Fallowfieldtelfor
JR,26/07/2024,08/07/2024,Purchase,176.67,Booker Ltd - 38529434
JR,26/07/2024,01/07/2024,Purchase,177.36,Www.Officeboffins.Co.U
JB,26/07/2024,13/07/2024,Purchase,179.82,Bkg*hotel At Booking.C
AA,26/07/2024,11/07/2024,Purchase,180,Www.Leisurejobs.Com
AA,26/07/2024,02/07/2024,Purchase,180,Premier Inn
JB,26/07/2024,11/07/2024,Purchase,183.99,Www.Amazon* 204-735115
DS,26/07/2024,28/06/2024,Purchase,184,Cipd Membership Fee
JB,26/07/2024,08/07/2024,Purchase,184.9,Sp Simplehuman-Uk
JR,26/07/2024,22/07/2024,Purchase,185,Asda Stores Ltd
JR,26/07/2024,22/07/2024,Purchase,185.95,Www.Argos.Co.Uk
JR,26/07/2024,02/07/2024,Purchase,186.3,Booker Limited Ecom
DS,26/07/2024,03/07/2024,Purchase,188.44,Amazon* 204-4016335-15
JB,26/07/2024,23/07/2024,Purchase,189,Hotel At Booking.Com
JB,26/07/2024,23/07/2024,Credit Voucher,189,Hotel At Booking.Com
JR,26/07/2024,16/07/2024,Purchase,189.8,Booker Limited Ecom
JB,26/07/2024,05/07/2024,Purchase,195,Timpson Ltd
AA,26/07/2024,23/07/2024,Purchase,195.2,Asda Store 4351
JB,26/07/2024,21/07/2024,Purchase,195.48,Amazon* 026-7868223-48
AA,26/07/2024,02/07/2024,Purchase,198,Thomann Co Uk
JB,26/07/2024,11/07/2024,Purchase,199.99,Currys Online
JB,26/07/2024,03/07/2024,Purchase,200,Sainsburys S/mkt
JB,26/07/2024,03/07/2024,Purchase,200,Sainsburys S/mkt
JB,26/07/2024,28/06/2024,Purchase,200,Ssh Selfdrive
AA,26/07/2024,16/07/2024,Purchase,200,Xscapenow!
JB,26/07/2024,22/07/2024,Purchase,202.99,High Street Vouchers
AA,26/07/2024,19/07/2024,Purchase,204,Buckatree Hall Hotel
JR,26/07/2024,16/07/2024,Purchase,206.26,Amazon* 204-2542695-97
JB,26/07/2024,19/07/2024,Purchase,209.99,Amazon* 026-7833690-59
JB,26/07/2024,24/07/2024,Purchase,210,The Swan Hotel
JR,26/07/2024,22/07/2024,Purchase,210,Aldi UK Giftcard
AA,26/07/2024,22/07/2024,Purchase,210.95,Asda Stores
AA,26/07/2024,12/07/2024,Purchase,213.14,Travelodge Gb0000
DS,26/07/2024,11/07/2024,Purchase,214,Cipd Membership Fee
JR,26/07/2024,23/07/2024,Purchase,214.32,Government Events
AA,26/07/2024,23/07/2024,Purchase,215.6,Dunelm F0495
JB,26/07/2024,03/07/2024,Purchase,216,Green Skip Hire
JR,26/07/2024,08/07/2024,Purchase,216,Green Skip Hire
JB,26/07/2024,08/07/2024,Purchase,216.24,Trainline
JB,26/07/2024,04/07/2024,Purchase,216.95,Www.Argos.Co.Uk
JR,26/07/2024,14/07/2024,Purchase,219.47,Booker Ltd - 38598984
JB,26/07/2024,03/07/2024,Purchase,220,Waterstones
AA,26/07/2024,19/07/2024,Purchase,226,Premier Inn
JR,26/07/2024,23/07/2024,Purchase,227.51,Booker Limited Ecom
JB,26/07/2024,05/07/2024,Purchase,234.6,Bkg*hotel At Booking.C
AA,26/07/2024,09/07/2024,Purchase,235.76,Adobe *adobe
AA,26/07/2024,25/07/2024,Purchase,235.76,Adobe
JB,26/07/2024,09/07/2024,Purchase,239.99,Amazon* 204-9544514-86
JB,26/07/2024,17/07/2024,Purchase,249,Mobiquip Limited* #582
AA,26/07/2024,12/07/2024,Purchase,249,Premier Inn
AA,26/07/2024,05/07/2024,Purchase,251,Premier Inn
JB,26/07/2024,08/07/2024,Purchase,252,Brabantia Sl Belgium Nv
JB,26/07/2024,23/07/2024,Purchase,252.39,Trainline
AA,26/07/2024,23/07/2024,Purchase,253.56,Tesco Stores 3290
JB,26/07/2024,18/07/2024,Purchase,255.35,Www.Restyourhead.Co.Uk
AA,26/07/2024,18/07/2024,Purchase,260,The White House Hotel
AA,26/07/2024,28/06/2024,Purchase,261,Premier Inn
AA,26/07/2024,28/06/2024,Purchase,261,Premier Inn
AA,26/07/2024,05/07/2024,Purchase,262,Premier Inn
AA,26/07/2024,05/07/2024,Purchase,262,Premier Inn
DS,26/07/2024,15/07/2024,Purchase,264,Tafs Garden Co
DS,26/07/2024,05/07/2024,Purchase,268.5,Wickes Telford
AA,26/07/2024,12/07/2024,Purchase,274,Premier Inn
AA,26/07/2024,12/07/2024,Purchase,275,Premier Inn
JB,26/07/2024,17/07/2024,Purchase,279.98,Seenin Ltd
JB,26/07/2024,22/07/2024,Purchase,280,2maa046567223 Td E-Pmt
JB,26/07/2024,26/06/2024,Purchase,283,Ikea Ltd Shop Online
AA,26/07/2024,19/07/2024,Purchase,285,Premier Inn
JR,26/07/2024,18/07/2024,Purchase,288,Green Skip Hire
JR,26/07/2024,10/07/2024,Purchase,300,Paypal *abc Foodlaw
AA,26/07/2024,28/06/2024,Purchase,301,Premier Inn
AA,26/07/2024,28/06/2024,Purchase,301,Premier Inn
AA,26/07/2024,03/07/2024,Purchase,305,Premier Inn
JB,26/07/2024,14/07/2024,Purchase,307.3,Amzn Mktp Uk*l896t6n85
JB,26/07/2024,12/07/2024,Purchase,315.84,Www.Restyourhead.Co.Uk
JB,26/07/2024,23/07/2024,Purchase,315.98,B&q Marketplace
AA,26/07/2024,19/07/2024,Purchase,317,Premier Inn
JB,26/07/2024,26/06/2024,Purchase,317.32,Loganair 6822304116981
AA,26/07/2024,15/07/2024,Purchase,318,Chartered Association
JR,26/07/2024,16/07/2024,Purchase,319,Www.Amazon* 204-017368
JR,26/07/2024,16/07/2024,Purchase,319.99,Www.Amazon* 204-150818
AA,26/07/2024,08/07/2024,Purchase,320,Cineworld
JR,26/07/2024,29/06/2024,Purchase,326,Www.Amazon* 204-407298
JB,26/07/2024,02/07/2024,Purchase,327.75,S.C.T.S
JR,26/07/2024,17/07/2024,Purchase,330.8,Ms* Fallowfieldtelfor
AA,26/07/2024,08/07/2024,Purchase,335,Premier Inn
AA,26/07/2024,11/07/2024,Purchase,337.5,Dvla Vehicle Tax
AA,26/07/2024,11/07/2024,Purchase,337.5,Dvla Vehicle Tax
AA,26/07/2024,10/07/2024,Purchase,337.5,Dvla Vehicle Tax
AA,26/07/2024,12/07/2024,Purchase,337.5,Dvla Vehicle Tax
AA,26/07/2024,12/07/2024,Purchase,341,Premier Inn
AA,26/07/2024,12/07/2024,Purchase,347,Chartered Association
JB,26/07/2024,02/07/2024,Purchase,351.5,S.C.T.S
JB,26/07/2024,19/07/2024,Purchase,351.5,S.C.T.S
JB,26/07/2024,08/07/2024,Purchase,352.87,Travelodge Gb0000
JR,26/07/2024,16/07/2024,Purchase,364,Www.Argos.Co.Uk
AA,26/07/2024,26/06/2024,Purchase,371.88,Roadware Ltd
JB,26/07/2024,09/07/2024,Purchase,374,Bkg*hotel At Booking.C
JR,26/07/2024,24/07/2024,Purchase,381.93,Welcome Break Days Inn Te
JB,26/07/2024,18/07/2024,Purchase,387.3,Amzn Mktp Uk*cr4b73885
JB,26/07/2024,02/07/2024,Purchase,400,Edpsy.Org.Uk
AA,26/07/2024,08/07/2024,Purchase,408,Sja Elearning
AA,26/07/2024,03/07/2024,Purchase,409.66,United Kingdom Health Sec
JR,26/07/2024,18/07/2024,Purchase,410,Paypal *midlandspar
DS,26/07/2024,11/07/2024,Purchase,414,Www.Britishgas.Co.
AA,26/07/2024,11/07/2024,Purchase,419.94,Insight Security
JB,26/07/2024,12/07/2024,Purchase,428.96,Amazon* 204-1057882-69
AA,26/07/2024,15/07/2024,Purchase,430,Premier Inn
AA,26/07/2024,25/07/2024,Purchase,445.49,Flint Bishop Llp
AA,26/07/2024,08/07/2024,Purchase,450,Meji Events Include
JR,26/07/2024,11/07/2024,Purchase,458.66,A.K. Williams And Sons
JB,26/07/2024,05/07/2024,Purchase,492.97,Manomano
JR,26/07/2024,26/06/2024,Purchase,493,Www.Amazon* 204-912637
JB,26/07/2024,02/07/2024,Purchase,494,Www.Badgerlearning.Co.
DS,26/07/2024,02/07/2024,Purchase,528.71,Complete Care Shop
JR,26/07/2024,25/07/2024,Purchase,529.43,Travelodge Gb0000
AA,26/07/2024,03/07/2024,Purchase,560,Health&safety Lab
JB,26/07/2024,04/07/2024,Purchase,594,Www.Neurobox.Co.Uk
AA,26/07/2024,28/06/2024,Purchase,600,Tts
DS,26/07/2024,16/07/2024,Purchase,600,Www.Shaws.Co.Uk
AA,26/07/2024,27/06/2024,Purchase,612.97,Screwfix Direct
JR,26/07/2024,01/07/2024,Purchase,621.39,Bkg*hotel At Booking.C
JB,26/07/2024,05/07/2024,Purchase,630,Herefordshire Council
DS,26/07/2024,03/07/2024,Purchase,674.55,National Shower Spares
JR,26/07/2024,15/07/2024,Purchase,684.79,Amazon* 204-3035757-71
AA,26/07/2024,23/07/2024,Purchase,715,Hse
DS,26/07/2024,15/07/2024,Purchase,715.32,Newsquest Media Group
JB,26/07/2024,05/07/2024,Purchase,729,Wellworking
AA,26/07/2024,24/07/2024,Purchase,761.76,Www.Lloydpaton.Co.Uk
JR,26/07/2024,27/06/2024,Purchase,810,Bkg*hotel At Booking.C
JB,26/07/2024,04/07/2024,Purchase,816,Furniture@work Ltd
DS,26/07/2024,01/07/2024,Purchase,832.26,Booker Ltd - 38598984
JR,26/07/2024,05/07/2024,Purchase,844.9,The White House Hotel
AA,26/07/2024,16/07/2024,Purchase,869.3,Sq *j P Lennard Ltd
JR,26/07/2024,11/07/2024,Purchase,895.16,Booker Ltd - 38598984
JR,26/07/2024,04/07/2024,Purchase,976.8,Sp Alloy Ramps By Av
JB,26/07/2024,02/07/2024,Purchase,1029.48,Chrisbeon Office Supplies
AA,26/07/2024,24/07/2024,Purchase,1038.24,Microsoft G052117853
JB,26/07/2024,25/07/2024,Purchase,1050,Hudsonpropertyshrop
DS,26/07/2024,18/07/2024,Purchase,1099.66,Mkm Building Supplies
JB,26/07/2024,01/07/2024,Purchase,1134,Bkg*hotel At Booking.C
DS,26/07/2024,02/07/2024,Purchase,1362.29,Keyclampstore.Com
JR,26/07/2024,28/06/2024,Purchase,1392,Hudsonpropertyshrop
JB,26/07/2024,04/07/2024,Purchase,1400,Planet Doors
JB,26/07/2024,04/07/2024,Purchase,1400,Planet Doors
JB,26/07/2024,19/07/2024,Purchase,1400,Planet Doors
JB,26/07/2024,19/07/2024,Purchase,1400,Planet Doors
JB,26/07/2024,05/07/2024,Purchase,1445.4,Sp A1 Office Furnitu
JB,26/07/2024,05/07/2024,Purchase,1458,Wellworking
JR,26/07/2024,01/07/2024,Purchase,1549,Www.Amazon* 204-794159
DS,26/07/2024,09/07/2024,Purchase,1572,Trp7 Ltd
JB,26/07/2024,03/07/2024,Purchase,1779.6,Rosehill Furnishings
JR,26/07/2024,08/07/2024,Purchase,1781.57,Trade Uk
JR,26/07/2024,28/06/2024,Purchase,1962.27,Bkg*hotel At Booking.C
JB,26/07/2024,12/07/2024,Purchase,1968,Www.1508stays.Co.Uk
JB,26/07/2024,28/06/2024,Purchase,2100,Www.1508stays.Co.Uk
DS,26/07/2024,18/07/2024,Purchase,2327.19,Trade Uk
JR,26/07/2024,01/07/2024,Purchase,3243.07,Lyreco UK Ltd
JB,26/07/2024,26/06/2024,Purchase,3259.2,Sp A1 Office Furnitu
JB,26/07/2024,04/07/2024,Purchase,5699,Hudsonpropertyshrop
JB,26/07/2024,11/07/2024,Purchase,6069.96,Chrisbeon Office Supplies
