Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
AA,26/06/2024,29/05/2024,Purchase,127.47,Travelodge Gb0000
JB,26/06/2024,19/06/2024,Purchase,127.49,Trainline
JR,26/06/2024,11/06/2024,Purchase,128.31,Booker Limited Ecom
JR,26/06/2024,04/06/2024,Purchase,129,Www.Amazon* 204-855156
JB,26/06/2024,22/06/2024,Purchase,129.9,Canva* I04190-29421667
DS,26/06/2024,20/06/2024,Purchase,131.96,Hotelcom72858559605250
DS,26/06/2024,17/06/2024,Purchase,132.22,Amazon* 204-1312150-71
AA,26/06/2024,10/06/2024,Purchase,133,Amazon* 202-4401276-28
DS,26/06/2024,13/06/2024,Credit Voucher,133,Premier Inn
JB,26/06/2024,29/05/2024,Purchase,133.05,Www.Amazon* Sandra Boy
JB,26/06/2024,29/05/2024,Purchase,133.05,Www.Amazon* Sandra Boy
JR,26/06/2024,23/06/2024,Purchase,133.91,Booker Ltd - 38598984
AA,26/06/2024,18/06/2024,Purchase,134,Premier Inn
AA,26/06/2024,07/06/2024,Purchase,134.85,Amazon* 205-1721300-47
JR,26/06/2024,20/06/2024,Purchase,135,Www.Argos.Co.Uk
AA,26/06/2024,02/06/2024,Purchase,137.49,Facebk *v936p5qrl2
JB,26/06/2024,12/06/2024,Purchase,137.99,Premier Inn
JR,26/06/2024,20/06/2024,Purchase,139,Amazon* 205-6083104-09
JB,26/06/2024,07/06/2024,Purchase,139.99,Amazon* 202-1155465-93
AA,26/06/2024,10/06/2024,Purchase,140.35,Telford International Cen
JR,26/06/2024,19/06/2024,Purchase,142.39,Amznmktplace*hf9t75he4
AA,26/06/2024,03/06/2024,Purchase,142.77,Travelodge Gb0000
AA,26/06/2024,04/06/2024,Purchase,142.78,Travelodge Gb0000
AA,26/06/2024,11/06/2024,Purchase,143,Premier Inn
AA,26/06/2024,11/06/2024,Purchase,143,Premier Inn
JB,26/06/2024,29/05/2024,Purchase,144,Green Skip Hire
JB,26/06/2024,05/06/2024,Purchase,144,Green Skip Hire
JB,26/06/2024,05/06/2024,Purchase,144,Bkg*hotel At Booking.C
JB,26/06/2024,31/05/2024,Purchase,144,Www.Argos.Co.Uk
JR,26/06/2024,06/06/2024,Purchase,144,Farmfoods 604
JB,26/06/2024,30/05/2024,Purchase,144.98,Amznbusiness*hs0pe1g84
JB,26/06/2024,07/06/2024,Credit Voucher,144.98,Amznbusiness
JB,26/06/2024,04/06/2024,Purchase,145.09,Trainline
JB,26/06/2024,19/06/2024,Purchase,145.79,Trainline
AA,26/06/2024,31/05/2024,Purchase,145.82,Travelodge Gb0000
AA,26/06/2024,10/06/2024,Purchase,147.12,Amazon* 205-9345363-93
JB,26/06/2024,05/06/2024,Purchase,147.96,Royal Courts Of Justice
AA,26/06/2024,28/05/2024,Purchase,147.96,Amazon* 205-2764627-25
JB,26/06/2024,30/05/2024,Purchase,149,Manomano
JR,26/06/2024,24/06/2024,Purchase,149,St Austell Brewery Com
JR,26/06/2024,24/06/2024,Purchase,149,St Austell Brewery Com
JB,26/06/2024,15/06/2024,Purchase,149.49,Bkg*hotel At Booking.C
AA,26/06/2024,07/06/2024,Purchase,151.47,Amazon* 205-2904915-68
AA,26/06/2024,22/06/2024,Purchase,151.98,Sp Ortsballshop
JR,26/06/2024,18/06/2024,Purchase,152.75,Booker Limited Ecom
AA,26/06/2024,05/06/2024,Purchase,152.97,Travelodge Gb0000
JR,26/06/2024,18/06/2024,Purchase,153.56,Amazon* 204-6897552-94
JB,26/06/2024,17/06/2024,Purchase,153.89,Trainline
AA,26/06/2024,17/06/2024,Purchase,154.2,Amazon* 026-2864363-17
JR,26/06/2024,10/06/2024,Purchase,158.8,Cross Country Rail
JR,26/06/2024,14/06/2024,Purchase,159.39,Amazon* 205-1670778-38
DS,26/06/2024,28/05/2024,Purchase,159.92,Amazon* 202-4380219-47
AA,26/06/2024,04/06/2024,Purchase,160,Premier Inn
JB,26/06/2024,31/05/2024,Purchase,160.97,Wf *uk3526520444
JB,26/06/2024,21/06/2024,Purchase,162.86,B&m 320 - An Telford
JB,26/06/2024,25/06/2024,Purchase,165,Www.Aewmweb.Com
AA,26/06/2024,31/05/2024,Purchase,166.22,Travelodge Gb0000
JB,26/06/2024,28/05/2024,Purchase,166.88,Www.Purpleflame.Co.Uk
JB,26/06/2024,29/05/2024,Purchase,166.95,Www.Argos.Co.Uk
AA,26/06/2024,03/06/2024,Purchase,167.5,Evlwebecom
AA,26/06/2024,05/06/2024,Purchase,167.5,Dvla Vehicle Tax
AA,26/06/2024,11/06/2024,Purchase,167.8,Www.Amazon* 204-502318
AA,26/06/2024,10/06/2024,Purchase,169.29,Travelodge Gb0000
JB,26/06/2024,06/06/2024,Purchase,169.5,Tvlicensing.Co.Uk
AA,26/06/2024,20/06/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/06/2024,17/06/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/06/2024,21/06/2024,Purchase,169.5,Tvlicensing.Co.Uk
JB,26/06/2024,18/06/2024,Purchase,170.44,Amazon* Billiew - Mult
AA,26/06/2024,11/06/2024,Purchase,171.34,Travelodge Gb0000
DS,26/06/2024,18/06/2024,Purchase,171.82,Brewers Telford
AA,26/06/2024,13/06/2024,Purchase,172.8,Paypal *royalimages
AA,26/06/2024,10/06/2024,Purchase,174,Paypal *paypalconfe
JR,26/06/2024,18/06/2024,Purchase,174,Pearson Education Ltd.
JB,26/06/2024,11/06/2024,Purchase,175,Amazon* 202-7494410-01
AA,26/06/2024,04/06/2024,Purchase,179,Premier Inn
DS,26/06/2024,17/06/2024,Purchase,182.16,Amazon* 204-7602171-41
DS,26/06/2024,04/06/2024,Credit Voucher,183.8,Trainline
AA,26/06/2024,06/06/2024,Purchase,184,Post Office Counter
DS,26/06/2024,04/06/2024,Purchase,184,Cipd Membership Fee
DS,26/06/2024,06/06/2024,Purchase,184,Cipd Membership Fee
DS,26/06/2024,07/06/2024,Purchase,184,Cipd Membership Fee
DS,26/06/2024,11/06/2024,Purchase,184,Cipd Membership Fee
DS,26/06/2024,17/06/2024,Purchase,184,Cipd Membership Fee
AA,26/06/2024,07/06/2024,Purchase,184.58,Travelodge Gb0000
JB,26/06/2024,31/05/2024,Purchase,184.95,Www.Argos.Co.Uk
AA,26/06/2024,07/06/2024,Purchase,186.89,Amazon* 205-5618129-62
AA,26/06/2024,31/05/2024,Purchase,188.66,Travelodge Gb0000
AA,26/06/2024,03/06/2024,Purchase,190.06,The Coal Authority
JB,26/06/2024,18/06/2024,Purchase,190.29,Trainline
JB,26/06/2024,11/06/2024,Purchase,192,Shropshire Skip Hire
DS,26/06/2024,17/06/2024,Purchase,192,Salop Towing Limited
JB,26/06/2024,31/05/2024,Purchase,193.99,Www.Argos.Co.Uk
AA,26/06/2024,13/06/2024,Purchase,194.38,Shop.Swimming.Org
JB,26/06/2024,12/06/2024,Purchase,195,Bkg*hotel At Booking.C
JR,26/06/2024,24/06/2024,Purchase,196.64,Trainline
JR,26/06/2024,24/06/2024,Purchase,196.65,Trainline
JB,26/06/2024,03/06/2024,Purchase,197.95,Www.Argos.Co.Uk
JB,26/06/2024,29/05/2024,Purchase,199.6,Amazon* 202-2669336-51
AA,26/06/2024,04/06/2024,Purchase,199.95,Ls Franks Complete Ho
JB,26/06/2024,25/06/2024,Purchase,200,Aldi Stores
AA,26/06/2024,08/06/2024,Purchase,200.29,Amazon* 205-9895154-23
AA,26/06/2024,31/05/2024,Purchase,201.92,Travelodge Gb0000
JB,26/06/2024,31/05/2024,Purchase,202.95,Www.Argos.Co.Uk
JB,26/06/2024,10/06/2024,Purchase,204.95,Www.Argos.Co.Uk
JB,26/06/2024,08/06/2024,Purchase,205.92,Bkg*hotel At Booking.C
DS,26/06/2024,13/06/2024,Purchase,207.3,Telford Repro
JB,26/06/2024,07/06/2024,Purchase,207.99,Trainline
JB,26/06/2024,30/05/2024,Purchase,208.69,Trainline
JB,26/06/2024,31/05/2024,Purchase,208.69,Trainline
JB,26/06/2024,06/06/2024,Purchase,208.69,Trainline
JR,26/06/2024,28/05/2024,Purchase,210.46,Booker Limited Ecom
DS,26/06/2024,07/06/2024,Purchase,212.4,Inprint Litho Limited
DS,26/06/2024,11/06/2024,Purchase,214,Cipd Membership Fee
DS,26/06/2024,20/06/2024,Purchase,214,Cipd Membership Fee
JB,26/06/2024,31/05/2024,Purchase,216,Green Skip Hire
JB,26/06/2024,31/05/2024,Purchase,216,Green Skip Hire
JB,26/06/2024,06/06/2024,Purchase,216,Green Skip Hire
JB,26/06/2024,21/06/2024,Purchase,216,Green Skip Hire
JB,26/06/2024,21/06/2024,Purchase,216,Green Skip Hire
DS,26/06/2024,11/06/2024,Purchase,223,Tfm Stableford
AA,26/06/2024,09/06/2024,Purchase,223.16,Adobe *adobe
AA,26/06/2024,07/06/2024,Purchase,223.34,Travelodge Gb0000
JR,26/06/2024,25/06/2024,Purchase,223.62,Booker Limited Ecom
AA,26/06/2024,07/06/2024,Purchase,224.36,Travelodge Gb0000
AA,26/06/2024,25/06/2024,Purchase,235.76,Adobe
AA,26/06/2024,06/06/2024,Purchase,239.88,Amazon* 205-6939244-17
JR,26/06/2024,05/06/2024,Purchase,239.97,Amazon* 204-9820328-98
JR,26/06/2024,05/06/2024,Purchase,239.97,Amazon* 204-9261886-92
JB,26/06/2024,31/05/2024,Purchase,246.95,Www.Argos.Co.Uk
AA,26/06/2024,18/06/2024,Purchase,248,Premier Inn
AA,26/06/2024,07/06/2024,Purchase,248.84,Travelodge Gb0000
JR,26/06/2024,25/06/2024,Purchase,249.93,Booker Limited Ecom
JB,26/06/2024,17/06/2024,Purchase,250.39,Trainline
AA,26/06/2024,31/05/2024,Purchase,251.9,Travelodge Gb0000
AA,26/06/2024,31/05/2024,Purchase,251.9,Travelodge Gb0000
JB,26/06/2024,24/06/2024,Purchase,254.68,Amazon* 204-5164442-90
JR,26/06/2024,07/06/2024,Purchase,258,Dunelm Softfurnishings
JB,26/06/2024,14/06/2024,Purchase,258.53,Travelodge Gb0000
AA,26/06/2024,21/06/2024,Purchase,259.01,Booker Ltd - 38598984
JR,26/06/2024,14/06/2024,Purchase,260,Bkg*hotel At Booking.C
JR,26/06/2024,14/06/2024,Purchase,260,Bkg*hotel At Booking.C
AA,26/06/2024,10/06/2024,Purchase,268.8,Dunelm Softfurnishings
JR,26/06/2024,11/06/2024,Purchase,270.12,Booker Limited Ecom
JR,26/06/2024,21/06/2024,Purchase,273.74,Lavazza Pro
AA,26/06/2024,21/06/2024,Purchase,274,Premier Inn
JB,26/06/2024,28/05/2024,Purchase,276,Circle Waste Ltd
AA,26/06/2024,19/06/2024,Purchase,276,Premier Inn
JB,26/06/2024,24/06/2024,Purchase,280,Ikea Ltd Shop Online
AA,26/06/2024,14/06/2024,Purchase,282,Premier Inn
AA,26/06/2024,14/06/2024,Purchase,282,Premier Inn
AA,26/06/2024,21/06/2024,Purchase,284,Premier Inn
AA,26/06/2024,14/06/2024,Purchase,289.89,Msft * E0100sigtz
JR,26/06/2024,28/05/2024,Purchase,289.93,Booker Limited Ecom
JB,26/06/2024,21/06/2024,Purchase,292.33,Facebk *qejmz5c4q2
JB,26/06/2024,29/05/2024,Purchase,294.59,Amazon* 202-2669336-51
JR,26/06/2024,04/06/2024,Purchase,295.36,Booker Limited Ecom
AA,26/06/2024,03/06/2024,Purchase,299.97,Amazon* 204-2775423-33
JB,26/06/2024,21/06/2024,Purchase,300,The Suite Exchange
JR,26/06/2024,04/06/2024,Purchase,303.6,Booker Limited Ecom
DS,26/06/2024,11/06/2024,Purchase,304.37,Amazon* 204-8781935-47
AA,26/06/2024,20/06/2024,Purchase,307,Premier Inn
AA,26/06/2024,21/06/2024,Purchase,307,Premier Inn
AA,26/06/2024,21/06/2024,Purchase,307,Premier Inn
AA,26/06/2024,21/06/2024,Purchase,308,Premier Inn
AA,26/06/2024,07/06/2024,Purchase,308.97,Premier Inn
JB,26/06/2024,28/05/2024,Purchase,309.84,Amazon* 202-7424351-08
AA,26/06/2024,21/06/2024,Purchase,310,The Garden* #tgr-20127
AA,26/06/2024,07/06/2024,Purchase,318,Premier Inn
JR,26/06/2024,14/06/2024,Purchase,324.97,Www.Amazon* 204-312851
JB,26/06/2024,29/05/2024,Purchase,328.99,Trainline
JR,26/06/2024,25/06/2024,Purchase,328.99,Trainline
JB,26/06/2024,12/06/2024,Purchase,329.69,Trainline
AA,26/06/2024,11/06/2024,Purchase,331.2,Www.Supertuffeurope.Co
AA,26/06/2024,25/06/2024,Purchase,337.5,Dvla Vehicle Tax
AA,26/06/2024,11/06/2024,Purchase,337.5,Dvla Vehicle Tax
JB,26/06/2024,29/05/2024,Purchase,347,Argos Ltd
JB,26/06/2024,12/06/2024,Purchase,349,Sq *reed.Co.Uk
JR,26/06/2024,04/06/2024,Purchase,349,Www.Amazon* 204-433839
DS,26/06/2024,30/05/2024,Credit Voucher,356,White Hart
DS,26/06/2024,30/05/2024,Credit Voucher,356,White Hart
DS,26/06/2024,24/06/2024,Purchase,358.62,Viking
JB,26/06/2024,07/06/2024,Purchase,360,Ironbridge Gorge Museum T
AA,26/06/2024,18/06/2024,Purchase,368,Austengroup
JB,26/06/2024,30/05/2024,Purchase,384,Surveymonk* T 45671706
JB,26/06/2024,28/05/2024,Purchase,385.48,Travelodge Gb0000
DS,26/06/2024,06/06/2024,Purchase,388,Paypal *publichealt
DS,26/06/2024,30/05/2024,Purchase,391,Possessionclaim.Go
DS,26/06/2024,07/06/2024,Purchase,391,Possessionclaim.Go
JB,26/06/2024,21/06/2024,Purchase,394.27,Ast Floorcoverings Limit
DS,26/06/2024,20/06/2024,Purchase,401.2,Timpson Ltd
AA,26/06/2024,21/06/2024,Purchase,414,Ebis-Hse
JR,26/06/2024,20/06/2024,Purchase,429.6,Amazon* 205-9007883-63
AA,26/06/2024,29/05/2024,Purchase,445,Www Tafs Garden Co Uk
AA,26/06/2024,21/06/2024,Purchase,447.96,Amazon* 204-7642424-39
DS,26/06/2024,06/06/2024,Purchase,455.94,Workplacedepot.Co.Uk
AA,26/06/2024,18/06/2024,Purchase,480,Www.Ciria.Org
DS,26/06/2024,11/06/2024,Purchase,486.08,Viking
JB,26/06/2024,28/05/2024,Purchase,500,Planet Doors
JB,26/06/2024,06/06/2024,Purchase,500,Manomano
DS,26/06/2024,24/06/2024,Purchase,522,The Old Swan Hotel
DS,26/06/2024,24/06/2024,Purchase,522,The Old Swan Hotel
DS,26/06/2024,24/06/2024,Purchase,522,The Old Swan Hotel
DS,26/06/2024,24/06/2024,Purchase,522,The Old Swan Hotel
DS,26/06/2024,24/06/2024,Purchase,522,The Old Swan Hotel
JR,26/06/2024,28/05/2024,Purchase,541.25,Bkg*hotel At Booking.C
JR,26/06/2024,11/06/2024,Purchase,545.9,A.K. Williams And Sons
AA,26/06/2024,31/05/2024,Purchase,554.8,Dunelm Softfurnishings
JB,26/06/2024,19/06/2024,Purchase,600,Www.Amazon* 204-666115
JR,26/06/2024,20/06/2024,Purchase,617.12,Bkg*hotel At Booking.C
DS,26/06/2024,17/06/2024,Purchase,640.2,Crelling Harnesses
JR,26/06/2024,06/06/2024,Purchase,642.6,Bkg*hotel At Booking.C
JR,26/06/2024,12/06/2024,Purchase,642.6,Bkg*hotel At Booking.C
JB,26/06/2024,31/05/2024,Purchase,650.23,Bkg*hotel At Booking.C
DS,26/06/2024,24/06/2024,Purchase,680.4,Www.Local.Gov.Uk
DS,26/06/2024,30/05/2024,Credit Voucher,712,White Hart
DS,26/06/2024,07/06/2024,Credit Voucher,720.47,Travelodge Gb0000
DS,26/06/2024,07/06/2024,Credit Voucher,720.47,Travelodge Gb0000
AA,26/06/2024,18/06/2024,Purchase,737.79,Glendining Signs Limit
DS,26/06/2024,30/05/2024,Purchase,832.28,Www.Weprintlanyards.Co
AA,26/06/2024,31/05/2024,Purchase,837,Paypal *cconlinepro
JB,26/06/2024,06/06/2024,Purchase,838.8,Digital Id
JR,26/06/2024,29/05/2024,Purchase,844.9,The White House Hotel
JR,26/06/2024,07/06/2024,Purchase,844.9,The White House Hotel
JR,26/06/2024,21/06/2024,Purchase,844.9,The White House Hotel
JB,26/06/2024,21/06/2024,Purchase,853.98,Powerpoint Stores Limited
JB,26/06/2024,29/05/2024,Purchase,875,Bkg*hotel At Booking.C
JR,26/06/2024,05/06/2024,Purchase,895.6,Bkg*hotel At Booking.C
JB,26/06/2024,28/05/2024,Purchase,900,Planet Doors
AA,26/06/2024,12/06/2024,Purchase,945.28,Www.Amazon* 204-072717
JR,26/06/2024,19/06/2024,Purchase,1303.27,Aghoco 1607 Ltd
DS,26/06/2024,12/06/2024,Credit Voucher,1359,Trp7 Ltd
DS,26/06/2024,12/06/2024,Purchase,1359,Trp7 Ltd
DS,26/06/2024,13/06/2024,Purchase,1359,Trp7 Ltd
DS,26/06/2024,19/06/2024,Purchase,1380.23,Travelodge Gb0000
JB,26/06/2024,28/05/2024,Purchase,1400,Planet Doors
JB,26/06/2024,12/06/2024,Purchase,1400,Planet Doors
JB,26/06/2024,12/06/2024,Purchase,1400,Planet Doors
JB,26/06/2024,24/06/2024,Purchase,1400,Planet Doors
JB,26/06/2024,24/06/2024,Purchase,1400,Planet Doors
DS,26/06/2024,11/06/2024,Purchase,1418.64,Sp Versapak Int Ltd
AA,26/06/2024,31/05/2024,Purchase,1470,Fro Blinds
AA,26/06/2024,31/05/2024,Purchase,1470,Fro Blinds
JR,26/06/2024,17/06/2024,Purchase,1559.17,Trade Uk
JR,26/06/2024,18/06/2024,Purchase,1568,Hudsonpropertyshrop
JR,26/06/2024,18/06/2024,Purchase,1568,Hudsonpropertyshrop
JR,26/06/2024,18/06/2024,Purchase,1607,Hudsonpropertyshrop
AA,26/06/2024,05/06/2024,Credit Voucher,1621.62,Ao Retail Limited
JR,26/06/2024,06/06/2024,Purchase,1663,Hudsonpropertyshrop
DS,26/06/2024,11/06/2024,Purchase,1782,Www.Adass.Org.Uk
JB,26/06/2024,14/06/2024,Purchase,1968,Www.1508stays.Co.Uk
DS,26/06/2024,18/06/2024,Purchase,1977.96,Www.Moneyclaim.Gov
JB,26/06/2024,30/05/2024,Purchase,2100,Www.1508stays.Co.Uk
JR,26/06/2024,04/06/2024,Purchase,2299,Www.Amazon* 204-638669
DS,26/06/2024,17/06/2024,Credit Voucher,3120,Www.Shaws.Co.Uk
JR,26/06/2024,05/06/2024,Purchase,3460.91,Lyreco UK Ltd
DS,26/06/2024,13/06/2024,Purchase,3786,Polling Signs
JB,26/06/2024,03/06/2024,Purchase,5699,Hudsonpropertyshrop
DS,26/06/2024,07/06/2024,Purchase,6003.45,Hartleysdirect
DS,26/06/2024,12/06/2024,Purchase,9558.42,Www.Shaws.Co.Uk
