Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45695,2200234440,654.78,ALT- BERG BOOTMAKERS
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45695,2200234441,2197.85,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45695,2200234442,1761.98,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45695,2200234444,555.5,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45695,2200234426,695,Support Logistics Europe Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45698,2200234558,956.76,HUNTER APPAREL SOLUTIONS LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45698,2200234607,1257,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45699,2200234734,9743.05,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45699,2200234749,10227.63,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45700,2200234775,799.8,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45700,2200234776,594.1,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45705,2200235104,575,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45705,2200235072,1563.54,POINT SOUTH LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45705,2200235111,535,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45705,2200235179,3595,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45705,2200235097,6565.12,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45707,2200235441,1838.75,AVENA ENVIRONMENTAL LIMITED
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45709,2200235660,1540,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45709,2200235661,2685,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45709,2200235599,1923.2,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45709,2200235603,990,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45709,2200235606,589.16,Tran Am Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45712,2200235704,2786.4,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45713,2200235780,3595.5,HUNTER APPAREL SOLUTIONS LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45713,2200235781,3136.5,HUNTER APPAREL SOLUTIONS LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45714,2200235888,596.4,Gmk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45715,2200235996,535,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45715,2200236001,1107.95,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45715,2200235997,1122,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45715,2200235998,1779,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45716,2200236129,1923.2,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45694,2200234357,2348.85,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45694,2200234376,2329,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45698,2200234566,1871,Palm Equipment International Ltd.
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45707,2200235401,3731.3,Aspen International Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Health and Safety Equipment,45691,2200233889,5211.8,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE HEAD OFFICE,Technical and Professional Consultant F,45709,2200235571,2625,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE HEAD OFFICE,Technical and Professional Consultant F,45709,2200235572,3150,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45694,2200234411,13053,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45699,2200234654,4509,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45716,2200236065,17248,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Employee Expenses,45694,3110127570,913.34,HM Revenue & Customs APSS300 & APSS
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payments to Other Local Authorities,45702,2200235002,69250,Hampshire County Council
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payments to Other Local Authorities,45702,2200235003,69250,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45701,2200234907,18200,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45692,2200234100,8125,HIWFRS
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45695,2200234484,16250,HIWFRS
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45708,2200235554,8125,HIWFRS
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45708,3110127871,1159.86,NPOWER
Hampshire & Isle of Wight Constabulary,CRIMINAL JUSTICE HEAD OFFICE,Payments to Other PC,45709,2200235590,6718.5,Thames Valley Police
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45714,2200235890,2286,Fast Engineering Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45705,2200235061,505.6,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Materials,45714,2200235934,1841.83,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45699,2200234682,17254.54,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45693,2200234192,646.57,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45712,2200235682,2754.03,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45712,2200235683,500.45,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45712,2200235684,2797.73,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45695,2200234473,4871.89,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45692,2200234128,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45695,2200234479,2679.1,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45695,2200234472,1491.3,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45716,2200236090,44007.66,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Equipment,45693,2200234200,551,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45700,2200234861,994,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45709,2200235630,505.6,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45698,2200234552,1439.55,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45702,2200235007,987.4,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,"Author, Speaker and Lecturer Fees",45701,3110005493,550,One Time Vendor
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,Hire of Accommodation and Facilities,45693,3110005477,5040,One Time Vendor
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Acquisition of Land & Buildings,45715,2200024073,668729.86,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45691,2200023807,168604.83,Neilcott Construction Limited
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45693,2200023848,112226.78,Neilcott Construction Limited
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45700,2200023909,6820.85,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45708,2200023994,1619,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45691,2200023814,7575.86,Kawasaki Motors (Uk) Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45693,2200023844,10119,Willcox & King Engineering Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45712,2200024021,10119,Willcox & King Engineering Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45714,2200024045,3722.79,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45714,2200024046,3722.79,tscomms Ltd
Hampshire & Isle of Wight Constabulary,DFG,Purchase of IT Equipment,45709,2200235589,1492.4,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,DFG,Purchase of IT Equipment,45716,2200236111,13785,AGX Holdings Ltd
Hampshire & Isle of Wight Constabulary,Diamond Building,Service Charges - Premises,45692,2200234124,-1158.09,DEFENCE ESTATES
Hampshire & Isle of Wight Constabulary,Diamond Building,Service Charges - Premises,45698,2200234588,14782.5,DEFENCE ESTATES
Hampshire & Isle of Wight Constabulary,Digital Policing,Payments to Other PC,45716,2200236107,29079.38,PCC for Thames Valley
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45708,2200235558,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45708,2200235559,520,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45692,2200234126,661.7,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Head Office,Technical and Professional Consultant F,45701,3110127635,1640,One Time Vendor
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Equipment,45699,2200234756,1335.25,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police North HO,Equipment,45716,2200236103,1104.5,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45691,2200234021,2255,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45716,2200236130,2625,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45693,2200234308,556.04,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45699,2200234631,770.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45707,2200235383,504,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45714,2200235903,648,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Equipment,45715,2200236036,1326,Canine Country Retreat Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45692,2200234098,5115,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,DRIVER TRAINING,Equipment,45700,2200234805,1525.5,Rdm (Uk) Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45708,3110127915,17386.42,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45701,3110127758,5687.57,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Rent,45716,3110127964,358997.95,Savills (UK) Ltd
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45708,3110127865,696.28,NPOWER
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45694,2200234358,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,Estate Building Security,Equipment,45702,2200235010,1822.86,Reliance High Tech Ltd
Hampshire & Isle of Wight Constabulary,Estate Building Security,General Maintenance,45694,2200234367,1629.39,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Estate Building Security,Other premises related costs,45694,2200234356,171360,SPECIALIST COMPUTER CENTRES
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45694,2200234355,514.5,ASSA ABLOY Ltd TA Chub Locks Custod
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45702,2200234982,5671,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45702,2200234983,952.38,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45702,2200234984,639.22,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45702,2200234998,5203.81,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45702,2200234999,3427,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45702,2200235000,1527,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Evidence Management,"Confidential, Hazardous & Medical Waste",45712,3110127831,910.21,One Time Vendor
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45692,2200234097,955,Stearn Electric Co Ltd
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45700,2200234781,1185.36,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45707,2200235315,2220,MJF Interiors Limited
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45712,2200235693,586.55,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,Evidence Management,Forensic and pathology testing,45698,2200234585,538.83,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,Evidence Management,Other Services,45708,2200235490,920,CTS (GB) Ltd
Hampshire & Isle of Wight Constabulary,External engagement,Car Leasing - Private Rentals,45699,2200234632,4870.45,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Electricity,45708,3110127905,3125.85,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Gas,45701,3110127762,4432.79,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Water - Metered,45698,3110127671,666.12,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45700,3110127620,1526.14,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45700,3110127621,4424.28,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Rent,45700,3110127616,9641.1,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Rent,45700,3110127618,9962.46,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45700,3110127617,7185.13,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45700,3110127619,10342.76,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45708,3110127875,1489.38,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Gas,45701,3110127773,1456.69,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,Feasibility costs,Other premises related costs,45694,2200234410,4000,VAIL WILLIAMS LLP
Hampshire & Isle of Wight Constabulary,Feasibility costs,Technical and Professional Consultant F,45693,3110127564,2500,One Time Vendor
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Cleaning services,45700,2200234865,10402.7,Maintenance Associated Services Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Equipment,45715,2200236025,502.07,RIFLECRAFT LIMITED
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Hire of Accommodation and Facilities,45693,2200234210,1200,Alver Developments Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Hire of Accommodation and Facilities,45693,2200234240,800,Alver Developments Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Training related expenditure,45713,2200235808,1011,College of Policing Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45695,2200234427,15200,Gmk Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45695,2200234449,15200,Gmk Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45707,2200235314,5406,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FIREARMS LICENSING,Postage and Delivery,45695,2200234491,2121.18,Hampshire County Council
Hampshire & Isle of Wight Constabulary,FLAT 1 SHANKLIN POLICE STATION,Council Tax,45699,3500004855,24160.62,Isle Of Wight Council
Hampshire & Isle of Wight Constabulary,FLAT 2 SHANKLIN POLICE STATION,Council Tax,45699,3500004856,24160.62,Isle Of Wight Council
Hampshire & Isle of Wight Constabulary,Force Chaplain,Hire of Accommodation and Facilities,45708,2200235465,1830,WINCHESTER CATHEDRAL
Hampshire & Isle of Wight Constabulary,Force Chaplain,Technical and Professional Consultant F,45715,2200236028,8525.23,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45700,3110127614,2523,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45705,3110127710,17000,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45706,3110127713,2208,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45714,3110127955,5000,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45691,2200233963,500,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45691,2200233969,500,Guildhall Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45693,2200234189,579.6,DAC Beachcroft
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45693,2200234273,2262,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45693,2200234274,2835,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45693,2200234286,11407,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45694,2200234383,800.4,DAC Beachcroft
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45698,2200234582,10561.54,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234690,20250,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234692,3000,5 ESSEX COURT
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234693,720,5 ESSEX COURT
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234737,960,5 ESSEX COURT
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234689,991.83,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234694,2496,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234695,1552,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234697,1783.5,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234699,551,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234702,1348.5,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234706,800,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234708,1029.5,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234710,2784,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234723,21488,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,3110127611,3489,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45699,2200234649,1215,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45700,2200234794,1250,5 ESSEX COURT
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45702,3110127708,8104.17,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45708,2200235491,540,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45709,2200235567,690,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45709,2200235568,1080,Serjeants Inn Chambers
