Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45541,2200223546,3080,Cw Headdress Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45541,2200223547,2433.2,Cw Headdress Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45541,2200223536,685,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45544,2200223662,3439,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45544,2200223663,3584,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45544,2200223635,649,MC PRODUCTS
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45546,2200223971,3243,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45548,2200224064,579.7,1st Choice Dry Cleaners Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45548,2200224067,560,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45548,2200224065,1575,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45552,2200224255,2002,Cw Headdress Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45554,2200224412,2651.44,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45554,2200224413,1440.12,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45554,2200224515,770.48,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45554,2200224520,2095,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45555,2200224572,3833,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45555,2200224560,599,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45555,2200224571,2238.64,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45558,2200224647,2460.5,BENNETT SAFETYWEAR LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45560,2200224807,14553,HELMET INTEGRATED SYSTEMS LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45561,2200224950,-2238.64,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45539,2200223312,654,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Stationery and other office consumables,45558,2200224668,532.88,Polybags Ltd
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE HEAD OFFICE,Professional Subscriptions,45546,3110125304,2800,CPOSA Ltd
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE PROJECTS,Technical and Professional Consultant F,45544,2200223721,1575,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE PROJECTS,Technical and Professional Consultant F,45561,2200224929,3150,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,CONTACT MANAGEMENT CENTRE,Staff Advertising - General,45555,2200224523,3190.14,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Services,45565,2200225100,2268.6,HAMPSHIRE PENSION FUND
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45544,2200223693,36000,Illuminet Solutions
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45552,2200224205,6500,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45559,2200224757,8125,HIWFRS
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Equipment,45539,2200022349,1570,BIGSTUFF LIMITED
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Equipment,45559,2200022520,8010,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Fixtures and Fittings,45538,2200022333,3600,BIGSTUFF LIMITED
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Furniture,45559,2200022518,1030,Bates Office
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Other Services,45545,2200022404,1893,MJF Interiors Limited
Hampshire & Isle of Wight Constabulary,COSHAM POLICE STATION (PN),Uniform Business Rates,45536,3500004516,4914,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45554,3110125479,501.62,NPOWER
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Uniform Business Rates,45536,3500004531,761,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45537,2200223126,842.5,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45538,2200223157,1127.5,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45538,2200223248,1158.5,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45551,2200224084,623.65,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45551,2200224125,1162.5,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45561,2200224955,1095,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45552,2200224242,952.64,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Security Costs,45562,2200225026,3950,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45540,2200223496,13615.6,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45538,2200223188,890.67,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45546,2200223903,4894.55,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45546,2200223904,2698.9,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45546,2200223910,1746.26,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45551,2200224109,1443.77,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45552,2200224266,509.2,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45546,2200223901,4159.4,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45537,2200223121,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45538,2200223189,3028.7,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45538,2200223194,2600.1,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45539,2200223377,2828.6,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45551,2200224098,4061.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45551,2200224099,3393,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45540,2200223503,3029.6,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45561,2200224967,35612.25,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Forensic and pathology testing,45551,2200224105,962.4,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Materials,45560,2200224851,647.8,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Clothing and Uniforms,45545,2200223751,728.5,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45537,2200223044,1159,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45537,2200223045,899.5,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45538,2200223246,3130,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Forensic and pathology testing,45565,2200225115,2086,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45538,2200223280,926.6,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45538,2200223285,688.5,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,Cybercrime Team,Technical and Professional Consultant F,45540,3110125195,839,One Time Vendor
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,Grant Aid and Donations,45552,2200022455,120771.06,Hampshire and Isle of Wight Healthc
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,Grant Aid and Donations,45561,2200022549,108269.1,Hampshire and Isle of Wight Healthc
Hampshire & Isle of Wight Constabulary,Death in Service 2 KH July24,Grant Aid and Donations,45538,3110125169,712,One Time Vendor
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45540,2200022365,94624.73,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45558,2200022507,4809,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45558,2200022508,5556.1,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45538,2200022343,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45539,2200022353,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45539,2200022354,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45540,2200022377,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45540,2200022378,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45540,2200022379,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45540,2200022380,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45541,2200022390,3388.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45553,2200022465,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45554,2200022473,16748.22,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45554,2200022475,30667.54,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45554,2200022476,35644.92,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45554,2200022477,35644.92,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45554,2200022478,16748.22,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45554,2200022479,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,DFG,Subscriptions,45555,2200224594,4500,Visionmetric Ltd
Hampshire & Isle of Wight Constabulary,Digital Forensic Infrastructure,Equipment,45551,2200224110,1166.45,ENERVEO LIMITED
Hampshire & Isle of Wight Constabulary,Digital Forensic Infrastructure,Equipment,45551,2200224112,1372.22,ENERVEO LIMITED
Hampshire & Isle of Wight Constabulary,Digital Forensic Infrastructure,Equipment,45553,2200224397,641.71,ENERVEO LIMITED
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45548,3110125360,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Specsavers,Medical and Counselling Fees,45545,2200223740,2753.62,Specsavers
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45540,2200223500,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45538,2200223191,3850,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45538,2200223192,5400,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45538,2200223193,8934,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45561,2200224949,1411,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45561,2200224951,2383,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45561,2200224962,1840,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45545,2200223794,676.49,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45545,2200223865,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45545,2200223866,643.22,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45545,2200223867,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45558,2200224653,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45558,2200224654,842.84,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45558,2200224655,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45559,2200224708,693.13,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45558,2200224650,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45558,2200224651,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45558,2200224652,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45559,2200224709,665.4,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Head Office,Materials,45539,2200223337,732.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District CID Head Office,Materials,45548,2200224033,4120,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District CID Head Office,Purchase of IT Equipment,45537,2200223143,792.38,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45537,2200223124,11689.23,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45561,2200224963,1467.9,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Stationery and other office consumables,45546,2200223890,2425,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Stationery and other office consumables,45551,2200224117,1567.02,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Stationery and other office consumables,45559,2200224722,1146.6,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Stationery and other office consumables,45560,2200224886,2099.16,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Purchase of IT Equipment,45551,2200224102,607.5,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Purchase of IT Equipment,45560,2200224841,1432.1,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,District Police East HO,Equipment,45561,2200224980,775,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police North HO,Equipment,45562,2200225022,765,JNE Security Ltd.
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45560,2200224837,1410,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45547,2200223999,792,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45548,2200224031,4776.15,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45551,2200224119,2325,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45554,2200224503,-827.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45560,2200224835,1224,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45560,2200224916,1370,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Materials,45554,2200224429,615.12,VonWolf K9Sport & Service Dog Equip
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45537,2200223062,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45537,2200223079,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45545,2200223831,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45545,2200223832,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45545,2200223836,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45544,2200223701,3790,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45562,2200225025,6093.06,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Services,45551,2200224134,1514,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Drone Project,Insurance Costs,45541,3110125253,-12000,Marsh Ltd
Hampshire & Isle of Wight Constabulary,Drone Project,Insurance Costs,45560,2200224898,774.14,Marsh Ltd
Hampshire & Isle of Wight Constabulary,Drones BVLS Project,Equipment,45540,2200223454,35000,Idroneimages Ltd
Hampshire & Isle of Wight Constabulary,Drones BVLS Project,IT Software,45560,3110125567,1092,One Time Vendor
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45554,3110125527,16766.05,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45552,3110125384,4015.15,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Rent,45541,3110125252,349574.94,Savills (UK) Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45536,3500004519,47502,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45554,3110125501,587.41,NPOWER
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Uniform Business Rates,45541,3500004552,2206,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45539,2200223435,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Other Training Courses and Qualification,45553,2200224402,1670,College of Policing Ltd
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45540,2200223491,534.42,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45545,2200223819,4555.16,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45555,2200224552,7484.8,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45559,2200224775,1491.29,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45559,2200224776,887.05,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45559,2200224777,3902.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45565,2200225102,2716,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45539,2200223363,1418.16,Manutan UK Limited
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45555,2200224626,3027.77,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45558,2200224676,1646.76,WA PRODUCTS Trading as Scenesafe
