Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45727,2200236890,3281.6,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45727,2200236883,1061.2,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45729,2200237125,3203.2,Cw Headdress Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45729,2200237111,1006.5,Northern Diver International Limite
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45729,2200237184,84139.83,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45736,2200237718,11318.56,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45737,2200237840,1923.2,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45737,2200237821,562.5,Northern Diver International Limite
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45737,2200237806,535,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45737,2200237844,625.81,WM Sugden & Sons Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45741,2200238015,4339.18,KEELA INTERNATIONAL
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45741,2200238014,1923.2,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45741,2200238083,685,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45741,2200238089,2241.8,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45744,2200238476,981.79,R3 Safety and Rescue
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45747,2200238523,15600,CIVIL DEFENCE SUPPLY LTD
Hampshire & Isle of Wight Constabulary,College of Policing Bursaries,Other Training Courses and Qualification,45741,2200237984,800.84,University of Portsmouth
Hampshire & Isle of Wight Constabulary,COMPLEX INVESTIGATION SUPPORT UNIT,Purchase of IT Equipment,45719,2200236183,3380,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,Contributions 3 - A.H-B Feb 25,Grant Aid and Donations,45736,3110128265,971,One Time Vendor
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Services,45741,2200238040,2268.6,HAMPSHIRE PENSION FUND
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payments to Other PC,45729,2200237173,12000,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45734,2200237423,-36000,Illuminet Solutions
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45740,3110128291,983.25,NPOWER
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45722,2200236506,979.1,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45733,2200237373,818,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45747,2200238649,985.8,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45747,2200238528,690,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Materials,45722,2200236515,920,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45730,2200237244,13821.94,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45722,2200236542,724.44,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45742,2200238144,3458.91,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45742,2200238145,3021.56,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45742,2200238146,632.26,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Equipment,45726,2200236765,21450,INTOXIMETERS UK LTD
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45720,2200236341,4170.58,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45719,2200236211,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45719,2200236175,3198.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45722,2200236562,2592.5,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45735,2200237537,3890.25,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45735,2200237565,1917.9,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45742,2200238188,3550.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45727,2200236895,2421.3,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45730,2200237243,47820.24,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Materials,45742,2200238224,662.5,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45736,2200237691,537.2,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45736,2200237708,620,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45727,2200236892,1361.27,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45721,2200236459,1177.8,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,Grant Aid and Donations,45736,2200024268,108260.55,Hampshire and Isle of Wight Healthc
Hampshire & Isle of Wight Constabulary,DCC INITIATIVE/PROJECTS,Other Training Courses and Qualification,45730,2200237241,1144.5,College of Policing Ltd
Hampshire & Isle of Wight Constabulary,DCC INITIATIVE/PROJECTS,Other Training Courses and Qualification,45741,2200238074,1675.5,College of Policing Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45720,2200024115,106686.26,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45728,2200024200,248951.76,Neilcott Construction Limited
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45734,2200024238,61837.35,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024107,20506.56,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024113,20506.56,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024114,20506.56,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024117,21506.56,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024106,10119,Willcox & King Engineering Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024108,10119,Willcox & King Engineering Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45720,2200024110,10119,Willcox & King Engineering Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45727,2200024188,48490.9,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45727,2200024189,48617.31,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45727,2200024190,48617.31,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45729,3110005544,56632,MERCEDES-BENZ UK LIMITED
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45734,2200024247,10441.99,Halls Electrical Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45734,2200024249,10441.99,Halls Electrical Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45737,2200024286,4950,MDA Installations Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45737,2200024287,15841.45,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45737,2200024288,16119.95,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45737,2200024289,16119.95,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45737,2200024290,16119.95,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45740,2200024304,16119.95,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45743,2200024326,3722.79,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45743,2200024327,3722.79,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45743,2200024328,3722.79,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45743,2200024329,3722.79,tscomms Ltd
Hampshire & Isle of Wight Constabulary,DFG,Equipment,45742,2200238158,515,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DFG,Forensic and pathology testing,45741,2200238109,44609.6,Ccl Forensics Ltd
Hampshire & Isle of Wight Constabulary,DFG,Forensic and pathology testing,45744,2200238402,54000,COMMISSUM ASSOCIATES LIMITED
Hampshire & Isle of Wight Constabulary,DFG,Other Training Courses and Qualification,45727,2200236867,870,CJS EVENT SOLUTIONS LTD
Hampshire & Isle of Wight Constabulary,DFG,Payments to Private Contractors,45740,2200237951,14512,MD5 LTD
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45721,2200236496,2378.25,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45727,2200236901,737.54,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Service Charges - Premises,45721,2200236491,14782.5,DEFENCE ESTATES
Hampshire & Isle of Wight Constabulary,Digital Policing,Payments to Other PC,45742,2200238179,30031.85,PCC for Thames Valley
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45734,3110128190,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45734,3110128193,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45741,3110128452,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Specsavers,Medical and Counselling Fees,45747,2200238541,3975.43,Specsavers
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45722,2200236527,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45726,2200236707,6934,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45726,2200236708,1250,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45726,2200236709,1400,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45722,2200236529,1087,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,DIRECT-Medical Reports HC Occupational h,Medical and Counselling Fees,45733,3110128093,600,One Time Vendor
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45726,2200236715,717.96,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45726,2200236716,903.24,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45726,2200236717,706.38,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45726,2200236718,903.24,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45733,2200237298,891.66,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45744,2200238467,694.8,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45744,2200238468,706.38,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45726,2200236712,572.64,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45726,2200236713,604.44,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45726,2200236714,515.37,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45728,2200237089,827.14,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45728,2200237090,706.24,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45744,2200238469,750.79,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45744,2200238470,750.79,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Head Office,Purchase of IT Equipment,45719,2200236184,3612,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Technical and Professional Consultant F,45726,3110128040,1170,One Time Vendor
Hampshire & Isle of Wight Constabulary,District Police East HO,Forensic and pathology testing,45743,2200238312,1034.72,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,District Police East HO,Materials,45720,2200236346,2095,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police Isle of Wight HO,Materials,45743,2200238345,1248.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police North HO,Materials,45720,2200236347,838,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police North HO,Materials,45743,2200238344,2081.25,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45733,2200237302,680.16,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45740,2200237866,696.3,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,District Police West HO,Materials,45720,2200236344,1676,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Materials,45743,2200238343,2081.25,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45719,2200236254,4860,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45720,2200236317,4231.1,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45721,2200236430,1216.85,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45728,3110128072,528,One Time Vendor
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45728,2200237027,1072.71,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45728,2200237053,1149.74,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45736,2200237703,792,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45736,2200237705,2304,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45740,2200237961,1867.25,Nestle Purina UK
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45740,2200237962,887,Nestle Purina UK
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45741,2200238075,3324.99,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45741,2200238081,1512.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45743,2200238249,506.18,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45747,2200238515,2316.67,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Equipment,45726,2200236739,1876.66,VonWolf K9Sport & Service Dog Equip
Hampshire & Isle of Wight Constabulary,DOMESTIC HOMICIDE REVIEWS,Payments to Other Local Authorities,45723,2200236589,2000,FAREHAM BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45721,2200236416,5115,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45721,2200236417,1200,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45722,2200236550,5384.67,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45743,2200238324,5772.51,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Drone Project,Equipment,45734,2200237480,29829.6,iRed Limited
Hampshire & Isle of Wight Constabulary,Drone Project,Equipment,45744,2200238386,6091.2,iRed Limited
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45740,3110128347,15327.28,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45730,3110128113,5033.9,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45740,3110128329,619.04,NPOWER
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45723,2200236586,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45736,2200237736,847,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45727,2200236953,2280.83,Redacted - Operational
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45730,2200237273,-2848.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45736,2200237669,5937,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45737,2200237804,1576,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Other Services,45720,3110128000,7500,One Time Vendor
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Other Services,45726,2200236764,900,Kyocera Document Solutions (UK) Lt
Hampshire & Isle of Wight Constabulary,"Estate Reqmts, Wellbeing & Mental Health",Equipment,45743,2200238370,1175,BODYPOWER SPORTS LTD
Hampshire & Isle of Wight Constabulary,"Estate Reqmts, Wellbeing & Mental Health",Equipment,45743,2200238371,4006.5,BODYPOWER SPORTS LTD
Hampshire & Isle of Wight Constabulary,"Estate Reqmts, Wellbeing & Mental Health",Equipment,45743,2200238372,10257.17,BODYPOWER SPORTS LTD
Hampshire & Isle of Wight Constabulary,"Estate Reqmts, Wellbeing & Mental Health",Fixtures and Fittings,45726,2200236703,3405.1,ABSOLUTE PERFORMANCE LTD
Hampshire & Isle of Wight Constabulary,Evidence Management,"Confidential, Hazardous & Medical Waste",45727,2200236855,643.92,SUEZ Recycling and Recovery UK Ltd
Hampshire & Isle of Wight Constabulary,Evidence Management,"Confidential, Hazardous & Medical Waste",45744,3110128523,1010.73,One Time Vendor
Hampshire & Isle of Wight Constabulary,Evidence Management,Forensic and pathology testing,45720,2200236293,691.47,SceneSafe Limited
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Electricity,45740,3110128345,2860.04,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Gas,45730,3110128116,3735.28,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Water - Metered,45730,3110128179,20881.91,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45744,3110128531,1530.38,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45744,3110128532,4848.76,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45740,3110128306,1319.19,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Gas,45730,3110128126,1228.49,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Rent,45741,3110128463,35962.5,Jones Lang LaSalle Ltd - (JLL-RENT)
