Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,Assisted studies,Other Training Courses and Qualification,45630,2200229867,2000,University of Surrey
Hampshire & Isle of Wight Constabulary,BAR END TRANSPORT WORKSHOP,Equipment,45630,2200229836,2145.6,BigDug Ltd
Hampshire & Isle of Wight Constabulary,BAR END TRANSPORT WORKSHOP,Fixtures and Fittings,45630,2200229834,530.6,ARMORGARD LIMITED
Hampshire & Isle of Wight Constabulary,BAR END TRANSPORT WORKSHOP,Vehicles and Plant - Repairs and Main,45629,2200229753,903,MB Garage Equipment Ltd
Hampshire & Isle of Wight Constabulary,BAR END TRANSPORT WORKSHOP,Vehicles and Plant - Repairs and Main,45629,2200229755,1149,MB Garage Equipment Ltd
Hampshire & Isle of Wight Constabulary,BAR END TRANSPORT WORKSHOP,Vehicles and Plant - Repairs and Main,45630,2200229841,1488,MB Garage Equipment Ltd
Hampshire & Isle of Wight Constabulary,BASINGSTOKE POLICE STATION (PARKLANDS),Rent,45631,2200229934,53233.28,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,BASINGSTOKE VEHICLE WORKSHOP,Rent,45631,2200229935,7681.29,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,BASINGSTOKE VEHICLE WORKSHOP,Rent,45631,2200229936,7681.29,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,BASINGSTOKE VEHICLE WORKSHOP,Uniform Business Rates,45646,3500004772,1435,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126930,-1013,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126932,-1026.49,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126934,-903.83,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126936,-817.98,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126938,-676.71,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126940,-751.49,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126942,-683.41,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126944,-662.4,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126946,-678.11,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126948,-682.25,NPOWER
Hampshire & Isle of Wight Constabulary,BEAULIEU POLICE STATION,Non System - Electricity,45643,3110126954,-516.16,NPOWER
Hampshire & Isle of Wight Constabulary,BISHOPS WALTHAM POLICE STATION,Non System - Electricity,45643,3110126815,550.35,NPOWER
Hampshire & Isle of Wight Constabulary,BISHOPS WALTHAM POLICE STATION,Uniform Business Rates,45627,3500004733,1223,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,Bitterne West End PS4 PS,Non System - Electricity,45643,3110126848,1294.02,NPOWER
Hampshire & Isle of Wight Constabulary,Bitterne West End PS4 PS,Rent,45644,2200230889,10000,Questmap Ltd
Hampshire & Isle of Wight Constabulary,Bitterne West End PS4 PS,Uniform Business Rates,45627,3500004732,2121,Southampton City Council
Hampshire & Isle of Wight Constabulary,BSG Business Support  Group,Equipment,45638,2200230496,1382.2,AXESS INTERNATIONAL LIMITED
Hampshire & Isle of Wight Constabulary,BSG Business Support  Group,Equipment,45642,2200230652,2447.89,OCEAN SAFETY LTD
Hampshire & Isle of Wight Constabulary,BSG Business Support  Group,Equipment,45643,2200230707,5083,AXESS INTERNATIONAL LIMITED
Hampshire & Isle of Wight Constabulary,BSG Business Support  Group,Equipment,45643,2200230731,827,AXESS INTERNATIONAL LIMITED
Hampshire & Isle of Wight Constabulary,BSG Business Support  Group,Equipment,45650,2200231341,2895,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,CAIT,Purchase of IT Equipment,45650,2200231261,1028,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,CAIT,Technical and Professional Consultant F,45638,3110126729,3200,One Time Vendor
Hampshire & Isle of Wight Constabulary,CENTRAL ADMIN,Agency Staff,45656,2200231454,628.25,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45628,2200229602,963.5,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45628,2200229591,3243,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45628,2200229608,567,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45631,2200229941,510,Rdm (Uk) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45636,2200230273,4115,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45636,2200230277,537.3,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45637,2200230316,679.84,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45637,2200230396,847.47,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45637,2200230397,1268.74,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45637,2200230317,10105.74,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45638,2200230466,613.4,1st Choice Dry Cleaners Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45638,2200230443,519.48,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45638,2200230464,2238.64,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45638,2200230459,717.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45639,2200230509,3375,BENNETT SAFETYWEAR LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45642,2200230550,2983.5,GOLIATH FOOTWEAR
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45644,2200230907,739.2,Cw Headdress Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45645,2200231004,1870.8,ALT- BERG BOOTMAKERS
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45645,2200231032,850.46,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45645,2200231001,1061.2,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45645,2200231002,636.72,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45645,2200231003,2122.4,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45646,2200231138,2304.39,KEELA INTERNATIONAL
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45646,2200231139,625,KEELA INTERNATIONAL
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45656,2200231448,1681.68,ALT- BERG BOOTMAKERS
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE HEAD OFFICE,Technical and Professional Consultant F,45644,2200230882,5250,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,COMPLEX INVESTIGATION SUPPORT UNIT,Purchase of IT Equipment,45631,2200229906,768,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45638,2200230427,12435,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45638,2200230428,12445,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45638,2200230429,7575,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Employee Expenses,45657,3110127116,58946.33,HM Revenue & Customs APSS300 & APSS
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Services,45653,2200231357,2268.6,HAMPSHIRE PENSION FUND
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payment to Government Departments,45643,2200230760,1315,Cabinet Office
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payments to Other Local Authorities,45642,2200230594,44164,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45644,2200230847,13300,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45646,2200231101,13300,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Corporate Insights Analysis Team,Payments to Other PC,45630,2200229886,1483.68,Pcc For Leicestershire
Hampshire & Isle of Wight Constabulary,Corporate Insights Analysis Team,Payments to Other PC,45650,2200231233,2017.33,Pcc For Leicestershire
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45646,2200231073,9750,HIWFRS
Hampshire & Isle of Wight Constabulary,COSHAM POLICE STATION (PN),Uniform Business Rates,45627,3500004721,4914,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45643,3110126829,825.86,NPOWER
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Uniform Business Rates,45627,3500004736,761,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,CRIMINAL JUSTICE HEAD OFFICE,Technical and Professional Consultant F,45635,2200230075,15000,Illuminet Solutions
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Catering Provisions,45644,2200230887,1687.5,THOMAS KNEALE & CO LTD
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45653,2200231363,698.3,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45631,2200229900,531.78,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45653,2200231360,1058.76,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Staff Non-Travel Subsistence,45657,2200231547,880,First Hampshire & Dorset Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45643,2200230749,13695.4,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45631,2200229919,2930.54,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45631,2200229921,4031.31,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45644,2200230850,872.19,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45650,2200231243,4051.17,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45629,2200229734,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45656,2200231479,2624.3,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Security Costs,45645,2200230981,1105,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45643,2200230775,-599.33,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45650,2200231244,3837.9,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Security Costs,45645,2200230983,3625,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Clothing and Uniforms,45636,2200230231,940.1,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45638,2200230422,710,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45631,2200229899,1788,Fast Engineering Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45632,2200230027,996,Fast Engineering Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45635,2200230082,750,THOMAS KNEALE & CO LTD
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45646,2200231143,1315,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45629,2200229727,1504.7,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,Grant Aid and Donations,45645,2200023369,105028.44,Hampshire and Isle of Wight Healthc
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45631,2200023234,139199.91,Neilcott Construction Limited
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45636,2200023282,6818.28,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45636,2200023283,2633.95,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45637,2200023290,13546.58,SPECIALIST COMPUTER CENTRES
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45649,2200023387,95915.2,The McAvoy Group
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45653,2200023412,10529.8,DM Habens The Builder Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45628,2200023197,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45628,2200023198,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45631,2200023237,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45632,2200023251,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45632,2200023252,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45632,2200023255,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45632,2200023256,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45639,2200023309,30874.42,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45644,2200023348,41211.76,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45644,2200023355,41211.76,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45644,2200023360,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45644,2200023361,21674.88,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45644,2200023362,21674.87,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45645,2200023370,10119,Willcox & King Engineering Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45649,2200023388,4900,MDA Installations Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45650,2200023406,31579.17,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45646,2200231070,1890,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45646,2200231072,3044.11,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Digital Policing,Payments to Other PC,45646,2200231087,28990.44,PCC for Thames Valley
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45644,3110126998,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45644,3110126999,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127104,785,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127105,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127106,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127108,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127109,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127110,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127112,525,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127113,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45657,3110127115,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Specsavers,Medical and Counselling Fees,45643,2200230827,2355,Specsavers
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45645,2200231048,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45645,2200231050,4850,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45645,2200231051,1450,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45645,2200231052,8868,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45657,2200231540,4200,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45657,2200231541,12934,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45645,2200231049,989,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45635,2200230125,853.93,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Basingstoke,Agency Staff,45653,2200231355,671.64,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45636,2200230236,729,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45636,2200230238,729,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45643,2200230727,761.72,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Hart & Rushmoor,Agency Staff,45653,2200231354,738.07,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,District CID Head Office,Purchase of IT Equipment,45649,2200231161,882,COMPUTACENTER (UK) LTD
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Equipment,45637,2200230386,825,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Technical and Professional Consultant F,45635,3110126675,1280,One Time Vendor
Hampshire & Isle of Wight Constabulary,District Police East HO,Equipment,45645,2200231013,510,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police East HO,Materials,45657,2200231571,1657,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police Isle of Wight HO,Materials,45657,2200231568,1242.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police North HO,Equipment,45628,2200229573,542.5,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police North HO,Equipment,45649,2200231218,1160.5,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police North HO,Materials,45657,2200231569,1242.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45628,2200229654,1191.52,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45650,2200231262,880,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45630,2200229826,1980,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45636,2200230162,2114.35,Nestle Purina UK
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45636,2200230262,671.4,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45636,2200230286,2092.8,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45643,2200230671,3220.83,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45629,2200229665,5115,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Drone Project,Insurance Costs,45637,2200230357,-6449.15,Marsh Ltd
Hampshire & Isle of Wight Constabulary,Drones BVLS Project,Equipment,45645,2200230979,976.5,iRed Limited
Hampshire & Isle of Wight Constabulary,Drones BVLS Project,Insurance Costs,45637,2200230395,4878.47,Marsh Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45643,3110126863,16885.44,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45643,3110127014,4234.77,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Rent,45628,3110126615,349574.94,Savills (UK) Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45627,3500004724,47502,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45643,3110126827,601.46,NPOWER
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Uniform Business Rates,45632,3500004757,2206,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45632,2200230015,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45638,2200230499,2650.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45657,2200231574,3382,Hampshire County Council
Hampshire & Isle of Wight Constabulary,Estate Building Security,Equipment,45637,2200230408,39773,Reliance High Tech Ltd
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45628,2200229584,665.93,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45631,2200229915,510,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45631,2200229916,660,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45631,2200229926,837.06,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45631,2200229927,3702.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45632,2200230017,729.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45632,2200230018,552.6,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45637,2200230320,3610,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45637,2200230393,5497,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45645,2200231036,1236,Redacted - Operational
