Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,778.72
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,778.72
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,778.72
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,778.72
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,778.72
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,778.72
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,745.64
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,695.29
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,194.68
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,83.43
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,57.36
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,940
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,-1814
Social Care Services,Life in Colour,Services to People,Care Payments,21/01/2024,3628
Social Care Services,MMCG (Manorhey Care Centre),Services to People,Care Payments,21/01/2024,-295.4
Social Care Services,MMCG (Manorhey Care Centre),Services to People,Care Payments,21/01/2024,-407
Social Care Services,MMCG (Manorhey Care Centre),Services to People,Care Payments,21/01/2024,2640
Social Care Services,MMCG (Manorhey Care Centre),Services to People,Care Payments,21/01/2024,1916
Social Care Services,Longley Park View,Services to People,Care Payments,21/01/2024,15452
Social Care Services,Crown Care Group,Services to People,Care Payments,21/01/2024,-1543.42
Social Care Services,Crown Care Group,Services to People,Care Payments,21/01/2024,3086.84
Social Care Services,Prema Court Care Home,Services to People,Care Payments,21/01/2024,5800
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-2900
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-1250.92
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-1966.28
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-548.68
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-727.2
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-1030.72
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-1308.12
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-1321.76
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-1479.4
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,5800
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,3220
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,3220
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,1964
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,1180
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,2672
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,2672
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,2328
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,2048
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,1872
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,1592
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,1472
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,1312
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,120
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-120
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,-3132
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,6264
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Cheadle Manor Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1179.24
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1341.56
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,2672
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3288
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-405.08
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-667.2
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-823.04
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1384.08
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,662.17
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-580.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-658.04
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-687.2
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-711.2
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-727.8
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1001.44
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1077.56
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1980
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,6888
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3232
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3232
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3164
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,2964
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,2104.96
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,2092
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,200
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3960
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,2416
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,200
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,200
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,200
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1865.14
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1854.38
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-712.36
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3708.76
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3288
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1980
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3960
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-1980
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-7056
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,14112
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,3960
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,345.26
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-2818.38
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-3139.42
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-3139.42
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-7056
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-7056
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-180.88
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-180.88
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-406.48
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,-406.48
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,14112
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,14112
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,6278.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,6278.84
Social Care Services,Stable Steps Care Centre,Services to People,Care Payments,21/01/2024,5636.76
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,-392.86
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,-2200
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,-2200
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,-2200
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,4400
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,4400
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,4400
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,4400
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,4400
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,4400
Social Care Services,Lighthouse Care Home,Services to People,Care Payments,21/01/2024,785.71
Social Care Services,Sunny Bank PRS,Services to People,Care Payments,21/01/2024,-1628.9
Social Care Services,Sunny Bank PRS,Services to People,Care Payments,21/01/2024,3257.8
Social Care Services,Lomond Court Nursing Home,Services to People,Care Payments,21/01/2024,-691.04
Social Care Services,Lomond Court Nursing Home,Services to People,Care Payments,21/01/2024,3554
Social Care Services,Bright Futures Care Ltd,Services to People,Care Payments,21/01/2024,21597.2
Social Care Services,Four Oaks Care Home,Services to People,Care Payments,21/01/2024,-2500
Social Care Services,Four Oaks Care Home,Services to People,Care Payments,21/01/2024,5000
Social Care Services,*Redact - Personal Information,Services to People,Care Payments,21/01/2024,2301.28
Social Care Services,*Redact - Personal Information,Services to People,Care Payments,21/01/2024,1898.72
Social Care Services,Bridgewater Manor,Services to People,Care Payments,21/01/2024,2583
Social Care Services,Bridgewater Manor,Services to People,Care Payments,21/01/2024,2017
Social Care Services,Lostock Lodge Care Home,Services to People,Care Payments,21/01/2024,-2400
Social Care Services,Lostock Lodge Care Home,Services to People,Care Payments,21/01/2024,4800
Social Care Services,Halecroft Grange,Services to People,Care Payments,21/01/2024,-691.2
Social Care Services,Halecroft Grange,Services to People,Care Payments,21/01/2024,3241.36
Social Care Services,Halecroft Grange,Services to People,Care Payments,21/01/2024,2694.64
Social Care Services,Halecroft Grange,Services to People,Care Payments,21/01/2024,-3241.36
Social Care Services,Burrswood Care Home,Services to People,Care Payments,21/01/2024,-1970
Social Care Services,Burrswood Care Home,Services to People,Care Payments,21/01/2024,3940
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,3128
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,3016.29
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,2272
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,2190.86
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-2190.86
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-2272
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,296.23
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-677.14
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-1380
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-376.65
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-1066.72
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,-1080.12
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,3220
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,3180
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Bramhall Manor,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Boroughbridge Manor Care Home,Services to People,Care Payments,21/01/2024,-554.56
Social Care Services,Boroughbridge Manor Care Home,Services to People,Care Payments,21/01/2024,-810
Social Care Services,Boroughbridge Manor Care Home,Services to People,Care Payments,21/01/2024,2968
Social Care Services,Boroughbridge Manor Care Home,Services to People,Care Payments,21/01/2024,2032
Social Care Services,Moor Park House Nursing Home,Services to People,Care Payments,21/01/2024,-587.4
Social Care Services,Moor Park House Nursing Home,Services to People,Care Payments,21/01/2024,7140.16
Social Care Services,Moor Park House Nursing Home,Services to People,Care Payments,21/01/2024,2850.96
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,64.56
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,64.56
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,64.56
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,64.56
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,32.76
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,32.76
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,32.76
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,32.76
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,6.92
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,3.51
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,6052
Social Care Services,Boston House,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Orton House,Services to People,Care Payments,21/01/2024,-233.59
Social Care Services,Orton House,Services to People,Care Payments,21/01/2024,-1610.77
Social Care Services,Orton House,Services to People,Care Payments,21/01/2024,2548
Social Care Services,Orton House,Services to People,Care Payments,21/01/2024,400
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,886.16
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,348.13
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,-119.11
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,-555.84
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,2730.64
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,2730.64
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,585.14
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,200
Social Care Services,St Lawrence's Lodge,Services to People,Care Payments,21/01/2024,-200
Social Care Services,Raven House,Services to People,Care Payments,21/01/2024,19429
Social Care Services,Haylands Care Home,Services to People,Care Payments,21/01/2024,2776
Social Care Services,Haylands Care Home,Services to People,Care Payments,21/01/2024,804
Social Care Services,Church Farm at Skylarks,Services to People,Care Payments,21/01/2024,2852
Social Care Services,Abbey Lea Care Home,Services to People,Care Payments,21/01/2024,3072
Social Care Services,Abbey Lea Care Home,Services to People,Care Payments,21/01/2024,842.12
Social Care Services,Cartmel Grange,Services to People,Care Payments,21/01/2024,2965.2
Social Care Services,Cartmel Grange,Services to People,Care Payments,21/01/2024,434.8
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,12671.52
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,12671.52
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,3288
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,3288
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,2262.77
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,587.14
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,878.84
Social Care Services,Adswood Lodge Health Care Ltd,Services to People,Care Payments,21/01/2024,156.94
Social Care Services,Bonhomie Oaklands Park,Services to People,Care Payments,21/01/2024,-896
Social Care Services,Bonhomie Oaklands Park,Services to People,Care Payments,21/01/2024,-6272
Social Care Services,Bonhomie Oaklands Park,Services to People,Care Payments,21/01/2024,-7584
Social Care Services,Bonhomie Oaklands Park,Services to People,Care Payments,21/01/2024,15168
Social Care Services,Bonhomie Oaklands Park,Services to People,Care Payments,21/01/2024,12544
Social Care Services,Bonhomie Oaklands Park,Services to People,Care Payments,21/01/2024,1792
Social Care Services,Wilmslow Manor,Services to People,Care Payments,21/01/2024,3528
Social Care Services,Wilmslow Manor,Services to People,Care Payments,21/01/2024,2672
Social Care Services,Wilmslow Manor,Services to People,Care Payments,21/01/2024,2394
Social Care Services,Wilmslow Manor,Services to People,Care Payments,21/01/2024,1813.14
Social Care Services,Amberley Care Home,Services to People,Care Payments,21/01/2024,-2400
Social Care Services,Amberley Care Home,Services to People,Care Payments,21/01/2024,4800
Social Care Services,Bradmere Care Home,Services to People,Care Payments,21/01/2024,-1446.7
Social Care Services,Bradmere Care Home,Services to People,Care Payments,21/01/2024,2893.4
Social Care Services,Cranbourne House,Services to People,Care Payments,21/01/2024,-406.88
Social Care Services,Cranbourne House,Services to People,Care Payments,21/01/2024,10291.32
Social Care Services,Ivy Gate Lodge,Services to People,Care Payments,21/01/2024,-1014.56
Social Care Services,Ivy Gate Lodge,Services to People,Care Payments,21/01/2024,3232
Social Care Services,Ivy Gate Lodge,Services to People,Care Payments,21/01/2024,1709.16
Social Care Services,Bentley Manor,Services to People,Care Payments,21/01/2024,-823.88
Social Care Services,Bentley Manor,Services to People,Care Payments,21/01/2024,3288
Social Care Services,Bentley Manor,Services to People,Care Payments,21/01/2024,2512
Social Care Services,Northwood Care Home,Services to People,Care Payments,21/01/2024,4360
Social Care Services,Northwood Care Home,Services to People,Care Payments,21/01/2024,3072
Childcare Provision,Little Giggles Private Day Nursery,Services to People,Care Payments,22/01/2024,1119.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,22/01/2024,2393.3
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,23/01/2024,500
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,211.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,-63.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,696.96
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,570.24
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,475.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,443.52
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,337.92
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,232.32
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,232.32
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,221.76
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,211.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,52.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,20.37
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,422.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,665.28
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,633.6
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,601.92
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,528
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,517.44
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,411.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,290.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,221.76
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,137.28
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,707.52
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,696.96
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,665.28
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,591.36
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,538.56
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,517.44
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,496.32
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,369.6
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,332.64
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,295.68
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,269.28
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,232.32
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,211.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,158.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,147.84
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,137.28
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,126.72
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,23/01/2024,105.6
