SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period January 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE
24x7 Ltd,"1,963.67",31/12/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"2,554.36",01/12/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"2,660.00",31/10/2023,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
24x7 Ltd,"2,660.00",31/12/2023,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
24x7 Ltd,"2,825.32",01/12/2023,YL22,R3305,Education Excellence,SEN Transport to Secondary Schools - Specialist Transport Fixed Route
24x7 Ltd,"2,853.53",01/12/2023,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
24x7 Ltd,"3,244.88",31/10/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,244.88",31/12/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,444.88",01/12/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,544.67",31/10/2023,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
24x7 Ltd,"3,544.67",31/12/2023,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
24x7 Ltd,"3,685.10",01/12/2023,YL60,R3310,Education Excellence,Post 16 Transport - Out of Borough Transport costs
24x7 Ltd,"4,761.04",01/12/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"5,523.54",31/10/2023,YL12,R3305,Education Excellence,SEN Transport to Primary Schools - Specialist Transport Fixed Route
24x7 Ltd,"5,523.54",31/12/2023,YL12,R3305,Education Excellence,SEN Transport to Primary Schools - Specialist Transport Fixed Route
24x7 Ltd,"6,519.79",31/10/2023,YL60,R3305,Education Excellence,Post 16 Transport - Specialist Transport Fixed Route
24x7 Ltd,"6,519.79",31/12/2023,YL60,R3305,Education Excellence,Post 16 Transport - Specialist Transport Fixed Route
24x7 Ltd,"6,537.25",31/12/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"6,537.25",31/10/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"6,537.25",31/10/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"6,780.37",31/10/2023,YL22,R3305,Education Excellence,SEN Transport to Secondary Schools - Specialist Transport Fixed Route
24x7 Ltd,"6,780.37",31/12/2023,YL22,R3305,Education Excellence,SEN Transport to Secondary Schools - Specialist Transport Fixed Route
24x7 Ltd,"7,948.62",01/12/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"8,315.96",01/12/2023,YL12,R3310,Education Excellence,SEN Transport to Primary Schools - Out of Borough Transport costs
24x7 Ltd,"9,015.96",01/12/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"12,384.17",31/10/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"12,384.17",31/12/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"13,205.63",31/10/2023,YL60,R3310,Education Excellence,Post 16 Transport - Out of Borough Transport costs
24x7 Ltd,"13,205.63",31/12/2023,YL60,R3310,Education Excellence,Post 16 Transport - Out of Borough Transport costs
24x7 Ltd,"20,877.26",01/12/2023,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
24x7 Ltd,"29,979.64",31/10/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"29,979.64",31/12/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
365 Support Limited,517.44,04/01/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
3C Payment UK Ltd,625.9,31/12/2023,BC16,R2941,Highways and Public Protection,Car Parks-Other - Bank Charges
3C Payment UK Ltd,946.94,31/12/2023,BC05,R2941,Highways and Public Protection,Highway Safety - Parking - Bank Charges
A A Molyneux Builders Ltd,"5,197.50",30/11/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
A A Molyneux Builders Ltd,"5,640.90",19/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
A A Molyneux Builders Ltd,"10,000.00",09/11/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
A A Molyneux Builders Ltd,"14,680.00",09/11/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
A E Yates Ltd,"104,143.72",22/12/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
A Star Support Services Ltd.,910,04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
A Star Support Services Ltd.,"4,727.50",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Aaron Crest Care Home,"1,040.00",04/01/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
AAT (GB) LTD,"1,465.00",02/01/2024,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
AAT (GB) LTD,"1,590.00",02/01/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
Abbegale Lodge (2006) Li,539.12,04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,596.2,04/01/2024,AN05,R5070,Adult Social Care,Mental Health Support - Adults 18-64 - Clients Personal Allowances
Abbegale Lodge (2006) Li,749.12,04/01/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,826.6,04/01/2024,AN10,R5070,Adult Social Care,Mental Health Support - Older People 65+ - Clients Personal Allowances
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP10,R4046,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Rest Homes
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,598.80",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,829.32",04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AN10,R4046,Adult Social Care,Mental Health Support - Older People 65+ - Property Case - Residential Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,940.36",04/01/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,800.56",04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,800.56",04/01/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,800.56",04/01/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,800.56",04/01/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,800.56",04/01/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,970.04",04/01/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbey Healthcare Westmoreland Ltd,"3,109.12",04/01/2024,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Abbey Wood Park Nursing Home,"1,444.44",04/01/2024,AN10,R4047,Adult Social Care,Mental Health Support - Older People 65+ - Property Case - Residential Nursing Homes
Abbey Wood Park Nursing Home,"2,745.24",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbey Wood Park Nursing Home,"3,083.24",04/01/2024,AN10,R4047,Adult Social Care,Mental Health Support - Older People 65+ - Property Case - Residential Nursing Homes
Abbeydale Nursing Home,"3,392.32",04/01/2024,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Abbeydale Nursing Home,"5,544.00",04/01/2024,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Abbeyfield North Mersey,848.8,04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"1,385.52",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"1,551.84",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"2,672.36",04/01/2024,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
Abbeyfield North Mersey,"2,672.36",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"2,672.36",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"2,672.36",04/01/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abc Security Services Ltd,"6,604.16",13/12/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
ABL Health Ltd,"50,206.75",01/01/2024,PH30,R4341,Health and Wellbeing,IWS- Smoking & Tobacco - Payments To NHS- General
Abzorb Group,"1,828.00",08/01/2024,YE28,R2655,Children's Social Care,Supporting Families Programme - Computer Costs
Abzorb Group,"39,346.98",08/01/2024,GF67,R4359,Corporate Resources,ICT Services - Schools CT Services - ICT Service Provider
AC Plant Glazing Ltd,933.2,18/12/2023,SV01,R3031,Operational In-House Services,Admin Account - Vehicles - Repairs And Maintenance
Access UK Ltd,"22,000.00",02/10/2023,AB25,R2655,Adult Social Care,Central Services - Computer Costs
Accomplish Group Lifestyles Ltd,560,12/01/2024,TA01,H2000,Adult Social Care,Corporate Appointeeship - Protection of Property Accounts
Accomplish Group Lifestyles Ltd,603.96,04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,603.96,04/01/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Accomplish Group Lifestyles Ltd,603.96,04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,603.96,04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,603.96,04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,605.12,04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,680.76,04/01/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Accomplish Group Lifestyles Ltd,756.4,04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,756.4,04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,756.4,04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,794.22,04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,794.22,04/01/2024,AG25,R4043,Adult Social Care,Social Support : Support For Social Isolation / Other - Supported Living
Accomplish Group Lifestyles Ltd,794.22,04/01/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,794.22,04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,794.22,04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"1,006.60",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,006.60",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,006.60",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,134.60",04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,509.90",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,512.80",04/01/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,588.44",04/01/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Accomplish Group Lifestyles Ltd,"1,588.44",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,588.44",04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,588.44",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,588.44",04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,891.00",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"1,966.64",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"2,269.20",04/01/2024,AG25,R4043,Adult Social Care,Social Support : Support For Social Isolation / Other - Supported Living
Accomplish Group Lifestyles Ltd,"2,269.20",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"2,269.20",04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,269.20",04/01/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,269.20",04/01/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,647.40",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"2,647.40",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,019.80",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,019.80",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,019.80",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,019.80",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,355.24",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,479.44",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,706.36",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"3,706.36",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,971.10",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"3,971.10",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"3,971.10",04/01/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"4,765.32",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"4,765.32",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"7,412.72",04/01/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
