BODY,LOCAL AUTHORITY DEPARTMENT,DESCRIPTION 1,DESCRIPTION 2,DATE,AMOUNT,BENEFICIARY
BCP Council,Adult Social Care,Bournemouth  Central - MH (65+),SU Contributions - Residential & Nursing,06/04/2023,£349.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£397.12-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£689.46-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£299.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£351.02-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£466.22-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£176.44-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£208.24-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£226.06-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£234.66-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£226.06-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,DEVELOPING LIVES SERVICES 2000 (LTD)
BCP Council,Adult Social Care,Poole Bay - MH (65+),SU Contributions - Residential & Nursing,06/04/2023,£323.90-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£436.40-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£408.04-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£531.76-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£470.60-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£489.12-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£335.22-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£528.58-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£653.78-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£366.98-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£109.39-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£377.04-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£547.56-,CARE SOUTH T/A DORSET HOUSE
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,"£1,019.36-",CHERITON CARE LTD
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£574.56-,CHERITON CARE LTD
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,THE YOU TRUST
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,HARBOUR CARE (UK) LIMITED T/A THE TIDES
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£237.90-,HARBOUR CARE (UK) LIMITED T/A THE TIDES
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£609.82-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£166.81-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£285.01-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£210.98-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£261.36-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£617.54-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£375.62-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£317.26-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£408.58-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£601.52-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£357.18-,CHRISTCHURCH FAIRMILE VILLAGE LLP
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£387.62-,GCH (HERTFORDSHIRE) LTD - HALCYON DAYS
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£773.24-,THE LINDSAY
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£400.42-,THE LINDSAY
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£422.72-,THE LINDSAY
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£272.74-,THE LINDSAY
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£200.01-,THE LINDSAY
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£280.01,THE LINDSAY
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,THE LINDSAY
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£424.50-,THE LINDSAY
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£836.14-,THE LINDSAY
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£139.20-,THE LINDSAY
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£325.90-,THE LINDSAY
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£329.02-,ELMWOOD RESIDENTIAL HOME LIMITED
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£333.84-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£333.84-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£488.06-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£31.53-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£316.46-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£316.98-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£253.44-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£331.90-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£587.88-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£356.20-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£363.20-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£406.58-,KINGSLEY HEALTHCARE LIMITED T/A BRANKSOME HEIGHTS CARE HOME
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,CAS CARE SERVICES LTD
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£455.50-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Christchurch  - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£221.36-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£339.66-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£591.16-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£493.44-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£925.58-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£59.75-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Poole Bay - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£309.90-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£316.16-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£458.76-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£409.56-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£517.06-,BOURNEMOUTH CARE LLP
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,HARBOUR CARE LTD T/A THE SHORES
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£352.12-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£102.23-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  East - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£857.84-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£422.06-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£306.20-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£327.90-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Bournemouth  East - SI (65+),SU Contributions - Residential & Nursing,06/04/2023,£391.30-,PORTELET MANOR LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,"£5,807.15",PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,"£5,650.20-",PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Poole CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£404.70-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£364.90-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£565.52-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£311.90-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£243.32-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£568.12-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£421.82-,PORTELET COTTAGE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£226.06-,LIVABILITY HORIZONS
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£334.92-,CARE UK
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,"£1,115.64-",CARE UK
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£537.44-,CARE UK
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£353.50-,CARE UK
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£393.48-,CARE UK
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CARE UK
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£743.36-,CARE UK
