"Invoices Paid for Factor Suppliers, Sub-Contractors, Trade Suppliers for Cumberland Council",,,,,,,,,,
,,,,,,,,,,
Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,SU7239,ABBEY ELECTRICAL,21/04/2023,12361,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,REPAIRS & MAINTENANCE,Revenue,1,280
CU,SU11451,ADT FIRE AND SECURITY PLC,25/04/2023,13704,Resources  ,Assets & Fleet                ,REPAIRS & MAINTENANCE,Revenue,1,"3,206.59"
CU,SU11451,ADT FIRE AND SECURITY PLC,26/04/2023,16569,Resources  ,Assets & Fleet                ,PROPERTY SECURITY,Revenue,1,262.69
CU,SU11451,ADT FIRE AND SECURITY PLC,26/04/2023,16571,Resources  ,Assets & Fleet                ,INST & MTCE-FIRE EXT & SEC SYS,Revenue,1,296.41
CU,SU11451,ADT FIRE AND SECURITY PLC,26/04/2023,16574,Resources  ,Assets & Fleet                ,INST & MTCE-FIRE EXT & SEC SYS,Revenue,1,274.89
CU,SU33915,THOMAS ARMSTRONG (CONSTRUCTION) LTD,25/04/2023,14292,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,REPAIRS & MAINTENANCE,Revenue,1,"1,710.00"
CU,SU97095,BORDER FOOD MACHINERY LTD,25/04/2023,13994,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,347
CU,SU98499,BORDER FLOOR LTD,18/04/2023,7987,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,"1,180.00"
CU,SU153255,CLEAN AS A WHISTLE,27/04/2023,16983,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,300
CU,SU182739,CONTRACT FENCING,17/04/2023,7274,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,"1,820.00"
CU,SU182739,CONTRACT FENCING,20/04/2023,11732,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,REPAIRS & MAINTENANCE,Revenue,1,"2,769.00"
CU,SU182739,CONTRACT FENCING,26/04/2023,16714,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,"2,450.50"
CU,SU203799,KEVIN DICKINSON UPVC LTD,18/04/2023,9233,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,892.5
CU,SU297867,ROLAND HILL (PARSONBY) LTD,25/04/2023,13815,COPELAND CAPITAL COST CENTRES,,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"10,566.00"
CU,SU297867,ROLAND HILL (PARSONBY) LTD,25/04/2023,13816,COPELAND CAPITAL COST CENTRES,,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"10,566.00"
