Directorate,Service,Division,Responsible Unit,Expense Type,Payment Date,Trans No,Net Amount,Supplier Name
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,28/04/2023,5772198,"2,860.00",Potter Raper & Partnership
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,28/04/2023,5772291,"1,050.00",24 ACCOUSTICS LTD
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,28/04/2023,5773563,"16,004.52",INGLETON WOOD
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,28/04/2023,5773620,"4,125.00",RSK Environment Ltd
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,14/04/2023,5774768,"22,933.00",INGLETON WOOD
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,17/04/2023,5774769,"8,977.50",INGLETON WOOD
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,17/04/2023,5774803,"3,822.50",Point 2 Surveyors Ltd
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,19/04/2023,5775584,577.50,24 ACCOUSTICS LTD
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Consultants Fees,30/04/2023,5776971,"2,485,246.44",Kier Construciton Ltd
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Other External Fees - Other External Fees,26/04/2023,5770308,"1,153.00",Architecture P L B
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Building Works - Main Works,03/04/2023,5764756,"14,650.00",VERGE DEZYN LTD
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Building Works - Main Works,28/04/2023,5772199,"16,860.00",Potter Raper & Partnership
Children & Culture,No Service Specified,No Division Specified,Basic Needs/Expansions - CAP,Building Works - Main Works,19/04/2023,5776008,"392,129.68",Tower Hamlets Schools LTD
Children & Culture,No Service Specified,No Division Specified,Conditions and Improvements - Cap,Building Works - Main Works,19/04/2023,5776011,"87,415.45",Tower Hamlets Schools LTD
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Services - Professional Fees - Counsel's Fees,12/04/2023,5772230,"1,000.00",Drystone Chambers
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Services - Professional Fees - Counsel's Fees,14/04/2023,5774349,"1,500.00",Cornerstone Barristers (Counsel fees)
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Services - Professional Fees - Counsel's Fees,28/04/2023,5778927,250.00,33 Bedford Row Chambers
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Services - Professional Fees - Counsel's Fees,28/04/2023,5779064,250.00,5KBW FEES ACCOUNT
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Services - Professional Fees - Counsel's Fees,28/04/2023,5779065,250.00,5KBW FEES ACCOUNT
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Services - Bank Charges - Administration Charges,12/04/2023,5772240,"15,850.52",Section 40 FOIA
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Audit Fees - Core audit fees,28/04/2023,5772259,"27,497.00",KPMG LLP
Corporate Costs and Central Financing,Corporate & Democratic Core,Corporate Management,Corporate Budget,Third Party Payments - Third Party Fees,21/04/2023,5777122,254.52,Busy Bees Benefits Ltd
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Block Contracts - Other,05/04/2023,5756402,"11,750.00",NHS North East London ICB
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Block Contracts - Other,05/04/2023,5756594,"11,750.00",NHS North East London ICB
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,19/04/2023,5769750,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,19/04/2023,5769751,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,19/04/2023,5769752,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,19/04/2023,5769753,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,19/04/2023,5769754,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Extra Care Sheltered Housing,19/04/2023,5769755,"3,750.00",Creative Support
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Prevention & Support - Block,05/04/2023,5756403,"11,750.00",NHS North East London ICB
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Ageing Well		",Social Care - Prevention & Support - Block,05/04/2023,5756595,"11,750.00",NHS North East London ICB
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),Community Safety Team,Services - Professional Fees - Financial Services Fees,05/04/2023,5760906,"22,487.50",National Offender Management Service
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),Community Safety Team,Services - Professional Fees - Financial Services Fees,28/04/2023,5769819,"44,975.00",National Offender Management Service
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),"VAWG, Domestic Abuse & Hate Crime Team",Tools and Equipment - Purchase,24/04/2023,5767571,"13,308.91",AFS Security Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),"VAWG, Domestic Abuse & Hate Crime Team",Services - Professional Fees - Training,19/04/2023,5766627,"14,915.73",Solace Women's Aid
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),"VAWG, Domestic Abuse & Hate Crime Team",Third Party Payments - Staff External Training (UK Based),19/04/2023,5766626,"91,178.58",Solace Women's Aid
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),T H Enforcement Officers,Repairs and Maintenance - Responsive - Electrical,19/04/2023,5772272,902.30,EDS a division of Kenson Contractors (Benington) Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),T H Enforcement Officers,Tools and Equipment - Purchase,03/04/2023,5760826,"1,137.22",Niton Equipment Limited
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),T H Enforcement Officers,Tools and Equipment - Purchase,19/04/2023,5767595,479.16,Axon Public Safety UK Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),T H Enforcement Officers,Uniforms & Clothing,03/04/2023,5760827,329.49,Niton Equipment Limited
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),ASB Investigation Officers,Repairs and Maintenance - Responsive - Repair & Maintenance,28/04/2023,5771674,960.00,JC Coster (Metalworks) Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Repairs and Maintenance - Responsive - Repair & Maintenance,12/04/2023,5763194,550.00,JC Coster (Metalworks) Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761921,"4,800.00",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761921,"2,279.05",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761921,"4,021.23",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761921,"6,760.44",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761921,456.19,Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761921,"1,546.08",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761922,"1,546.08",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761922,"6,760.44",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761922,456.19,Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761922,"4,021.23",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761922,"2,279.05",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761923,"12,517.25",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,05/04/2023,5761924,"1,570.56",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Grounds Maintenance - Contract - Paths/Drives/Playground,28/04/2023,5770409,"12,750.00",Independent Communication Solutions Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Software,28/04/2023,5770350,"1,800.00",Relovision Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Software,28/04/2023,5770350,"16,155.00",Relovision Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Software,28/04/2023,5770350,"2,875.20",Relovision Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Software,28/04/2023,5770351,"19,886.80",Relovision Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Software,28/04/2023,5770352,"12,750.00",Relovision Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (CCTV),CCTV Minor Works,Computing - Purchase of Software,28/04/2023,5770353,"2,700.00",Relovision Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),Neighbourhood Management,Third Party Payments - Voluntary Associations,05/04/2023,5761004,"9,500.00",Neighbourly Lab
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),Neighbourhood Management,Third Party Payments - Voluntary Associations,05/04/2023,5761635,"6,950.00",Neighbourly Lab
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),Neighbourhood Management,Third Party Payments - Voluntary Associations,05/04/2023,5761636,"8,375.00",Neighbourly Lab
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Repairs and Maintenance - Responsive - General,03/04/2023,5759518,"15,200.00",JC Coster (Metalworks) Ltd
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,03/04/2023,5760512,"4,333.00",Providence Row Charity
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,19/04/2023,5764658,"796,770.00",Tower Hamlets GP Care Group CIC
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,28/04/2023,5774776,"1,470.00",Green Light Pharmacy
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,28/04/2023,5774777,"6,990.00",Green Light Pharmacy Hannaford
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,28/04/2023,5774796,420.00,Everlasting Pharm Ltd
Health Adults and Community,Public Health,Health Protection,"Local Outbreak Management		",Third Party Payments - Other Establishments,28/04/2023,5774852,"5,175.00",MILDCARE LTD
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Fixtures and Fittings - Purchases - Security,12/04/2023,5763789,510.00,DETERTECH UK LIMITED
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Spare Parts,17/04/2023,5767600,759.95,THE UK ELECTRIC BIKE COMPANY LTD
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Spare Parts,17/04/2023,5769900,"8,179.94",THE UK ELECTRIC BIKE COMPANY LTD
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Vehicle Maintenance - Repairs,21/04/2023,5767315,500.00,Turtle Engineering Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Vehicle Maintenance - Repairs,21/04/2023,5767315,"2,125.00",Turtle Engineering Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Vehicle Maintenance - Repairs,21/04/2023,5767315,850.00,Turtle Engineering Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Healthy & Safety Supplies,03/04/2023,5762818,"2,750.00",Solon Security Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Healthy & Safety Supplies,19/04/2023,5766919,277.50,Solon Security Ltd
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Printing - External,21/04/2023,5767317,"24,796.80",BLUE BADGE PROTECTOR
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Services - Professional Fees - Financial Services Fees,03/04/2023,5760511,"5,000.00",London Borough Of Hackney
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Safety Services),SNO Growth Fund,Computing - Purchase of Software,03/04/2023,5770349,"3,454.60",Relovision Ltd
Health Adults and Community,Corporate & Democratic Core,Democratic Representation & Management,Preventing Violent Extremism,Panel & Conference Expenses - Conference - UK Based,24/04/2023,5777556,"7,500.00",Island BWO
Health Adults and Community,Public Health,Substance Misuse,Operating Costs,Training Expenses - Staff External Training (UK Based),05/04/2023,5766563,"1,720.00",the royal foundation of st katharine
Health Adults and Community,Environmental and Regulatory Services,Community Safety (Crime Reduction),Drugs Intervention Programme,Third Party Payments - Voluntary Associations,19/04/2023,5765596,"38,000.00",Beyond the Streets
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,12/04/2023,5761632,"9,000.00",NEW LEAF RECOVERY SERVICES LTD
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,05/04/2023,5763737,"4,880.00",Addiction Recovery Centres Ltd
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,05/04/2023,5763821,"1,314.29",The Forward Trust
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,28/04/2023,5770400,"2,680.00",KENT AND MEDWAY NHS SCPT
Health Adults and Community,Public Health,Substance Misuse,"Residential Treatment (Drug and Alcohol)		",Client Treatment Services,28/04/2023,5776767,"2,820.00",The Forward Trust
Health Adults and Community,Public Health,Substance Misuse,"ADDER Accelerator Fund		",Social Care - Day Care,28/04/2023,5770962,"8,900.00",TURNING POINT
Health Adults and Community,Public Health,Substance Misuse,"ADDER Accelerator Fund		",Third Party Payments - Voluntary Associations,19/04/2023,5766947,"10,245.69",Change Grow Live Services Ltd
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Refuse Collection,26/04/2023,5771671,930.59,PHS Group Plc
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Medical Requisites,28/04/2023,5770879,"2,138.11",Orion Medical Supplies Ltd
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773571,711.10,Forward Pharmacy
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773572,450.00,Ali's Pharmacy
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773574,"1,510.40",Day Lewis Plc
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773577,319.60,Chapel Pharmacy
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773579,306.60,Guardian Pharmacy t/a Lansbury Chemist
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773581,658.30,Guardian Pharmacy t/a Nash Chemist
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773582,556.80,Medina Pharma LTD t/a Bee Pharmacy
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773584,291.80,Green Light Pharmacy Hannaford
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773586,"1,009.10",ABC DRUGSTORES LTD
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773614,264.50,Medinapharm Ltd
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773628,573.60,Everlasting Pharm Ltd
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Payments to Private Contractors - Pharmacies,28/04/2023,5773709,298.20,BARKANTINE PHARMACY
Health Adults and Community,Public Health,Substance Misuse,"Contracted Services (Drug and Alcohol)		",Other Discretionary Awards - Grant,05/04/2023,5762862,"85,256.00",Change Grow Live Services Ltd
Health Adults and Community,Public Health,Substance Misuse,"Rough Sleeping Drug and Alcohol Treatment		",Third Party Payments - Voluntary Associations,19/04/2023,5766948,724.00,Change Grow Live Services Ltd
Health Adults and Community,Public Health,Substance Misuse,"Rough Sleeping Drug and Alcohol Treatment		",Third Party Payments - Voluntary Associations,19/04/2023,5766949,"8,294.00",Change Grow Live Services Ltd
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Carers & Cross Cutting Issues		",Computing - Purchase of Software,05/04/2023,5760913,"11,950.00",Public Consulting Group UK Ltd
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Carers & Cross Cutting Issues		",Social Care - Direct Payments Support Services,14/04/2023,5764009,"27,160.00",Peopleplus Group Limited
Health Adults and Community,Adult Social Care,Information and Early Intervention,"Carers & Cross Cutting Issues		",Social Care - Advocacy-Client,17/04/2023,5775339,"40,382.50",POhWER
Health Adults and Community,Adult Social Care,Commisioning and Service Delivery,Equipment Service Contribution,Social Care - Community Equipment Supplies,05/04/2023,5766937,875.11,Flourishgate Care Services Ltd
Health Adults and Community,Adult Social Care,Commisioning and Service Delivery,Equipment Service Contribution,Social Care - Community Equipment Supplies,24/04/2023,5772073,"15,473.00",Royal Borough of Kensington & Chelsea
Health Adults and Community,Adult Social Care,Commisioning and Service Delivery,Equipment Service Contribution,Social Care - Community Equipment Supplies,28/04/2023,5772074,"21,527.00",Royal Borough of Kensington & Chelsea
Health Adults and Community,Adult Social Care,Commisioning and Service Delivery,Equipment Service Contribution,Social Care - Community Equipment Supplies,28/04/2023,5772249,"9,500.00",Royal Borough of Kensington & Chelsea
Health Adults and Community,Adult Social Care,Commisioning and Service Delivery,Equipment Service Contribution,Social Care - Community Equipment Supplies,28/04/2023,5772275,"1,095.76",MEDEQUIP ASSISTIVE TECHNOLOGY LTD
Health Adults and Community,Adult Social Care,Information and Early Intervention,Carers,Social Care - Others,12/04/2023,5772156,"12,500.00",MOBILISE CARE LTD
Health Adults and Community,Adult Social Care,Information and Early Intervention,Carers,Third Party Payments - Voluntary Associations,28/04/2023,5779200,576.00,AGE UK EAST LONDON
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - adults (18-64),Generic Care Packages NE Team -SS,Social Care - Prevention & Support,21/04/2023,5776888,"1,131.00",George IV Regency Hotel
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - adults (18-64),Generic Care Packages NE Team -SS,Social Care - Prevention & Support,26/04/2023,5778077,"2,250.00",Citystay Hotel Limited
Health Adults and Community,Adult Social Care,Support with Memory and Cognition - adults (18-64),Generic Care Packages NE Team -SS,Social Care - Prevention & Support,28/04/2023,5779092,"1,050.00",Citystay Hotel Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Services - Professional Fees - Translation Fees,19/04/2023,5775996,382.25,Thebigword Interpreting Services Limited
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Extra Care Sheltered Housing,26/04/2023,5777838,647.50,Care-Away Ltd T/A Care Support
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,12/04/2023,5773171,"3,282.04",Hamberley Care 1 Ltd (Hawthorn Green)
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,12/04/2023,5773314,"3,282.04",Hamberley Care 1 Ltd (Hawthorn Green)
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,12/04/2023,5773323,"3,282.04",Hamberley Care 1 Ltd (Hawthorn Green)
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,14/04/2023,5774630,"3,084.64",BARCHESTER HEALTHCARE
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,14/04/2023,5774666,"2,127.00",BARCHESTER HEALTHCARE
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,21/04/2023,5776891,"3,455.56",Oak Farm (Taverham) Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,21/04/2023,5776892,"1,382.22",Oak Farm (Taverham) Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,26/04/2023,5777878,"5,911.89",Oakland Primecare Re: Woodland Grove
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,28/04/2023,5778007,"4,465.03",Bayswift Ltd t/as Chegworth Nursing Home
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Nursing Care,26/04/2023,5778061,"3,960.00",CARE UK COMMUNITY PARTNERSHIPS LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,05/04/2023,5771862,"14,821.43",PARK VIEW CARE HOME
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,05/04/2023,5771986,"2,707.40",Hill Care Services Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772376,"3,560.57",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772377,"1,888.86",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772379,"2,463.73",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772382,"3,560.57",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772416,"3,914.86",Cathena Healthcare Ltd - Quenby Rest Home
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772432,"7,006.29",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772433,"3,216.00",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772446,"4,720.00",ST CATHERINES RESIDENTIAL HOME
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772466,"3,560.57",Seabrooke Manor LTD
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5772493,"3,309.47",Essex County Council
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5773182,"3,565.71",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5773303,"3,030.86",ANCHOR TRUST HOMES ACCOUNT
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5773346,"5,092.86",Brownscombe House
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5773532,"3,565.71",Beaumont Court Care Home Ltd
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,12/04/2023,5773553,"4,028.57",Hamberley Care 1 Ltd (Hawthorn Green)
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,14/04/2023,5774629,"5,580.00",St Mary's Court
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,26/04/2023,5777825,"4,714.29",PARK VIEW CARE HOME
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,28/04/2023,5777829,"2,481.43",MERRIE LOOTS FARM
Health Adults and Community,Adult Social Care,Physical Support - older people (65+),Generic Care Packages NE Team -PS,Social Care - Residential Care,26/04/2023,5777855,"4,071.43",Anchor Hanover Group - St Josephs
