Posting date,Supplier number,Supplier name,Expense type,Department,Amount
02/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,260.00 "
02/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,260.00 "
02/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,261.20 "
02/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,261.20 "
24/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,471.40 "
24/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,471.40 "
24/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,470.00 "
24/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,470.00 "
21/06/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,471.40 "
21/06/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,471.40 "
21/06/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,470.00 "
21/06/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 1,470.00 "
02/05/2023,1249044,Susash London Limited,,Bi-Borough Director of Integrated Care," 1,606.73 "
24/05/2023,1249044,Susash London Limited,,Bi-Borough Director of Integrated Care," 1,874.52 "
02/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,457.14 "
02/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,457.14 "
02/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,868.57 "
02/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,868.57 "
02/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,371.43 "
02/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,371.43 "
24/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 2,180.00 "
24/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 2,180.00 "
24/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,600.00 "
24/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,600.00 "
24/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,700.00 "
24/05/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,700.00 "
21/06/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,600.00 "
21/06/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,600.00 "
21/06/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,700.00 "
21/06/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 1,700.00 "
21/06/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 2,180.00 "
21/06/2023,1249045,Susash Uk Ltd,,Bi-Borough Director of Integrated Care," 2,180.00 "
02/05/2023,1245185,Terrance House Care Ltd,,Bi-Borough Director of Integrated Care," 1,465.65 "
24/05/2023,1245185,Terrance House Care Ltd,,Bi-Borough Director of Integrated Care," 1,709.92 "
21/06/2023,1245185,Terrance House Care Ltd,,Bi-Borough Director of Integrated Care," 1,709.92 "
02/05/2023,1276817,Thanet Healthcare Ltd,,Bi-Borough Director of Integrated Care," 1,800.00 "
02/05/2023,1276817,Thanet Healthcare Ltd,,Bi-Borough Director of Integrated Care," 1,800.00 "
24/05/2023,1276817,Thanet Healthcare Ltd,,Bi-Borough Director of Integrated Care," 2,100.00 "
24/05/2023,1276817,Thanet Healthcare Ltd,,Bi-Borough Director of Integrated Care," 2,100.00 "
21/06/2023,1276817,Thanet Healthcare Ltd,,Bi-Borough Director of Integrated Care," 2,100.00 "
21/06/2023,1276817,Thanet Healthcare Ltd,,Bi-Borough Director of Integrated Care," 2,100.00 "
02/05/2023,1245188,The Boyne Care Home Ltd,,Bi-Borough Director of Integrated Care," 1,885.71 "
02/05/2023,1245188,The Boyne Care Home Ltd,,Bi-Borough Director of Integrated Care," 1,885.71 "
24/05/2023,1245188,The Boyne Care Home Ltd,,Bi-Borough Director of Integrated Care," 2,200.00 "
24/05/2023,1245188,The Boyne Care Home Ltd,,Bi-Borough Director of Integrated Care," 2,200.00 "
21/06/2023,1245188,The Boyne Care Home Ltd,,Bi-Borough Director of Integrated Care," 2,200.00 "
21/06/2023,1245188,The Boyne Care Home Ltd,,Bi-Borough Director of Integrated Care," 2,200.00 "
02/05/2023,1304127,The Oaks (Spring) Ltd,,Bi-Borough Director of Integrated Care," 2,448.65 "
24/05/2023,1304127,The Oaks (Spring) Ltd,,Bi-Borough Director of Integrated Care," 2,856.76 "
21/06/2023,1304127,The Oaks (Spring) Ltd,,Bi-Borough Director of Integrated Care," 2,856.76 "
02/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,534.29 "
02/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,534.29 "
02/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,705.71 "
02/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,705.71 "
02/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,705.71 "
02/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,705.71 "
24/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,790.00 "
24/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,790.00 "
24/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
24/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
24/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
24/05/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
21/06/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,790.00 "
21/06/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,790.00 "
21/06/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
21/06/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
21/06/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
21/06/2023,1246095,Theana Ltd T/a Enlighten Homes,,Bi-Borough Director of Integrated Care," 1,990.00 "
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,157.14 "
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,157.14 "
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care, 962.26 
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care, 962.26 
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,284.00 "
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,284.00 "
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,182.86 "
02/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,182.86 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,122.64 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,122.64 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,498.00 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,498.00 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,380.00 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,380.00 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,350.00 "
24/05/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,350.00 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,380.00 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,380.00 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,350.00 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,350.00 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,122.64 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,122.64 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,498.00 "
21/06/2023,1245193,Thornton Lodge,,Bi-Borough Director of Integrated Care," 1,498.00 "
24/05/2023,1251428,Uniq Care & Support Ltd,,Bi-Borough Director of Integrated Care," 3,871.09 "
21/06/2023,1251428,Uniq Care & Support Ltd,,Bi-Borough Director of Integrated Care," 1,693.60 "
02/05/2023,1243551,Vane Hill Residential Home,,Bi-Borough Director of Integrated Care," 1,236.27 "
02/05/2023,1243551,Vane Hill Residential Home,,Bi-Borough Director of Integrated Care," 1,236.27 "
24/05/2023,1243551,Vane Hill Residential Home,,Bi-Borough Director of Integrated Care," 1,442.32 "
24/05/2023,1243551,Vane Hill Residential Home,,Bi-Borough Director of Integrated Care," 1,442.32 "
21/06/2023,1243551,Vane Hill Residential Home,,Bi-Borough Director of Integrated Care," 1,442.32 "
21/06/2023,1243551,Vane Hill Residential Home,,Bi-Borough Director of Integrated Care," 1,442.32 "
02/05/2023,1269860,Walsingham Support,,Bi-Borough Director of Integrated Care," 4,838.85 "
24/05/2023,1269860,Walsingham Support,,Bi-Borough Director of Integrated Care," 5,645.32 "
21/06/2023,1269860,Walsingham Support,,Bi-Borough Director of Integrated Care," 5,645.32 "
02/05/2023,1243560,Westergate House,,Bi-Borough Director of Integrated Care," 1,756.15 "
02/05/2023,1243560,Westergate House,,Bi-Borough Director of Integrated Care," 1,931.11 "
24/05/2023,1243560,Westergate House,,Bi-Borough Director of Integrated Care," 2,252.96 "
24/05/2023,1243560,Westergate House,,Bi-Borough Director of Integrated Care," 2,048.84 "
21/06/2023,1243560,Westergate House,,Bi-Borough Director of Integrated Care," 2,252.96 "
21/06/2023,1243560,Westergate House,,Bi-Borough Director of Integrated Care," 2,048.84 "
13/06/2023,1251199,Cornerstone Barristers,Legal Costs,Bi-Borough Director of Integrated Care," 1,750.00 "
11/05/2023,1255531,Veristat Limited,Hired and Contracted Services,Bi-Borough Director of Integrated Care," 5,199.00 "
02/05/2023,1243851,Accomplish Group Ltd,,Bi-Borough Director of Integrated Care," 3,658.29 "
02/05/2023,1243851,Accomplish Group Ltd,,Bi-Borough Director of Integrated Care," 3,658.29 "
24/05/2023,1243851,Accomplish Group Ltd,,Bi-Borough Director of Integrated Care," 4,268.00 "
24/05/2023,1243851,Accomplish Group Ltd,,Bi-Borough Director of Integrated Care," 4,268.00 "
02/05/2023,1249044,Susash London Limited,,Bi-Borough Director of Integrated Care," 1,457.14 "
24/05/2023,1249044,Susash London Limited,,Bi-Borough Director of Integrated Care," 1,700.00 "
02/05/2023,1245168,Randall Care Homes,,Bi-Borough Director of Integrated Care," 1,328.57 "
02/05/2023,1245168,Randall Care Homes,,Bi-Borough Director of Integrated Care," 1,328.57 "
24/05/2023,1245168,Randall Care Homes,,Bi-Borough Director of Integrated Care," 1,550.00 "
24/05/2023,1245168,Randall Care Homes,,Bi-Borough Director of Integrated Care," 1,550.00 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,374.42 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 3,851.83 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 4,493.80 "
22/05/2023,1246261,Brent Wandsworth & Westminster,,Bi-Borough Director of Integrated Care," 2,672.43 "
28/06/2023,1246261,Brent Wandsworth & Westminster,,Bi-Borough Director of Integrated Care," 3,828.96 "
19/04/2023,1248878,Sevacare (Uk) Ltd,,Bi-Borough Director of Integrated Care," 1,112.16 "
17/05/2023,1248878,Sevacare (Uk) Ltd,,Bi-Borough Director of Integrated Care," 1,112.16 "
09/06/2023,1248878,Sevacare (Uk) Ltd,,Bi-Borough Director of Integrated Care," 1,320.16 "
02/05/2023,1243450,Bupa Care Homes(AKW) Ltd - T/a,,Bi-Borough Director of Integrated Care," 5,339.25 "
24/05/2023,1243450,Bupa Care Homes(AKW) Ltd - T/a,,Bi-Borough Director of Integrated Care," 6,229.12 "
21/06/2023,1243450,Bupa Care Homes(AKW) Ltd - T/a,,Bi-Borough Director of Integrated Care," 6,229.12 "
02/05/2023,1245144,Methodist Homes For The Aged,,Bi-Borough Director of Integrated Care," 1,711.75 "
24/05/2023,1245144,Methodist Homes For The Aged,,Bi-Borough Director of Integrated Care," 1,997.04 "
21/06/2023,1245144,Methodist Homes For The Aged,,Bi-Borough Director of Integrated Care," 1,997.04 "
02/05/2023,1245156,Nazareth House,,Bi-Borough Director of Integrated Care," 1,875.43 "
24/05/2023,1245156,Nazareth House,,Bi-Borough Director of Integrated Care," 2,188.00 "
21/06/2023,1245156,Nazareth House,,Bi-Borough Director of Integrated Care," 2,188.00 "
02/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 2,520.00 "
24/05/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 2,940.00 "
21/06/2023,1245636,St Mungos Broadway (Grants &,,Bi-Borough Director of Integrated Care," 2,940.00 "
15/05/2023,1247650,London Care Ltd,,Bi-Borough Director of Integrated Care," 1,338.48 "
18/05/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,528.24 "
18/05/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,091.60 "
18/05/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,528.24 "
18/05/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,091.60 "
05/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,482.56 "
05/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,024.76 "
05/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,482.56 "
05/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,024.76 "
08/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,556.62 "
08/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,077.66 "
08/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,556.62 "
08/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care," 1,077.66 "
08/06/2023,1247650,London Care Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Bi-Borough Director of Integrated Care, 654.96 
06/04/2023,1264233,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care, 627.24 
06/04/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,333.60 "
06/04/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,572.04 "
06/04/2023,1250181,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care," 8,401.64 "
04/05/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,572.04 "
04/05/2023,1264233,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care, 627.24 
04/05/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 2,040.02 "
04/05/2023,1250181,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care," 8,401.64 "
01/06/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,572.04 "
01/06/2023,1264233,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care, 627.24 
01/06/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,442.28 "
29/06/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,572.04 "
29/06/2023,1264233,PERSONAL PAYMENTS,Social Care - Direct Payments,Bi-Borough Director of Integrated Care, 627.24 
29/06/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 1,442.28 "
29/06/2023,1246066,Barrie Bookkeeping & Payroll,Adult Social Care - Other Transfer Pay,Bi-Borough Director of Integrated Care," 3,437.05 "
04/04/2023,1248843,Sage Care Ltd,,Bi-Borough Director of Integrated Care," 1,256.96 "
30/05/2023,1252498,Field Court Chambers,Legal Costs,Bi-Borough Director of Integrated Care," 1,950.00 "
17/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 76,414.11 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 17,032.05 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 27,540.58 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,374.42 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,374.42 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,374.42 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,912.54 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,B*Distric Council non fee related servi,Bi-Borough Director of Integrated Care," 2,374.42 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 22,143.54 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 49,872.57 "
30/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 28,832.16 "
31/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 73,949.14 "
31/05/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 76,414.11 "
02/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 73,949.14 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 9,916.25 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 19,986.11 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 3,397.96 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,B*Distric Council non fee related servi,Bi-Borough Director of Integrated Care," 2,770.16 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 19,806.55 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 23,897.65 "
21/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 19,713.30 "
22/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 29,531.57 "
22/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 30,515.96 "
22/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 29,531.57 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 20,833.57 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 3,397.96 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 2,770.16 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,B*Distric Council non fee related servi,Bi-Borough Director of Integrated Care," 2,770.16 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 20,555.55 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 14,966.77 "
28/06/2023,1245091,Care UK Community Partnerships Ltd,,Bi-Borough Director of Integrated Care," 20,608.91 "
30/05/2023,1245982,Anchor Trust,,Bi-Borough Director of Integrated Care," 46,791.98 "
30/05/2023,1245982,Anchor Trust,,Bi-Borough Director of Integrated Care," 2,207.07 "
21/06/2023,1245982,Anchor Trust,,Bi-Borough Director of Integrated Care," 40,856.36 "
21/06/2023,1245982,Anchor Trust,,Bi-Borough Director of Integrated Care," 2,574.92 "
28/06/2023,1245982,Anchor Trust,,Bi-Borough Director of Integrated Care," 40,120.67 "
28/06/2023,1245982,Anchor Trust,,Bi-Borough Director of Integrated Care," 2,574.92 "
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,992.48 "
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 747.32 
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,565.70 "
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,048.75 "
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 3,380.31 "
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 996.24 
02/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,921.32 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 691.64 
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,239.08 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,613.82 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,075.76 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 2,093.89 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 537.88 
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 3,650.04 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,950.07 "
30/05/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 806.96 
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 2,122.88 "
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 3,650.04 "
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 2,074.68 "
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,949.99 "
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 806.96 
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 537.88 
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,075.76 "
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care, 691.64 
22/06/2023,1255843,A.I. Care Services Ltd,,Bi-Borough Director of Integrated Care," 1,296.70 "
05/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care, 818.34 
05/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,494.36 "
05/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,494.05 "
05/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,494.64 "
18/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care, 818.34 
18/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,494.36 "
18/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,494.64 "
18/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,494.05 "
30/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care, 883.66 
30/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,619.32 "
30/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,545.35 "
30/05/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,681.90 "
21/06/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care, 883.66 
21/06/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,619.32 "
21/06/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,551.71 "
21/06/2023,1286967,ACS Homecare Ltd,,Bi-Borough Director of Integrated Care," 1,675.54 "
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care, 818.34 
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care, 996.99 
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care, 879.64 
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care, 950.61 
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care," 1,273.14 "
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care, 996.23 
05/04/2023,1243931,Ashbourne Healthcare Services,,Bi-Borough Director of Integrated Care, 996.24 
