Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2523.6,£0.00,Redacted - personal info,221004,Revenue,STC160566
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2586.28,£0.00,Redacted - personal info,221004,Revenue,STC160577
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2618.8,£0.00,Redacted - personal info,221004,Revenue,STC160586
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2626.56,£0.00,Mencap,221004,Revenue,STC160589
South Tyneside Council,00CL,Economic Regeneration,Capital Construction Costs,Viking Energy Network Jarrow,03-Jan-23,2646,£0.00,Desco (Design & Consultancy) Ltd,854570,Capital,STC160597
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,03-Jan-23,2646,£0.00,Standby Healthcare,213700,Revenue,STC160598
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2661.12,£0.00,Mencap,221004,Revenue,STC160601
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2661.12,£0.00,Mencap,221004,Revenue,STC160602
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2661.12,£0.00,Mencap,221004,Revenue,STC160603
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2678.4,£0.00,Redacted - personal info,221004,Revenue,STC160606
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,2683.2,£0.00,Redacted - personal info,221001,Revenue,STC160608
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2695.68,£0.00,Mencap,221004,Revenue,STC160613
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,2716.18,£0.00,Redacted - personal info,221001,Revenue,STC160616
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2730.24,£0.00,Mencap,221004,Revenue,STC160621
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2730.24,£0.00,Mencap,221004,Revenue,STC160622
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,03-Jan-23,2804,£0.00,Redacted - personal info,213800,Revenue,STC160634
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2825.1,£0.00,Redacted - personal info,221004,Revenue,STC160643
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,03-Jan-23,2826.72,£0.00,Redacted - personal info,221003,Revenue,STC160645
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,03-Jan-23,2854.63,£0.00,Redacted - personal info,213800,Revenue,STC160651
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,03-Jan-23,2857.02,£0.00,Redacted - personal info,221003,Revenue,STC160652
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2873.32,£0.00,Redacted - personal info,221004,Revenue,STC160658
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,2884.8,£0.00,Redacted - personal info,221004,Revenue,STC160662
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,03-Jan-23,2899.2,£0.00,St Oswalds Hospice,213500,Revenue,STC160665
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2920.32,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC160672
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2937.6,£0.00,Mencap,221004,Revenue,STC160679
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160687
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160688
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160689
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160690
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160691
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160692
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160693
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,2962.4,£0.00,Mencap,221004,Revenue,STC160694
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,2992.8,£0.00,Redacted - personal info,221001,Revenue,STC160698
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,3024,£0.00,Redacted - personal info,221004,Revenue,STC160705
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,3050.76,£0.00,Redacted - personal info,221001,Revenue,STC160712
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,03-Jan-23,3053.12,£0.00,Northumbrian Roads Limited,227630,Revenue,STC160715
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,3132.36,£0.00,Redacted - personal info,221001,Revenue,STC160736
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,03-Jan-23,3135.84,£0.00,Redacted - personal info,213800,Revenue,STC160737
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,03-Jan-23,3273.42,£0.00,Redacted - personal info,221003,Revenue,STC160758
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,03-Jan-23,3273.42,£0.00,Redacted - personal info,221003,Revenue,STC160759
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,3276.6,£0.00,Redacted - personal info,221001,Revenue,STC160761
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3283.2,£0.00,Mencap,221004,Revenue,STC160762
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,3368.68,£0.00,Redacted - personal info,221004,Revenue,STC160777
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,3415.12,£0.00,Redacted - personal info,221004,Revenue,STC160791
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3531.32,£0.00,Mencap,221004,Revenue,STC160814
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3531.32,£0.00,Mencap,221004,Revenue,STC160815
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care Respite,Physical Support,03-Jan-23,3624,£0.00,St Oswalds Hospice,221001,Revenue,STC160834
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3628.8,£0.00,Mencap,221004,Revenue,STC160835
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3628.8,£0.00,Mencap,221004,Revenue,STC160836
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,3632.12,£0.00,Redacted - personal info,221004,Revenue,STC160841
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3767.32,£0.00,Mencap,221004,Revenue,STC160859
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,03-Jan-23,3789.44,£0.00,Redacted - personal info,213800,Revenue,STC160862
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Sexual Health - CASH (STFT),03-Jan-23,3829.75,£0.00,South Tyneside & Sunderland NHS Foundation Trust,225047,Revenue,STC160868
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3870.72,£0.00,Mencap,221004,Revenue,STC160876
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,3950.72,£0.00,Mencap,221004,Revenue,STC160886
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,4098.28,£0.00,Mencap,221004,Revenue,STC160906
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,4324.64,£0.00,Redacted - personal info,221001,Revenue,STC160929
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,4373.76,£0.00,Mencap,221004,Revenue,STC160936
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,4458.24,£0.00,Mencap,221004,Revenue,STC160941
South Tyneside Council,00CL,Housing Capital,Capital Demolition Costs,Tyne Dock Regeneration Scheme,03-Jan-23,4687.5,£0.00,Lucion Environmental LLP,803459,Capital,STC160966
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,4722.96,£0.00,Redacted - personal info,221004,Revenue,STC160969
South Tyneside Council,00CL,Economic Regeneration Group,Contributions to Community Associations,Asset Management,03-Jan-23,4833.33,£0.00,Chuter Ede CIO,232300,Revenue,STC160977
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,4838.4,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC160978
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,4952.64,£0.00,Mencap,221004,Revenue,STC160987
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,5024,£0.00,Redacted - personal info,221004,Revenue,STC160994
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5026,£0.00,Mencap,221004,Revenue,STC160996
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5026,£0.00,Mencap,221004,Revenue,STC160997
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5026,£0.00,Mencap,221004,Revenue,STC160998
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5026,£0.00,Mencap,221004,Revenue,STC160999
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5026,£0.00,Mencap,221004,Revenue,STC161000
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5026,£0.00,Mencap,221004,Revenue,STC161001
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5145.98,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161008
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5356.8,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161019
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5356.8,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161020
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,5458.32,£0.00,Redacted - personal info,221004,Revenue,STC161029
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,5521.2,£0.00,Redacted - personal info,221001,Revenue,STC161037
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,5548,£0.00,Redacted - personal info,221004,Revenue,STC161040
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Jan-23,5607.56,£0.00,Easibathe and Easiaccess Solutions,819000,Capital,STC161047
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,5736.96,£0.00,Mencap,221004,Revenue,STC161053
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,5982.8,£0.00,Redacted - personal info,221004,Revenue,STC161079
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,5982.8,£0.00,Redacted - personal info,221004,Revenue,STC161080
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,5999.96,£0.00,Redacted - personal info,221004,Revenue,STC161082
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,6069.44,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161089
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,6069.44,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161090
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Sec 17 -  Central Pot,03-Jan-23,6300,£0.00,Redacted - personal info,213602,Revenue,STC161097
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,6342.08,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161100
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,6391.03,£0.00,Redacted - personal info,221001,Revenue,STC161101
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,6554.08,£0.00,Redacted - personal info,221001,Revenue,STC161105
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,6596.96,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161108
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,6964.6,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161125
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,7204.4,£0.00,Redacted - personal info,221001,Revenue,STC161135
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,7257.6,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161138
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,7257.6,£0.00,Mencap,221004,Revenue,STC161139
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,7454,£0.00,Redacted - personal info,221001,Revenue,STC161146
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,7482,£0.00,Redacted - personal info,221001,Revenue,STC161148
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,7490.88,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161150
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,7886.26,£0.00,Redacted - personal info,221004,Revenue,STC161168
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,8052.48,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161176
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,8668.8,£0.00,Redacted - personal info,221001,Revenue,STC161197
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,8720.8,£0.00,Redacted - personal info,221004,Revenue,STC161200
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,8892.52,£0.00,Redacted - personal info,221004,Revenue,STC161203
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,8918.64,£0.00,Redacted - personal info,221004,Revenue,STC161204
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,9030,£0.00,Redacted - personal info,221001,Revenue,STC161208
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,9076.8,£0.00,United Response,221004,Revenue,STC161210
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,9076.8,£0.00,United Response,221004,Revenue,STC161211
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,9207,£0.00,United Response,221004,Revenue,STC161216
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,9207,£0.00,United Response,221004,Revenue,STC161217
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Sensory Support,03-Jan-23,9522.48,£0.00,Redacted - personal info,221002,Revenue,STC161230
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,10220,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161246
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,10220,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161247
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,03-Jan-23,10340.1,£0.00,Northumbrian Roads Limited,227630,Revenue,STC161251
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,11004,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161267
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,11039.9,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161270
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,11049.44,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161272
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,11439.36,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161279
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,11650.2,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161283
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,11944.8,£0.00,Redacted - personal info,221001,Revenue,STC161290
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,12062.4,£0.00,Mencap,221004,Revenue,STC161296
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,03-Jan-23,12306.4,£0.00,Redacted - personal info,221004,Revenue,STC161303
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,13804.2,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161327
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,13835.25,£0.00,Redacted - personal info,221001,Revenue,STC161330
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,15034.88,£0.00,Redacted - personal info,221001,Revenue,STC161353
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,03-Jan-23,15270.36,£0.00,Pulse t/a Pulse Health Care Limited,221001,Revenue,STC161357
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,03-Jan-23,16748.16,£0.00,Redacted - personal info,221001,Revenue,STC161380
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Learning Disability Support,03-Jan-23,18821.34,£0.00,Cambian Group plc,221004,Revenue,STC161417
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,19317.2,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161427
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,19620,£0.00,Lifeways Community Care Limited,221004,Revenue,STC161433
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,19625.76,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161434
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Jan-23,20634.6,£0.00,Readypay Limited (t/a Phoenix Taxis & Coach Centre),218930,Revenue,STC161446
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,03-Jan-23,21294,£0.00,Artemis Support Limited,213700,Revenue,STC161455
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Jan-23,21687.6,£0.00,Readypay Limited (t/a Phoenix Taxis & Coach Centre),218930,Revenue,STC161459
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,03-Jan-23,22364.29,£0.00,Cambian Group plc,213700,Revenue,STC161471
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,03-Jan-23,22364.29,£0.00,Cambian Group plc,213700,Revenue,STC161472
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,24223.64,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC161487
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,31161.75,£0.00,Creative Support Ltd,221004,Revenue,STC161525
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,03-Jan-23,37443.57,£0.00,Cambian Group plc,213700,Revenue,STC161552
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Milk,Provision of Milk,03-Jan-23,38505.7,£0.00,Embleton Hall Dairies Ltd,217215,Revenue,STC161555
South Tyneside Council,00CL,"Childrens, Adults & Families Group",The Matrix - NECA Ltd contract,The Matrix,03-Jan-23,61898,£0.00,NECA (Services) Ltd,216510,Revenue,STC161600
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,03-Jan-23,66137.24,£0.00,St Annes Community Services,221004,Revenue,STC161609
South Tyneside Council,00CL,Business & Resources Group,LGPS Pension Increase Act Deficit Payments,Central Pension Costs,03-Jan-23,78660.61,£0.00,Tyne and Wear Pension Fund,238070,Revenue,STC161624
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Sexual Health - GUM (STFT),03-Jan-23,108666.67,£0.00,South Tyneside & Sunderland NHS Foundation Trust,225046,Revenue,STC161644
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Childrens - 0 to 19 Funding,03-Jan-23,256582.5,£0.00,South Tyneside & Sunderland NHS Foundation Trust,225128,Revenue,STC161673
South Tyneside Council,00CL,Business & Resources Group,Staff Training,Training,04-Jan-23,507.16,£0.00,TravelPerk UK IRL Limited (formerly Click Travel),230641,Revenue,STC158684
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Childrens Direct Payments,04-Jan-23,516,£0.00,Redacted - personal info,214410,Revenue,STC158719
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Fire Reform Act Portfolio Works,04-Jan-23,520,£0.00,Richmond Fire Engineers Ltd,820004,Capital,STC158737
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Fire Reform Act Portfolio Works,04-Jan-23,520,£0.00,Richmond Fire Engineers Ltd,820004,Capital,STC158738
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Childrens Direct Payments,04-Jan-23,541.8,£0.00,Redacted - personal info,214410,Revenue,STC158787
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Staff Uniforms,Horsley Hill Campus,04-Jan-23,559.24,£0.00,1st Coverall Company Limited,217355,Revenue,STC158810
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,04-Jan-23,579,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC158852
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,The Word - Exhibitions,04-Jan-23,580,£0.00,Redacted - personal info,222851,Revenue,STC158855
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Childrens Direct Payments,04-Jan-23,580.52,£0.00,Redacted - personal info,214410,Revenue,STC158861
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Childrens Direct Payments,04-Jan-23,580.8,£0.00,Redacted - personal info,214410,Revenue,STC158862
South Tyneside Council,00CL,Business & Resources Group,Furniture & Equipment - General,Engineer Works D.L.O. - Cont. Highways,04-Jan-23,594,£0.00,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227630,Revenue,STC158886
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,04-Jan-23,601.6,£0.00,Logistics Skill & Consultancy Ltd,215956,Revenue,STC158956
South Tyneside Council,00CL,Economic Regeneration Group,Furniture & Equipment - General,Jarrow Focus,04-Jan-23,602.29,£0.00,Pulse Fitness Ltd,222876,Revenue,STC158961
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,04-Jan-23,613.41,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC158973
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,04-Jan-23,614.42,£0.00,Bluebird Care,221001,Revenue,STC158974
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Childrens Direct Payments,04-Jan-23,619.2,£0.00,Redacted - personal info,214410,Revenue,STC158990
