Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
William White Meats Ltd,Sept 23/185,679.95,22-SEP-2023,25-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
HL Hawes & Son Ltd,Sept 23/186,680,02-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Cubiquity Limited,Sept 23/187,685.72,28-JUL-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Newsquest Media Group,Sept 23/188,686.45,04-AUG-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
REDACTED PERSONAL DATA,Sept 23/189,687.5,18-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B6094E-Public Health Covid Grants
Law Morgan Limited,Sept 23/190,689.88,10-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4051E-Treasury and Pensions Management
Deka Chambers Ltd,Sept 23/191,690,13-JUN-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Environtec Limited,Sept 23/192,690,19-JUL-2023,05-SEP-2023,B5000C-Place Directorate,B5077E-Rent Accounting
Central and North West London,Sept 23/193,691.37,14-AUG-2023,19-SEP-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
William White Meats Ltd,Sept 23/194,691.53,10-AUG-2023,18-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Care Central Ltd,Sept 23/195,691.6,16-JUL-2023,08-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Thomas Ridley and Son Ltd,Sept 23/196,691.83,04-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
William White Meats Ltd,Sept 23/197,696.28,25-AUG-2023,18-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Sept 23/198,697.22,22-SEP-2023,22-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/199,698.19,19-SEP-2023,19-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/200,699.24,14-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Little Bears 3 Ltd,Sept 23/201,702.75,01-AUG-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Waltham Forest Services Limited_23266,Sept 23/202,705.6,15-SEP-2023,28-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Sept 23/203,706.14,12-SEP-2023,13-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Ecolab Ltd,Sept 23/204,706.68,31-JUL-2023,08-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Sept 23/205,709.18,27-SEP-2023,27-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
After Build Limited,Sept 23/206,710.1,01-AUG-2023,05-SEP-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Sysco GB Limited t/a Brakes,Sept 23/207,711.18,02-AUG-2023,12-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
By Education (Waltham Forest) Ltd,Sept 23/208,712.21,21-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5094E-PFI
Passion8 Caterers Ltd,Sept 23/209,714,17-AUG-2023,11-SEP-2023,B2100C-Stronger Communities Directorate,B2063E-Communities and Participation
Talking Life Limited,Sept 23/210,714,02-AUG-2023,05-SEP-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Spartan Crew Ltd,Sept 23/211,718.8,15-AUG-2023,12-SEP-2023,B1000C-Chief Executive Directorate,B2044E-Organisational Development Service
Shared Care Services Ltd,Sept 23/212,720,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Unique Training Solutions Ltd,Sept 23/213,720,03-AUG-2023,05-SEP-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Access Independent Ltd,Sept 23/214,720,31-JUL-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
5 Paper Buildings,Sept 23/215,720,28-JUL-2023,05-SEP-2023,B4000C-Resources Directorate,B4062E-Legal Services
The Education and Training Foundation,Sept 23/216,725,02-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Fenix Recruitment Solutions Ltd,Sept 23/217,725.4,02-AUG-2023,18-SEP-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
My Active Practice CIC,Sept 23/218,727.5,28-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Care Central Ltd,Sept 23/219,728,18-JUN-2023,08-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Thomas Ridley and Son Ltd,Sept 23/220,731.32,08-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Sept 23/221,735,11-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Sept 23/222,735.28,20-SEP-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cyclehoop Ltd,Sept 23/223,735.84,03-AUG-2023,20-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Sept 23/224,739.05,18-SEP-2023,18-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/225,746.38,19-SEP-2023,19-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Marieco Care Ltd,Sept 23/226,746.48,18-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Marieco Care Ltd,Sept 23/227,746.48,18-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Marieco Care Ltd,Sept 23/228,746.48,18-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Van-Haaren & Son,Sept 23/229,749.99,09-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Thomas Ridley and Son Ltd,Sept 23/230,750.83,11-SEP-2023,13-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Sept 23/231,752,02-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Northgate Vehicle Hire Ltd,Sept 23/232,754.32,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Northgate Vehicle Hire Ltd,Sept 23/233,754.32,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Fenix Recruitment Solutions Ltd,Sept 23/234,754.92,22-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Thomas Ridley and Son Ltd,Sept 23/235,757.14,26-SEP-2023,26-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
LITTLE HEROES THERAPIES LTD,Sept 23/236,760,10-AUG-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Shared Care Services Ltd,Sept 23/237,760,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Environmental & Site Safety Solutions,Sept 23/238,760.32,22-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Thomas Ridley and Son Ltd,Sept 23/239,761.61,18-SEP-2023,18-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/240,761.91,14-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Unique Training Solutions Ltd,Sept 23/241,762,03-AUG-2023,05-SEP-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Thomas Ridley and Son Ltd,Sept 23/242,763.07,26-SEP-2023,26-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Provide,Sept 23/243,764,22-JAN-2022,19-SEP-2023,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
Arbtech Consulting Ltd,Sept 23/244,766.8,28-JUN-2023,05-SEP-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
REDACTED PERSONAL DATA,Sept 23/245,771.45,08-JUN-2023,05-SEP-2023,B4000C-Resources Directorate,B4068E-Complaints Team Service
Northgate Vehicle Hire Ltd,Sept 23/246,775.81,31-JUL-2023,25-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Thomas Ridley and Son Ltd,Sept 23/247,779.35,21-SEP-2023,21-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
New Court Chambers,Sept 23/248,780,31-AUG-2023,27-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Thomas Ridley and Son Ltd,Sept 23/249,782.8,05-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Newsquest Media Group,Sept 23/250,784.51,18-AUG-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Customworks Ltd,Sept 23/251,792,14-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
The Every Space Studio,Sept 23/252,792,06-SEP-2023,21-SEP-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
KLR Social Work Ltd,Sept 23/253,792,09-SEP-2021,05-SEP-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
New Court Chambers,Sept 23/254,792,21-JUL-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
New Court Chambers,Sept 23/255,792,24-JUL-2023,13-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
New Court Chambers,Sept 23/256,792,25-JUL-2023,19-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
J B Riney & Co Ltd,Sept 23/257,794.14,11-AUG-2023,08-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cubiquity Limited,Sept 23/258,797.54,30-JUN-2023,20-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5191E-Anti Social Behaviour
Deka Chambers Ltd,Sept 23/259,798,29-JUN-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Deka Chambers Ltd,Sept 23/260,798,13-JUL-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
CHA Ltd,Sept 23/261,800,11-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Shared Care Services Ltd,Sept 23/262,800,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Shared Care Services Ltd,Sept 23/263,800,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Midland Relocations Ltd,Sept 23/264,800,21-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Fostering Together Ltd,Sept 23/265,800,21-JUL-2023,25-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Sysco GB Limited t/a Brakes,Sept 23/266,802.18,12-JUL-2023,12-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Continental Sports Ltd,Sept 23/267,805.2,19-AUG-2023,20-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Waltham Forest Services Limited_23266,Sept 23/268,806.4,15-SEP-2023,28-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Hags-SMP Limited,Sept 23/269,806.8,11-AUG-2023,08-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Imperial College Projects Ltd,Sept 23/270,807.7,07-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Sept 23/271,808.06,05-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Haymarket Media Group Limited,Sept 23/272,810,07-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5173E-Strategic Planning and Design
Thomas Ridley and Son Ltd,Sept 23/273,810.39,12-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fair to Trade Ltd,Sept 23/274,816.88,16-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Van-Haaren & Son,Sept 23/275,820,31-JUL-2023,05-SEP-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Thomas Ridley and Son Ltd,Sept 23/276,822.5,15-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J B Riney & Co Ltd,Sept 23/277,825.28,11-AUG-2023,08-SEP-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Van-Haaren & Son,Sept 23/278,829.99,18-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Waltham Forest Services Limited_23266,Sept 23/279,831.6,12-SEP-2023,28-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Waltham Forest Services Limited_23266,Sept 23/280,831.6,12-SEP-2023,28-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Shared Care Services Ltd,Sept 23/281,832,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Thomas Ridley and Son Ltd,Sept 23/282,832.1,07-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Lextox,Sept 23/283,832.8,18-JUL-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
The Together Project CIO,Sept 23/284,833,14-AUG-2023,19-SEP-2023,B6200C-Childrens Services Directorate,B6011E-Strategic Director Childrens Services Service
Waltham Forest Services Limited_23266,Sept 23/285,835.2,30-SEP-2022,05-SEP-2023,B1000C-Chief Executive Directorate,B2025E-Leadership Office Service
King's College Hospital NHS,Sept 23/286,835.46,18-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
XMA Limited,Sept 23/287,835.92,22-AUG-2023,18-SEP-2023,B2100C-Stronger Communities Directorate,B2031E-Technology Services
Frem Ltd,Sept 23/288,838.8,07-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Best Web Jobs Ltd,Sept 23/289,840,08-JUN-2023,27-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
4 Brick Court,Sept 23/290,840,05-JUL-2023,06-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Francis Taylor Building,Sept 23/291,840,27-JUN-2023,15-SEP-2023,B4000C-Resources Directorate,B4062E-Legal Services
4 Brick Court,Sept 23/292,840,05-JUL-2023,08-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Sighted Vision Ltd,Sept 23/293,840,14-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Sounds Familiar Ltd,Sept 23/294,840,16-AUG-2023,18-SEP-2023,B1000C-Chief Executive Directorate,B2044E-Organisational Development Service
Telsolutions Ltd,Sept 23/295,846.12,31-JUL-2023,05-SEP-2023,B4000C-Resources Directorate,B4042E-Revenues Service
Thomas Ridley and Son Ltd,Sept 23/296,855.05,05-SEP-2023,11-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Waltham Forest Services Limited_23266,Sept 23/297,858,25-MAY-2023,20-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Treasure Me Kids London Ltd,Sept 23/298,860,21-AUG-2023,18-SEP-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
One Hoe Street Ltd,Sept 23/299,860.05,15-AUG-2023,05-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Ocmis Ltd,Sept 23/300,860.4,09-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Edinburgh Primary School,Sept 23/301,860.48,31-MAY-2023,15-SEP-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
The UK Association for Music Education,Sept 23/302,864,03-AUG-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6103E-Music Service Trading
Matchbench Ltd,Sept 23/303,867.6,18-AUG-2023,15-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Central and North West London,Sept 23/304,869.87,12-MAY-2023,15-SEP-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
May Harris Multi Services Ltd,Sept 23/305,878.27,31-JUL-2023,05-SEP-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Newline (Essex) Ltd,Sept 23/306,879.98,10-AUG-2023,25-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Sept 23/307,880.75,28-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/308,880.95,21-SEP-2023,21-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Waltham Forest Services Limited_23266,Sept 23/309,882,15-SEP-2023,28-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Greenham Trading Ltd,Sept 23/310,882.64,14-AUG-2023,13-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Sept 23/311,882.91,06-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/312,882.93,21-SEP-2023,21-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Waltham Forest Services Limited_23266,Sept 23/313,885.6,15-NOV-2021,05-SEP-2023,B5000C-Place Directorate,B5101E-Director of Regeneration and Delivery
Cambridge Imprint LLP,Sept 23/314,896.4,25-JUL-2023,12-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Thomas Ridley and Son Ltd,Sept 23/315,898.63,28-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Van-Haaren & Son,Sept 23/316,900,18-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
The Consultation Institute,Sept 23/317,900,01-AUG-2023,05-SEP-2023,B1000C-Chief Executive Directorate,B2062E-Strategy and Design
Shared Care Services Ltd,Sept 23/318,900,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Waltham Forest Services Limited_23266,Sept 23/319,900,04-APR-2023,11-SEP-2023,B5000C-Place Directorate,B5503E-Housing Access
Van-Haaren & Son,Sept 23/320,900,01-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Sept 23/321,900,01-AUG-2023,05-SEP-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Cornerstone Barristers,Sept 23/322,900,26-JUN-2023,20-SEP-2023,B4000C-Resources Directorate,B4062E-Legal Services
Morecrofts LLP,Sept 23/323,900,11-APR-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Phoenix Software Ltd,Sept 23/324,900.16,15-AUG-2023,05-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Promo2U Ltd,Sept 23/325,902.4,15-SEP-2023,28-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Sept 23/326,909.07,05-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Bell Phillips Architects Ltd,Sept 23/327,912,05-JUL-2023,05-SEP-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
City Sprint (UK) Limited,Sept 23/328,922,25-AUG-2023,28-SEP-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Quality Independence Ltd,Sept 23/329,930,06-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Tippershire Self Drive Vehicle Hire,Sept 23/330,935.76,30-APR-2023,19-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Thomas Ridley and Son Ltd,Sept 23/331,936.15,04-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Sept 23/332,938.16,28-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Flying Hire Limited,Sept 23/333,940,23-AUG-2023,13-SEP-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
Flying Hire Limited,Sept 23/334,940,31-AUG-2023,13-SEP-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
Flying Hire Limited,Sept 23/335,940,26-SEP-2023,27-SEP-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
Edinburgh Primary School,Sept 23/336,942.98,31-MAY-2023,15-SEP-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Edinburgh Primary School,Sept 23/337,942.98,31-MAY-2023,15-SEP-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Edinburgh Primary School,Sept 23/338,942.98,31-MAY-2023,15-SEP-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Passion8 Caterers Ltd,Sept 23/339,945,17-MAY-2023,19-SEP-2023,B5000C-Place Directorate,B5081E-Assistant Director Capital Strategy
Blackhorse Lane Ateliers ltd.,Sept 23/340,949.2,04-AUG-2023,19-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Thomas Ridley and Son Ltd,Sept 23/341,950.31,07-SEP-2023,15-SEP-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Supreme Company and Sons Ltd,Sept 23/342,952,12-SEP-2023,28-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
NA Creative Ltd,Sept 23/343,960,17-JUL-2023,15-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Flying Hire Limited,Sept 23/344,960,06-SEP-2023,13-SEP-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
J B Riney & Co Ltd,Sept 23/345,961.42,14-AUG-2023,12-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Kie Leadership Training and Dev,Sept 23/346,963,14-SEP-2023,21-SEP-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
CEMNA Services Ltd,Sept 23/347,966.46,31-AUG-2023,13-SEP-2023,B5000C-Place Directorate,B5103E-Physical Regeneration Programme Management
Liberty Care Ltd,Sept 23/348,972,27-SEP-2023,29-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Grove Motoring Centre,Sept 23/349,976,23-AUG-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Ambius,Sept 23/350,979.6,09-AUG-2023,05-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Tesco Corporate Gift Card,Sept 23/351,980,28-APR-2023,19-SEP-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Newsquest Media Group,Sept 23/352,980.64,04-AUG-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Tippershire Self Drive Vehicle Hire,Sept 23/353,982.55,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Tippershire Self Drive Vehicle Hire,Sept 23/354,982.55,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Tippershire Self Drive Vehicle Hire,Sept 23/355,982.55,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Tippershire Self Drive Vehicle Hire,Sept 23/356,982.55,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Tippershire Self Drive Vehicle Hire,Sept 23/357,982.55,31-JUL-2023,25-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Tippershire Self Drive Vehicle Hire,Sept 23/358,982.55,31-JUL-2023,05-SEP-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Star Editions Limited,Sept 23/359,984,15-AUG-2023,25-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
New Court Chambers,Sept 23/360,984,01-AUG-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
JLA Total Care Ltd,Sept 23/361,990,24-AUG-2023,15-SEP-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
4 Brick Court,Sept 23/362,990,05-JUL-2023,19-SEP-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
H.O.P.E Superjobs Ltd,Sept 23/363,990,09-AUG-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
CSL DualCom Ltd,Sept 23/364,993.6,01-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5504E-Housing Management HRA
Lonsdale Lodge,Sept 23/365,1000,07-AUG-2023,25-SEP-2023,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
Lonsdale Lodge,Sept 23/366,1000,07-AUG-2023,25-SEP-2023,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
Shared Care Services Ltd,Sept 23/367,1000,08-AUG-2023,20-SEP-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Beyond The Box Consultants CIC,Sept 23/368,1020,11-AUG-2023,05-SEP-2023,B5000C-Place Directorate,B5101E-Director of Regeneration and Delivery
LITTLE HEROES THERAPIES LTD,Sept 23/369,1020,02-JUL-2023,05-SEP-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
DCC Interactive Ltd,Sept 23/370,1020,09-AUG-2023,05-SEP-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
H&I (Toiletries) Ltd,Sept 23/371,1022.4,09-AUG-2023,19-SEP-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
