Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
Telsolutions Ltd,Dec 23/335,864.58,30-NOV-2023,29-DEC-2023,B4000C-Resources Directorate,B4042E-Revenues Service
Thomas Ridley and Son Ltd,Dec 23/336,865.84,20-OCT-2023,04-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
New Court Chambers,Dec 23/337,876,16-AUG-2023,22-DEC-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
EQUIVO LIMITED,Dec 23/338,882,09-JUN-2023,19-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
ZFA ACCOMMODATION LIMITED,Dec 23/339,883.5,31-OCT-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
ZFA ACCOMMODATION LIMITED,Dec 23/340,883.5,31-AUG-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Telsolutions Ltd,Dec 23/341,884.83,31-OCT-2023,05-DEC-2023,B4000C-Resources Directorate,B4042E-Revenues Service
Complete Intacare Hygiene Ltd,Dec 23/342,888.52,05-DEC-2023,06-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
NCFE National Awarding Body,Dec 23/343,891,30-NOV-2023,22-DEC-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
William White Meats Ltd,Dec 23/344,891.26,15-DEC-2023,19-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Adecco UK Ltd,Dec 23/345,892.62,08-DEC-2023,11-DEC-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Best Practice Network Ltd,Dec 23/346,900,30-NOV-2022,21-DEC-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
X7eaven Productions,Dec 23/347,900,30-SEP-2023,22-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
2 Dr Johnsons Buildings,Dec 23/348,900,01-DEC-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Van-Haaren & Son,Dec 23/349,900,29-NOV-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Outspoken Logistics T/A Zedify,Dec 23/350,900,31-JUL-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Van-Haaren & Son,Dec 23/351,900,13-OCT-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Best Practice Network Ltd,Dec 23/352,900,31-JUL-2022,04-DEC-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Pee Jay Electrical,Dec 23/353,900,06-DEC-2023,29-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Waltham Forest Com.Transport,Dec 23/354,900,15-NOV-2023,11-DEC-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Van-Haaren & Son,Dec 23/355,900,29-NOV-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Dec 23/356,900,02-OCT-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Pee Jay Electrical,Dec 23/357,900,04-DEC-2023,28-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Thomas Ridley and Son Ltd,Dec 23/358,903.08,05-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J B Riney & Co Ltd,Dec 23/359,903.92,18-OCT-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Newsquest Media Group,Dec 23/360,915.26,08-SEP-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Tiffin Sandwiches ltd,Dec 23/361,916.4,26-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reddo Care and Support C.I.C.,Dec 23/362,917,20-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
ESRI UK Ltd,Dec 23/363,919.2,30-NOV-2023,27-DEC-2023,B2100C-Stronger Communities Directorate,B2061E-Data and Business Intelligence
Konica Minolta Business Solutions Ltd,Dec 23/364,920.38,05-DEC-2023,28-DEC-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
City Sprint (UK) Limited,Dec 23/365,922,25-NOV-2023,21-DEC-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Tiffin Sandwiches ltd,Dec 23/366,924.7,19-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Jan Pre-School Limited,Dec 23/367,925,14-DEC-2023,21-DEC-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Fenix Recruitment Solutions Ltd,Dec 23/368,927,21-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
Thomas Ridley and Son Ltd,Dec 23/369,927.07,20-DEC-2023,20-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tiffin Sandwiches ltd,Dec 23/370,928.5,12-NOV-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Inform CPI Limited,Dec 23/371,931.18,25-MAY-2023,01-DEC-2023,B4000C-Resources Directorate,B4042E-Revenues Service
Bevan Brittan LLP,Dec 23/372,936,28-NOV-2023,18-DEC-2023,B5000C-Place Directorate,B5077E-Rent Accounting
Cubiquity Limited,Dec 23/373,936,30-JUN-2023,19-DEC-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Sysco GB Limited t/a Brakes,Dec 23/374,939.37,01-NOV-2023,11-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Flying Hire Limited,Dec 23/375,940,28-NOV-2023,08-DEC-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
"
REDACTED PERSONAL DATA",Dec 23/376,942.81,30-OCT-2023,19-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Bywaters (Leyton) Ltd,Dec 23/377,942.85,31-OCT-2023,07-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
CIA Fire and Security Ltd,Dec 23/378,944.4,02-OCT-2023,13-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Newsquest Media Group,Dec 23/379,947.95,08-SEP-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Alpha Biolaboratories Limited,Dec 23/380,948,11-JUL-2023,28-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Thomas Ridley and Son Ltd,Dec 23/381,950.24,13-DEC-2023,13-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Post Adoption Centre,Dec 23/382,951.72,30-NOV-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Supreme Company and Sons Ltd,Dec 23/383,952,12-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Talking Life Limited,Dec 23/384,954,27-NOV-2023,21-DEC-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Miracles Day Care,Dec 23/385,960,06-NOV-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Miracles Day Care,Dec 23/386,960,01-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Flying Hire Limited,Dec 23/387,960,15-DEC-2023,19-DEC-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
Cubiquity Limited,Dec 23/388,961.86,28-NOV-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Dec 23/389,964.4,19-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
CEMNA Services Ltd,Dec 23/390,966.46,30-NOV-2023,06-DEC-2023,B5000C-Place Directorate,B5103E-Physical Regeneration Programme Management
Reddo Care and Support C.I.C.,Dec 23/391,971.04,23-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
The Marian Mission Educational,Dec 23/392,971.25,07-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Liberty Care Ltd,Dec 23/393,972,27-DEC-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
William White Meats Ltd,Dec 23/394,973.11,08-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
William White Meats Ltd,Dec 23/395,978.85,11-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Inform CPI Limited,Dec 23/396,986.66,16-JUN-2023,01-DEC-2023,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
Triple 3 Healthcare Group Limited,Dec 23/397,986.86,03-SEP-2023,18-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Chartered Institute of Housing,Dec 23/398,995,11-AUG-2023,19-DEC-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Idea Space,Dec 23/399,1000,04-DEC-2023,27-DEC-2023,B5000C-Place Directorate,B5102E-Regeneration
Paush Ltd,Dec 23/400,1000,04-OCT-2023,21-DEC-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
Fenix Recruitment Solutions Ltd,Dec 23/401,1007.34,28-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Civica UK Limited,Dec 23/402,1008,09-NOV-2023,05-DEC-2023,B4000C-Resources Directorate,B4064E-Electoral Services
Sysco GB Limited t/a Brakes,Dec 23/403,1009.01,08-NOV-2023,05-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
APA EVENTS AND SECURITY LIMITED,Dec 23/404,1017.6,08-AUG-2023,08-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
4 Brick Court,Dec 23/405,1020,01-NOV-2023,01-DEC-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
DCC Interactive Ltd,Dec 23/406,1020,30-NOV-2023,22-DEC-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
5 St Andrews,Dec 23/407,1020,22-AUG-2023,15-DEC-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Thomas Ridley and Son Ltd,Dec 23/408,1020.8,08-DEC-2023,08-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fenix Recruitment Solutions Ltd,Dec 23/409,1022.4,28-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Askews and Holt Library Services Ltd,Dec 23/410,1023.06,13-NOV-2023,07-DEC-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Waltham Forest Services Limited_23266,Dec 23/411,1026,08-DEC-2023,12-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Goldline Car Services Ltd,Dec 23/412,1026.72,30-NOV-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Wilding Sound Ltd,Dec 23/413,1032,30-OCT-2023,21-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
J B Riney & Co Ltd,Dec 23/414,1040.56,13-NOV-2023,07-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Dec 23/415,1042.98,15-DEC-2023,15-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Newsquest Media Group,Dec 23/416,1046.02,25-AUG-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Neunie Associates Limited,Dec 23/417,1049.4,27-NOV-2023,12-DEC-2023,B5000C-Place Directorate,B5504E-Housing Management HRA
Cubiquity Limited,Dec 23/418,1053,28-NOV-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Dec 23/419,1057.82,14-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Passion8 Caterers Ltd,Dec 23/420,1058.64,11-DEC-2023,19-DEC-2023,B1000C-Chief Executive Directorate,B2025E-Leadership Office Service
Louise Howlett T/A Kaleidoscope Occupational Therapy,Dec 23/421,1061,30-NOV-2023,22-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Angry Dan Ltd,Dec 23/422,1070.67,29-NOV-2023,06-DEC-2023,B1000C-Chief Executive Directorate,B2023E-Communications
J.A.Steel and Son Ltd,Dec 23/423,1072.8,25-AUG-2023,15-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
Interface Enterprises Ltd,Dec 23/424,1074,04-DEC-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6025E-Protection and Partnership
Tiffin Sandwiches ltd,Dec 23/425,1076.35,05-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Woodford County High School,Dec 23/426,1076.92,15-NOV-2023,08-DEC-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Fenix Recruitment Solutions Ltd,Dec 23/427,1078.2,14-NOV-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/428,1078.2,08-NOV-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/429,1078.2,24-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/430,1078.2,31-OCT-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
NA Creative Ltd,Dec 23/431,1080,16-NOV-2023,21-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Outspoken Logistics T/A Zedify,Dec 23/432,1080,30-SEP-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Expert Build and Maintenance Services ltd,Dec 23/433,1080,16-NOV-2023,12-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Environmental & Site Safety Solutions,Dec 23/434,1080,04-DEC-2023,12-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Outspoken Logistics T/A Zedify,Dec 23/435,1080,31-MAY-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Inform CPI Limited,Dec 23/436,1080,12-OCT-2023,15-DEC-2023,B4000C-Resources Directorate,B4042E-Revenues Service
The Project Centre Ltd,Dec 23/437,1089,08-NOV-2023,11-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5146E-Traffic Management
Posturite (UK) Ltd,Dec 23/438,1089.39,17-NOV-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6102E-School HR Trading
Ward Hadaway LLP,Dec 23/439,1089.6,02-FEB-2023,28-DEC-2023,B4000C-Resources Directorate,B4042E-Revenues Service
Waltham Forest Services Limited_23266,Dec 23/440,1092,22-NOV-2023,06-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Thomas Ridley and Son Ltd,Dec 23/441,1097.74,06-DEC-2023,06-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Zoetrope Learning Ltd,Dec 23/442,1100,11-JUL-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
"
REDACTED PERSONAL DATA",Dec 23/443,1100,29-NOV-2023,27-DEC-2023,B2100C-Stronger Communities Directorate,B6094E-Public Health Covid Grants
"
REDACTED PERSONAL DATA",Dec 23/444,1100.32,28-NOV-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Reddo Care and Support C.I.C.,Dec 23/445,1100.4,04-DEC-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Reddo Care and Support C.I.C.,Dec 23/446,1100.4,06-NOV-2023,20-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Reddo Care and Support C.I.C.,Dec 23/447,1100.4,12-JUN-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Thomas Ridley and Son Ltd,Dec 23/448,1102.97,13-DEC-2023,13-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fenix Recruitment Solutions Ltd,Dec 23/449,1107,21-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/450,1107,06-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
One to One Office Solutions Ltd,Dec 23/451,1110,28-NOV-2023,22-DEC-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
LITTLE HEROES THERAPIES LTD,Dec 23/452,1125,02-NOV-2023,22-DEC-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
"
REDACTED PERSONAL DATA",Dec 23/453,1125,14-NOV-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6025E-Protection and Partnership
Cubiquity Limited,Dec 23/454,1131,30-NOV-2023,22-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Libra Partnership Ltd,Dec 23/455,1134,30-SEP-2023,22-DEC-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
Reddo Care and Support C.I.C.,Dec 23/456,1135.08,18-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Wilding Sound Ltd,Dec 23/457,1137.6,27-NOV-2023,21-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Waltham Forest Com.Transport,Dec 23/458,1137.65,03-DEC-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
5 Paper Buildings,Dec 23/459,1140,24-AUG-2023,06-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Panoramic Associates Limited,Dec 23/460,1140,29-NOV-2023,21-DEC-2023,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
Trueform Engineering Ltd,Dec 23/461,1145.32,24-NOV-2023,19-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cornerstone Barristers,Dec 23/462,1146,14-DEC-2023,20-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Rightmove Group Limited,Dec 23/463,1146,21-NOV-2023,18-DEC-2023,B4000C-Resources Directorate,B4075E-Commercial Client and Innovation
H&I (Toiletries) Ltd,Dec 23/464,1148.4,01-DEC-2023,27-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Oxford College Management,Dec 23/465,1158,04-DEC-2023,27-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
FUNERAL SERVICES LIMITED,Dec 23/466,1161,07-NOV-2023,01-DEC-2023,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
NEC Software Solutions UK Limited_2671,Dec 23/467,1167.19,24-NOV-2023,29-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
Spartan Crew Ltd,Dec 23/468,1168.8,07-NOV-2023,04-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Julia Hughes Ltd,Dec 23/469,1186.8,31-AUG-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
EQUIVO LIMITED,Dec 23/470,1188,12-JUN-2023,19-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Adecco UK Ltd,Dec 23/471,1190.16,08-DEC-2023,11-DEC-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Fenix Recruitment Solutions Ltd,Dec 23/472,1191.6,31-OCT-2023,11-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/473,1191.6,24-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/474,1191.6,14-NOV-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Treasure Me Kids London Ltd,Dec 23/475,1192,04-DEC-2023,27-DEC-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
My Active Practice CIC,Dec 23/476,1192.5,20-DEC-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
The Knowledge Academy,Dec 23/477,1194,28-NOV-2023,29-DEC-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Matchbench Ltd,Dec 23/478,1197,17-NOV-2023,28-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Yarrow Films,Dec 23/479,1200,17-NOV-2023,14-DEC-2023,B1000C-Chief Executive Directorate,B2023E-Communications
Field Court Chambers,Dec 23/480,1200,09-AUG-2023,22-DEC-2023,B6100C-Adult Social Care Directorate,B6076E-Specialist Social Work Service
"
REDACTED PERSONAL DATA",Dec 23/481,1200,15-SEP-2023,12-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5141E-Director of Neighbourhoods Service
Premier Consult Ltd,Dec 23/482,1200,22-NOV-2023,19-DEC-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
Paush Ltd,Dec 23/483,1200,19-SEP-2023,21-DEC-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
2 Dr Johnsons Buildings,Dec 23/484,1200,01-DEC-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Premier Consult Ltd,Dec 23/485,1200,22-NOV-2023,19-DEC-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
"
REDACTED PERSONAL DATA",Dec 23/486,1200,13-OCT-2022,05-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
BB Surveys Ltd,Dec 23/487,1200,30-NOV-2023,22-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
5 Paper Buildings,Dec 23/488,1209,29-NOV-2023,19-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Small-Charlton Ltd,Dec 23/489,1210,31-OCT-2023,08-DEC-2023,B6200C-Childrens Services Directorate,B6045E-Education Early Years and Childcare
Academy 21 Ltd,Dec 23/490,1212,31-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
XMA Limited,Dec 23/491,1219.85,01-NOV-2023,22-DEC-2023,B4000C-Resources Directorate,B4075E-Commercial Client and Innovation
Hags-SMP Limited,Dec 23/492,1227.6,24-NOV-2023,07-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Fenix Recruitment Solutions Ltd,Dec 23/493,1230,06-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/494,1230,28-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/495,1230,21-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/496,1239.6,14-NOV-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/497,1239.6,08-NOV-2023,04-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
HL Hawes & Son Ltd,Dec 23/498,1240,07-NOV-2023,01-DEC-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Phoenix Software Ltd,Dec 23/499,1243.49,01-DEC-2023,22-DEC-2023,B2100C-Stronger Communities Directorate,B2031E-Technology Services
JLA Total Care Ltd,Dec 23/500,1251.1,11-APR-2023,29-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Liberty Care Ltd,Dec 23/501,1260,27-DEC-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Imosphere Ltd,Dec 23/502,1260,30-NOV-2023,22-DEC-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
William White Meats Ltd,Dec 23/503,1263.18,18-DEC-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
APS Group Limited,Dec 23/504,1264.51,28-NOV-2023,21-DEC-2023,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
Expert Build and Maintenance Services ltd,Dec 23/505,1272,07-NOV-2023,01-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
J B Riney & Co Ltd,Dec 23/506,1275.77,10-OCT-2023,08-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Fenix Recruitment Solutions Ltd,Dec 23/507,1278,21-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Fenix Recruitment Solutions Ltd,Dec 23/508,1278,06-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Aston Group,Dec 23/509,1288.8,06-NOV-2023,21-DEC-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Waltham Forest Services Limited_23266,Dec 23/510,1290,31-OCT-2023,29-DEC-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Libra Partnership Ltd,Dec 23/511,1296,31-OCT-2023,22-DEC-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
Medical Expert Witness Alliance LLP,Dec 23/512,1296,02-OCT-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
NEC Software Solutions UK Limited_2671,Dec 23/513,1296.88,24-NOV-2023,29-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
Waltham Forest Services Limited_23266,Dec 23/514,1297.8,08-DEC-2023,29-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Francis Taylor Building,Dec 23/515,1300,15-DEC-2023,28-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5151E-Director Regulatory and Contingency Planning Service
Posturite (UK) Ltd,Dec 23/516,1300.84,30-NOV-2023,22-DEC-2023,B6200C-Childrens Services Directorate,B6102E-School HR Trading
May Harris Multi Services Ltd,Dec 23/517,1308.72,31-OCT-2023,08-DEC-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
"
REDACTED PERSONAL DATA",Dec 23/518,1311.44,12-JAN-2023,19-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
