Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
Tri-Star packaging Supplies Ltd,Oct 23/186,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/187,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/188,647.22,04-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/189,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/190,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/191,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/192,647.22,04-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/193,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/194,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/195,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/196,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/197,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/198,647.22,04-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/199,647.22,04-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/200,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/201,647.22,04-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/202,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/203,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/204,647.22,04-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/205,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/206,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tri-Star packaging Supplies Ltd,Oct 23/207,647.22,05-SEP-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
The 36 Group Ltd,Oct 23/208,648,20-SEP-2023,13-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
MC Medical Consulting Ltd,Oct 23/209,648,17-AUG-2023,20-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Passion8 Caterers Ltd,Oct 23/210,648,03-OCT-2023,10-OCT-2023,B2100C-Stronger Communities Directorate,B2063E-Communities and Participation
REDACTED PERSONAL DATA,Oct 23/211,648,12-MAR-2023,26-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Passion8 Caterers Ltd,Oct 23/212,648,03-OCT-2023,10-OCT-2023,B2100C-Stronger Communities Directorate,B2063E-Communities and Participation
Imperial College Projects Ltd,Oct 23/213,650,11-SEP-2023,05-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Moritas Ltd,Oct 23/214,650,25-AUG-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Midland Relocations Ltd,Oct 23/215,650.88,08-SEP-2023,19-OCT-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Thomas Ridley and Son Ltd,Oct 23/216,651.57,14-SEP-2023,09-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Oct 23/217,654,11-SEP-2023,05-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Oct 23/218,654.29,04-OCT-2023,04-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reddo Care and Support C.I.C.,Oct 23/219,660.24,18-SEP-2023,26-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Reddo Care and Support C.I.C.,Oct 23/220,660.24,25-SEP-2023,30-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
William White Meats Ltd,Oct 23/221,660.55,02-OCT-2023,10-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Oct 23/222,663,22-SEP-2023,19-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
4 Brick Court,Oct 23/223,666,24-OCT-2023,26-OCT-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
ARKANCE UK LIMITED,Oct 23/224,666,14-SEP-2023,10-OCT-2023,B5000C-Place Directorate,B5092E-Schools Delivery Service
Thomas Ridley and Son Ltd,Oct 23/225,667.67,30-OCT-2023,30-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Greenham Trading Ltd,Oct 23/226,669.82,05-SEP-2023,10-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
BPP Professional Education Ltd,Oct 23/227,670.8,24-AUG-2023,03-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
ACAS,Oct 23/228,672,25-AUG-2023,31-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
Askews and Holt Library Services Ltd,Oct 23/229,672.73,28-AUG-2023,03-OCT-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Munchkinz Childminding,Oct 23/230,678.4,01-OCT-2023,13-OCT-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
GLS Educational Supplies Ltd,Oct 23/231,678.95,27-JUL-2023,05-OCT-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Fenix Recruitment Solutions Ltd,Oct 23/232,680.34,18-APR-2023,30-OCT-2023,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
Thomas Ridley and Son Ltd,Oct 23/233,680.71,31-OCT-2023,31-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Passion8 Caterers Ltd,Oct 23/234,681,10-OCT-2023,17-OCT-2023,B2100C-Stronger Communities Directorate,B2063E-Communities and Participation
The Stroke Association,Oct 23/235,681.48,24-AUG-2023,24-OCT-2023,B6100C-Adult Social Care Directorate,B6076E-Specialist Social Work Service
Thomas Ridley and Son Ltd,Oct 23/236,683.97,09-OCT-2023,09-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Oct 23/237,690.97,10-MAY-2023,19-OCT-2023,B4000C-Resources Directorate,B4068E-Complaints Team Service
Thomas Ridley and Son Ltd,Oct 23/238,696.51,11-OCT-2023,11-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/239,701.21,18-JUL-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Complete Intacare Hygiene Ltd,Oct 23/240,701.46,29-AUG-2023,09-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Protocol National Limited,Oct 23/241,702,12-JUN-2023,23-OCT-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
One to One Office Solutions Ltd,Oct 23/242,702,25-SEP-2023,20-OCT-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Thomas Ridley and Son Ltd,Oct 23/243,702.01,05-OCT-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/244,702.76,12-OCT-2023,12-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/245,703.21,16-OCT-2023,16-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tudor Environmental,Oct 23/246,704.11,22-SEP-2023,19-OCT-2023,B5000C-Place Directorate,B5503E-Housing Access
Sharpe Pritchard LLP,Oct 23/247,705.6,30-SEP-2023,26-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
Sharpe Pritchard LLP,Oct 23/248,705.6,30-SEP-2023,26-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
The Divine Water Company Ltd,Oct 23/249,706.27,31-AUG-2023,05-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Oct 23/250,707.49,18-JUL-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Stones Technologies Ltd,Oct 23/251,708.01,02-SEP-2023,09-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Stones Technologies Ltd,Oct 23/252,708.01,14-AUG-2023,27-OCT-2023,B4000C-Resources Directorate,B4072E-Procurement
After Build Limited,Oct 23/253,710.1,01-SEP-2023,27-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
After Build Limited,Oct 23/254,710.1,01-OCT-2023,31-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Cornerstone Training & Support,Oct 23/255,714,30-SEP-2023,27-OCT-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Cornerstone Training & Support,Oct 23/256,714,02-OCT-2023,27-OCT-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Cornerstone Training & Support,Oct 23/257,714,30-SEP-2023,27-OCT-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Cornerstone Training & Support,Oct 23/258,714,02-OCT-2023,27-OCT-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Open College Network London Region,Oct 23/259,715,25-AUG-2023,03-OCT-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Thomas Ridley and Son Ltd,Oct 23/260,715.03,03-OCT-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/261,718.14,05-OCT-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Bikeworks CIC,Oct 23/262,720,31-AUG-2023,05-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Flourish Learning Ltd,Oct 23/263,720,03-OCT-2023,30-OCT-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
The Fostering Network,Oct 23/264,720,26-SEP-2023,30-OCT-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Shared Care Services Ltd,Oct 23/265,720,20-SEP-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
REDACTED PERSONAL DATA,Oct 23/266,720,14-SEP-2023,20-OCT-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Helping Hands BST LTD,Oct 23/267,720,06-FEB-2023,24-OCT-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Publica Associates Limited,Oct 23/268,720,24-MAR-2023,06-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Access Independent Ltd,Oct 23/269,720,30-SEP-2023,26-OCT-2023,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
Safe Water IO Ltd,Oct 23/270,720,30-AUG-2023,06-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
William White Meats Ltd,Oct 23/271,722.68,06-OCT-2023,10-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
J Scott & Sons Ltd,Oct 23/272,723.6,01-SEP-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/273,724.61,05-OCT-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Psychology Consultancy Services Limited,Oct 23/274,725.76,19-MAY-2023,31-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Thomas Ridley and Son Ltd,Oct 23/275,726.36,05-OCT-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Greenbridge Designs,Oct 23/276,728.4,30-SEP-2023,30-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Greenbridge Designs,Oct 23/277,728.4,30-SEP-2023,30-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Thomas Ridley and Son Ltd,Oct 23/278,729.21,14-JUL-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Oct 23/279,731.72,29-SEP-2023,26-OCT-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
St Thomas Training Ltd,Oct 23/280,732,25-AUG-2023,03-OCT-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Waltham Forest Services Limited_23266,Oct 23/281,737.22,30-SEP-2022,06-OCT-2023,B2100C-Stronger Communities Directorate,B5121E-Employment and Business
Hags-SMP Limited,Oct 23/282,737.88,22-AUG-2023,05-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Thomas Ridley and Son Ltd,Oct 23/283,738.04,19-OCT-2023,19-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Goldline Car Services Ltd,Oct 23/284,747,31-AUG-2023,05-OCT-2023,B5000C-Place Directorate,B5162E-Homelessness Service
WALTHAM ESTATES LTD,Oct 23/285,747.6,19-SEP-2023,27-OCT-2023,B4000C-Resources Directorate,B4075E-Commercial Client and Innovation
London Borough of Sutton,Oct 23/286,750,09-MAY-2023,11-OCT-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
BPP Professional Education Ltd,Oct 23/287,751.2,07-JUN-2023,17-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
Newline (Essex) Ltd,Oct 23/288,751.32,31-AUG-2023,05-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Northgate Vehicle Hire Ltd,Oct 23/289,754.32,29-AUG-2023,31-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Northgate Vehicle Hire Ltd,Oct 23/290,754.32,26-SEP-2023,31-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Tudor Environmental,Oct 23/291,757.44,04-OCT-2023,31-OCT-2023,B5000C-Place Directorate,B5503E-Housing Access
Parenting Profiles Associates Ltd,Oct 23/292,758.16,24-JAN-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Small Steps ABA Limited,Oct 23/293,758.6,06-OCT-2023,20-OCT-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Hags-SMP Limited,Oct 23/294,760.8,04-OCT-2023,31-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Thomas Ridley and Son Ltd,Oct 23/295,761.22,10-OCT-2023,10-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Oct 23/296,761.9,13-SEP-2023,20-OCT-2023,B6100C-Adult Social Care Directorate,B6074E-Specialist Social Work Learning Disabilities
Imperial College Projects Ltd,Oct 23/297,765,11-SEP-2023,05-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Bywaters (Leyton) Ltd,Oct 23/298,765.13,30-JUN-2023,05-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Fenix Recruitment Solutions Ltd,Oct 23/299,766.5,17-MAY-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Thomas Ridley and Son Ltd,Oct 23/300,767.92,10-OCT-2023,10-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cornerstone Barristers,Oct 23/301,768,25-AUG-2023,16-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
Waltham Forest Com.Transport,Oct 23/302,771.18,28-SEP-2023,17-OCT-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Greenham Trading Ltd,Oct 23/303,772.17,28-SEP-2023,26-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Oct 23/304,773.54,13-OCT-2023,13-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Goldline Car Services Ltd,Oct 23/305,778.44,30-SEP-2023,27-OCT-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Yandell Publishing LTD,Oct 23/306,780,08-SEP-2023,24-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
5 Pump Court CDS,Oct 23/307,780,19-OCT-2023,23-OCT-2023,B6100C-Adult Social Care Directorate,B6076E-Specialist Social Work Service
Thomas Ridley and Son Ltd,Oct 23/308,780.26,12-OCT-2023,12-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
JLA Total Care Ltd,Oct 23/309,781.9,08-AUG-2023,04-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Greenbridge Designs,Oct 23/310,783,30-SEP-2023,30-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Thomas Ridley and Son Ltd,Oct 23/311,785.06,03-OCT-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Protocol National Limited,Oct 23/312,786.24,11-MAY-2023,23-OCT-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Disablement Association of Barking,Oct 23/313,787.3,12-APR-2023,27-OCT-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Sharpe Pritchard LLP,Oct 23/314,788.4,30-SEP-2023,19-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Thomas Ridley and Son Ltd,Oct 23/315,789.9,03-OCT-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Oct 23/316,790,28-SEP-2023,24-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
REDACTED PERSONAL DATA,Oct 23/317,790.51,06-FEB-2023,19-OCT-2023,B4000C-Resources Directorate,B4068E-Complaints Team Service
H.O.P.E Superjobs Ltd,Oct 23/318,792,11-OCT-2023,17-OCT-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Evolve Norse,Oct 23/319,792.11,30-SEP-2023,06-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Adecco UK Ltd,Oct 23/320,793.44,04-SEP-2023,05-OCT-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Paush Ltd,Oct 23/321,800,04-SEP-2023,05-OCT-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
Gateway Qualifications,Oct 23/322,800,29-JUN-2023,05-OCT-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Lynds Design House,Oct 23/323,800,26-SEP-2023,03-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
REDACTED PERSONAL DATA,Oct 23/324,800,27-OCT-2023,31-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
REDACTED PERSONAL DATA,Oct 23/325,800,27-OCT-2023,31-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Goldline Car Services Ltd,Oct 23/326,800.28,30-JUN-2023,31-OCT-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Imperial College Projects Ltd,Oct 23/327,803,11-SEP-2023,05-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Oct 23/328,809.66,06-OCT-2023,06-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
London & Quadrant Housing Trust5777,Oct 23/329,810,29-AUG-2023,03-OCT-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
The 36 Group Ltd,Oct 23/330,810,18-SEP-2023,13-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
Devon Partnership NHS Trust,Oct 23/331,813,05-SEP-2023,05-OCT-2023,B1000C-Chief Executive Directorate,B2043E-Health Safety and Wellbeing Service
Newline (Essex) Ltd,Oct 23/332,816.03,28-SEP-2023,24-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Oct 23/333,818.45,06-OCT-2023,06-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Queen Mary University of London,Oct 23/334,819,24-AUG-2023,03-OCT-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Van-Haaren & Son,Oct 23/335,829.99,25-AUG-2023,03-OCT-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Thomas Ridley and Son Ltd,Oct 23/336,832.73,13-OCT-2023,13-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Newline (Essex) Ltd,Oct 23/337,834.94,10-AUG-2023,09-OCT-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Sharpe Pritchard LLP,Oct 23/338,835.2,31-JUL-2023,26-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
William White Meats Ltd,Oct 23/339,838.94,09-OCT-2023,17-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Sighted Vision Ltd,Oct 23/340,840,06-SEP-2023,12-OCT-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
REDACTED PERSONAL DATA,Oct 23/341,840,03-AUG-2023,05-OCT-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Association of Educational Psychologists,Oct 23/342,840,27-SEP-2023,30-OCT-2023,B6200C-Childrens Services Directorate,B6116E-Education Psychology Service
Thomas Ridley and Son Ltd,Oct 23/343,840.91,13-JUL-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/344,841.16,16-OCT-2023,16-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/345,848.15,17-OCT-2023,17-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/346,849.16,07-SEP-2023,09-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Oct 23/347,851.03,03-OCT-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Askews and Holt Library Services Ltd,Oct 23/348,851.19,11-SEP-2023,05-OCT-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Mobile Thrones,Oct 23/349,852,08-SEP-2023,10-OCT-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
New Court Chambers,Oct 23/350,852,07-SEP-2023,09-OCT-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Thomas Ridley and Son Ltd,Oct 23/351,854.39,31-OCT-2023,31-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Ocmis Ltd,Oct 23/352,860.4,04-OCT-2023,30-OCT-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Ocmis Ltd,Oct 23/353,860.4,08-SEP-2023,05-OCT-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
SDD Limited,Oct 23/354,862.27,18-SEP-2023,31-OCT-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Bikeworks CIC,Oct 23/355,864,31-AUG-2023,05-OCT-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Roma Support Group,Oct 23/356,865,20-JUL-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Askews and Holt Library Services Ltd,Oct 23/357,865.4,04-SEP-2023,05-OCT-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Thomas Ridley and Son Ltd,Oct 23/358,866.05,15-SEP-2023,09-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Talking Life Limited,Oct 23/359,870,19-SEP-2023,16-OCT-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Another Kind Ltd,Oct 23/360,870,13-SEP-2023,16-OCT-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
DSSL Group Ltd,Oct 23/361,880.8,04-SEP-2023,05-OCT-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Adecco UK Ltd,Oct 23/362,883.2,04-SEP-2023,05-OCT-2023,B5000C-Place Directorate,B5162E-Homelessness Service
Passion8 Caterers Ltd,Oct 23/363,884.4,13-OCT-2023,24-OCT-2023,B1000C-Chief Executive Directorate,B2025E-Leadership Office Service
Thomas Ridley and Son Ltd,Oct 23/364,885.57,17-OCT-2023,17-OCT-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
May Harris Multi Services Ltd,Oct 23/365,890.87,30-SEP-2023,19-OCT-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Cubiquity Limited,Oct 23/366,894.5,30-SEP-2023,31-OCT-2023,B6200C-Childrens Services Directorate,B6043E-Education Support Service
Shared Care Services Ltd,Oct 23/367,900,20-SEP-2023,03-OCT-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
London & Quadrant Housing Trust5777,Oct 23/368,900,26-SEP-2023,24-OCT-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
P J Bingham & Co Ltd,Oct 23/369,900,06-OCT-2023,31-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
P J Bingham & Co Ltd,Oct 23/370,900,21-AUG-2023,18-OCT-2023,B4000C-Resources Directorate,B4062E-Legal Services
