Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
Tusker Direct Limited,Feb 24/756,1772.88,01-FEB-2024,27-FEB-2024,B3000C-Corporate Expenditure Directorate,B3011E-Corporate Expenditure Service
Falco UK Ltd,Feb 24/757,1788,29-JAN-2024,22-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
London Hire Ltd,Feb 24/758,1797.2,31-JAN-2024,27-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
Owens Stevens Solicitors,Feb 24/759,1800,25-OCT-2023,19-FEB-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
REDACTED PERSONAL DATA,Feb 24/760,1800,02-JAN-2024,06-FEB-2024,B6200C-Childrens Services Directorate,B6045E-Education Early Years and Childcare
L A Directories Ltd,Feb 24/761,1800,01-FEB-2024,27-FEB-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
London Calling Arts Ltd,Feb 24/762,1800,30-JAN-2024,23-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
XCo2 Energy Ltd,Feb 24/763,1800,30-JAN-2024,23-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Cubiquity Limited,Feb 24/764,1800,24-JAN-2024,23-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
REDACTED PERSONAL DATA,Feb 24/765,1800,11-JAN-2024,08-FEB-2024,B6200C-Childrens Services Directorate,B6104E-Governor Services Trading
Tamira Ltd,Feb 24/766,1800,01-FEB-2024,27-FEB-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Transoft Solutions,Feb 24/767,1800,09-FEB-2024,19-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Field Court Chambers,Feb 24/768,1800,13-DEC-2023,09-FEB-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
Hags-SMP Limited,Feb 24/769,1803.6,20-NOV-2023,02-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Hags-SMP Limited,Feb 24/770,1809.6,30-NOV-2023,02-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Manorlodge Enterprises Limited,Feb 24/771,1820,30-JAN-2024,23-FEB-2024,B6100C-Adult Social Care Directorate,B6076E-Specialist Social Work Service
London Borough of Brent,Feb 24/772,1824.25,12-JAN-2024,29-FEB-2024,B5000C-Place Directorate,B5035E-Planning Enforcement Service
REDACTED PERSONAL DATA,Feb 24/773,1836.29,18-FEB-2024,27-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Hayatsu Architects Ltd,Feb 24/774,1836.89,22-FEB-2024,27-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Small-Charlton Ltd,Feb 24/775,1870,31-JAN-2024,06-FEB-2024,B6200C-Childrens Services Directorate,B6045E-Education Early Years and Childcare
Peterhouse and Community Centre,Feb 24/776,1870,09-FEB-2024,16-FEB-2024,B1000C-Chief Executive Directorate,B2062E-Strategy and Design
National Teaching & Advisory,Feb 24/777,1872,31-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Fairview Health Ltd,Feb 24/778,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/779,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/780,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/781,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/782,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/783,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/784,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Fairview Health Ltd,Feb 24/785,1875,31-DEC-2023,02-FEB-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
Cubiquity Limited,Feb 24/786,1886.4,30-JAN-2024,23-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5146E-Traffic Management
Mabelles Support Services,Feb 24/787,1890,31-JAN-2024,29-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
The Every Space Studio,Feb 24/788,1900.8,27-JAN-2024,01-FEB-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
British Telecommunications Plc 6417,Feb 24/789,1907.68,06-OCT-2021,20-FEB-2024,B6200C-Childrens Services Directorate,B6103E-Music Service Trading
Cubiquity Limited,Feb 24/790,1911,30-JAN-2024,29-FEB-2024,B6200C-Childrens Services Directorate,B6045E-Education Early Years and Childcare
DSSL Group Ltd,Feb 24/791,1915.2,04-JAN-2024,01-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5152E-Regulatory and Contingency Planning Service
TTS Group Ltd,Feb 24/792,1924.74,14-AUG-2023,20-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Sighted Vision Ltd,Feb 24/793,1944,06-SEP-2023,14-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
The Elfrida Society,Feb 24/794,1957.5,25-NOV-2023,22-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Complete Intacare Hygiene Ltd,Feb 24/795,1965.01,20-OCT-2023,13-FEB-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
FINEFAIR CONSULTANCY LTD,Feb 24/796,1971.6,30-SEP-2023,26-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
FINEFAIR CONSULTANCY LTD,Feb 24/797,1971.6,30-NOV-2023,23-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Waltham Forest Services Limited_504623,Feb 24/798,1990.56,18-DEC-2023,02-FEB-2024,B5000C-Place Directorate,B5503E-Housing Access
Supreme Education,Feb 24/799,1999.5,31-JAN-2024,26-FEB-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Our Parks Ltd,Feb 24/800,2000,23-JAN-2024,16-FEB-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
J B Riney & Co Ltd,Feb 24/801,2000.7,22-JAN-2024,15-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
FINEFAIR CONSULTANCY LTD,Feb 24/802,2037.32,31-JAN-2024,08-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
FINEFAIR CONSULTANCY LTD,Feb 24/803,2037.32,31-AUG-2023,26-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
FINEFAIR CONSULTANCY LTD,Feb 24/804,2037.32,31-OCT-2023,26-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
FINEFAIR CONSULTANCY LTD,Feb 24/805,2037.32,31-DEC-2023,23-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
WO Sports,Feb 24/806,2053.94,25-JAN-2024,19-FEB-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Nudge Education Limited,Feb 24/807,2069.64,22-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
London Borough of Enfield,Feb 24/808,2081.28,10-OCT-2023,01-FEB-2024,B4000C-Resources Directorate,B4062E-Legal Services
Language Line Limited,Feb 24/809,2091.38,30-JAN-2024,27-FEB-2024,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
CMA Planning Ltd,Feb 24/810,2098,22-JAN-2024,15-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
National Teaching & Advisory,Feb 24/811,2106,31-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
National Teaching & Advisory,Feb 24/812,2106,31-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
National Teaching & Advisory,Feb 24/813,2106,31-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
National Teaching & Advisory,Feb 24/814,2106,31-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Supreme Company and Sons Ltd,Feb 24/815,2108,12-FEB-2024,14-FEB-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
REDACTED PERSONAL DATA,Feb 24/816,2112,15-JAN-2024,08-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
British Telecommunications Plc 6417,Feb 24/817,2116.38,05-JAN-2022,20-FEB-2024,B6200C-Childrens Services Directorate,B6103E-Music Service Trading
British Telecommunications Plc 6417,Feb 24/818,2116.38,05-APR-2022,20-FEB-2024,B6200C-Childrens Services Directorate,B6103E-Music Service Trading
Sysco GB Limited t/a Brakes,Feb 24/819,2123.52,17-JAN-2024,13-FEB-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Securing futures ltd,Feb 24/820,2125,05-AUG-2023,27-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Sporting Pillars,Feb 24/821,2137.5,13-FEB-2024,14-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
The Project Centre Ltd,Feb 24/822,2142,24-JAN-2024,20-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5146E-Traffic Management
Outspoken Logistics T/A Zedify,Feb 24/823,2160,30-DEC-2023,22-FEB-2024,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
St John Ambulance,Feb 24/824,2160,30-JUN-2023,21-FEB-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
T.S.S. (Total Security Services),Feb 24/825,2160.96,31-DEC-2023,13-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5152E-Regulatory and Contingency Planning Service
The National Autistic Society,Feb 24/826,2163.6,13-SEP-2023,05-FEB-2024,B6200C-Childrens Services Directorate,B6045E-Education Early Years and Childcare
Forest Recycling Project Ltd,Feb 24/827,2172,31-DEC-2023,27-FEB-2024,B5000C-Place Directorate,B5504E-Housing Management HRA
Mabelles Support Services,Feb 24/828,2183.46,05-FEB-2024,29-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Diamonds Kidz Contact Services,Feb 24/829,2190,15-NOV-2023,12-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Bevan Brittan LLP,Feb 24/830,2199.64,23-FEB-2023,22-FEB-2024,B5000C-Place Directorate,B5077E-Rent Accounting
Zoetrope Learning Ltd,Feb 24/831,2200,21-NOV-2023,20-FEB-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
Firntec,Feb 24/832,2210.03,15-JAN-2024,13-FEB-2024,B5000C-Place Directorate,B5504E-Housing Management HRA
REDACTED PERSONAL DATA,Feb 24/833,2219.7,31-JAN-2024,06-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
5 Paper Buildings,Feb 24/834,2220,30-MAY-2023,13-FEB-2024,B4000C-Resources Directorate,B4062E-Legal Services
Capital Kids Cricket,Feb 24/835,2250,06-FEB-2024,14-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Environmental & Site Safety Solutions,Feb 24/836,2250,17-FEB-2024,28-FEB-2024,B5000C-Place Directorate,B5092E-Schools Delivery Service
Environmental & Site Safety Solutions,Feb 24/837,2250,17-FEB-2024,28-FEB-2024,B5000C-Place Directorate,B5092E-Schools Delivery Service
Environmental & Site Safety Solutions,Feb 24/838,2250,17-FEB-2024,28-FEB-2024,B5000C-Place Directorate,B5092E-Schools Delivery Service
DSSL Group Ltd,Feb 24/839,2258.4,17-DEC-2023,19-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Break Tha Cycle,Feb 24/840,2260,27-JAN-2024,19-FEB-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Academy Services (Waltham,Feb 24/841,2278.12,29-JAN-2024,13-FEB-2024,B5000C-Place Directorate,B5094E-PFI
Panoramic Associates Limited,Feb 24/842,2280,10-JAN-2024,05-FEB-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
Panoramic Associates Limited,Feb 24/843,2280,24-JAN-2024,19-FEB-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
Outspoken Logistics T/A Zedify,Feb 24/844,2280,31-DEC-2023,26-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Panoramic Associates Limited,Feb 24/845,2280,17-JAN-2024,12-FEB-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
City & Guilds,Feb 24/846,2288,16-NOV-2023,19-FEB-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
Carter Brown The Expert Services,Feb 24/847,2313,27-NOV-2023,21-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Law Morgan Limited,Feb 24/848,2324.4,14-DEC-2023,15-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Law Morgan Limited,Feb 24/849,2324.4,11-JAN-2024,06-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Family Action,Feb 24/850,2338.8,31-OCT-2023,20-FEB-2024,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Morson Social Work Solutions,Feb 24/851,2340,08-DEC-2023,29-FEB-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
National Teaching & Advisory,Feb 24/852,2340,31-DEC-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Resources for Autism,Feb 24/853,2349,31-DEC-2023,20-FEB-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
SSC Sports Club,Feb 24/854,2370,27-FEB-2024,28-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
SSC Sports Club,Feb 24/855,2370,13-FEB-2024,28-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
NSL Services Group,Feb 24/856,2375.62,19-JAN-2024,13-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
REDACTED PERSONAL DATA,Feb 24/857,2376,31-DEC-2023,08-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Waltham Forest Services Limited_23266,Feb 24/858,2390.4,30-NOV-2023,06-FEB-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
T.S.S. (Total Security Services),Feb 24/859,2391.84,31-DEC-2023,13-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5152E-Regulatory and Contingency Planning Service
Adecco UK Ltd,Feb 24/860,2394,09-FEB-2024,12-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/861,2394,19-FEB-2024,23-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/862,2394,19-FEB-2024,26-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/863,2394,09-FEB-2024,12-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/864,2394,19-FEB-2024,26-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/865,2394,19-FEB-2024,23-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/866,2394,19-FEB-2024,23-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/867,2394,19-FEB-2024,23-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/868,2394,19-FEB-2024,26-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Feb 24/869,2394,09-FEB-2024,12-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
McKenzie Arnold Group,Feb 24/870,2400,10-JAN-2024,05-FEB-2024,B1000C-Chief Executive Directorate,B2023E-Communications
Bindmans LLP,Feb 24/871,2400,15-JAN-2024,27-FEB-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
NEC Software Solutions UK Limited_2671,Feb 24/872,2400,22-DEC-2023,05-FEB-2024,B5000C-Place Directorate,B5503E-Housing Access
Merlin Attractions Operations Limited,Feb 24/873,2401,16-JAN-2024,09-FEB-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
Egbert H Taylor & Co.Ltd,Feb 24/874,2405.16,29-JAN-2024,22-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Liselle Social Care Ltd,Feb 24/875,2409.94,15-DEC-2023,01-FEB-2024,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Complete Intacare Hygiene Ltd,Feb 24/876,2430.48,26-FEB-2024,27-FEB-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
OMG Training & Development,Feb 24/877,2441,05-NOV-2023,19-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
OMG Training & Development,Feb 24/878,2441,30-JAN-2024,26-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Triple P UK Limited,Feb 24/879,2442,10-NOV-2023,29-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Bevan Brittan LLP,Feb 24/880,2467.8,31-AUG-2023,15-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
The Project Centre Ltd,Feb 24/881,2475,05-JAN-2024,06-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Hags-SMP Limited,Feb 24/882,2478,25-OCT-2023,02-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Transoft Solutions,Feb 24/883,2496,30-JAN-2024,23-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Sysco GB Limited t/a Brakes,Feb 24/884,2507.9,23-AUG-2023,29-FEB-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Leyton Orient Trust,Feb 24/885,2508,29-JAN-2024,02-FEB-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Sysco GB Limited t/a Brakes,Feb 24/886,2514.34,17-JAN-2024,28-FEB-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
P Sherwood Ltd,Feb 24/887,2518.76,30-JAN-2024,23-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Shared Care Services Ltd,Feb 24/888,2520,17-JAN-2024,14-FEB-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
J B Riney & Co Ltd,Feb 24/889,2520,22-JAN-2024,15-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Askews and Holt Library Services Ltd,Feb 24/890,2527.21,15-JAN-2024,08-FEB-2024,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Works in Public Ltd,Feb 24/891,2538.36,15-DEC-2023,15-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Capel Manor College,Feb 24/892,2569.48,15-MAY-2023,08-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
REDACTED PERSONAL DATA,Feb 24/893,2600,23-JAN-2024,26-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Forest Recycling Project Ltd,Feb 24/894,2608.76,22-DEC-2023,07-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
DSSL Group Ltd,Feb 24/895,2644.8,23-JAN-2024,19-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5152E-Regulatory and Contingency Planning Service
Ambient Media 360 Ltd,Feb 24/896,2652.7,30-NOV-2023,06-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Forefront Services Ltd,Feb 24/897,2676,31-JAN-2024,12-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
REDACTED PERSONAL DATA,Feb 24/898,2676,09-JAN-2024,02-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Cubiquity Limited,Feb 24/899,2676,28-NOV-2023,27-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
Bevan Brittan LLP,Feb 24/900,2691,29-SEP-2023,13-FEB-2024,B5000C-Place Directorate,B5093E-Corporate Capital Programmes
Westco Trading Ltd,Feb 24/901,2700,28-FEB-2023,06-FEB-2024,B1000C-Chief Executive Directorate,B2023E-Communications
Intelligent Action Ltd,Feb 24/902,2700,28-DEC-2022,13-FEB-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
Intelligent Action Ltd,Feb 24/903,2700,18-JAN-2024,27-FEB-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
Deka Chambers Ltd,Feb 24/904,2724,21-NOV-2023,16-FEB-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Intelligent Action Ltd,Feb 24/905,2736,28-NOV-2023,27-FEB-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
Adecco UK Ltd,Feb 24/906,2736,23-FEB-2024,26-FEB-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Feb 24/907,2736,23-FEB-2024,26-FEB-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Montagu Evans LLP,Feb 24/908,2739,31-JAN-2024,26-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
May Harris Multi Services Ltd,Feb 24/909,2746.37,31-JAN-2024,26-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
South London and Maudsley,Feb 24/910,2750,31-JAN-2024,26-FEB-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
The Project Centre Ltd,Feb 24/911,2754,01-FEB-2024,27-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Pinsent Masons LLP,Feb 24/912,2784,01-FEB-2024,21-FEB-2024,B5000C-Place Directorate,B5503E-Housing Access
Our Lady of Lourdes RC School,Feb 24/913,2809,17-JAN-2024,12-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Oza Concept & Solutions,Feb 24/914,2850,09-FEB-2024,26-FEB-2024,B2100C-Stronger Communities Directorate,B5121E-Employment and Business
Panoramic Associates Limited,Feb 24/915,2850,31-JAN-2024,26-FEB-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
Churchfields Junior School,Feb 24/916,2853.33,10-JAN-2024,05-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Expert Build & Maintenance Services Ltd,Feb 24/917,2868,29-JAN-2024,22-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Clubspark Group Limited,Feb 24/918,2879.7,23-JAN-2024,16-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Clubspark Group Limited,Feb 24/919,2879.7,29-JAN-2024,22-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
WHAT IF: projects Ltd,Feb 24/920,2880,29-JAN-2024,22-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Environmental & Site Safety Solutions,Feb 24/921,2880,17-FEB-2024,28-FEB-2024,B5000C-Place Directorate,B5092E-Schools Delivery Service
Hags-SMP Limited,Feb 24/922,2883.6,21-FEB-2024,29-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Leyton Midland Cars,Feb 24/923,2888.4,31-JAN-2024,09-FEB-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Azhar Academy Nursery,Feb 24/924,2900,15-JAN-2024,09-FEB-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Law Morgan Limited,Feb 24/925,2905.5,18-JAN-2024,13-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Law Morgan Limited,Feb 24/926,2905.5,28-DEC-2023,15-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Law Morgan Limited,Feb 24/927,2905.5,25-JAN-2024,20-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Law Morgan Limited,Feb 24/928,2905.5,07-DEC-2023,15-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Law Morgan Limited,Feb 24/929,2905.5,01-FEB-2024,27-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Law Morgan Limited,Feb 24/930,2905.5,20-DEC-2023,15-FEB-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
DSI Billing Services Ltd,Feb 24/931,2920.84,09-JAN-2024,02-FEB-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
The Project Centre Ltd,Feb 24/932,2970,05-JAN-2024,01-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5146E-Traffic Management
CLEAPSS,Feb 24/933,2997.28,07-JUL-2023,02-FEB-2024,B1000C-Chief Executive Directorate,B2043E-Health Safety and Wellbeing Service
Environmental & Site Safety Solutions,Feb 24/934,3000,04-DEC-2023,28-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Appreciate Business Services,Feb 24/935,3000,21-FEB-2024,22-FEB-2024,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
Elevare Consulting Ltd,Feb 24/936,3000,13-DEC-2023,20-FEB-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
REDACTED PERSONAL DATA,Feb 24/937,3000,03-FEB-2024,27-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Sam Talbot Limited,Feb 24/938,3000,26-JAN-2024,20-FEB-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Protocol National Limited,Feb 24/939,3032.64,23-AUG-2023,12-FEB-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
Kirkman and Jourdain Limited,Feb 24/940,3037.07,18-OCT-2023,19-FEB-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
P & J Entertainments Ltd,Feb 24/941,3039.6,08-AUG-2023,01-FEB-2024,B5000C-Place Directorate,B5102E-Regeneration
Harrow Road GP Practice,Feb 24/942,3050,17-JAN-2024,12-FEB-2024,B2100C-Stronger Communities Directorate,B6083E-Health Care
Waltham Forest Services Limited_23266,Feb 24/943,3076.8,21-FEB-2024,22-FEB-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Adecco UK Ltd,Feb 24/944,3078,19-FEB-2024,20-FEB-2024,B5000C-Place Directorate,B5162E-Homelessness Service
