Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
Cubiquity Limited,Nov 23/202,664.58,31-AUG-2023,30-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5146E-Traffic Management
Thomas Ridley and Son Ltd,Nov 23/203,665.44,06-NOV-2023,06-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Nominet UK,Nov 23/204,666.9,27-OCT-2023,28-NOV-2023,B2100C-Stronger Communities Directorate,B2031E-Technology Services
MEDICOS PHARMACY,Nov 23/205,667.04,30-SEP-2023,21-NOV-2023,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
LONDON RECYCLED FURNITURE LTD,Nov 23/206,667.13,18-SEP-2023,20-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Nov 23/207,667.4,01-NOV-2023,01-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/208,668.82,30-NOV-2023,30-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/209,670.04,20-NOV-2023,20-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/210,677.72,23-NOV-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/211,677.84,03-NOV-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reddo Care and Support C.I.C.,Nov 23/212,678.24,18-OCT-2023,30-NOV-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Sysco GB Limited t/a Brakes,Nov 23/213,679.27,11-OCT-2023,07-NOV-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Nov 23/214,682.61,14-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Zoocha Ltd,Nov 23/215,683.53,15-SEP-2023,30-NOV-2023,B2100C-Stronger Communities Directorate,B2054E-Digital Innovation and Delivery
Thomas Ridley and Son Ltd,Nov 23/216,685.73,27-NOV-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Waltham Forest Services Limited_23266,Nov 23/217,686.4,24-OCT-2023,16-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
5 Paper Buildings,Nov 23/218,689,05-APR-2023,01-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Thomas Ridley and Son Ltd,Nov 23/219,691.01,20-NOV-2023,20-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Waltham Forest Services Limited_23266,Nov 23/220,691.2,31-AUG-2023,24-NOV-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Thomas Ridley and Son Ltd,Nov 23/221,695.01,16-NOV-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/222,697.07,01-NOV-2023,01-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/223,698.33,21-NOV-2023,21-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
National Teaching & Advisory,Nov 23/225,702,31-OCT-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Waltham Forest Services Limited_23266,Nov 23/224,702,14-SEP-2023,23-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5149E-Allotments
Lextox,Nov 23/226,705.94,13-MAR-2023,21-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Cubiquity Limited,Nov 23/228,708,30-SEP-2023,14-NOV-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Smartfibre Broadband Ltd,Nov 23/227,708,30-SEP-2021,14-NOV-2023,B5000C-Place Directorate,B5077E-Rent Accounting
Smartfibre Broadband Ltd,Nov 23/229,708,28-AUG-2021,14-NOV-2023,B5000C-Place Directorate,B5077E-Rent Accounting
After Build Limited,Nov 23/230,710.1,01-NOV-2023,27-NOV-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Thomas Ridley and Son Ltd,Nov 23/231,711.08,14-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Passion8 Caterers Ltd,Nov 23/232,712.2,09-NOV-2023,21-NOV-2023,B2100C-Stronger Communities Directorate,B5121E-Employment and Business
Epiq Europe Ltd,Nov 23/233,712.8,10-AUG-2023,02-NOV-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Nov 23/234,713.05,14-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
ARD Playgrounds,Nov 23/238,714,30-OCT-2023,23-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Cornerstone Training & Support,Nov 23/235,714,03-NOV-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6025E-Protection and Partnership
Cornerstone Training & Support,Nov 23/236,714,03-NOV-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6025E-Protection and Partnership
Cornerstone Training & Support,Nov 23/237,714,06-OCT-2023,02-NOV-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
JLA Total Care Ltd,Nov 23/239,714.5,27-OCT-2023,21-NOV-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
LITTLE HEROES THERAPIES LTD,Nov 23/240,715,24-OCT-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
YMCA St Paul's Group,Nov 23/241,715,14-FEB-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6103E-Music Service Trading
Safda Mahmood Limited,Nov 23/242,715.2,28-APR-2023,10-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Marieco Care Ltd,Nov 23/243,719.82,07-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
5 Paper Buildings,Nov 23/247,720,29-SEP-2022,16-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
5 Paper Buildings,Nov 23/250,720,12-OCT-2023,14-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Access Independent Ltd,Nov 23/252,720,30-OCT-2023,23-NOV-2023,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
Bikeworks CIC,Nov 23/248,720,30-SEP-2023,03-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Bikeworks CIC,Nov 23/251,720,30-SEP-2023,03-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Deka Chambers Ltd,Nov 23/249,720,07-SEP-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
P J Bingham & Co Ltd,Nov 23/245,720,07-AUG-2023,09-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Safe Water IO Ltd,Nov 23/244,720,14-NOV-2023,28-NOV-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
REDACTED PERSONAL DATA,Nov 23/254,720,07-SEP-2023,24-NOV-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Shared Care Services Ltd,Nov 23/246,720,13-NOV-2023,27-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
The 36 Group Ltd,Nov 23/253,720,08-JUN-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Nudge Education Limited,Nov 23/255,721.69,31-OCT-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Thomas Ridley and Son Ltd,Nov 23/256,722.71,10-NOV-2023,10-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Creative Therapy,Nov 23/257,724.8,02-OCT-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Thomas Ridley and Son Ltd,Nov 23/258,726.32,13-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reveal Imaging,Nov 23/259,729,13-OCT-2023,24-NOV-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Thomas Ridley and Son Ltd,Nov 23/260,730.2,07-NOV-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/261,735,14-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
LexisNexis UK,Nov 23/262,741.99,03-NOV-2023,09-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Thomas Ridley and Son Ltd,Nov 23/263,744.46,28-NOV-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Marieco Care Ltd,Nov 23/264,746.48,07-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Marieco Care Ltd,Nov 23/265,746.48,07-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Marieco Care Ltd,Nov 23/266,746.48,07-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Thomas Ridley and Son Ltd,Nov 23/267,748.5,23-NOV-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/268,749.56,06-NOV-2023,06-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/269,750.22,23-NOV-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cushman & Wakefield LLP,Nov 23/270,753.55,25-AUG-2023,24-NOV-2023,B5000C-Place Directorate,B5072E-Estates and Valuations
Thomas Ridley and Son Ltd,Nov 23/271,753.98,08-NOV-2023,08-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Northgate Vehicle Hire Ltd,Nov 23/272,754.32,24-OCT-2023,21-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Cubiquity Limited,Nov 23/273,756,30-SEP-2023,28-NOV-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Liberty Care Ltd,Nov 23/274,756,28-NOV-2023,30-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Thomas Ridley and Son Ltd,Nov 23/275,760.24,28-NOV-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Penna PLC,Nov 23/276,762,11-OCT-2023,15-NOV-2023,B5000C-Place Directorate,B5082E-Energy
Thomas Ridley and Son Ltd,Nov 23/277,766.19,16-NOV-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/278,766.39,09-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/279,767.13,03-NOV-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cubiquity Limited,Nov 23/280,768.9,31-OCT-2023,28-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Nudge Education Limited,Nov 23/281,770.26,31-OCT-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Thomas Ridley and Son Ltd,Nov 23/282,773.05,03-NOV-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cubiquity Limited,Nov 23/283,780,24-OCT-2023,24-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Waltham Forest Services Limited_23266,Nov 23/284,781.2,13-MAR-2023,01-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
REDACTED PERSONAL DATA,Nov 23/285,781.89,11-NOV-2023,17-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
REDACTED PERSONAL DATA,Nov 23/286,782.08,21-OCT-2023,15-NOV-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Bywaters (Leyton) Ltd,Nov 23/287,785.84,31-JUL-2023,28-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Askews and Holt Library Services Ltd,Nov 23/288,786.34,30-OCT-2023,23-NOV-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Askews and Holt Library Services Ltd,Nov 23/289,788.19,02-OCT-2023,15-NOV-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Spartan Crew Ltd,Nov 23/290,788.4,10-OCT-2023,06-NOV-2023,B2100C-Stronger Communities Directorate,B2063E-Communities and Participation
The 36 Group Ltd,Nov 23/291,789,13-OCT-2023,30-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Greenham Trading Ltd,Nov 23/292,791.25,31-OCT-2023,27-NOV-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
The Every Space Studio,Nov 23/293,792,31-OCT-2023,22-NOV-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Deka Chambers Ltd,Nov 23/294,798,30-AUG-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Deka Chambers Ltd,Nov 23/295,798,10-OCT-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Thomas Ridley and Son Ltd,Nov 23/296,798.2,08-NOV-2023,08-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Nov 23/297,799,03-NOV-2023,30-NOV-2023,B1000C-Chief Executive Directorate,B2023E-Communications
REDACTED PERSONAL DATA,Nov 23/299,800,16-OCT-2023,24-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
TigerLily Training Ltd,Nov 23/298,800,23-OCT-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Thomas Ridley and Son Ltd,Nov 23/300,800.98,07-NOV-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/301,802.97,07-NOV-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/302,807.21,09-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Treasure Me Kids London Ltd,Nov 23/303,812,27-OCT-2023,21-NOV-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
Thomas Ridley and Son Ltd,Nov 23/304,817.16,13-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
City Sprint (UK) Limited,Nov 23/305,819.55,25-SEP-2023,21-NOV-2023,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Ocmis Ltd,Nov 23/306,819.6,04-MAY-2023,24-NOV-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Thomas Ridley and Son Ltd,Nov 23/307,821.05,27-NOV-2023,27-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cubiquity Limited,Nov 23/308,821.84,31-OCT-2023,24-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
The Divine Water Company Ltd,Nov 23/309,823.89,31-OCT-2023,28-NOV-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Telsolutions Ltd,Nov 23/310,824.3,30-SEP-2023,03-NOV-2023,B4000C-Resources Directorate,B4042E-Revenues Service
Thomas Ridley and Son Ltd,Nov 23/311,824.47,23-NOV-2023,23-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Nov 23/312,825,29-OCT-2023,10-NOV-2023,B2100C-Stronger Communities Directorate,B6094E-Public Health Covid Grants
J Scott & Sons Ltd,Nov 23/313,827.89,17-OCT-2023,10-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Sharpe Pritchard LLP,Nov 23/314,831.6,31-MAR-2023,07-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Bywaters (Leyton) Ltd,Nov 23/315,833.69,30-SEP-2023,06-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
One to One Office Solutions Ltd,Nov 23/317,834,31-OCT-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Replay Maintenance Limited,Nov 23/316,834,31-OCT-2023,24-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Tradition (UK) Ltd,Nov 23/318,835.62,31-AUG-2023,13-NOV-2023,B4000C-Resources Directorate,B4051E-Treasury and Pensions Management
XMA Limited,Nov 23/319,835.92,12-OCT-2023,07-NOV-2023,B2100C-Stronger Communities Directorate,B2031E-Technology Services
Thomas Ridley and Son Ltd,Nov 23/320,838.33,09-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
4 Brick Court,Nov 23/321,840,24-OCT-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
4 Brick Court,Nov 23/323,840,08-SEP-2023,17-NOV-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
4 Brick Court,Nov 23/324,840,08-SEP-2023,06-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
4 Brick Court,Nov 23/327,840,25-OCT-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
4 Brick Court,Nov 23/330,840,11-AUG-2023,17-NOV-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
5 Paper Buildings,Nov 23/322,840,24-OCT-2023,01-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
5 Paper Buildings,Nov 23/325,840,26-APR-2023,02-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
5 Paper Buildings,Nov 23/326,840,13-NOV-2023,29-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
5 Paper Buildings,Nov 23/328,840,19-SEP-2023,24-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
5 Paper Buildings,Nov 23/329,840,11-OCT-2023,01-NOV-2023,B4000C-Resources Directorate,B4062E-Legal Services
Thomas Ridley and Son Ltd,Nov 23/331,842.96,10-NOV-2023,10-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
4 Brick Court,Nov 23/332,846,25-OCT-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Triple 3 Healthcare Group Limited,Nov 23/333,848.63,29-OCT-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
BGC Brokers L.P.,Nov 23/334,849.32,30-SEP-2023,10-NOV-2023,B4000C-Resources Directorate,B4051E-Treasury and Pensions Management
Fenix Recruitment Solutions Ltd,Nov 23/335,850.36,10-OCT-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
FRENZY CREATIVE LIMITED,Nov 23/336,852.79,19-OCT-2023,22-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Southpark Digital Signs Ltd,Nov 23/337,854.4,11-OCT-2023,07-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
REDACTED PERSONAL DATA,Nov 23/338,855,20-JUN-2023,07-NOV-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Spartan Crew Ltd,Nov 23/339,855.6,10-OCT-2023,07-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Sharpe Pritchard LLP,Nov 23/340,861.6,13-JUN-2023,23-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Anna House Respite Care Home,Nov 23/341,864,02-NOV-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Bikeworks CIC,Nov 23/343,864,30-SEP-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Liberty Care Ltd,Nov 23/342,864,28-NOV-2023,30-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Thomas Ridley and Son Ltd,Nov 23/344,864.72,21-NOV-2023,21-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fenix Recruitment Solutions Ltd,Nov 23/345,867.72,24-OCT-2023,17-NOV-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Talking Life Limited,Nov 23/346,870,18-OCT-2023,13-NOV-2023,B6200C-Childrens Services Directorate,B6025E-Protection and Partnership
Greenham Trading Ltd,Nov 23/347,871.31,06-OCT-2023,02-NOV-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Nov 23/348,871.41,09-NOV-2023,09-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Acmed Services Ltd,Nov 23/349,874.05,17-MAR-2023,30-NOV-2023,B6100C-Adult Social Care Directorate,B6077E-Adult Safeguarding and DOLS
REDACTED PERSONAL DATA,Nov 23/350,875,30-NOV-2023,27-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Lambourne End Centre,Nov 23/351,876.75,03-NOV-2023,28-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
William White Meats Ltd,Nov 23/352,877.96,08-NOV-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
All About Dance UK LTD,Nov 23/353,880,18-OCT-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Thomas Ridley and Son Ltd,Nov 23/354,882.53,05-OCT-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Nov 23/355,883.73,09-OCT-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
May Harris Multi Services Ltd,Nov 23/356,887.42,31-AUG-2023,02-NOV-2023,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Cubiquity Limited,Nov 23/357,891,31-MAR-2023,28-NOV-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Cubiquity Limited,Nov 23/358,894,29-SEP-2023,21-NOV-2023,B5000C-Place Directorate,B5503E-Housing Access
Cubiquity Limited,Nov 23/359,894,31-JUL-2023,28-NOV-2023,B1000C-Chief Executive Directorate,B2052E-Change Service
2 Dr Johnsons Buildings,Nov 23/361,900,25-OCT-2023,20-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
4 Brick Court,Nov 23/364,900,25-OCT-2023,03-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
4-5 Grays Inn Square,Nov 23/363,900,15-AUG-2023,20-NOV-2023,B6100C-Adult Social Care Directorate,B6074E-Specialist Social Work Learning Disabilities
REDACTED PERSONAL DATA,Nov 23/362,900,09-OCT-2023,02-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
REDACTED PERSONAL DATA,Nov 23/367,900,27-OCT-2023,23-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
REDACTED PERSONAL DATA,Nov 23/366,900,18-SEP-2023,02-NOV-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Van-Haaren & Son,Nov 23/360,900,16-OCT-2023,10-NOV-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Nov 23/365,900,20-SEP-2023,01-NOV-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Francotyp-Postalia Ltd,Nov 23/368,902.4,02-NOV-2023,28-NOV-2023,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
Blue Dew Pharmacy,Nov 23/369,903.92,30-SEP-2023,21-NOV-2023,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
Expert In Mind,Nov 23/370,907.2,12-MAY-2023,02-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Cavendish Pharmacy,Nov 23/371,912.78,30-SEP-2023,21-NOV-2023,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
Thomas Ridley and Son Ltd,Nov 23/372,913.99,17-NOV-2023,17-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fenix Recruitment Solutions Ltd,Nov 23/373,915.18,03-OCT-2023,02-NOV-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Comfort Angelz Daycare,Nov 23/374,918,20-MAY-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Comfort Angelz Daycare,Nov 23/375,918,20-JUN-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Comfort Angelz Daycare,Nov 23/376,918,20-JUL-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Comfort Angelz Daycare,Nov 23/377,918,20-OCT-2023,21-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Comfort Angelz Daycare,Nov 23/378,918,20-AUG-2023,21-NOV-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Asbestech Limited,Nov 23/379,919.2,17-OCT-2023,13-NOV-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Thomas Ridley and Son Ltd,Nov 23/380,921.66,16-NOV-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Nov 23/382,930,16-JUN-2023,13-NOV-2023,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
REDACTED PERSONAL DATA,Nov 23/381,930,06-SEP-2023,10-NOV-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
J Scott & Sons Ltd,Nov 23/383,931.44,23-OCT-2023,16-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Bywaters (Leyton) Ltd,Nov 23/384,932.75,31-AUG-2023,28-NOV-2023,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Thomas Ridley and Son Ltd,Nov 23/385,934.02,21-NOV-2023,21-NOV-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
National Teaching & Advisory,Nov 23/386,936,30-SEP-2023,14-NOV-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Flying Hire Limited,Nov 23/387,940,03-NOV-2023,15-NOV-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
