﻿PAYMENT DATE,DEPARTMENT,SUPPLIER NAME,PAY GROUP,ACCOUNT DESCRIPTION,NET AMOUNT 
11-DEC-2024,Adults & Communities (P),SOVA HEALTHCARE LEICESTER LTD&&ISHC3195,HOME CARE,5505-Homecare,"£10,098.07"
11-DEC-2024,Adults & Communities (P),STORM HOMECARE LTD&&ISHC3169,HOME CARE,5505-Homecare,"£1,885.60"
11-DEC-2024,Adults & Communities (P),STORM HOMECARE LTD&&ISHC3169,HOME CARE,5505-Homecare,"£3,441.22"
11-DEC-2024,Adults & Communities (P),SUPPORT & CONNECTIONS LTD&&CLCD3316,CLC,5504-Day/CLC Services,"£6,240.64"
11-DEC-2024,Adults & Communities (P),SURECARE CHARNWOOD & RUSHCLIFFE&&ISHC6189,HOME CARE,5505-Homecare,"£4,747.72"
11-DEC-2024,Adults & Communities (P),T&J TOTAL SERVICES LTD&&CLCD6394,SUPPORTED LIVING,5504-Day/CLC Services,£572.00
11-DEC-2024,Adults & Communities (P),TAILORMADE HEALTHCARE&&SUPL6185,SUPPORTED LIVING,5506-Supported Living,"£2,917.60"
11-DEC-2024,Adults & Communities (P),TLR HEALTH CARE SERVICES LTD&&ISHC5887,HOME CARE,5505-Homecare,"£9,390.55"
11-DEC-2024,Adults & Communities (P),TLR HEALTH CARE SERVICES LTD&&SUPL7501,SUPPORTED LIVING,5506-Supported Living,"£29,031.52"
11-DEC-2024,Adults & Communities (P),TRINITY TOWERS LTD T/A KARE PLUS&&ISHC5642,HOME CARE,5505-Homecare,"£12,089.75"
11-DEC-2024,Adults & Communities (P),TRUST WE CARE LTD&&SUPL7652,SUPPORTED LIVING,5506-Supported Living,"£2,127.58"
11-DEC-2024,Adults & Communities (P),TRUST WE CARE LTD&&SUPL7652,SUPPORTED LIVING,5506-Supported Living,"£11,320.00"
11-DEC-2024,Adults & Communities (P),TRUST WE CARE LTD&&SUPL7652,SUPPORTED LIVING,5506-Supported Living,"£7,056.00"
11-DEC-2024,Adults & Communities (P),UBERTAS CARE HOMES LTD&&SUPL7427,SUPPORTED LIVING,5506-Supported Living,"£27,394.73"
11-DEC-2024,Adults & Communities (P),UK CARE TEAM LTD&&ISHC7010,HOME CARE,5505-Homecare,"£17,966.29"
11-DEC-2024,Adults & Communities (P),ULTIMATE CARE & SUPPORT SERVICES LTD&&SUPL6971,SUPPORTED LIVING,5506-Supported Living,"£19,237.80"
11-DEC-2024,Adults & Communities (P),VILLAGE HOMECARE LTD&&ISHC2754,HOME CARE,5505-Homecare,"£9,355.56"
11-DEC-2024,Adults & Communities (P),VILLAGE HOMECARE LTD&&ISHC2754,HOME CARE,5505-Homecare,£734.16
11-DEC-2024,Adults & Communities (P),VOYAGE 1 LTD T/A VOYAGE CARE&&CLCD3317,CLC,5504-Day/CLC Services,"£13,183.09"
11-DEC-2024,Adults & Communities (P),VOYAGE CARE&&SUPL5209,SUPPORTED LIVING,5506-Supported Living,"£27,426.28"
11-DEC-2024,Adults & Communities (P),WESTMINSTER HOMECARE LTD&&ISHCHC420,HOME CARE,5505-Homecare,"£2,412.37"
11-DEC-2024,Adults & Communities (P),WESTMINSTER HOMECARE LTD&&ISHCHC420,HOME CARE,5505-Homecare,"£2,399.21"
11-DEC-2024,Adults & Communities (P),WESTMINSTER HOMECARE LTD&&ISHCHC420,HOME CARE,5505-Homecare,"£1,865.26"
11-DEC-2024,Adults & Communities (P),WESTVIEW HOUSING SOLUTIONS CIC&&CLCD7669,CLC,5506-Supported Living,"£2,413.58"
11-DEC-2024,Adults & Communities (P),WHM WORK CONNECTIONS LTD&&CLCD3312,CLC,5504-Day/CLC Services,"£20,571.24"
11-DEC-2024,Adults & Communities (P),WITLENS LTD&&ISHC7023,HOME CARE,5505-Homecare,"£4,423.94"
11-DEC-2024,Adults & Communities (P),WOODLEIGH HEALTHCARE LTD&&SUPL7271,SUPPORTED LIVING,5506-Supported Living,"£122,430.81"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,571.43"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,186.32"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,831.40"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,215.72"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,432.43"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£4,490.64"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,577.96"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,496.88"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£574.20
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£892.98
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,448.87"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,328.48"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,598.75"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,908.52"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£4,054.05"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,661.12"
11-DEC-2024,Environment & Transport (P),A-Stars Taxis Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,785.86"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3125-Transport External Operator Contract,"£2,012.67"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3125-Transport External Operator Contract,"£1,034.55"
11-DEC-2024,Environment & Transport (P),Aggregate Industries UK Ltd,SUBCONTRACTOR,4109-Materials,£653.90
11-DEC-2024,Environment & Transport (P),Aggregate Industries UK Ltd,SUBCONTRACTOR,4109-Materials,"£1,129.24"
11-DEC-2024,Environment & Transport (P),Aggregate Industries UK Ltd,SUBCONTRACTOR,4109-Materials,£620.00
11-DEC-2024,Environment & Transport (P),Aggregate Industries UK Ltd,SUBCONTRACTOR,4109-Materials,£647.50
11-DEC-2024,Environment & Transport (P),Allroads Asphalt Solutions Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,635.88"
11-DEC-2024,C&FS (P),Always Mind Ltd,TRADE SUPPLIER,5445-Adoption Support,£620.00
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£573.50
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£687.85
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£985.19
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£589.20
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£744.00
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£549.07
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£777.33
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£688.20
11-DEC-2024,Adults & Communities (P),Animal Care Services Midlands Ltd,TRADE SUPPLIER,5508-Other Support,£744.00
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,£735.47
11-DEC-2024,Adults & Communities (P),Armson Electrical Services Ltd,TRADE SUPPLIER,2102-R&M Buildings Service Contracts,"£1,873.28"
11-DEC-2024,Adults & Communities (P),Armson Electrical Services Ltd,TRADE SUPPLIER,2102-R&M Buildings Service Contracts,"£1,361.33"
11-DEC-2024,Adults & Communities (P),Armson Electrical Services Ltd,TRADE SUPPLIER,2102-R&M Buildings Service Contracts,"£1,335.46"
11-DEC-2024,Adults & Communities (P),Armson Electrical Services Ltd,TRADE SUPPLIER,2102-R&M Buildings Service Contracts,£753.21
11-DEC-2024,Environment & Transport (P),ASA Transport Services Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£608.80
11-DEC-2024,C&FS (P),Back Care Solutions Ltd,TRADE SUPPLIER,5691-Payments to Trainees,"£1,556.60"
11-DEC-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5626-Transfer Payments Section 23 Grants,£852.00
11-DEC-2024,Environment & Transport (P),Biffa Waste Services Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£12,483.67"
11-DEC-2024,Environment & Transport (P),Biffa Waste Services Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£11,761.75"
11-DEC-2024,Adults & Communities (P),Carlton Construction Services,SUBCONTRACTOR,2102-R&M Buildings Service Contracts,"£7,603.00"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£18,216.10"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£3,558.90"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£25,733.70"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£9,704.70"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£11,436.40"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£14,671.40"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£24,943.80"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£12,402.20"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£12,026.40"
11-DEC-2024,Environment & Transport (P),Centrebus Ltd,TRADE SUPPLIER,3124-Other Transport Costs,"£25,465.80"
11-DEC-2024,C&FS (P),Charnwood Forest Alpacas Ltd,NON TRADE,5323-External SEN Providers Independent Sch,"£5,080.00"
11-DEC-2024,C&FS (P),Charnwood Forest Alpacas Ltd,NON TRADE,5323-External SEN Providers Independent Sch,"£5,080.00"
11-DEC-2024,C&FS (P),Charnwood Forest Alpacas Ltd,NON TRADE,5323-External SEN Providers Independent Sch,"£5,080.00"
11-DEC-2024,Balance Sheet Cost Centres (P),CID Trading Ltd,TRADE SUPPLIER,9631-Inventories - General,£735.54
11-DEC-2024,C&FS (P),Cumbrian Outbound Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£6,625.00"
11-DEC-2024,Environment & Transport (P),Data Academy Ltd,TRADE SUPPLIER,1703-Training Expenses,"£1,750.00"
11-DEC-2024,Environment & Transport (P),Data Academy Ltd,TRADE SUPPLIER,1703-Training Expenses,£700.00
11-DEC-2024,Environment & Transport (P),Data Academy Ltd,TRADE SUPPLIER,1703-Training Expenses,£700.00
11-DEC-2024,Section 106 Contributions (P),Davidsons Developments Ltd,TRADE SUPPLIER,9723-Reserved Creditors - Revenue,"£15,610.03"
11-DEC-2024,Environment & Transport (P),DTN Europe UK Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£19,772.83"
11-DEC-2024,Chief Executives (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,4529-Post Mortem Exams,£546.90
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3125-Transport External Operator Contract,£831.60
11-DEC-2024,Public Health (P),ELR GP Federation Ltd,TRADE SUPPLIER,5447-General Practioners,"£34,195.00"
11-DEC-2024,C&FS (P),Equal Education Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£688.00
11-DEC-2024,C&FS (P),Equal Education Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£1,104.00"
11-DEC-2024,Corporate Resources (CR) (P),ESPO,TRADE SUPPLIER,4102-General Equipment - Purchase & Repairs,£612.64
11-DEC-2024,Chief Executives (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,4507-Consultants & Specialists,"£1,500.00"
11-DEC-2024,Environment & Transport (P),Frithgate Ltd T/A In Car Safety Centre,TRADE SUPPLIER,4102-General Equipment - Purchase & Repairs,£600.00
11-DEC-2024,C&FS (P),G &H Care Ltd,NON TRADE,5411-Private Contractors - General,"£4,821.30"
11-DEC-2024,Corporate Resources (CR) (P),G&R Refrigeration Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£554.40
11-DEC-2024,Environment & Transport (P),Gap Group Ltd,TRADE SUPPLIER,3301-Vehicle & Plant Hire,"£1,087.90"
11-DEC-2024,Environment & Transport (P),Gap Group Ltd,TRADE SUPPLIER,3301-Vehicle & Plant Hire,£627.08
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,705.81"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,257.20"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,718.29"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,806.65"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,366.10"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,781.80"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,583.01"
11-DEC-2024,Environment & Transport (P),Gems Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,178.00"
11-DEC-2024,Environment & Transport (P),Gilmorton Parish Council,TRADE SUPPLIER,4901-Other Expenditure,"£1,024.43"
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£942.88
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£773.36
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£722.88
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£585.50
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£745.48
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£529.92
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£700.28
11-DEC-2024,Corporate Resources (CR) (P),Glenfield Associates Ltd,TRADE SUPPLIER,2105-Reactive Maintenance M&E,£839.44
11-DEC-2024,Corporate Resources (CR) (P),Harlow Bros Ltd,TRADE SUPPLIER,4109-Materials,£904.50
11-DEC-2024,C&FS (P),Headzpace Therapeutic Care Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£63,750.00"
11-DEC-2024,C&FS (P),Headzpace Therapeutic Care Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£44,850.00"
11-DEC-2024,Corporate Resources (CR) (P),Hopwells Ltd,TRADE SUPPLIER,4504-Provisions Purchases,"£28,287.29"
11-DEC-2024,Corporate Resources (CR) (P),Hopwells Ltd,TRADE SUPPLIER,4504-Provisions Purchases,£599.78
11-DEC-2024,Balance Sheet Cost Centres (P),Instarmac Group Plc,TRADE SUPPLIER,9631-Inventories - General,"£1,344.00"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,550.40"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,510.40"
11-DEC-2024,C&FS (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,5443-Agency & Contracted Services,£680.00
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3125-Transport External Operator Contract,"£4,158.00"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,3125-Transport External Operator Contract,£992.97
11-DEC-2024,C&FS (P),Leicestershire Ukrainian Community,NON TRADE,4908-Grants,"£3,075.00"
11-DEC-2024,Adults & Communities (P),Liberty HSC Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£6,909.17"
11-DEC-2024,Corporate Resources (CR) (P),Lightwear Ltd T/A Revolution,TRADE SUPPLIER,4401-Printing,"£1,804.80"
11-DEC-2024,Corporate Resources (CR) (P),Litho Supplies UK Ltd,TRADE SUPPLIER,4401-Printing,£531.14
11-DEC-2024,Environment & Transport (P),M&M Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,032.00"
11-DEC-2024,Environment & Transport (P),M&M Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,104.00"
11-DEC-2024,Environment & Transport (P),M&M Cabs Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,926.00"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,039.50"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,742.20"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,867.14"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£2,033.05"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,409.35"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£2,089.19"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,450.93"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,£997.44
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,342.87"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,975.05"
11-DEC-2024,Corporate Resources (CR) (P),Midland Foods Ltd,TRADE SUPPLIER,4504-Provisions Purchases,"£16,464.23"
11-DEC-2024,Corporate Resources (CR) (P),Midland Foods Ltd,TRADE SUPPLIER,4504-Provisions Purchases,"£9,127.83"
11-DEC-2024,Corporate Resources (CR) (P),Midland Foods Ltd,TRADE SUPPLIER,4504-Provisions Purchases,"£3,098.06"
11-DEC-2024,Corporate Resources (CR) (P),Midland Foods Ltd,TRADE SUPPLIER,4504-Provisions Purchases,"£9,303.32"
11-DEC-2024,Corporate Resources (CR) (P),Midland Foods Ltd,TRADE SUPPLIER,4504-Provisions Purchases,"£8,221.37"
11-DEC-2024,Adults & Communities (P),NCFE,TRADE SUPPLIER,4912-Educational Bodies Exam Fees,"£1,816.50"
11-DEC-2024,Chief Executives (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,4507-Consultants & Specialists,"£1,636.00"
11-DEC-2024,Environment & Transport (P),P S TAXIS LTD,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,197.60"
11-DEC-2024,Environment & Transport (P),P S TAXIS LTD,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,566.00"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,3125-Transport External Operator Contract,£707.10
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,037.42"
11-DEC-2024,Environment & Transport (P),Paul S Winson Coaches Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£11,908.00"
11-DEC-2024,Environment & Transport (P),Paul S Winson Coaches Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,221.10"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£1,659.04"
11-DEC-2024,Corporate Resources (CR) (P),Perfect Circle JV Ltd,TRADE SUPPLIER,4507-Consultants & Specialists,"£7,715.51"
11-DEC-2024,Environment & Transport (P),Planters (Leicester) Ltd,SUBCONTRACTOR,3301-Vehicle & Plant Hire,"£1,487.40"
11-DEC-2024,Environment & Transport (P),Planters (Leicester) Ltd,SUBCONTRACTOR,3301-Vehicle & Plant Hire,"£1,780.44"
11-DEC-2024,Balance Sheet Cost Centres (P),Reed Specialist Recruitment Ltd,TRADE SUPPLIER,9728-Control Accounts (Current Liability),"£312,569.26"
11-DEC-2024,Corporate Resources (CR) (P),Rentokil Initial UK Ltd,TRADE SUPPLIER,2403-Refuse Removal & Hygiene Disposal,"£5,704.08"
11-DEC-2024,Corporate Resources (CR) (P),Rentokil Initial UK Ltd,TRADE SUPPLIER,2403-Refuse Removal & Hygiene Disposal,"£5,709.76"
11-DEC-2024,Public Health (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,4507-Consultants & Specialists,£827.15
11-DEC-2024,C&FS (P),Rise Multi Academy Trust,GENERAL,4908-Grants,"£30,000.00"
11-DEC-2024,Environment & Transport (P),Robinsons Coach Travel,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,844.00"
11-DEC-2024,Chief Executives (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,4507-Consultants & Specialists,"£3,500.00"
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,3301-Vehicle & Plant Hire,£640.44
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£940.82
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£940.82
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,352.05"
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£940.82
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£935.14
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£935.14
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£1,881.64"
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,£935.14
11-DEC-2024,Environment & Transport (P),Signal Traffic Management Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,352.05"
11-DEC-2024,Capital - In Year Spend (P),South Charnwood High School Academy,NON TRADE,941D-L&B - Building Costs,"£39,362.76"
11-DEC-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,3125-Transport External Operator Contract,"£2,300.00"
11-DEC-2024,Environment & Transport (P),Tarmac Trading Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£4,931.31"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£3,074.84"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£1,096.92"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£2,762.10"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£2,078.79"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£3,118.50"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£2,376.00"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£4,563.41"
11-DEC-2024,Environment & Transport (P),UK Cabs Ltd,NON TRADE,3125-Transport External Operator Contract,"£2,871.00"
11-DEC-2024,Balance Sheet Cost Centres (P),UK Electric Ltd T/A Exterior Lighting Solutions UK Ltd,TRADE SUPPLIER,9631-Inventories - General,"£22,784.00"
11-DEC-2024,Environment & Transport (P),Warwickshire County Council,OTHER LOCAL AUTHORITIES,5411-Private Contractors - General,"£2,459.39"
12-DEC-2024,Adults & Communities (P),3D Recruit Ltd,TRADE SUPPLIER,5443-Agency & Contracted Services,"£2,700.00"
12-DEC-2024,Adults & Communities (P),3D Recruit Ltd,TRADE SUPPLIER,5443-Agency & Contracted Services,"£4,430.00"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,722.50"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,666.16"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,260.00"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,653.20"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,788.80"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,634.50"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,"£3,195.20"
12-DEC-2024,Environment & Transport (P),A Zoom Taxis,TRADE SUPPLIER,3125-Transport External Operator Contract,£569.20
12-DEC-2024,Adults & Communities (P),Able Cleaning & Hygiene Supplies Ltd,TRADE SUPPLIER,4102-General Equipment - Purchase & Repairs,£931.15
12-DEC-2024,Corporate Resources (CR) (P),AF Blakemore & Son Ltd T/A Blakemore Food Service Ltd,TRADE SUPPLIER,4504-Provisions Purchases,£861.23
12-DEC-2024,Corporate Resources (CR) (P),Aggregate Industries UK Ltd,SUBCONTRACTOR,2501-Grounds Maintenance,"£2,474.59"
12-DEC-2024,Environment & Transport (P),Aggregate Industries UK Ltd,SUBCONTRACTOR,4109-Materials,£598.29
