﻿PAYMENT DATE,DEPARTMENT,SUPPLIER NAME,PAY GROUP,ACCOUNT DESCRIPTION,NET AMOUNT
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£690.83
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,337.84"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,134.00"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,061.64"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£865.17
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,090.90"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£918.09
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£973.80
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£972.72
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,015.36"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,705.50"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,176.80"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£692.30
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£857.80
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,700.85"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,657.35"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,375.10"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£666.72
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£666.72
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£888.57
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,096.40"
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£690.84
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£577.08
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£825.04
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£727.84
02-Sep-24,Environment & Transport (P),24x7 Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,333.00"
02-Sep-24,Environment & Transport (P),A K TAXI SERVICES LTD,TRADE SUPPLIER,3125-Transport External Operator Contract,£954.32
02-Sep-24,Environment & Transport (P),A K TAXI SERVICES LTD,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,471.50"
