PAYMENT DATE,DEPARTMENT,SUPPLIER NAME,PAY GROUP,ACCOUNT DESCRIPTION,NET AMOUNT
26-APR-2024,Adults & Communities (P),WESTROYD HOUSE COUNTY HEALTH CARE&&SSAROE40326,S/S HOMES,5502-Residential,"£1,212.00"
26-APR-2024,Adults & Communities (P),WESTROYD HOUSE COUNTY HEALTH CARE&&SSAROE40326,S/S HOMES,5502-Residential,"£22,271.72"
26-APR-2024,Adults & Communities (P),WESTROYD HOUSE COUNTY HEALTH CARE&&SSAROE40326,S/S HOMES,5502-Residential,"£1,647.14"
26-APR-2024,Adults & Communities (P),WESTROYD HOUSE COUNTY HEALTH CARE&&SSAROE40326,S/S HOMES,5502-Residential,"£1,532.57"
26-APR-2024,C&FS (P),South London & Maudsley NHS Foundation Trust,TRADE SUPPLIER,5445-Adoption Support,"£1,669.16"
29-APR-2024,Environment & Transport (P),Syston Rolling Shutters Ltd,TRADE SUPPLIER,2102-R&M Buildings Service Contracts,£895.00
30-APR-2024,Environment & Transport (P),REDACTED PERSONAL DATA,TRADE INDIVIDUAL,4507-Consultants & Specialists,"£1,907.00"
05-MAR-2024,Environment & Transport (P),Vectare Ltd,TRADE SUPPLIER,5428-Minimum Cost Contracts,"£1,215.55"
02-APR-2024,C&FS (P),Acorn ABA Ltd,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,£731.00
02-APR-2024,C&FS (P),Acorn ABA Ltd,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,£749.00
02-APR-2024,C&FS (P),Acorn Care & Education Ltd (Sales),TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£1,182.69"
02-APR-2024,C&FS (P),Anew Young People Services Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),"£1,980.03"
02-APR-2024,C&FS (P),Anew Young People Services Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),"£2,116.59"
02-APR-2024,C&FS (P),Asfordby Captains Close Primary School Academy T/A Discovery Schools Academies Trust,GENERAL,5325-External SEN Providers Top Up Fee,"£16,904.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,Public Health (P),Barnardos,TRADE SUPPLIER,4901-Other Expenditure,"£9,250.00"
02-APR-2024,C&FS (P),Beacon Academy,GENERAL,5324-External SEN Providers Place Fee,"£14,147.00"
02-APR-2024,C&FS (P),Beacon Academy,GENERAL,5325-External SEN Providers Top Up Fee,"£11,136.00"
02-APR-2024,Adults & Communities (P),Beacon Care & Advice CIC,TRADE SUPPLIER,5411-Private Contractors - General,"£7,533.93"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£3,180.00"
02-APR-2024,C&FS (P),Cambian Childcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£45,392.86"
02-APR-2024,C&FS (P),Cambian Childcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£26,350.00"
02-APR-2024,C&FS (P),Cambian Childcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£25,825.17"
02-APR-2024,C&FS (P),Cambian Childcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£24,877.50"
02-APR-2024,C&FS (P),Cambian Childcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£21,478.57"
02-APR-2024,C&FS (P),Cambian Childcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£28,121.43"
02-APR-2024,Environment & Transport (P),Castle Donington Volunteer Centre,TRADE SUPPLIER,5428-Minimum Cost Contracts,"£10,585.00"
02-APR-2024,C&FS (P),Cedars Academy Lionheart Academies Trust,GENERAL,5325-External SEN Providers Top Up Fee,"£21,158.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5626-Transfer Payments Section 23 Grants,£593.00
02-APR-2024,C&FS (P),Christ Church & St Peters CE Primary School Academy,GENERAL,5325-External SEN Providers Top Up Fee,"£15,466.00"
02-APR-2024,Environment & Transport (P),Commbus Project,NON TRADE,5315-Voluntary Associations Support Services,"£7,456.25"
02-APR-2024,Environment & Transport (P),Community Action Partnership (Leicestershire),TRADE SUPPLIER,5315-Voluntary Associations Support Services,"£22,656.25"
02-APR-2024,C&FS (P),Compass Childrens Homes Ltd,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£19,983.33"
02-APR-2024,C&FS (P),Compass Childrens Homes Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£20,250.00"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
02-APR-2024,Corporate Resources (CR) (P),Crowndale Foodservices Ltd,TRADE SUPPLIER,4504-Provisions Purchases,£546.96
02-APR-2024,Corporate Resources (CR) (P),Crowndale Foodservices Ltd,TRADE SUPPLIER,4504-Provisions Purchases,£706.40
02-APR-2024,Public Health (P),Cuttlefish Multimedia Ltd,TRADE SUPPLIER,4602-IT Services,"£1,660.00"
02-APR-2024,Public Health (P),Cuttlefish Multimedia Ltd,TRADE SUPPLIER,4602-IT Services,"£1,280.00"
02-APR-2024,Balance Sheet Cost Centres (P),Davidsons Developments Ltd,TRADE SUPPLIER,9722-Reserved Creditors - Non Public Sector,"£14,268.00"
02-APR-2024,C&FS (P),Diversity Social Care Ltd,TRADE SUPPLIER,5429-Community/Domiciliary,"£3,325.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,Environment & Transport (P),Enterprise Flex E Rent,TRADE SUPPLIER,3301-Vehicle & Plant Hire,"£2,399.54"
02-APR-2024,Environment & Transport (P),Enterprise Flex E Rent,TRADE SUPPLIER,3301-Vehicle & Plant Hire,"£4,948.86"
02-APR-2024,Environment & Transport (P),Enterprise Flex E Rent,TRADE SUPPLIER,3301-Vehicle & Plant Hire,"£2,461.83"
02-APR-2024,Environment & Transport (P),Enterprise Flex E Rent,TRADE SUPPLIER,3301-Vehicle & Plant Hire,£773.22
02-APR-2024,Environment & Transport (P),Enterprise Rent A Car Uk Ltd,TRADE SUPPLIER,3301-Vehicle & Plant Hire,£899.00
02-APR-2024,Environment & Transport (P),Enterprise Rent A Car Uk Ltd,TRADE SUPPLIER,3301-Vehicle & Plant Hire,"£2,051.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5626-Transfer Payments Section 23 Grants,£592.92
02-APR-2024,C&FS (P),Esland North Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£19,707.14"
02-APR-2024,C&FS (P),Esland North Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£48,492.86"
02-APR-2024,C&FS (P),Esteem Multi Academy Trust,TRADE SUPPLIER,5212-OLEA Recoupment,"£7,250.00"
02-APR-2024,C&FS (P),Esteem Multi Academy Trust,TRADE SUPPLIER,5212-OLEA Recoupment,"£8,240.85"
02-APR-2024,C&FS (P),Esteem Multi Academy Trust,TRADE SUPPLIER,5212-OLEA Recoupment,"£13,185.36"
02-APR-2024,Public Health (P),Falcon Support Services EM Ltd,TRADE SUPPLIER,5315-Voluntary Associations Support Services,"£14,237.43"
02-APR-2024,C&FS (P),Ferntree Support Ltd,TRADE SUPPLIER,5622-Transfer Payments Pocket Money,£519.64
02-APR-2024,Environment & Transport (P),Fleet Factors Ltd,TRADE SUPPLIER,3102-Vehicle & Plant Repairs & Maintenance,"£5,193.90"
02-APR-2024,Environment & Transport (P),Fleet Factors Ltd,TRADE SUPPLIER,3102-Vehicle & Plant Repairs & Maintenance,"£58,785.77"
02-APR-2024,Environment & Transport (P),Fleet Factors Ltd,TRADE SUPPLIER,3102-Vehicle & Plant Repairs & Maintenance,£910.00
02-APR-2024,C&FS (P),Future Cycles Training Ltd,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£1,700.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,C&FS (P),Global Mediation Ltd,TRADE SUPPLIER,4507-Consultants & Specialists,"£12,055.00"
02-APR-2024,C&FS (P),Global Mediation Ltd,TRADE SUPPLIER,4507-Consultants & Specialists,"£8,290.00"
02-APR-2024,C&FS (P),Global Mediation Ltd,TRADE SUPPLIER,4507-Consultants & Specialists,"£10,075.00"
02-APR-2024,C&FS (P),GoTo Healthcare Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£1,749.00"
02-APR-2024,Environment & Transport (P),GVN Cabs Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£2,112.00"
02-APR-2024,C&FS (P),Hastings High School Academy,NON TRADE,5323-External SEN Providers Independent Sch,"£7,467.48"
02-APR-2024,Environment & Transport (P),Hinckley & Bosworth Community Transport,NON TRADE,5315-Voluntary Associations Support Services,"£12,671.25"
02-APR-2024,C&FS (P),Hinckley Parks Primary School (Owls Academy Trust),GENERAL,5325-External SEN Providers Top Up Fee,"£12,492.00"
02-APR-2024,Balance Sheet Cost Centres (P),HM Revenue & Customs     1,TRADE SUPPLIER,9721-Creditors Control,"£1,099.20"
02-APR-2024,C&FS (P),Horizon Care & Education Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£15,784.27"
02-APR-2024,C&FS (P),Horizon Care & Education Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£17,732.00"
02-APR-2024,C&FS (P),Horizon Care & Education Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£16,731.01"
02-APR-2024,C&FS (P),Horizon Care & Education Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£17,200.97"
02-APR-2024,C&FS (P),Horizon Care & Education Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£17,732.00"
02-APR-2024,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),"£1,630.20"
02-APR-2024,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),"£1,684.54"
02-APR-2024,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£1,557.88"
02-APR-2024,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,5315-Voluntary Associations Support Services,"£15,850.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,C&FS (P),Key Transitions Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£6,719.01"
02-APR-2024,C&FS (P),Kingsway Primary School (Life Multi Academy Trust),GENERAL,5325-External SEN Providers Top Up Fee,"£15,662.00"
02-APR-2024,C&FS (P),LCC Moira Primary School,GENERAL,4908-Grants,£970.00
02-APR-2024,C&FS (P),LCC Moira Primary School,GENERAL,4908-Grants,£970.00
02-APR-2024,C&FS (P),LCC Moira Primary School,GENERAL,4908-Grants,£970.00
02-APR-2024,C&FS (P),LCC West Gate School,TRADE SUPPLIER,5212-OLEA Recoupment,"£29,580.41"
02-APR-2024,Chief Executives (P),Lextox,TRADE SUPPLIER,4905-Legal Expenses,"£1,000.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,Environment & Transport (P),Lutterworth Volunteer Centre Ltd,NON TRADE,5315-Voluntary Associations Support Services,"£15,117.50"
02-APR-2024,Public Health (P),Maples Family Medical Practice,NON TRADE,5447-General Practioners,"£1,115.00"
02-APR-2024,Environment & Transport (P),Marlene Reid Centre Community Action     1,TRADE SUPPLIER,5315-Voluntary Associations Support Services,"£15,905.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,C&FS (P),Melton Learning Hub,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£2,437.50"
02-APR-2024,C&FS (P),Melton Learning Hub,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£3,125.00"
02-APR-2024,Environment & Transport (P),Melton Learning Hub,TRADE SUPPLIER,3202-Pooled Transport Recharge Volunteers,"£11,171.25"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,GENERAL,5627-Transfer Payments Education Costs,"£1,000.00"
02-APR-2024,Environment & Transport (P),Mountsorrel Parish Council,OTHER LOCAL AUTHORITIES,4908-Grants,"£8,563.57"
02-APR-2024,C&FS (P),Mowbray Education Trust,GENERAL,5324-External SEN Providers Place Fee,"£19,453.00"
02-APR-2024,C&FS (P),Mowbray Education Trust,GENERAL,5325-External SEN Providers Top Up Fee,"£25,925.00"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£3,028.00"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£2,855.42"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£4,208.00"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£3,580.00"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£3,516.00"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£8,691.16"
02-APR-2024,Adults & Communities (P),NEW WYCLIFFE HOME(S6 CARE LTD)&&SSARO2578,GENERAL,5502-Residential,"£3,740.00"
02-APR-2024,C&FS (P),Next Steps Supported Living Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),"£4,924.35"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,569.60"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,£846.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£3,100.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£1,350.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£1,570.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,880.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£2,582.30"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,£519.20
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,£936.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,£512.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£1,540.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3201-Pooled Transport Recharge Inhouse,"£1,272.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,254.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£3,362.40"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£4,306.50"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,758.40"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,222.40"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,920.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,178.38"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,320.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,348.50"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,688.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,656.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,240.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,896.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,£515.60
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,393.45"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,974.40"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,725.68"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,£762.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,995.20"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,664.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,£688.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,080.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,325.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,340.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,161.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,710.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,£935.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,350.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,£540.00
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,375.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,430.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,920.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,888.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,392.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,714.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,856.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£3,870.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,470.00"
02-APR-2024,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,078.00"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£2,523.20"
02-APR-2024,C&FS (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£5,775.05"
02-APR-2024,C&FS (P),Oaklands School,OTHER LOCAL AUTHORITIES,5212-OLEA Recoupment,"£38,882.69"
02-APR-2024,C&FS (P),Oaklands School,OTHER LOCAL AUTHORITIES,5212-OLEA Recoupment,"£34,716.65"
02-APR-2024,C&FS (P),Odyssey Collaborative Trust,TRADE SUPPLIER,5212-OLEA Recoupment,"£6,123.33"
02-APR-2024,Environment & Transport (P),P&P Cabs Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,449.00"
02-APR-2024,Environment & Transport (P),P&P Cabs Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,449.00"
02-APR-2024,Environment & Transport (P),P&P Cabs Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£2,224.00"
02-APR-2024,Environment & Transport (P),P&P Cabs Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,660.00"
02-APR-2024,C&FS (P),Park Lodge Project Ltd,NON TRADE,5411-Private Contractors - General,"£2,881.44"
02-APR-2024,C&FS (P),Place Young Peoples Company Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£27,246.83"
02-APR-2024,C&FS (P),Place Young Peoples Company Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£25,825.17"
02-APR-2024,C&FS (P),Place Young Peoples Company Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£17,707.82"
02-APR-2024,C&FS (P),Prestige Adolescent Care & Education Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£14,220.32"
02-APR-2024,C&FS (P),Progression 2Work Ltd,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£5,610.00"
02-APR-2024,C&FS (P),Purple Ash,TRADE SUPPLIER,5411-Private Contractors - General,"£27,457.01"
02-APR-2024,C&FS (P),Purple Heart Healthcare Agency,TRADE SUPPLIER,5429-Community/Domiciliary,"£6,993.00"
02-APR-2024,Environment & Transport (P),R & R Taxis Ltd,TRADE SUPPLIER,3303-Taxi Hire,"£1,224.50"
02-APR-2024,Environment & Transport (P),R2C Online Ltd,TRADE SUPPLIER,4603-IT Software Licenses/Subscription,"£3,312.62"
02-APR-2024,Corporate Resources (CR) (P),Reed Specialist Recruitment Ltd,TRADE SUPPLIER,5443-Agency & Contracted Services,"£8,925.74"
02-APR-2024,C&FS (P),Repton School,OTHER LOCAL AUTHORITIES,5323-External SEN Providers Independent Sch,"£3,543.00"
02-APR-2024,C&FS (P),Robert Smyth Academy T/A Tudor Grange Academies Trust,GENERAL,5325-External SEN Providers Top Up Fee,"£1,768.00"
