PAYMENT DATE,DEPARTMENT,SUPPLIER NAME,PAY GROUP,ACCOUNT DESCRIPTION,NET AMOUNT
03-Feb-25,C&FS (P),Central England Academy Trust,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£6,970.00"
03-Feb-25,C&FS (P),Central England Academy Trust,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£10,222.00"
03-Feb-25,C&FS (P),Clubszone CZ Ltd,GENERAL,4908-Grants,£967.72
03-Feb-25,C&FS (P),Clubszone CZ Ltd,GENERAL,4908-Grants,£967.72
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£4,280.21"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,283.79"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,283.79"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,726.64"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,726.64"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£4,280.21"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,948.07"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,394.50"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£4,280.21"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,726.64"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,283.79"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),"£3,726.64"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£5,807.76"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,283.79"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£3,726.64"
03-Feb-25,C&FS (P),Cornerstones Group Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£4,280.21"
03-Feb-25,C&FS (P),Duston Care Ltd,TRADE SUPPLIER,5451-LCT/LAC (Not Fostered),£550.00
03-Feb-25,C&FS (P),FTM Dance CIC (Forward Thinking Movement),TRADE SUPPLIER,5429-Community/Domiciliary,"£16,632.41"
03-Feb-25,Environment & Transport (P),Hamiltons Coaches Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£11,625.00"
03-Feb-25,Environment & Transport (P),Hamiltons Coaches Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£11,625.00"
03-Feb-25,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,163.49"
03-Feb-25,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,163.49"
03-Feb-25,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,195.73"
03-Feb-25,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,124.90"
03-Feb-25,C&FS (P),Horizon Supported Accommodation Ltd,TRADE SUPPLIER,5411-Private Contractors - General,"£2,093.70"
03-Feb-25,C&FS (P),Hub Educational Services CIC,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£2,100.00"
03-Feb-25,C&FS (P),Hub Educational Services CIC,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£3,300.00"
03-Feb-25,C&FS (P),Hub Educational Services CIC,TRADE SUPPLIER,5323-External SEN Providers Independent Sch,"£3,300.00"
03-Feb-25,C&FS (P),Keys PCE Ltd,NON TRADE,5411-Private Contractors - General,"£18,717.36"
03-Feb-25,C&FS (P),KIDSPACE LTD T/A KIDSPACE NURSERY MARKFIELD&&EYRS2777852,GENERAL,4901-Other Expenditure,"£1,239.69"
03-Feb-25,Corporate Resources (CR) (P),LCC Central Imprest Account,GENERAL,9666-Cash - Imprests,"£8,216.00"
03-Feb-25,Adults & Communities (P),LCC Heritage Services Imprest A/C,GENERAL,4102-General Equipment - Purchase & Repairs,£610.51
03-Feb-25,Public Health (P),Leicestershire Lawn Tennis Club,TRADE SUPPLIER,4908-Grants,£500.00
03-Feb-25,Public Health (P),Life On Time Ltd,TRADE SUPPLIER,5443-Agency & Contracted Services,"£24,493.00"
03-Feb-25,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,8315-Fees & Charges,£660.00
03-Feb-25,Capital - In Year Spend (P),Market Bosworth High School Academy,OTHER LOCAL AUTHORITIES,941D-L&B - Building Costs,"£661,123.18"
03-Feb-25,Environment & Transport (P),NMI Taxi Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,754.50"
03-Feb-25,Adults & Communities (P),NORTHFIELD HOUSE RESIDENTIAL HOME (AMAFHH CARE HOMES LTD)&&SSAROE40359,GENERAL,5502-Residential,"£17,214.00"
03-Feb-25,Adults & Communities (P),Optimus Support Leicester Ltd,TRADE SUPPLIER,5506-Supported Living,"£14,112.00"
03-Feb-25,Adults & Communities (P),Optimus Support Leicester Ltd,TRADE SUPPLIER,5506-Supported Living,"£6,300.00"
03-Feb-25,Adults & Communities (P),Optimus Support Leicester Ltd,TRADE SUPPLIER,5506-Supported Living,"£10,584.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,740.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,920.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,512.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,885.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,540.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,440.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£870.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,980.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,890.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,800.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,440.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£506.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,711.20"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,154.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,710.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,212.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,061.45"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,004.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,790.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,988.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,440.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,296.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,740.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,804.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£957.60
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£652.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£720.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,116.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,760.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,160.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,620.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£666.90
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,560.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,664.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,344.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£896.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,020.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,856.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,551.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£4,270.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,156.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,536.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,904.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,190.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,890.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,040.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,160.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,580.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,520.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,520.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,550.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£646.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,392.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£980.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,240.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,680.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,736.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£900.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£560.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£972.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,776.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,190.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,296.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,470.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,794.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,350.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,463.72"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,620.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£930.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,800.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,140.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,460.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£702.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,440.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,016.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,566.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,650.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,335.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,250.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,560.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,564.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,200.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,215.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,160.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,590.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,070.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,190.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,067.30"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,190.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,824.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£986.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,842.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,943.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£918.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,836.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,175.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,680.55"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,520.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,610.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,830.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£840.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£1,530.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,240.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,"£2,754.00"
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£774.00
03-Feb-25,Environment & Transport (P),Premier Taxis Leicester Ltd,TRADE SUPPLIER,3125-Transport External Operator Contract,£684.00
03-Feb-25,C&FS (P),Redwood Childcare Ltd,NON TRADE,5411-Private Contractors - General,"£24,028.00"
03-Feb-25,C&FS (P),Redwood Childcare Ltd,NON TRADE,5411-Private Contractors - General,"£24,028.00"
03-Feb-25,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3122-Parent Contract (not PTB),£747.36
03-Feb-25,C&FS (P),St Christophers Fellowship,NON TRADE,5411-Private Contractors - General,"£4,928.67"
03-Feb-25,Adults & Communities (P),REDACTED PERSONAL DATA,TRADE SUPPLIER,4508-Medical Fees & Treatment,"£3,539.30"
03-Feb-25,Environment & Transport (P),Syston & District Volunteer Centre Vehicle A/C,NON TRADE,3125-Transport External Operator Contract,"£1,627.56"
03-Feb-25,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3125-Transport External Operator Contract,£925.00
03-Feb-25,Environment & Transport (P),REDACTED PERSONAL DATA,NON TRADE,3125-Transport External Operator Contract,£740.00
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£695.71
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,"£1,019.70"
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£620.73
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£620.00
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£972.00
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,"£1,250.00"
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£824.70
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£831.74
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£959.70
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£749.70
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£659.70
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£719.70
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£689.70
03-Feb-25,Environment & Transport (P),Take Me (Group) Ltd T/A ADT Taxis,FACTOR,3125-Transport External Operator Contract,£779.44
