DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Adult Social Services Directorate,03/05/2023," 1,044.6 ",Barrington House Ltd.,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 4,702.5 ",Haydon Park Lodge,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 8,668.4 ",DOWNING (CHERTSEY ROAD) LTD,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 4,576.0 ",SISTERS HOSPITALLERS-ST AUGUST,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 8,000.0 ",SURBITON CARE HOMES LTD T/A MI,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 16,132.0 ",DALEMEAD,Invoice,External Residential Care
Resources Directorate,03/05/2023," 996,040.9 ",RICHMOND HOUSING PARTNERSHIP,Invoice,Rent Allowances
Resources Directorate,03/05/2023," 1,524.0 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,03/05/2023," 1,789.0 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,03/05/2023," 1,800.0 ",NETWORK HOMES,Invoice,Rent Allowances
Resources Directorate,03/05/2023," 1,466.3 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,03/05/2023," 1,289.5 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,490.3 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,808.3 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 3,895.0 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,016.1 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,287.1 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 912.5 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.0 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,03/05/2023," 51,820.0 ",Fitzroy Support,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 28,508.0 ",Starcourt Construction Ltd,Invoice,External Residential Care
Housing & Regeneration Directorate,03/05/2023," 13,278.8 ",Royal Mail Group Ltd,Invoice,Postage
Adult Social Services Directorate,03/05/2023," 3,642.1 ",The Abbeyfield Society,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 18,611.8 ",Acorn Lodge,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 12,905.2 ",Nightingale House ( Twickenham,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 24,172.3 ",Richmond Psychosocial Foundati,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 11,548.6 ",GLORY CARE CENTRE LTD,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 19,569.5 ",Pembrokeshire Resource Centre ,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 3,054.4 ",Care Management Group Ltd,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 3,561.6 ",Cloyda Ltd,Invoice,External Residential Care
Environment & Community Services Directorate,03/05/2023," 1,038.0 ",John Hanlon & Company Ltd,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,03/05/2023," 3,575.4 ",Advinia Health Care Ltd,Invoice,External Nursing Care
Housing & Regeneration Directorate,03/05/2023," 1,131.7 ",Videcom Security Limited,Invoice,Security & Fire Protection
Children's Services Directorate,03/05/2023," 461,859.7 ",RuT Schools Services Ltd,Invoice,PFI Contract Costs
Environment & Community Services Directorate,03/05/2023," 23,187.4 ",Imperial Polythene Products Li,Invoice,Materials
Adult Social Services Directorate,03/05/2023," 2,754.9 ",Beauchamp Court t/a 3A Care (S,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 6,802.0 ",Congress House Limited,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 6,444.6 ",The Vines,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 9,219.4 ",Oakfield Care (Ashtead) Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 3,684.0 ",Treloar Trust,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 129,577.7 ",Hampton Care Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 41,457.3 ",Walsingham Support Ltd,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 164,572.4 ",Metropolitan Housing Trust,Invoice,Client Costs - Personal Budget
Adult Social Services Directorate,03/05/2023," 5,356.0 ",Willow Grange Care Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 3,953.9 ",Barchester Healthcare Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 3,728.2 ",HC-One Ltd (Ash Grove),Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 4,800.0 ",Nellsar Ltd t/a Princess Chris,Invoice,External Residential Care
Chief Executives Directorate,03/05/2023," 3,966.0 ",Heavenly Dish Ltd,Invoice,Community support
Adult Social Services Directorate,03/05/2023," 36,316.8 ",London Cyrenians Housing Limit,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 5,183.4 ",The Fircroft Trust,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 15,780.0 ",The Cedars Care Home (Ashford),Invoice,External Residential Care
Environment & Community Services Directorate,03/05/2023," 1,263.5 ",Gamma Business Communications ,Invoice,Telephone Charges
Adult Social Services Directorate,03/05/2023," 10,944.8 ",Richmond Psychosocial Foundati,Invoice,Supported Living
Environment & Community Services Directorate,03/05/2023," 1,878.6 ",Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs
Adult Social Services Directorate,03/05/2023," 345,654.5 ",Age UK Richmond Services Ltd,Invoice,Community support
Adult Social Services Directorate,03/05/2023," 14,735.3 ",Oakley House Ltd,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 2,417.5 ",Sanctuary Homecare Limited,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 22,641.0 ",Neem Tree Care Ltd,Invoice,External Nursing Care
Capital Expenditure,03/05/2023, 614.6 ,Highway Quality Solutions Ltd,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,03/05/2023," 4,342.6 ",Social Care Aspirations Ltd,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 230,629.5 ",Support For Living Ltd,Invoice,Supported Living
Capital Expenditure,03/05/2023," 3,000.0 ",ECE Architecture Ltd,Invoice,CAPEXP Professional Fees
Chief Executives Directorate,03/05/2023," 2,872.3 ",Worcestershire Medal Service L,Invoice,"Clothing, Uniform & Laundry"
Adult Social Services Directorate,03/05/2023," 4,697.9 ",Barchester Healthcare Homes Lt,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 6,854.4 ",The White House Nursing Home L,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 8,047.7 ",The White Horse Care Trust,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 3,320.7 ",MMCG 2 LTD,Invoice,External Nursing Care
Environment & Community Services Directorate,03/05/2023," 99,376.1 ",F M Conway Limited,Invoice,Highways Maintenance Con
Environment & Community Services Directorate,03/05/2023," 155,305.6 ",Continental Landscapes Ltd,Invoice,Play Facilities Maint Contract
Resources Directorate,03/05/2023," 8,901.0 ",City Of London (London Council,Invoice,Other minor services
Children's Services Directorate,03/05/2023," 4,205.0 ",Hampton Junior School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,123.8 ",Hampton Wick Infants School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 507.5 ,St Osmund's RC Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 6,409.0 ",Heathfield Junior School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 2,680.8 ",Darell Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 3,416.3 ",Hampton Hill Junior School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,232.5 ",St John The Baptist School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 2,030.0 ",Holy Trinity Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 2,573.8 ",St Richards & St Andrews C of ,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 833.8 ,Sheen Mount Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,558.8 ",St Marys & St Peters Primary S,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,116.8 ",St James'  RC Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,015.0 ",Orleans Primary school,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 2,465.0 ",Chase Bridge Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,812.5 ",Trafalgar Junior School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 6,851.3 ",Buckingham Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 870.0 ,St Stephens Junior School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 5,894.3 ",Stanley Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 3,716.3 ",Heathfield Infant School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 2,175.0 ",Collis School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 11,357.8 ",Christ's School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 580.0 ,Archdeacon Cambridge School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,087.5 ",The Vineyard Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 870.0 ,The Queens School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 580.0 ,St Elizabeths R. C. School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,776.3 ",St Edmund's R.C.School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023, 507.5 ,Barnes Primary School,Invoice,Grants-Young People
Children's Services Directorate,03/05/2023," 1,522.5 ",Kew Riverside Primary School,Invoice,Grants-Young People
Adult Social Services Directorate,03/05/2023," 1,161.2 ",Guy's & St Thomas' NHS FT,Invoice,ISH Services
Adult Social Services Directorate,03/05/2023," 1,805.8 ",BUPA CARE SERVICES,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 7,228.0 ",LYNTON HALL NURSING HOME,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 6,244.5 ",ST MARYS RESIDENTIAL HOME,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 31,788.2 ",ROSEDENE NURSING HOME,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 4,419.6 ",THE PINES NURSING HOME,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 145,682.8 ",Lifeways,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 8,442.5 ",POTENSIAL LTD,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 4,970.4 ",Careoline Carers Services Ltd,Invoice,Supported Living
Adult Social Services Directorate,03/05/2023," 3,728.0 ",ROYAL MASONIC BENEVOLENT INSTI,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 21,488.3 ",SEEABILITY,Invoice,External Residential Care
Adult Social Services Directorate,03/05/2023," 3,952.0 ",JESMUND CARE LTD,Invoice,External Nursing Care
Adult Social Services Directorate,03/05/2023," 5,914.3 ",NIGHTINGALE HOUSE,Invoice,External Nursing Care
