DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Environment & Community Services Directorate,45118,5880,Stantec UK Limited,Invoice,Consultants Fees
Housing & Regeneration Directorate,45118,1278,QUARTZ PROPERTIES,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,9678,STENFORD PROPERTY LTD,Invoice,B&B Payments
Adult Social Services Directorate,45118,720,C & P HYGIENE,Invoice,Cleaning
Adult Social Services Directorate,45118,1063.27,PREPAID FINANCIAL SERVICES,Invoice,Other Minor Contract Payments
Housing & Regeneration Directorate,45118,36690,LINK ESTATES,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,1800,Pool Tech Services Ltd,Invoice,Planned Maintenance - Bldgs
Environment & Community Services Directorate,45118,710.92,Gaffey Technical Services Ltd,Invoice,Equipment
Housing & Regeneration Directorate,45118,736.8,ALL LONDON GLASS (UK) LIMITED,Invoice,Reactive maintenance - bldgs
Capital Expenditure,45118,1964.4,A.D.M.I Doors Ltd,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,45118,2954.88,Cascade Cars Service Ltd,Invoice,Transport Hire & Leasing Costs
Housing & Regeneration Directorate,45118,1590,Colberg Management Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,1176,Oliver Landon Ltd,Invoice,B&B Payments
Adult Social Services Directorate,45118,1545.6,AJ Mobility & Training Service,Invoice,Transport Hire & Leasing Costs
Housing & Regeneration Directorate,45118,540,PORTERS PEST CONTROL LTD,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,45118,25409.19,Caremark Richmond or Hounslow,Invoice,External Homecare
Adult Social Services Directorate,45118,5236.25,Aspire Care Services Ltd,Invoice,External Homecare
Adult Social Services Directorate,45118,1056,CLOUDS END SERVICES LTD,Invoice,Cleaning
Adult Social Services Directorate,45118,3843.2,Haven Care Ltd,Invoice,External Homecare
Adult Social Services Directorate,45118,630.8,Ami Home Care Ltd,Invoice,External Homecare
Housing & Regeneration Directorate,45118,778.07,ICAB (Hotel) Bookings,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,1470,Sittara Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,5940,Elderflower Estate Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,5040,AMALGAMATED LIFTS LTD,Invoice,Planned Maintenance - Bldgs
Housing & Regeneration Directorate,45118,156052.8,Stef & Phillips ltd,Invoice,B&B Payments
Adult Social Services Directorate,45118,1475.71,NonStop Consulting Ltd,Invoice,Agency Staff
Housing & Regeneration Directorate,45118,21600,London Hounslow Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,47114,Abel Living Limited,Invoice,B&B Payments
Adult Social Services Directorate,45118,3078,Equal People Mencap,Invoice,External Homecare
Adult Social Services Directorate,45118,1300,REDACTED PERSONAL DATA,Invoice,Cleaning
Capital Expenditure,45118,768,Indigo Surveys Ltd,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,45118,20184,A A & SONS LTD,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,1585,Alpha UK Properties,Invoice,B&B Payments
Capital Expenditure,45118,1200,Cundall Johnston & Partners LL,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,45118,21460.5,Eleada Care Services,Invoice,External Homecare
Adult Social Services Directorate,45118,8167.69,KadarCare Service Ltd,Invoice,External Homecare
Adult Social Services Directorate,45118,1600,Lassod Consulting Limited,Invoice,External Homecare
Housing & Regeneration Directorate,45118,5820,Wey Property Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,5245.2,Nysdill Hotel Management LTD,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,22495.2,Kore Housing (1) Limited,Invoice,B&B Payments
Housing & Regeneration Directorate,45118,3996,Tea Tree Property Limited,Invoice,B&B Payments
Environment & Community Services Directorate,45119,258835.49,Saba Park Services Uk Ltd,Invoice,Furniture
Capital Expenditure,45119,3000,ECE Architecture Ltd,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,45119,1502.28,F M Conway Limited,Invoice,Highways Maintenance Con
Capital Expenditure,45119,10419,Continental Landscapes Ltd,Invoice,CAPEXP Construction Work
Children's Services Directorate,45119,6047.32,Hampton Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45119,3491.24,Hampton Wick Infants School,Invoice,Transfers to Schools
Children's Services Directorate,45119,4365.03,The Russell School,Invoice,Transfers to Schools
Children's Services Directorate,45119,1695.96,St Osmund's RC Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,5028.87,Heathfield Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45119,10985.98,Carlisle and Hampton Hill Fede,Invoice,Transfers to Schools
Children's Services Directorate,45119,4493.23,St John The Baptist School,Invoice,Transfers to Schools
Children's Services Directorate,45119,5428.92,Holy Trinity Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,2868.3,St Richards & St Andrews C of ,Invoice,Transfers to Schools
Children's Services Directorate,45119,7142.81,St Marys & St Peters Primary S,Invoice,Transfers to Schools
Children's Services Directorate,45119,7698.8,St James'  RC Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,6551.78,Orleans Primary school,Invoice,Transfers to Schools
Children's Services Directorate,45119,4775.36,Chase Bridge Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,10133.4,Hampton Infant School,Invoice,Transfers to Schools
Children's Services Directorate,45119,3779.16,St. Mary's Church of England S,Invoice,Transfers to Schools
Children's Services Directorate,45119,2894.39,Trafalgar Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45119,9398.39,Buckingham Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,2867.48,St Stephens Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45119,3403.34,Sacred Heart R. C. School,Invoice,Transfers to Schools
Children's Services Directorate,45119,10479.63,Collis School,Invoice,Transfers to Schools
Children's Services Directorate,45119,877.61,Meadlands Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,8887.93,Archdeacon Cambridge School,Invoice,Transfers to Schools
Children's Services Directorate,45119,10189.13,The Vineyard Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,935.13,The Queens School,Invoice,Transfers to Schools
Children's Services Directorate,45119,3951.62,St Elizabeths R. C. School,Invoice,Transfers to Schools
Children's Services Directorate,45119,2528.14,St Edmund's R.C.School,Invoice,Transfers to Schools
Children's Services Directorate,45119,2968.8,Barnes Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45119,2056.96,Windham Nursery School,Invoice,Transfers to Schools
Children's Services Directorate,45119,3793.72,Marshgate Primary School,Invoice,Transfers to Schools
Environment & Community Services Directorate,45119,3483.55,Flowbird Smart City UK Limited,Invoice,PDQ Charges
Resources Directorate,45119,962.82,ALLPAY  LTD (FORTIS ET FIDES),Invoice,Allpay
Adult Social Services Directorate,45119,3518.65,ALPENBEST CARE LIMITED,Invoice,Re-ablement
Environment & Community Services Directorate,45119,710.92,Gaffey Technical Services Ltd,Invoice,Equipment
Environment & Community Services Directorate,45119,2648.33,KPS Contractors Ltd,Invoice,Equipment
Adult Social Services Directorate,45119,871.05,Caremark Richmond or Hounslow,Invoice,Re-ablement
Capital Expenditure,45119,4800,RPS CONSULTING SERVICES LIMITE,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,45119,2640,Trigon Fire Safety Ltd,Invoice,Consultants Fees
Environment & Community Services Directorate,45119,714,3nineteenLtd t/a Futureactive,Invoice,Training
Housing & Regeneration Directorate,45120,2610,Stewart & Young Ltd,Invoice,Social Fund Payments
Adult Social Services Directorate,45120,10760.6,Consensus,Invoice,External Residential Care
Resources Directorate,45120,1689.98,Restore Plc,Invoice,Fees & Charges
Environment & Community Services Directorate,45120,6053.93,UK Fuels Ltd,Invoice,Fuel Contract Control Account
Environment & Community Services Directorate,45120,6324,The FA Bartlett Tree Expert Co,Invoice,Oak Processionary Moth Cont
Children's Services Directorate,45120,3328.6,Hampton Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45120,6383.2,Heathfield Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45120,5460.4,Carlisle and Hampton Hill Fede,Invoice,Transfers to Schools
Children's Services Directorate,45120,1075.08,Holy Trinity Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,45000,St Marys & St Peters Primary S,Invoice,Transfers to Schools
Children's Services Directorate,45120,2181.42,St James'  RC Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,1047.2,Chase Bridge Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,5200.74,Bishop Perrin Church of Englan,Invoice,Transfers to Schools
Children's Services Directorate,45120,4922,St. Mary's Church of England S,Invoice,Transfers to Schools
Children's Services Directorate,45120,3502.38,East Sheen Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,815.32,Buckingham Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,5897,St Stephens Junior School,Invoice,Transfers to Schools
Children's Services Directorate,45120,7579.33,Stanley Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,3112.15,Heathfield Infant School,Invoice,Transfers to Schools
Children's Services Directorate,45120,841,Collis School,Invoice,Transfers to Schools
Children's Services Directorate,45120,1794.11,Archdeacon Cambridge School,Invoice,Transfers to Schools
Children's Services Directorate,45120,598.4,The Queens School,Invoice,Transfers to Schools
Children's Services Directorate,45120,2160.2,Barnes Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,2057,Lowther Primary School,Invoice,Transfers to Schools
Children's Services Directorate,45120,10078.2,Marshgate Primary School,Invoice,Transfers to Schools
Adult Social Services Directorate,45120,22664.48,HOLISTIC COMMUNITY CARE LTD,Invoice,Re-ablement
Adult Social Services Directorate,45120,789.9,APETITO UK LTD,Invoice,ACS Meals Contract
Adult Social Services Directorate,45120,24858.01,CARE UK COMMUNITY PARTNERSHIP,Invoice,External Nursing Care
Environment & Community Services Directorate,45120,2249.69,GREATBATCH LTD,Invoice,Traffic and Pedestrian Meas
Environment & Community Services Directorate,45120,534.26,ECON ENGINEERING LTD,Invoice,"Vehicle Repairs, Maintenance"
Chief Executives Directorate,45120,995.35,PARKER CARS LIMITED,Invoice,Travelling expenses
Chief Executives Directorate,45120,2918,UNIVERSITY OF SOUTHAMPTON,Invoice,Miscellaneous Expenses
Environment & Community Services Directorate,45120,3000,PROJECT CENTRE Ltd,Invoice,Traffic and Pedestrian Meas
Environment & Community Services Directorate,45120,74967.35,KPS Contractors Ltd,Invoice,Arboricultural Contract
Environment & Community Services Directorate,45120,1610.66,Righton&Blackburns Ltd,Invoice,Materials
Capital Expenditure,45120,16287.62,Arcadis LLP,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,45120,161974.72,United Response Services LTD,Invoice,Supported Living
Environment & Community Services Directorate,45120,1810.42,The Defib Pad is part of,Invoice,Equipment
Environment & Community Services Directorate,45120,21494.22,Greenway MD Limited,Invoice,Highways Maintenance Con
Adult Social Services Directorate,45120,1582.08,P&P Patel T/A Driver Hire King,Invoice,Agency Staff
Housing & Regeneration Directorate,45120,705.6,Elliott Baxter & Company Limit,Invoice,Photocopying
Chief Executives Directorate,45120,630,Healthy Persia,Invoice,Food & Consumables
Adult Social Services Directorate,45120,1630.74,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Resources Directorate,45121,2555.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,45121,1841.12,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,45121,1001.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,45121,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,45121,1645.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,45121,3980.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,45121,599.34,NOTTING HILL GENESIS,Invoice,Rent Allowances
Resources Directorate,45121,1038.24,HESTIA HOUSING & SUPPORT,Invoice,Rent Allowances
Resources Directorate,45121,967.5,REGENT HOUSING LTD,Invoice,Rent Allowances
Resources Directorate,45121,567.78,COMMUNITY HOUSING AND THERAPY,Invoice,Rent Allowances
Resources Directorate,45121,524.94,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Housing & Regeneration Directorate,45121,9656.18,REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,45121,3158.04,BARNABYS PROPERTY LETTING LTD,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,45121,3000,REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,45121,4226.02,Flexi property solutions,Invoice,Homeless Red Act Initiatives
Environment & Community Services Directorate,45121,672,REDACTED PERSONAL DATA,Invoice,Planning Application Fees
Housing & Regeneration Directorate,45121,768,Videcom Security Limited,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,45121,140141.75,Richmond Carers Centre,Invoice,Carers' Hub Services
Capital Expenditure,45121,910.8,Fitzpatrick Woolmer Design & P,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,45121,1671.6,P W SECURE-IT LTD,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,45121,6479.66,CHD Living T/A Crest Lodge,Invoice,External Nursing Care
Housing & Regeneration Directorate,45121,1177.27,Antalis Ltd,Invoice,Photocopying
Adult Social Services Directorate,45121,37000,Healthwatch Richmond Ltd,Invoice,Materials
Environment & Community Services Directorate,45121,1465.78,Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs
Adult Social Services Directorate,45121,3358.4,Support For Living Ltd,Invoice,Supported Living
Resources Directorate,45121,1642.49,CFH Docmail Ltd,Invoice,Printing 
Housing & Regeneration Directorate,45121,834,WEC Electrical Contractors Ltd,Invoice,Materials
Capital Expenditure,45121,20796.62,F M Conway Limited,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,45121,692.16,T Mohan ,Invoice,Reactive maintenance - bldgs
Capital Expenditure,45121,802.85,Ansador Limited,Invoice,CAPEXP Other Building Reltd Wk
Capital Expenditure,45121,1171.76,ACR LONDON LTD,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,45121,13096.96,NAS SERVICES LIMITED,Invoice,External Residential Care
Environment & Community Services Directorate,45121,46097.07,AECOM Limited,Invoice,General Contract Work
Housing & Regeneration Directorate,45121,2955.79,Oasis Products Vending Service,Invoice,Materials
Environment & Community Services Directorate,45121,4757.06,JADE SECURITY SERVICES LTD,Invoice,Cash In Transit Contract
Adult Social Services Directorate,45121,1469.08,GREATBATCH LTD,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,45121,8652.6,EMIS Ltd t/a EMIS Health,Invoice,Software For Managing Data
Adult Social Services Directorate,45121,3315,SMART HEALTH SOLUTIONS LTD,Invoice,Other PH Contracts
Capital Expenditure,45121,20618.4,WILLOW PUMPS LIMITED,Invoice,CAPEXP Other Building Reltd Wk
Chief Executives Directorate,45121,7709.74,PROJECT CENTRE Ltd,Invoice,General Contract Work
Housing & Regeneration Directorate,45121,1045,Commercial & Specialised Divin,Invoice,General Contract Work
Environment & Community Services Directorate,45121,7535.21,KPS Contractors Ltd,Invoice,Arboricultural Contract
Environment & Community Services Directorate,45121,46901.04,Operational Services,Invoice,Car Park Improvements
Capital Expenditure,45121,22323,McBains Ltd,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,45121,791.9,ICAB (Hotel) Bookings,Invoice,B&B Payments
Capital Expenditure,45121,42815.4,Arcadis LLP,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,45121,29784.02,Avison Young LTD,Invoice,Lot 1 - Llord Servs Prop Mgmt
Adult Social Services Directorate,45121,26234.9,Revon Healthcare Ltd,Invoice,Supported Living
Adult Social Services Directorate,45121,15600,United Response Services LTD,Invoice,External Residential Care
Resources Directorate,45121,23049.6,Marsh Ltd,Invoice,Premises Insurance
Capital Expenditure,45121,710,Hartley Services Group LTD,Invoice,CAPEXP Other Building Reltd Wk
Chief Executives Directorate,45121,2190.6,Tomorrows World Partnership Lt,Invoice,General Contract Work
Adult Social Services Directorate,45121,4252.5,Loudmouth Education & Training,Invoice,Other PH Contracts
Adult Social Services Directorate,45121,11040.45,Callisto Healthcare Limited,Invoice,External Nursing Care
Adult Social Services Directorate,45121,11429.83,CHD Living Ltd/Kingston Rehab ,Invoice,External Nursing Care
Housing & Regeneration Directorate,45121,2047.5,Garcia-Marvan Architects Ltd.,Invoice,Reactive maintenance - bldgs
Chief Executives Directorate,45121,1105,Feryal Limited,Invoice,Food & Consumables
Chief Executives Directorate,45124,54406,Richmond Council For Voluntary,Invoice,Voluntary Sector Services
Adult Social Services Directorate,45124,44271.25,Richmond Aid,Invoice,Other Third Party Payments
Environment & Community Services Directorate,45124,52788.74,Environment Agency,Invoice,EA Flood Defence
Adult Social Services Directorate,45124,4615.49,Camphill Milton Keynes Comm Lt,Invoice,Supported Living
Resources Directorate,45124,17850.05,NEC Software Solutions UK Ltd,Invoice,Agency Staff
Housing & Regeneration Directorate,45124,15471.18,Zip Heaters Ltd,Invoice,Planned Maintenance - Bldgs
Adult Social Services Directorate,45124,9799.12,Consensus,Invoice,External Residential Care
Environment & Community Services Directorate,45124,7295.33,ParkNow Ltd,Invoice,AGENCY ARRANGEMENTS EXP.
Environment & Community Services Directorate,45124,4328.4,Medisort Ltd,Invoice,Materials
Environment & Community Services Directorate,45124,3000,Metis Consultants Ltd,Invoice,Consultants Fees
Environment & Community Services Directorate,45124,4152.74,Dawsongroup Vans Ltd,Invoice,Transport Hire & Leasing Costs
Capital Expenditure,45124,100214.4,Neilcott Construction Ltd,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,45124,1360.45,APETITO UK LTD,Invoice,ACS Meals Contract
Adult Social Services Directorate,45124,1317.81,SOUTHSIDE PARTNERSHIP,Invoice,Aps Shared Lives Scheme
Capital Expenditure,45124,7896,ANYJUNK LTD,Invoice,CAPEXP Equipment Purchase
Environment & Community Services Directorate,45124,929.71,LORDS - GEORGE LINES,Invoice,Materials
Capital Expenditure,45124,1697,Cyclehoop Ltd,Invoice,CAPEXP Construction Work
Environment & Community Services Directorate,45124,49621.49,Serco Limited,Invoice,Ocs-Contract Defaults
Housing & Regeneration Directorate,45124,768,TOP REMOVALS,Invoice,Removals And Reorganisations
Environment & Community Services Directorate,45124,5278.43,NHBS LTD,Invoice,Richmond in Bloom
Resources Directorate,45124,8483.27,CAPITA BUSINESS SERVICES LTD,Invoice,Printing 
Capital Expenditure,45124,1477.43,Office Recycling Solutions Ltd,Invoice,CAPEXP Equipment Purchase
Environment & Community Services Directorate,45124,626.06,KPS Contractors Ltd,Invoice,Arboricultural Contract
Environment & Community Services Directorate,45124,123968.64,Operational Services,Invoice,St Lighting Cont - Sch 1
Adult Social Services Directorate,45124,888,AJ Mobility & Training Service,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,45124,10232.1,Haven Care Ltd,Invoice,Re-ablement
Environment & Community Services Directorate,45124,6207,KLF Structural Design Ltd,Invoice,Structural Calculations
Environment & Community Services Directorate,45124,1298.4,De Frae Contract Furtniture LT,Invoice,Furniture
Adult Social Services Directorate,45124,1384.32,P&P Patel T/A Driver Hire King,Invoice,Agency Staff
Chief Executives Directorate,45124,4000,Mula Cake Ltd,Invoice,Project Work
Environment & Community Services Directorate,45124,764.63,Sue Hill Recruitment & Service,Invoice,Agency Staff
Housing & Regeneration Directorate,45124,3070.3,Commercial Limited,Invoice,Stationery
Chief Executives Directorate,45124,1000,Portable Toilets Hire Ltd,Invoice,General Contract Work
Adult Social Services Directorate,45125,12477.76,St Mary's House,Invoice,External Residential Care
Adult Social Services Directorate,45125,4455.44,Sunbury Nursing Homes Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,45125,37213.24,Shenehom Housing Assoc Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,13376.84,Royal Variety Charity,Invoice,External Residential Care
Adult Social Services Directorate,45125,4016.32,Corbenic Camphill Community,Invoice,External Residential Care
Adult Social Services Directorate,45125,8355.4,High Quality Lifestyles,Invoice,External Residential Care
Adult Social Services Directorate,45125,91683.76,Barchester Healthcare Homes Lt,Invoice,External Nursing Care
Adult Social Services Directorate,45125,4452,C & L A Gopaul T/A,Invoice,External Nursing Care
Adult Social Services Directorate,45125,7895.32,The Frances Taylor Foundation,Invoice,External Residential Care
Adult Social Services Directorate,45125,1148.76,Barrington House Ltd.,Invoice,External Residential Care
Adult Social Services Directorate,45125,4984.64,Haydon Park Lodge,Invoice,External Residential Care
Adult Social Services Directorate,45125,9188.52,DOWNING (CHERTSEY ROAD) LTD,Invoice,External Residential Care
Adult Social Services Directorate,45125,4850.56,SISTERS HOSPITALLERS-ST AUGUST,Invoice,External Residential Care
Adult Social Services Directorate,45125,8480,SURBITON CARE HOMES LTD T/A MI,Invoice,External Nursing Care
Adult Social Services Directorate,45125,17099.96,DALEMEAD,Invoice,External Residential Care
Resources Directorate,45125,53597.6,RICHMOND HOUSING PARTNERSHIP,Invoice,Rent Allowances
Adult Social Services Directorate,45125,55016.2,Fitzroy Support,Invoice,Supported Living
Environment & Community Services Directorate,45125,1367.78,Glasdon U.K.Ltd,Invoice,Materials
Adult Social Services Directorate,45125,948.6,The Abbeyfield Society,Invoice,External Residential Care
Adult Social Services Directorate,45125,34940,Richmond Aid,Invoice,Community support
Adult Social Services Directorate,45125,15289.4,Nightingale House ( Twickenham,Invoice,External Residential Care
Adult Social Services Directorate,45125,747.18,Crossroads Care,Invoice,External Homecare
Adult Social Services Directorate,45125,25622.68,Richmond Psychosocial Foundati,Invoice,External Residential Care
Adult Social Services Directorate,45125,12430.84,GLORY CARE CENTRE LTD,Invoice,External Residential Care
Adult Social Services Directorate,45125,231639.92,Barchester Healthcare Homes Lt,Invoice,External Nursing Care
Adult Social Services Directorate,45125,20801.64,Pembrokeshire Resource Centre ,Invoice,External Residential Care
Adult Social Services Directorate,45125,11243.68,Caretech Community Services Lt,Invoice,External Residential Care
Adult Social Services Directorate,45125,3775.28,Cloyda Ltd,Invoice,External Residential Care
Environment & Community Services Directorate,45125,699.6,Fitzpatrick Woolmer Design & P,Invoice,General Grounds Maintenance
Chief Executives Directorate,45125,68497.5,Richmond Citizens Advice,Invoice,Community Advice Services
Adult Social Services Directorate,45125,2920.16,Beauchamp Court t/a 3A Care (S,Invoice,External Residential Care
Adult Social Services Directorate,45125,2302.52,Community Housing ,Invoice,Supported Living
Adult Social Services Directorate,45125,4401.56,Emberbrook Care Home,Invoice,External Nursing Care
Adult Social Services Directorate,45125,7234.52,Congress House Limited,Invoice,External Residential Care
Adult Social Services Directorate,45125,6860.32,The Vines,Invoice,External Residential Care
Adult Social Services Directorate,45125,9772.56,Oakfield Care (Ashtead) Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,45125,3905,Treloar Trust,Invoice,Supported Living
Adult Social Services Directorate,45125,292752.13,Hampton Care Ltd,Invoice,External Nursing Care
Resources Directorate,45125,7427.83,Daisy Communications Ltd,Invoice,Telephone Charges
Adult Social Services Directorate,45125,40810.48,Walsingham Support Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,131426.94,Metropolitan Housing Trust,Invoice,Supported Living
Adult Social Services Directorate,45125,58418.99,Deer Park View Care Centre,Invoice,External Nursing Care
Adult Social Services Directorate,45125,103674.84,Medacs Homecare,Invoice,External Homecare
Environment & Community Services Directorate,45125,5400,Westco Trading Ltd,Invoice,Materials
Adult Social Services Directorate,45125,4191.16,Barchester Healthcare Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,45125,3951.88,HC-One Ltd (Ash Grove),Invoice,External Nursing Care
Environment & Community Services Directorate,45125,594,CFB Limited,Invoice,Software purchases
Adult Social Services Directorate,45125,5088,Nellsar Ltd t/a Princess Chris,Invoice,External Residential Care
Adult Social Services Directorate,45125,1366.23,WP Care Ltd T/A Blue Ribbon (S,Invoice,External Homecare
Adult Social Services Directorate,45125,14404.18,Norwood Schools Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,35288,London Cyrenians Housing Limit,Invoice,Supported Living
Adult Social Services Directorate,45125,26593.2,Absolute Care Services (Richmo,Invoice,External Homecare
Adult Social Services Directorate,45125,5494.4,The Fircroft Trust,Invoice,External Residential Care
Adult Social Services Directorate,45125,16726.8,The Cedars Care Home (Ashford),Invoice,External Residential Care
Adult Social Services Directorate,45125,35054.47,Cygnet (DH) Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,11601.48,Richmond Psychosocial Foundati,Invoice,Supported Living
Environment & Community Services Directorate,45125,9960,Barnes Common Limited,Invoice,Horticultural Services Cont
Environment & Community Services Directorate,45125,795,BM Coaches and Rental Ltd,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,45125,560.35,Nelson Primary School,Invoice,Other PH Contracts
Adult Social Services Directorate,45125,8582.13,Oakley House Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,10098.32,Neem Tree Care Ltd,Invoice,External Nursing Care
Housing & Regeneration Directorate,45125,8761.98,Dawsongroup Vans Ltd,Invoice,Transport Hire & Leasing Costs
Environment & Community Services Directorate,45125,842.72,Les Mills Fitness UK Ltd,Invoice,Software Maintenance
Adult Social Services Directorate,45125,4603.2,Social Care Aspirations Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,9081.3,Greensleeves Homes Trust,Invoice,External Residential Care
Adult Social Services Directorate,45125,2142.72,Devine Care Ltd,Invoice,External Homecare
Adult Social Services Directorate,45125,12414.32,Curado Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,172634.6,Support For Living Ltd,Invoice,External Residential Care
Adult Social Services Directorate,45125,4979.76,Barchester Healthcare Homes Lt,Invoice,External Nursing Care
Adult Social Services Directorate,45125,7265.68,The White House Nursing Home L,Invoice,External Nursing Care
Adult Social Services Directorate,45125,8530.6,The White Horse Care Trust,Invoice,External Residential Care
Adult Social Services Directorate,45125,150854.21,MMCG 2 LTD,Invoice,External Nursing Care
Capital Expenditure,45125,100715.65,F M Conway Limited,Invoice,CAPEXP Construction Work
Environment & Community Services Directorate,45125,78602.4,The FA Bartlett Tree Expert Co,Invoice,Oak Processionary Moth Cont
Housing & Regeneration Directorate,45125,2833.34,Chase Bridge Primary School,Invoice,Rents
Adult Social Services Directorate,45125,13236.88,BUPA CARE SERVICES,Invoice,External Nursing Care
Adult Social Services Directorate,45125,7661.68,LYNTON HALL NURSING HOME,Invoice,External Nursing Care
Adult Social Services Directorate,45125,4430.71,HOLISTIC COMMUNITY CARE LTD,Invoice,External Homecare
Adult Social Services Directorate,45125,6619.2,ST MARYS RESIDENTIAL HOME,Invoice,External Residential Care
Adult Social Services Directorate,45125,19336.88,ROSEDENE NURSING HOME,Invoice,External Residential Care
Adult Social Services Directorate,45125,5684.76,THE PINES NURSING HOME,Invoice,External Nursing Respite Care
Adult Social Services Directorate,45125,163825,Lifeways,Invoice,Supported Living
Adult Social Services Directorate,45125,28413.12,VOYAGE CARE LTD,Invoice,External Residential Care
Adult Social Services Directorate,45125,5268.64,Careoline Carers Services Ltd,Invoice,Supported Living
Adult Social Services Directorate,45125,3951.72,ROYAL MASONIC BENEVOLENT INSTI,Invoice,External Residential Care
Adult Social Services Directorate,45125,21124.39,SEEABILITY,Invoice,Supported Living
Adult Social Services Directorate,45125,4189.12,JESMUND CARE LTD,Invoice,External Nursing Care
Adult Social Services Directorate,45125,3231.2,NIGHTINGALE HOUSE,Invoice,External Nursing Care
Adult Social Services Directorate,45125,5284.41,APETITO UK LTD,Invoice,ACS Meals Contract
Adult Social Services Directorate,45125,13484.37,Achieve Together Limited,Invoice,External Residential Care
