DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Resources Directorate,01-Mar-24,851.52,YOUR MOVE.CO.UK LTD,INVOICE,Rent Allowances
Housing & Regeneration Directorate,04-Mar-24,"1,252.17",Allison Risebro & Company Ltd,INVOICE,Food & Consumables
Children's Services Directorate,04-Mar-24,"1,648.80",Annie's Nest Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,630.88",Archdeacon Cambridge School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"7,240.80",Aston Pierpoint Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,036.80",Barnes Day Care Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,722.60",Barnes Montessori Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"4,897.80",Barnes Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,408.80",Blue Iris Day Nursery Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,980.80",Bright Beginnings Day Nurserie,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,721.60",Bright Beginnings(Twickenham) ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"16,146.36",BRIGHT HORIZONS FAMILY SOLUTIO,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,036.80",Brook House Nursery Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,138.40",Broomfield House School Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,490.40",Buckingham Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"5,653.20",Building Blocks Childcare Limi,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,832.80",Busy Bees Nurseries Ltd-TTN,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,634.56",Busy Lizzie's Montessori,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,125.44",Buttercups Day Nursery,INVOICE,EYSG- Supplementary Exp
Adult Social Services Directorate,04-Mar-24,"1,051.79",CARE OUTLOOK LTD,INVOICE,External Homecare
Adult Social Services Directorate,04-Mar-24,930.58,Caremark Richmond or Hounslow,INVOICE,External Homecare
Children's Services Directorate,04-Mar-24,"2,276.64",Casa Montessori Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,311.20",Ceres Nursery Ltd T/A Working ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,693.60",Chase Bridge Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,144.80",Chestnuts Childcare & Training,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,688.20",Chestnuts TW1,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,823.20",Collis School,INVOICE,EYSG- Supplementary Exp
Adult Social Services Directorate,04-Mar-24,"1,921.32",Crossroads Care,INVOICE,External Homecare
Children's Services Directorate,04-Mar-24,"2,084.40",Darell Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,114.64",Debucare Ltd T/a St Michael's ,INVOICE,EYSG- Supplementary Exp
Adult Social Services Directorate,04-Mar-24,"2,852.64",Devine Care Ltd,INVOICE,External Homecare
Children's Services Directorate,04-Mar-24,"2,435.40",Eaton Square Private Schools L,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,231.20",Fennies Teddington,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,412.80",German School Association Ltd,INVOICE,EYSG- Supplementary Exp
Adult Social Services Directorate,04-Mar-24,"11,356.42",Graceful Care Ltd,INVOICE,External Homecare
Environment & Community Services Directorate,04-Mar-24,"6,658.50",GREATBATCH LTD,INVOICE,CPZ Zone Extensions
Children's Services Directorate,04-Mar-24,"8,767.80",Greenacres (Oldfield),INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,397.60",Greenacres Day Nursery School ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,069.20",HAMPTON COURT HOUSE LTD,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,358.64",Hampton Hill Nursery School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,353.40",Hampton Infant School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,948.32",Hampton School (incorp Denmead,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"4,195.80",Hampton Wick Infants School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,736.00",Happy Kid's Face Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,947.40",Heathfield Infant School,INVOICE,EYSG- Supplementary Exp
Adult Social Services Directorate,04-Mar-24,"13,577.30",HOLISTIC COMMUNITY CARE LTD,INVOICE,External Homecare
Children's Services Directorate,04-Mar-24,"2,629.80",Holy Trinity Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"5,287.20",Jack and Jill School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"4,077.72",Julia's Montessori Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,751.68,K.I.S.H.,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,749.60",Katey Barrington T/A Katey's H,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,342.80",Katey's Nursery ,INVOICE,EYSG- Supplementary Exp
Environment & Community Services Directorate,04-Mar-24,"1,800.00",Kath and Company Ltd,INVOICE,Consultants Fees
Children's Services Directorate,04-Mar-24,"6,764.40",Kerswell Kids Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,257.20",Kew College,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,722.60",Kew Green Nursery Gardener Nur,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,831.60,Kew Green Preparatory School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,104.84",Kew Montessori,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,993.60,Kids Inc Nurseries,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,139.20",Kindred Education (Teddington),INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,385.80",KING'S HOUSE SCHOOL,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,487.60",Lambsmead Nurseries(Meadowview,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,801.60",Lavender Lane Pre-School CIC,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,849.29",LEYF - Bushy Tails Nursery & P,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,326.24",Little Forest Folk Too Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"4,003.20",LITTLE PEOPLE DAY NURSERIES LT,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"7,452.00",Little Stars Day Nursery (UK) ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,505.20",Little Wrens Nursery School,INVOICE,EYSG- Supplementary Exp
Chief Executives Directorate,04-Mar-24,800.00,London Church Intl T/A Kingsga,INVOICE,Project Work
Children's Services Directorate,04-Mar-24,"1,360.80",London Organic Day Nurseries L,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,782.00",Lowther Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,771.20",Mandarin Ducklings Bilingual M,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,997.92,Meadlands Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,799.00",Merry Gold Montessori School,INVOICE,EYSG- Supplementary Exp
Environment & Community Services Directorate,04-Mar-24,"3,865.31",Metis Consultants Ltd,INVOICE,Equipment
Children's Services Directorate,04-Mar-24,"1,581.12",MILKSHAKE MONTESSORI SCHOOL,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,231.20",Monkey Puzzle Day Nurseries (E,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,457.00",Monkey Puzzle Day Nursery Twic,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,252.80",My Sunshine Day Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,819.80",My Sunshine Day Nursery Barnes,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"7,225.20",N Family Twickenham Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,036.80",New Spring Nursery School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,240.20",New Stepping Stones Playgroup ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,430.00",Newland House School c/o The B,INVOICE,EYSG- Supplementary Exp
Environment & Community Services Directorate,04-Mar-24,864.00,Newsquest Media Group Ltd,INVOICE,Section 14 RTA Costs
Children's Services Directorate,04-Mar-24,"2,019.60",Old Vicarage School Trust Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,851.20",Orleans Primary school,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,612.96",Pilgram Trading Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,283.04",Playwam,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,412.80",Rainbow Nursery Schools Ltd,INVOICE,EYSG- Supplementary Exp
Housing & Regeneration Directorate,04-Mar-24,"1,080.00",Redacted Personal Data,INVOICE,Contributions- Bed & Breakfast
Children's Services Directorate,04-Mar-24,"1,634.40",Riverside Playgroup,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,312.20",Rosslyn Nursery and Pre-School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,003.60",S & S Education Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,414.80",Sacred Heart R. C. School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,682.48",Scamps,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,554.20",Sheen Montessori Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,924.40",Squirrels Day Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,110.40",St Edmund's R.C.School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,041.20",St James'  RC Primary School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,604.96",St Marys & St Peters Pre Schoo,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,699.00",St Richards & St Andrews C of ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,177.28",St. Elizabeths Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,980.80",Stanley Primary School,INVOICE,EYSG- Supplementary Exp
Housing & Regeneration Directorate,04-Mar-24,"1,090.00",Stewart & Young Ltd,INVOICE,Social Fund Payments
Children's Services Directorate,04-Mar-24,"1,949.76",Strawberry Hill Forest School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,628.64",Sunflower Montessori Nursery S,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,461.08",Sunshine Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,622.08,The Barn Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,824.68",The Barnes Village Nursery Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,673.92,THE CHILD CARE NETWORK LTD,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,900.00,The Crown Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,594.00,The Harrodian School Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,527.20",The Ivytree Nursery Hampton Lt,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,360.80",The Kings Road Nursery,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,527.20",The Mall School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,231.20",The Montessori Pavilion,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,918.00,The Pavilion Montessori School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,671.84",The Russell School,INVOICE,EYSG- Supplementary Exp
Environment & Community Services Directorate,04-Mar-24,"23,892.96",THE UNIVERSITY OF STRATHCLYDE,INVOICE,Materials
Children's Services Directorate,04-Mar-24,"6,279.90",Tic Toc Nursery School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,961.20,Tiny Thinkers Hampton,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,814.40",TOP OF THE CLASS NURSERY,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"1,432.20",Tugboats Preschool Ltd - Made ,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,594.00,Twickenham Preparatory School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"2,376.00",Unicorn School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"4,654.80",Whitton Day Nursery Ltd,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"3,472.80",Whitton Playdays Playgroup,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,"9,514.80",Windham Nursery School,INVOICE,EYSG- Supplementary Exp
Children's Services Directorate,04-Mar-24,701.28,Working Mums Daycare & Prescho,INVOICE,EYSG- Supplementary Exp
Adult Social Services Directorate,04-Mar-24,"1,339.57",WP Care Ltd T/A Blue Ribbon (S,INVOICE,External Homecare
Environment & Community Services Directorate,05-Mar-24,"7,200.00", 4Leisure Recruitment Ltd,INVOICE,Agency Staff
Housing & Regeneration Directorate,05-Mar-24,858.00,A.D.M.I Doors Ltd,INVOICE,Reactive maintenance - bldgs
Capital Expenditure,05-Mar-24,"1,050.00",Ansador Limited,INVOICE,CAPEXP Other Building Reltd Wk
Housing & Regeneration Directorate,05-Mar-24,"8,245.00",Apex Housing Solutions,INVOICE,B&B Payments
Environment & Community Services Directorate,05-Mar-24,610.80,Authentic8 ID Solutions,INVOICE,Equipment
Housing & Regeneration Directorate,05-Mar-24,"2,455.99",Avison Young LTD,INVOICE,Consultants Fees
Environment & Community Services Directorate,05-Mar-24,765.60,BRITISH RED CROSS SOCIETY,INVOICE,Training
Adult Social Services Directorate,05-Mar-24,"15,933.89",Callisto Healthcare Limited,INVOICE,External Nursing Care
Adult Social Services Directorate,05-Mar-24,"30,323.58",Caremark Richmond or Hounslow,INVOICE,Re-ablement
Adult Social Services Directorate,05-Mar-24,"19,629.81",City Of London (London Council,INVOICE,London STI E-Service
Environment & Community Services Directorate,05-Mar-24,945.12,Colsen Industries Ltd,INVOICE,Materials
Adult Social Services Directorate,05-Mar-24,"9,686.40",Consensus,INVOICE,External Residential Care
Environment & Community Services Directorate,05-Mar-24,888.00,COVERGOLD,INVOICE,Other Office Expenses
Housing & Regeneration Directorate,05-Mar-24,"1,740.00",Croydon Court Limited,INVOICE,B&B Payments
Capital Expenditure,05-Mar-24,644.16,Daisy Communications Ltd,INVOICE,CAPEXP Equipment Purchase
Housing & Regeneration Directorate,05-Mar-24,"1,027.80",DEBA UK LTD,INVOICE,Reactive maintenance - bldgs
Adult Social Services Directorate,05-Mar-24,"2,852.64",Devine Care Ltd,INVOICE,External Homecare
Capital Expenditure,05-Mar-24,"4,093.68",DHP (UK) LLP,INVOICE,CAPEXP Professional Fees
Housing & Regeneration Directorate,05-Mar-24,"4,234.00",Elderflower Estate Limited,INVOICE,B&B Payments
Environment & Community Services Directorate,05-Mar-24,"2,508.00",Euroclay Contracts Ltd,INVOICE,General Grounds Maintenance
Environment & Community Services Directorate,05-Mar-24,"156,325.16",F M Conway Limited,INVOICE,Traffic and Pedestrian Meas
Environment & Community Services Directorate,05-Mar-24,577.75,G2 Recruitment Solutions,INVOICE,Agency Staff
Environment & Community Services Directorate,05-Mar-24,"16,018.02",Hydro Cleansing Ltd,INVOICE,Other Minor Contract Payments
Adult Social Services Directorate,05-Mar-24,"1,200.00",KEVIN FLEMEN T/AS KFX,INVOICE,Supported Housing Programme
Resources Directorate,05-Mar-24,"7,563.60",LG Futures Ltd,INVOICE,Subscriptions
Housing & Regeneration Directorate,05-Mar-24,"19,314.00",LHG Thornton Heath Ltd,INVOICE,B&B Payments
Adult Social Services Directorate,05-Mar-24,"70,738.24",Liaise South Limited,INVOICE,External Residential Care
Resources Directorate,05-Mar-24,"17,049.00",LONDON BOROUGH OF CROYDON,INVOICE,Internal Audit Contract
Housing & Regeneration Directorate,05-Mar-24,"39,846.00",London Hounslow Ltd,INVOICE,B&B Payments
Housing & Regeneration Directorate,05-Mar-24,"1,914.00",London Walthamstow Limited,INVOICE,B&B Payments
Housing & Regeneration Directorate,05-Mar-24,"1,178.78",MAIL SOLUTIONS UK LTD,INVOICE,Postage
Environment & Community Services Directorate,05-Mar-24,"22,593.12",Man And Machine Ltd,INVOICE,Software Maintenance
Adult Social Services Directorate,05-Mar-24,"84,929.47",Medacs Homecare,INVOICE,External Homecare
Environment & Community Services Directorate,05-Mar-24,756.00,Newsquest Media Group Ltd,INVOICE,Section 14 RTA Costs
Environment & Community Services Directorate,05-Mar-24,"3,815.20",OXFORD UNIVERSITY PRESS,INVOICE,Library Books 
Housing & Regeneration Directorate,05-Mar-24,720.00,P W SECURE-IT LTD,INVOICE,Reactive maintenance - bldgs
Housing & Regeneration Directorate,05-Mar-24,"3,797.00",QUARTZ PROPERTIES,INVOICE,B&B Payments
Environment & Community Services Directorate,05-Mar-24,"1,200.00",Redacted Personal Data,INVOICE,Consultants Fees
Resources Directorate,05-Mar-24,581.58,Redacted Personal Data,INVOICE,Rent Allowances
Capital Expenditure,05-Mar-24,"7,926.76",Redacted Personal Data,INVOICE,CAPEXP Other Building Reltd Wk
Resources Directorate,05-Mar-24,807.80,Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,693.75,Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,"2,271.88",Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,"1,396.12",Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,"1,050.00",Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,564.52,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,"1,866.67",Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,"1,009.14",Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,598.39,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,575.81,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,542.31,Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,692.29,Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,830.70,Redacted Personal Data,INVOICE,Rent Allowances
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
Resources Directorate,05-Mar-24,500.00,Redacted Personal Data,INVOICE,Miscellaneous Expenses
