DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY,,,
Housing & Regeneration Directorate,05/09/2023," 1,200.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Resources Directorate,05/09/2023," 50,818.85 ",RICHMOND HOUSING PARTNERSHIP,Invoice,Rent Allowances,,,
Resources Directorate,05/09/2023, 667.28 ,PA HOUSING,Invoice,Rent Allowances,,,
Environment & Community Services Directorate,05/09/2023, 510.00 ,REDACTED PERSONAL DATA,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,05/09/2023, 540.00 ,Pineneedle Design Ltd,Invoice,Advertising / Publicity,,,
Housing & Regeneration Directorate,05/09/2023," 11,556.30 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Housing & Regeneration Directorate,05/09/2023," 2,654.00 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Housing & Regeneration Directorate,05/09/2023," 1,175.00 ",REDACTED PERSONAL DATA,Invoice,Contributions- Bed & Breakfast,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023," 1,446.67 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 694.62 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023," 1,500.00 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 596.77 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Resources Directorate,05/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses,,,
Children's Services Directorate,07/09/2023," 8,233.88 ",The Harrodian School Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 8,817.90 ",New Spring Nursery School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023, 591.15 ,REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,773.45 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Environment & Community Services Directorate,07/09/2023," 2,020.39 ",REDACTED PERSONAL DATA,Invoice,Other Fees,,,
Capital Expenditure,07/09/2023," 2,491.00 ",Corby Canvas Products Ltd.,Invoice,CAPEXP Housing Grants Analysis,,,
Environment & Community Services Directorate,07/09/2023," 128,236.80 ",Threadneedle Pensions Limited,Invoice,Car Park Improvements,,,
Chief Executives Directorate,07/09/2023," 4,750.00 ",MTV Youth Hampton,Invoice,Grants to Other Groups,,,
Adult Social Services Directorate,08/09/2023," 2,654.45 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,08/09/2023," 1,578.03 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Resources Directorate,08/09/2023," 2,791.70 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023, 794.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 4,135.28 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023, 577.40 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023, 886.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 4,761.15 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 1,429.25 ",METROPOLITAN THAMES VALLEY,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023, 797.70 ,SPEAR HOUSING ASSOCIATION LIMI,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 1,544.40 ",METROPOLITAN HOUSING TRUST,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 6,922.00 ",HESTIA HOUSING & SUPPORT,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 1,174.53 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 1,709.40 ",NOTTING HILL GENESIS,Invoice,Rent Allowances,,,
Resources Directorate,08/09/2023," 2,000.88 ",L&Q GROUP,Invoice,Rent Allowances,,,
Housing & Regeneration Directorate,08/09/2023," 3,318.00 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Adult Social Services Directorate,08/09/2023," 5,000.00 ",Crossroads Care Richmond & Kin,Invoice,Other PH Contracts,,,
Housing & Regeneration Directorate,08/09/2023," 6,438.36 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Children's Services Directorate,12/09/2023, 591.15 ,Pansy's Tiney Home Nursery,Invoice,Nursery Budget Share,,,
Resources Directorate,12/09/2023," 50,842.78 ",RICHMOND HOUSING PARTNERSHIP,Invoice,Rent Allowances,,,
Resources Directorate,12/09/2023, 802.46 ,PA HOUSING,Invoice,Rent Allowances,,,
Housing & Regeneration Directorate,12/09/2023," 6,961.52 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Adult Social Services Directorate,14/09/2023," 2,929.88 ",The Frances Taylor Foundation,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 12,477.76 ",St Mary's House,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,455.44 ",Sunbury Nursing Homes Ltd,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 37,213.24 ",Shenehom Housing Assoc Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 24,316.79 ",Royal Variety Charity,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,016.32 ",Corbenic Camphill Community,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 8,355.40 ",High Quality Lifestyles,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 29,323.96 ",Barchester Healthcare Homes Lt,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 4,452.00 ",C & L A Gopaul T/A,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 7,895.32 ",The Frances Taylor Foundation,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,984.64 ",Haydon Park Lodge,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 9,188.52 ",DOWNING (CHERTSEY ROAD) LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,850.56 ",SISTERS HOSPITALLERS-ST AUGUST,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 8,480.00 ",SURBITON CARE HOMES LTD T/A MI,Invoice,External Nursing Care,,,
Environment & Community Services Directorate,14/09/2023, 768.00 ,REDACTED PERSONAL DATA,Invoice,Sport Coaching,,,
Adult Social Services Directorate,14/09/2023," 21,699.96 ",DALEMEAD,Invoice,External Residential Care,,,
Environment & Community Services Directorate,14/09/2023, 720.00 ,REDACTED PERSONAL DATA,Invoice,General Grounds Maintenance,,,
Environment & Community Services Directorate,14/09/2023, 516.00 ,JFK Signs Ltd,Invoice,General Grounds Maintenance,,,
Housing & Regeneration Directorate,14/09/2023, 983.97 ,REDACTED PERSONAL DATA,Invoice,Contributions- Bed & Breakfast,,,
Resources Directorate,15/09/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 649.20 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 700.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 516.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 519.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 586.22 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 529.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 595.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 626.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 703.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 737.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 515.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 565.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 593.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 505.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 558.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 521.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 636.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 567.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 643.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 759.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 692.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 689.14 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 507.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 646.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 969.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 620.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,15/09/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
