DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Capital Expenditure,08-Dec-2023,"22,012.80",ECE Architecture Ltd,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,08-Dec-2023,"4,979.76",Barchester Healthcare Homes Lt,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"7,265.68",The White House Nursing Home L,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"8,530.60",The White Horse Care Trust,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"69,088.30",MMCG 2 LTD,Invoice,External Nursing Care
Housing & Regeneration Directorate,08-Dec-2023,"5,884.86",WEC Electrical Contractors Ltd,Invoice,Reactive maintenance - bldgs
Capital Expenditure,08-Dec-2023,"4,051.79",STULZ UK Ltd,Invoice,CAPEXP Other Building Reltd Wk
Environment & Community Services Directorate,08-Dec-2023,"53,760.72",Continental Landscapes Ltd,Invoice,Grounds Cleansing Contract
Capital Expenditure,08-Dec-2023,"35,691.73",SCQ Ltd T/as Ashley Group,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,08-Dec-2023,"1,290.00",Ansador Limited,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,08-Dec-2023,"4,328.32",BUPA CARE SERVICES,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"7,661.68",LYNTON HALL NURSING HOME,Invoice,External Nursing Care
Capital Expenditure,08-Dec-2023,"7,360.56",ACR LONDON LTD,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,08-Dec-2023,"6,619.20",ST MARYS RESIDENTIAL HOME,Invoice,External Residential Care
Environment & Community Services Directorate,08-Dec-2023,"2,557.44",HARROD UK LTD,Invoice,Equipment
Adult Social Services Directorate,08-Dec-2023,"12,536.88",ROSEDENE NURSING HOME,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"4,684.76",THE PINES NURSING HOME,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"3,476.00",PORTMASTER LTD T/A CAPITAL CAR,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,08-Dec-2023,"249,007.74",Lifeways,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"20,535.84",VOYAGE CARE LTD,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"9,600.03",POTENSIAL LTD,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"3,951.72",ROYAL MASONIC BENEVOLENT INSTI,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"23,850.00",THE SALVATION ARMY,Invoice,External Residential Care
Capital Expenditure,08-Dec-2023,"5,520.00",WESTMINSTER BUILDING SERVICES ,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,08-Dec-2023,"20,957.60",SEEABILITY,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"4,189.12",JESMUND CARE LTD,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"3,231.20",NIGHTINGALE HOUSE,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"86,962.88",Achieve Together Limited,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"45,960.42",London Residential Healthcare ,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"6,201.24",GLENCARE GROUP,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"34,918.15",Carelodges Group Limited,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"8,460.00",TRINITY COURT NURSING HOME,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"31,255.40",QUEEN ELIZABETH?S FOUNDATION F,Invoice,External Nursing Care
Housing & Regeneration Directorate,08-Dec-2023,"3,190.00",T BROWN GROUP LTD,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,08-Dec-2023,961.20,Smith ,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,08-Dec-2023,"94,130.08",Elysium Care Partnerships Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"31,671.84",DEEPDENE CARE LTD,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"4,167.92",CROWNWISE LTD,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"5,280.00",ADMIRAL HEALTHCARE LTD,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"27,150.52",KISIMUL GROUP LTD,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"1,598.40",DAWSONRENTALS BUS & COACH LTD,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,08-Dec-2023,"5,416.67",BARNARDO'S,Invoice,Other PH Contracts
Adult Social Services Directorate,08-Dec-2023,"10,675.08",Nacro,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"155,882.90",CENTRAL AND CECIL HOUSING TRUS,Invoice,External Residential Care
Capital Expenditure,08-Dec-2023,"3,180.00",METROPOLITAN WORKSHOP,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,08-Dec-2023,"14,844.95",LD CARE,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"27,318.80",COMFORT CARE SERVICES (UK) LTD,Invoice,Supported Living
Housing & Regeneration Directorate,08-Dec-2023,672.00,DEBA UK LTD,Invoice,Planned Maintenance - Bldgs
Capital Expenditure,08-Dec-2023,965.00,ACS Business Group Ltd,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,08-Dec-2023,"103,133.51",Country Court,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"31,211.76",ASHTON LODGE,Invoice,External Nursing Care
Housing & Regeneration Directorate,08-Dec-2023,504.00,OSBOND AND TUTT LTD,Invoice,Property Maintenance 
Adult Social Services Directorate,08-Dec-2023,"57,695.40",C.H.O.I.C.E LIMITED,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"1,025.00",FAVOURED HEALTH CIC,Invoice,Cleaning
Housing & Regeneration Directorate,08-Dec-2023,"3,535.32",Culligan (UK) Ltd,Invoice,General Contract Work
Adult Social Services Directorate,08-Dec-2023,"49,464.00",THANET HEALTHCARE LTD,Invoice,External Residential Care
Environment & Community Services Directorate,08-Dec-2023,"6,000.00",PROJECT CENTRE Ltd,Invoice,Consultants Fees
Adult Social Services Directorate,08-Dec-2023,"35,296.96",CURANS CARE LTD,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"6,422.24",Cavendish House Trust,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"6,422.24",Cavendish House Trust,Invoice,External Residential Care
Capital Expenditure,08-Dec-2023,"3,115.08",A.D.M.I Doors Ltd,Invoice,CAPEXP Other Building Reltd Wk
Capital Expenditure,08-Dec-2023,"1,475.00",Commercial & Specialised Divin,Invoice,CAPEXP Other Building Reltd Wk
Capital Expenditure,08-Dec-2023,624.00,Frankham Risk Management Servi,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,08-Dec-2023,"4,321.16",Coniston Lodge,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"6,157.46",HC-ONE BEAMISH (Hartford Court,Invoice,External Residential Care
Chief Executives Directorate,08-Dec-2023,"7,204.00",Room for Work Limited,Invoice,General Contract Work
Adult Social Services Directorate,08-Dec-2023,"16,266.96",CLIA Care,Invoice,Supported Living
Housing & Regeneration Directorate,08-Dec-2023,"1,930.20",PORTERS PEST CONTROL LTD,Invoice,Planned Maintenance - Bldgs
Adult Social Services Directorate,08-Dec-2023,"4,800.00",PFS t/a Pilgrim Homes,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"8,057.12",Laurel Residential Homes Limit,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"3,715.92",Endurance Care LTD/ Bay View,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"3,182.00",Anderson Nursing Limited/ The ,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"7,175.12",Creative Support Ltd,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"3,602.96",Ashton Manor Care Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"27,690.36",PATHWAY FOR CARE LIMITED,Invoice,Supported Living
Capital Expenditure,08-Dec-2023,"3,846.00",Lightning Protection Services,Invoice,CAPEXP Other Building Reltd Wk
Capital Expenditure,08-Dec-2023,"6,078.00",ENVIRONTEC,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,08-Dec-2023,"16,390.36",The Outlook Foundation,Invoice,External Residential Care
Resources Directorate,08-Dec-2023,633.60,Living Wage Foundation,Invoice,Subscriptions
Adult Social Services Directorate,08-Dec-2023,"5,000.00",Sister Hospitaller - St Teresa,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"1,475.71",NonStop Consulting Ltd,Invoice,Agency Staff
Adult Social Services Directorate,08-Dec-2023,"2,718.80",Nazareth House Glasgow,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"15,281.80",Comfort Care Living,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"4,850.56",Product Service Health (PSH) L,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"17,208.12",Independence Homes Ltd,Invoice,Supported Living
Environment & Community Services Directorate,08-Dec-2023,665.89,Protexmart Ltd,Invoice,Materials
Adult Social Services Directorate,08-Dec-2023,"21,202.03",South Croft Healthcare Lodge L,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"3,200.00",Lorven Housing Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"20,120.05",Northern Healthcare LTD,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"9,074.96",Penmar Care Ltd,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"8,805.36",Willows Care Home (Romford) Lt,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"14,012.94",Penkz Limited,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"9,400.00",BNP Care Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"4,189.12",Selsey Care Company Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,540.00,Loudmouth Education & Training,Invoice,Other PH Contracts
Adult Social Services Directorate,08-Dec-2023,"5,450.28",Oakdown House Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"3,816.00",RXHEALTH LTD,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"6,784.00",H Plus Care Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"5,300.00",London City Care and Support S,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"22,600.00",Vivre Care Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"4,342.86",Anchor Hanover Group Linwood C,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"11,448.00",Primroses Care Ltd,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"7,589.60",GREENSLEEVES HOMES TRUST THE M,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"24,168.00",The Mortimer Society,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"28,262.24",Hives Lodges Moresby,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"4,600.00",Windmill Care Limited,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"38,988.00",London & Surrey Care Group Lim,Invoice,External Residential Care
Adult Social Services Directorate,08-Dec-2023,"4,800.00",Beitel Care Services Limited,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"5,806.48",Daniels Care Ltd,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"8,426.08",Chiron Care (UK) Ltd,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"149,990.97",Aria Healthcare Group Ltd t/a,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"16,938.96",Serenity UK Care Ltd T/A,Invoice,Supported Living
Chief Executives Directorate,08-Dec-2023,"22,428.00",PJs Community Service,Invoice,Project Work
Adult Social Services Directorate,08-Dec-2023,"6,121.22",Mediline Supported Living Limi,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"52,085.71",Simply Care (UK) Ltd,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"31,280.00",Innovative Support Limited,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"15,500.00",Carebase (Claremont) Ltd t/a,Invoice,External Nursing Care
Adult Social Services Directorate,08-Dec-2023,"5,884.64",Camelia Care Epsom Limited,Invoice,Supported Living
Adult Social Services Directorate,08-Dec-2023,"5,165.24",BEECHOLME ADULT CARE LTD,Invoice,Supported Living
Resources Directorate,08-Dec-2023,600.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,649.20,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,700.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,793.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,516.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,519.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,586.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,529.66,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,595.70,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,627.29,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,703.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,573.26,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,515.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,565.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,593.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,505.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,558.34,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,521.88,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,636.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,567.70,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,643.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,759.46,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,692.30,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,600.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,516.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,507.70,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,641.52,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,646.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,969.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,620.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,530.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,581.54,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,600.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,989.58,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,646.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,542.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,644.74,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,736.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,563.80,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,565.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,507.70,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,535.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,660.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,"1,015.38",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,530.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,543.72,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,632.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,"1,127.52",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,600.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,564.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,623.80,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,869.14,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,572.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,621.74,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,634.62,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,514.58,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,622.32,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,726.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,644.74,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,713.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,810.18,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,507.70,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,"5,428.44",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,649.18,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,655.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,620.66,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,515.68,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,634.50,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,607.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,715.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,527.30,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,"1,013.76",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,623.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,612.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,575.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,584.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,512.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,751.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,509.10,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,548.06,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,652.75,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,551.54,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,571.30,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,713.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,531.94,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,584.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,511.99,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,512.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,736.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,619.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,544.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,715.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,571.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,542.66,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,552.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,600.00,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,736.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,535.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,715.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,550.66,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,623.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,708.96,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,551.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,863.50,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,601.26,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,504.52,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,586.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,502.40,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,501.78,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,534.60,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,870.64,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,646.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,540.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,683.80,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,08-Dec-2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
