DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Environment & Community Services Directorate,12/04/2023,"1,500.00",Bespoke Properties Ltd,Invoice,Consultants Fees
Resources Directorate,12/04/2023,"1,594.95",Twofold Ltd,Invoice,Hardware Maintenance
Adult Social Services Directorate,12/04/2023,"12,376.09",Cura Care Limited,Invoice,External Homecare
Adult Social Services Directorate,12/04/2023,"15,814.39",Absolute Care Services (Richmo,Invoice,Re-ablement
Housing & Regeneration Directorate,12/04/2023,650.4,Antalis Ltd,Invoice,Printing 
Environment & Community Services Directorate,12/04/2023,"2,640.00",Bolinda UK Ltd,Invoice,Library Books 
Adult Social Services Directorate,12/04/2023,"67,746.83",Amber Home Carers Ltd,Invoice,External Homecare
Environment & Community Services Directorate,12/04/2023,"7,897.04",Metis Consultants Ltd,Invoice,Consultants Fees
Housing & Regeneration Directorate,12/04/2023,"6,637.20",Adam Hotels UK Ltd,Invoice,B&B Payments
Adult Social Services Directorate,12/04/2023,"2,691.36",Devine Care Ltd,Invoice,External Homecare
Environment & Community Services Directorate,12/04/2023,"15,473.36",F M Conway Limited,Invoice,Highways Maintenance Con
Environment & Community Services Directorate,12/04/2023,"1,100.55",Continental Landscapes Ltd,Invoice,General Grounds Maintenance
Capital Expenditure,12/04/2023,"3,743.25",ASTON CORD LIMITED,Invoice,CAPEXP Housing Grants Analysis
Housing & Regeneration Directorate,12/04/2023,"3,624.71",Ansador Limited,Invoice,Other minor services
Capital Expenditure,12/04/2023,731.2,Carlisle Infants School,Invoice,CAPEXP Equipment Purchase
Resources Directorate,12/04/2023,"13,608.00",LONDON BOROUGH OF CROYDON,Invoice,Internal Audit Contract
Adult Social Services Directorate,12/04/2023,"1,257.36",FIERCE NEUTRAL LTD,Invoice,External Lodgings
Children's Services Directorate,12/04/2023,"18,000.00",ROYAL BOROUGH OF KINGSTON-UPON,Invoice,Consultants Fees
Adult Social Services Directorate,12/04/2023,687.2,WORKSHOP 305,Invoice,External Residential Care
Environment & Community Services Directorate,12/04/2023,781.46,PRESERVATION EQUIPMENT LTD,Invoice,Stationery
Adult Social Services Directorate,12/04/2023,"219,926.19",SOUTH LONDON AND MAUDSLEY NHS ,Invoice,Ed & Emplmt For Subs Misuse
Environment & Community Services Directorate,12/04/2023,700.75,Tarmac Trading Ltd,Invoice,Materials
Environment & Community Services Directorate,12/04/2023,935.92,GREATBATCH LTD,Invoice,CPZ Zone Extensions
Environment & Community Services Directorate,12/04/2023,"3,107.72",STATMAP LTD,Invoice,Hardware Maintenance
Housing & Regeneration Directorate,12/04/2023,"1,296.00",TM HOUSE & HOSTELS LTD,Invoice,B&B Payments
Housing & Regeneration Directorate,12/04/2023,"12,932.50",RENT CONNECT,Invoice,B&B Payments
Adult Social Services Directorate,12/04/2023,"35,217.66",YOUNG EPILEPSY,Invoice,External Residential Care
Adult Social Services Directorate,12/04/2023,"1,848.00",SMART HEALTH SOLUTIONS LTD,Invoice,Other PH Contracts
Housing & Regeneration Directorate,12/04/2023,"4,363.20",WEIGHTMANS LLP,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,12/04/2023,"2,201.00",QUARTZ PROPERTIES,Invoice,B&B Payments
Housing & Regeneration Directorate,12/04/2023,"2,016.00",TOP REMOVALS,Invoice,Removals And Reorganisations
Adult Social Services Directorate,12/04/2023,"1,159.20",C & P HYGIENE,Invoice,Other Minor Contract Payments
Capital Expenditure,12/04/2023,"195,530.53",AMMCASS GROUP LTD,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,12/04/2023,"17,437.20",THINKING WORKS,Invoice,Third Party Pymt - Vol Ass
Environment & Community Services Directorate,12/04/2023,875,REDACTED PERSONAL DATA,Invoice,Consultants Fees
Environment & Community Services Directorate,12/04/2023,"1,368.00",Euroclay Contracts Ltd,Invoice,General Grounds Maintenance
Environment & Community Services Directorate,12/04/2023,"53,383.55",KPS Contractors Ltd,Invoice,Arboricultural Contract
Adult Social Services Directorate,12/04/2023,945,Afresh Deep Cleaning London Lt,Invoice,Cleaning
Housing & Regeneration Directorate,12/04/2023,"2,635.00",Whitton Properties Ltd,Invoice,B&B Payments
Capital Expenditure,12/04/2023,"4,797.31",McBains Ltd,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,12/04/2023,"3,091.20",AJ Mobility & Training Service,Invoice,Transport Hire & Leasing Costs
Capital Expenditure,12/04/2023,"23,921.36",Leading Construction Ltd,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,12/04/2023,"22,076.96",Caremark Richmond or Hounslow,Invoice,External Homecare
Adult Social Services Directorate,12/04/2023,"3,140.74",Haven Care Ltd,Invoice,External Homecare
Environment & Community Services Directorate,12/04/2023,"2,021.28",Sports Facility Planning and D,Invoice,Furniture
Resources Directorate,12/04/2023,717.62,ALLIED PUBLICITY SERV (MANCHES,Invoice,Disabled Persons Car Badge
Capital Expenditure,12/04/2023,"2,910.00",Playle & Partners LLP,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,12/04/2023,"7,733.50",Elderflower Estate Limited,Invoice,B&B Payments
Adult Social Services Directorate,12/04/2023,"1,678.15",United Response Services LTD,Invoice,Materials
Chief Executives Directorate,12/04/2023,"6,360.00",Hanlon Computer Systems Ltd,Invoice,General Contract Work
Capital Expenditure,12/04/2023,"3,894.00",Hopkins Architects Ltd,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,12/04/2023,"9,361.80",Heathrow Link Limited,Invoice,B&B Payments
Environment & Community Services Directorate,12/04/2023,"12,415.20",Craemer UK Ltd,Invoice,Equipment
Environment & Community Services Directorate,12/04/2023,"1,872.00",United Forms Limited,Invoice,Consultants Fees
Housing & Regeneration Directorate,12/04/2023,"1,682.00",Theori Housing Management Serv,Invoice,B&B Payments
Housing & Regeneration Directorate,12/04/2023,"3,156.00",London Croydon Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,12/04/2023,"5,766.00",LHG Thornton Heath Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,12/04/2023,"6,118.20",London Clapham South Limited,Invoice,B&B Payments
Environment & Community Services Directorate,12/04/2023,"2,310.00",The Audience Agency,Invoice,Consultants Fees
Housing & Regeneration Directorate,12/04/2023,"35,441.25",Abel Living Limited,Invoice,B&B Payments
Chief Executives Directorate,12/04/2023,"1,500.00",Tomorrows World Partnership Lt,Invoice,General Contract Work
Adult Social Services Directorate,12/04/2023,"1,368.00",Equal People Mencap,Invoice,External Homecare
Adult Social Services Directorate,12/04/2023,"5,440.50",Eleada Care Services,Invoice,External Homecare
Adult Social Services Directorate,12/04/2023,688.5,Vital Care and Support Ltd,Invoice,External Homecare
Adult Social Services Directorate,12/04/2023,"6,048.00",Gilbert Global Care Services L,Invoice,External Nursing Care
Chief Executives Directorate,12/04/2023,538,Strawberry Hill Enterprises Lt,Invoice,General Contract Work
Housing & Regeneration Directorate,12/04/2023,"2,253.60",Tea Tree Property Limited,Invoice,B&B Payments
Adult Social Services Directorate,13/04/2023,"3,558.30",R. Charlton Co. Ltd,Invoice,Legal & Court Fees 
Chief Executives Directorate,13/04/2023,"90,000.00",Richmond Aid,Invoice,Community Advice Services
Capital Expenditure,13/04/2023,"288,247.24",AMMCASS GROUP LTD,Invoice,CAPEXP Construction Work
Resources Directorate,14/04/2023,600,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,649.2,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,700.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,524.31,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,586.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,529.66,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,595.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,625.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,703,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,515.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,565.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,505.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,538.8,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,570.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,636.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,567.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,643.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,692.3,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,625.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,600,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,687.02,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,507.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,646.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,616,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,"1,117.61",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,620,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,530.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,581.54,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,600,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,507.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,953.48,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,646.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,736.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,563.8,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,565.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,507.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,535.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,660.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,"1,015.38",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,632.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,692.3,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,"1,430.90",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,651.5,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,600,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,503.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,522.74,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,681.15,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,629.83,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,502.75,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,538.17,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,869.14,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,572.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,517.53,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,634.62,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,608.18,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,692.3,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,548.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,750,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,713.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,845.64,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,507.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,649.18,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,512.29,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,655.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,586.04,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,556.45,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,634.5,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,715.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,500,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,"1,095.46",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,673.5,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,644.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,627.74,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,700.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,563.07,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,561.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,563.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,750,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,513.25,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,510.12,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,527.61,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,713.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,504.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,"2,028.82",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,526.52,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,584.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,593.59,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,507.7,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,736.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,584.87,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,646.4,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,588.87,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,519.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,715.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,594.75,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,542.66,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.41,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,736.44,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,504.68,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,528.75,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,715.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,546.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,623.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,713.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.94,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,917.18,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,537.2,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,573.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.89,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,998.51,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,586.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,565.89,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,511.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,518.81,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,551.22,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,531.68,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,646.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,597.64,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,601.4,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,623.08,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,530.33,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,759.46,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,535.03,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,550.07,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,571.12,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,644.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,569.58,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,618.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,713.42,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,571.95,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,719.9,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,511.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,830.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,584.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,539.2,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,538.51,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,572.04,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,521.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,669.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,726.16,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,528,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,576.92,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,609.86,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,570.46,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,605.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,594.28,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,511.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,590.98,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.88,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,584.36,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,540.82,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,544.62,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,661.02,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,669.24,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,617.6,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,764.02,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,644.38,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,726.88,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,989.58,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,553.84,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,761.54,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,14/04/2023,530.76,REDACTED PERSONAL DATA,Invoice,Rent Allowances
