DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Environment & Community Services Directorate,24/04/2023,946.74,Gaffey Technical Services Ltd,Invoice,Materials
Capital Expenditure,24/04/2023,"70,621.20",The Great Outdoor Gym Company ,Invoice,CAPEXP Purchase of Asset
Environment & Community Services Directorate,24/04/2023,"7,559.57",KPS Contractors Ltd,Invoice,Arboricultural Contract
Chief Executives Directorate,24/04/2023,600,Slamm Productions,Invoice,General Contract Work
Environment & Community Services Directorate,24/04/2023,"1,944.00",Leading Construction Ltd,Invoice,General Grounds Maintenance
Adult Social Services Directorate,24/04/2023,"25,526.05",Caremark Richmond or Hounslow,Invoice,External Homecare
Adult Social Services Directorate,24/04/2023,"3,126.06",Haven Care Ltd,Invoice,External Homecare
Chief Executives Directorate,24/04/2023,"7,678.80",Review Consulting Ltd,Invoice,Community Safety
Adult Social Services Directorate,24/04/2023,"4,263.60",Ugoalah Consulting LTD,Invoice,Consultants Fees
Adult Social Services Directorate,24/04/2023,"173,100.83",United Response Services LTD,Invoice,External Residential Care
Adult Social Services Directorate,24/04/2023,505.4,REDACTED PERSONAL DATA,Invoice,Consultants Fees
Environment & Community Services Directorate,24/04/2023,"1,495.50",PROTEXMART,Invoice,Materials
Adult Social Services Directorate,24/04/2023,"2,628.08",Humble HEALTHCARE LTD,Invoice,External Homecare
Adult Social Services Directorate,24/04/2023,"11,142.29",CHD Living Ltd/Kingston Rehab ,Invoice,External Nursing Care
Environment & Community Services Directorate,24/04/2023,"2,550.00",REDACTED PERSONAL DATA,Invoice,Consultants Fees
Chief Executives Directorate,24/04/2023,"46,036.80",NHS Southwest London ICB,Invoice,Payments to Health Authorities
Environment & Community Services Directorate,24/04/2023,"12,936.00",Whatever Design Ltd,Invoice,Consultants Fees
Adult Social Services Directorate,24/04/2023,995.1,Eleada Care Services,Invoice,Re-ablement
Adult Social Services Directorate,24/04/2023,"6,401.24",KadarCare Service Ltd,Invoice,External Homecare
Environment & Community Services Directorate,24/04/2023,"3,240.00",Henry Riley LLP,Invoice,Consultants Fees
Resources Directorate,24/04/2023,972,BUSINESS RISK MANAGEMENT LTD,Invoice,Training
Adult Social Services Directorate,24/04/2023,"2,445.07",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,24/04/2023,"4,283.42",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Resources Directorate,25/04/2023,"1,424.77",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,25/04/2023,"49,828.65",RICHMOND HOUSING PARTNERSHIP,Invoice,Rent Allowances
Housing & Regeneration Directorate,25/04/2023,"3,876.92",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Chief Executives Directorate,25/04/2023,"1,471.20",EPH Creative Ltd,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,25/04/2023,"3,230.00",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Chief Executives Directorate,25/04/2023,"1,471.20",EPH Creative Ltd,Invoice,Miscellaneous Expenses
Environment & Community Services Directorate,25/04/2023,"8,078.90",Askews & Holts Library Service,Invoice,Library Books 
Adult Social Services Directorate,25/04/2023,754.11,Absolute Care Services (Richmo,Invoice,External Homecare
Environment & Community Services Directorate,25/04/2023,"3,799.13",Metis Consultants Ltd,Invoice,Consultants Fees
Environment & Community Services Directorate,25/04/2023,"3,161.79",Dawsongroup Vans Ltd,Invoice,Transport Hire & Leasing Costs
Environment & Community Services Directorate,25/04/2023,"35,400.76",F M Conway Limited,Invoice,Highways Maintenance Con
Environment & Community Services Directorate,25/04/2023,"255,138.61",Continental Landscapes Ltd,Invoice,Street Cleansing Contract
Capital Expenditure,25/04/2023,"28,010.29",Effectable Construction Servic,Invoice,CAPEXP Housing Grants Analysis
Resources Directorate,25/04/2023,"172,746.20",City Of London (London Council,Invoice,Subscriptions
Children's Services Directorate,25/04/2023,"12,109.00",Hampton Junior School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,896,Hampton Wick Infants School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"4,082.00",The Russell School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"5,092.00",St Osmund's RC Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"4,420.00",Trafalgar Infant School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"39,812.00",Heathfield Junior School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"41,232.00",Darell Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"39,764.00",Hampton Hill Junior School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,296.00",St John The Baptist School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"8,539.00",Holy Trinity Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"8,780.00",St Richards & St Andrews C of ,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"23,214.00",Sheen Mount Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"14,830.00",St Marys & St Peters Primary S,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"45,719.00",St James'  RC Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"8,516.00",Orleans Primary school,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,368.00",Chase Bridge Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"3,788.00",Bishop Perrin Church of Englan,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"5,161.00",Hampton Infant School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"12,198.00",St. Mary's Church of England S,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"2,813.00",Trafalgar Junior School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"40,554.00",East Sheen Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"8,110.00",Buckingham Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"4,833.00",St Stephens Junior School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"72,947.00",Stanley Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"1,512.00",St Mary Magdalen's R. C. Schoo,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"34,325.00",Heathfield Infant School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,854.00",Sacred Heart R. C. School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"11,980.00",Collis School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"23,984.00",Christ's School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,380.00",Meadlands Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"3,830.00",Archdeacon Cambridge School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"30,929.00",The Vineyard Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"15,624.00",The Queens School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,620.00",St Elizabeths R. C. School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"4,051.00",Carlisle Infants School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,636.00",St Edmund's R.C.School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"11,123.00",Barnes Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"86,048.00",Windham Nursery School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"6,856.00",Kew Riverside Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"9,956.00",Lowther Primary School,Invoice,Transfers to Schools
Children's Services Directorate,25/04/2023,"4,227.00",Marshgate Primary School,Invoice,Transfers to Schools
Adult Social Services Directorate,25/04/2023,624.39,APETITO UK LTD,Invoice,ACS Meals Contract
Environment & Community Services Directorate,25/04/2023,"6,949.69",Flowbird Smart City UK Limited,Invoice,PDQ Charges
Adult Social Services Directorate,25/04/2023,"4,795.20",DAWSONRENTALS BUS & COACH LTD,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,25/04/2023,"8,508.14",EVERSHED BROS LTD,Invoice,APC - Funerals
Capital Expenditure,25/04/2023,504,GREATBATCH LTD,Invoice,CAPEXP Professional Fees
Resources Directorate,25/04/2023,"100,255.20",VIRGIN MEDIA BUSINESS,Invoice,WAN line charges
Adult Social Services Directorate,25/04/2023,"20,141.66",NACRO,Invoice,Supported Living
Environment & Community Services Directorate,25/04/2023,660.89,LISTER WILDER LTD,Invoice,Equipment
Environment & Community Services Directorate,25/04/2023,"43,429.06",Serco Limited,Invoice,Waste Contract
Housing & Regeneration Directorate,25/04/2023,"7,586.40",TOP REMOVALS,Invoice,Removals And Reorganisations
Capital Expenditure,25/04/2023,"20,280.00",PROJECT CENTRE Ltd,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,25/04/2023,"2,182.75",Bibby Factors Leicester Ltd,Invoice,Agency Staff
Adult Social Services Directorate,25/04/2023,"9,463.50",Haven Care Ltd,Invoice,Re-ablement
Housing & Regeneration Directorate,25/04/2023,"3,745.94",ICAB (Hotel) Bookings,Invoice,B&B Payments
Environment & Community Services Directorate,25/04/2023,"4,356.00",KLF Structural Design Ltd,Invoice,Structural Calculations
Capital Expenditure,25/04/2023,"15,682.50",Playle & Partners LLP,Invoice,CAPEXP Professional Fees
Capital Expenditure,25/04/2023,"15,025.00",REB Builders Ltd,Invoice,CAPEXP Housing Grants Analysis
Capital Expenditure,25/04/2023,"2,400.00",Newsteer Limited,Invoice,CAPEXP Professional Fees
Capital Expenditure,25/04/2023,"7,650.00",Hartley Services Group LTD,Invoice,CAPEXP Disposal Costs
Capital Expenditure,25/04/2023,"2,700.00",RPS CONSULTING SERVICES LIMITE,Invoice,CAPEXP Professional Fees
Adult Social Services Directorate,25/04/2023,"1,998.00",Skylarks Charity,Invoice,Other PH Contracts
Capital Expenditure,25/04/2023,"196,793.10",Wernick Buildings Ltd,Invoice,CAPEXP Construction Work
Environment & Community Services Directorate,25/04/2023,"54,600.00",Glosta Enginnering,Invoice,Miscellaneous Expenses
Chief Executives Directorate,25/04/2023,"5,000.00",Yasin Hafid t/a PATNAB,Invoice,Project Work
Environment & Community Services Directorate,25/04/2023,"2,440.65",Richmond BID Ltd,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,25/04/2023,"2,400.00",Bridge Housing Solutions,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,26/04/2023,"4,796.15",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Environment & Community Services Directorate,26/04/2023,800,REDACTED PERSONAL DATA,Invoice,Other Third Party Payments
Housing & Regeneration Directorate,26/04/2023,"6,951.00",APPLIED ASSET MANAGEMENT,Invoice,Private Sector Hsg Initiative
Chief Executives Directorate,26/04/2023,"1,645.00",Ham and Petersham SOS,Invoice,Grants to Other Groups
Adult Social Services Directorate,26/04/2023,"4,519.67",Richmond Housing Partnership,Invoice,Supported Living
Environment & Community Services Directorate,26/04/2023,"8,119.88",F M Conway Limited,Invoice,Highways Maintenance Con
Environment & Community Services Directorate,26/04/2023,"670,450.00",West London Waste Authority,Invoice,West Waste Levy
Housing & Regeneration Directorate,26/04/2023,"2,734.94",FIERCE NEUTRAL LTD,Invoice,B&B Payments
Adult Social Services Directorate,26/04/2023,"3,447.79",M & S Commercial Repairs,Invoice,Internal Vehicle Charges
Environment & Community Services Directorate,26/04/2023,"2,745.12",AIRWAVE SOLUTIONS LIMITED,Invoice,Telephone Charges
Housing & Regeneration Directorate,26/04/2023,"1,674.00",HOUSING ACTION MANAGEMENT,Invoice,B&B Payments
Adult Social Services Directorate,26/04/2023,873.6,STAR BOARDING KENNELS LTD,Invoice,Other Minor Contract Payments
Housing & Regeneration Directorate,26/04/2023,"32,816.48",LINK ESTATES,Invoice,B&B Payments
Housing & Regeneration Directorate,26/04/2023,"1,643.00",Colberg Management Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,26/04/2023,"3,937.00",Denhan International,Invoice,B&B Payments
Housing & Regeneration Directorate,26/04/2023,"19,753.20",Exclusive Fine Homes Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,26/04/2023,"1,271.00",Sittara Ltd,Invoice,B&B Payments
Housing & Regeneration Directorate,26/04/2023,600,Centennial Property ltd Housin,Invoice,B&B Payments
Capital Expenditure,26/04/2023,"63,292.08",CURL LA TOURELLE + HEAD LIMITE,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,26/04/2023,540,REDACTED PERSONAL DATA,Invoice,Sport Coaching
Housing & Regeneration Directorate,26/04/2023,"10,022.40",Remax Asset Management,Invoice,B&B Payments
Environment & Community Services Directorate,27/04/2023,"88,491.75",TFL Surface Transport,Invoice,Contribution to TfL
Capital Expenditure,27/04/2023,"48,253.00",Citygate Automotive Ltd,Invoice,CAPEXP Vehicle Purchase
Environment & Community Services Directorate,27/04/2023,"1,296.00",Colsen Industries Ltd,Invoice,Materials
Capital Expenditure,27/04/2023,"1,834.79",William Smith Group 1832 Ltd,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,27/04/2023,"232,000.00",Spear,Invoice,Supported Living
Capital Expenditure,27/04/2023,"3,900.00",The Graphic Company,Invoice,CAPEXP Purchase of Asset
Children's Services Directorate,27/04/2023,"210,505.32",RuT Schools Services Ltd,Invoice,PFI Contract Costs
Environment & Community Services Directorate,27/04/2023,"8,675.02",Contenur (UK) Ltd,Invoice,Equipment
Capital Expenditure,27/04/2023,"1,908.00",P W SECURE-IT LTD,Invoice,CAPEXP Other Building Reltd Wk
Chief Executives Directorate,27/04/2023,"25,475.38",YMCA St Paul's Group,Invoice,Grants to Voluntary Orgs
Resources Directorate,27/04/2023,"58,766.40",London Grid For Learning Trust,Invoice,Telephone Charges
Housing & Regeneration Directorate,27/04/2023,"1,369.74",HML Independent Medical Advice,Invoice,Consultants Fees
Resources Directorate,27/04/2023,"7,291.78",Daisy Communications Ltd,Invoice,Telephone Charges
Adult Social Services Directorate,27/04/2023,"2,633.30",Medacs Homecare,Invoice,Re-ablement
Environment & Community Services Directorate,27/04/2023,594,CFB Limited,Invoice,Software purchases
Adult Social Services Directorate,27/04/2023,"6,281.74",Cura Care Limited,Invoice,External Homecare
Environment & Community Services Directorate,27/04/2023,"157,744.04",Videalert Limited,Invoice,CCTV Running Costs
Adult Social Services Directorate,27/04/2023,"62,550.31",Absolute Care Services (Richmo,Invoice,Re-ablement
Environment & Community Services Directorate,27/04/2023,"9,000.00",Barnes Common Limited,Invoice,Barnes Common Trust Contract
Adult Social Services Directorate,27/04/2023,"10,956.39",Amber Home Carers Ltd,Invoice,Re-ablement
Environment & Community Services Directorate,27/04/2023,589.35,Dawsongroup Vans Ltd,Invoice,Transport Hire & Leasing Costs
Environment & Community Services Directorate,27/04/2023,"1,005.20",Les Mills Fitness UK Ltd,Invoice,Equipment
Environment & Community Services Directorate,27/04/2023,789.5,Highway Quality Solutions Ltd,Invoice,Other Minor Contract Payments
Resources Directorate,27/04/2023,"1,602.59",Restore Plc,Invoice,Fees & Charges
Resources Directorate,27/04/2023,930.55,Print Image Facilities LLP,Invoice,Postage
Resources Directorate,27/04/2023,"2,775.35",Print Image Network Ltd,Invoice,Printing 
Environment & Community Services Directorate,27/04/2023,907.38,IOMA Clothing Co Ltd,Invoice,"Clothing, Uniform & Laundry"
Capital Expenditure,27/04/2023,"1,362.00",K & A Construction,Invoice,CAPEXP Other Building Reltd Wk
Housing & Regeneration Directorate,27/04/2023,"31,085.09",WEC Electrical Contractors Ltd,Invoice,Reactive maintenance - bldgs
Environment & Community Services Directorate,27/04/2023,"5,635.92",Continental Landscapes Ltd,Invoice,Car Park Improvements
Adult Social Services Directorate,27/04/2023,"8,915.79",City Of London (London Council,Invoice,Supported Housing Programme
Housing & Regeneration Directorate,27/04/2023,"7,583.90",ACR LONDON LTD,Invoice,Planned Maintenance - Bldgs
Capital Expenditure,27/04/2023,934.5,Beta Distribution (South) Ltd,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,27/04/2023,576.02,T BROWN GROUP LTD,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,27/04/2023,756,COMMERCIAL KITCHEN SERVICES(LO,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,27/04/2023,"1,926.00",Smith ,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,27/04/2023,"11,666.64",Choice Support,Invoice,Advice And Advocacy Services
Environment & Community Services Directorate,27/04/2023,551.62,BUNZL UK LTD T/A GREENHAM,Invoice,Equipment
Environment & Community Services Directorate,27/04/2023,"9,732.36",LORENSBERGS LIMITED,Invoice,Software purchases
Environment & Community Services Directorate,27/04/2023,"5,152.61",JADE SECURITY SERVICES LTD,Invoice,Cash In Transit Contract
Housing & Regeneration Directorate,27/04/2023,"1,573.44",MAIL SOLUTIONS UK LTD,Invoice,Postage
Environment & Community Services Directorate,27/04/2023,"7,799.91",IDOX Software Ltd,Invoice,CCTV Running Costs
Environment & Community Services Directorate,27/04/2023,"1,599.91",GREATBATCH LTD,Invoice,CPZ Zone Extensions
Resources Directorate,27/04/2023,869.02,ALLPAY  LTD (FORTIS ET FIDES),Invoice,Allpay
Environment & Community Services Directorate,27/04/2023,"3,600.00",GREENSPACE INFORM'N FOR GREATE,Invoice,Conservation Contract
Chief Executives Directorate,27/04/2023,667.08,LOCAL GOVERNMENT ASSOCIATION,Invoice,Conference Expenses
Children's Services Directorate,27/04/2023,"8,035,898.68",ACHIEVING FOR CHILDREN LTD,Invoice,AfCCoreContract
Adult Social Services Directorate,27/04/2023,"22,495.28",ALPENBEST CARE LIMITED,Invoice,Re-ablement
Capital Expenditure,27/04/2023,"92,049.60",PEDDLE MY WHEELS LTD,Invoice,CAPEXP Purchase of Asset
Housing & Regeneration Directorate,27/04/2023,576,ALL LONDON GLASS (UK) LIMITED,Invoice,Reactive maintenance - bldgs
Environment & Community Services Directorate,27/04/2023,"1,368.00",Euroclay Contracts Ltd,Invoice,General Grounds Maintenance
Environment & Community Services Directorate,27/04/2023,"2,599.94",KPS Contractors Ltd,Invoice,Arboricultural Contract
Capital Expenditure,27/04/2023,"2,760.00",Ross & Partners Ltd,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,27/04/2023,"1,748.98",Caremark Richmond or Hounslow,Invoice,Re-ablement
Adult Social Services Directorate,27/04/2023,"28,390.50",Haven Care Ltd,Invoice,Re-ablement
Adult Social Services Directorate,27/04/2023,861.25,Contractor Umbrella Ltd,Invoice,Consultants Fees
Adult Social Services Directorate,27/04/2023,"1,020.00",Action First Assessments Ltd,Invoice,Occupational Health Doctors
Adult Social Services Directorate,27/04/2023,"5,000.00",New Ground Consultancy,Invoice,Ed & Emplmt For Subs Misuse
Adult Social Services Directorate,27/04/2023,750,REDACTED PERSONAL DATA,Invoice,Consultants Fees
Capital Expenditure,27/04/2023,"15,507.60",Hopkins Architects Ltd,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,27/04/2023,"21,362.76",Good With Devices Ltd,Invoice,Software purchases
Adult Social Services Directorate,27/04/2023,"2,714.00",TATA MINI CAB,Invoice,Transport Hire & Leasing Costs
Capital Expenditure,27/04/2023,"35,745.54",Envirosurv Ltd,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,27/04/2023,"1,077.44",Together at Home t/a Visiting ,Invoice,External Homecare
Chief Executives Directorate,27/04/2023,635.2,Hotel du Vin Trading Limited,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,27/04/2023,693.12,P&P Patel T/A Driver Hire King,Invoice,Agency Staff
Adult Social Services Directorate,27/04/2023,"3,352.65",Eleada Care Services,Invoice,Re-ablement
Adult Social Services Directorate,27/04/2023,"2,358.13",KadarCare Service Ltd,Invoice,Re-ablement
Housing & Regeneration Directorate,28/04/2023,"1,133.34",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Chief Executives Directorate,28/04/2023,"1,535.00",Mike Smith Training and Consul,Invoice,Training
Adult Social Services Directorate,28/04/2023,"1,211.20",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"1,083.98",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Housing & Regeneration Directorate,28/04/2023,"1,730.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,984.65,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,28/04/2023,"2,265.16",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,28/04/2023,"1,125.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"4,832.77",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"4,034.47",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,28/04/2023,"4,400.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"1,225.16",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"3,826.15",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,939.27",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"1,028.27",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"4,046.96",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"4,280.31",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"3,977.92",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,28/04/2023,"1,200.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"6,553.58",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,28/04/2023,"1,000.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"4,043.07",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Housing & Regeneration Directorate,28/04/2023,850,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,28/04/2023,"1,200.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,560.48,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Housing & Regeneration Directorate,28/04/2023,"1,161.16",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"11,136.51",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,28/04/2023,850,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"1,062.28",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,798.65,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Housing & Regeneration Directorate,28/04/2023,"1,000.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"1,274.98",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,986.46,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Housing & Regeneration Directorate,28/04/2023,"1,375.00",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Adult Social Services Directorate,28/04/2023,"2,412.54",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,560.48,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"3,985.45",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"3,220.54",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"2,320.35",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,521.73,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,918.58,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"5,547.33",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"2,244.43",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,541.56",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"9,290.85",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,644.18,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,723.63,REDACTED PERSONAL DATA,Invoice,Client Costs - Personal Budget
Adult Social Services Directorate,28/04/2023,"3,738.27",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,599.44",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"2,749.88",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"2,681.49",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"3,920.10",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"1,269.23",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"1,507.75",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"1,843.75",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"2,167.60",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Adult Social Services Directorate,28/04/2023,"1,466.41",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,889.08,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,495.44",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"2,273.72",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,765.93",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,366.17",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,068.74",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"2,301.75",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,636.85,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,951.05",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,"1,427.24",REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,975.17,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
Adult Social Services Directorate,28/04/2023,853.29,REDACTED PERSONAL DATA,Invoice,DP prepaid cards
