date,supplier,directorate,purpose,amount
2023-05-15,Bradford Teaching Hospital,"Policing, Environment & Place",Grants and Agency costs,40000
2023-05-15,Calderdale & Huddersfield NHS Trust,"Policing, Environment & Place",Grants and Agency costs,75114.25
2023-05-15,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,15000
2023-05-15,Wakefield Metropolitan District Council,"Policing, Environment & Place",Grants and Agency costs,16000
2023-05-15,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,11823
2023-05-15,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,7538
2023-05-15,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,105000
2023-05-15,Wakefield Metropolitan District Council,"Policing, Environment & Place",Grants and Agency costs,69000
2023-05-15,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,70000
2023-05-16,St Giles Trust,"Policing, Environment & Place",Grants and Agency costs,57475
2023-05-16,Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,49680.95
2023-05-16,Getaway Girls,"Policing, Environment & Place",Grants and Agency costs,19310
2023-05-16,The Youth Association,"Policing, Environment & Place",Grants and Agency costs,9729
2023-05-16,St Giles Trust,"Policing, Environment & Place",Grants and Agency costs,23264.32
2023-05-16,Joint Activities & Motor Education Service,"Policing, Environment & Place",Grants and Agency costs,22963
2023-05-16,Square Up Training Ltd,"Policing, Environment & Place",Grants and Agency costs,14700
2023-05-16,Tender Education and Arts,"Policing, Environment & Place",Grants and Agency costs,16234.15
2023-05-16,Third Sector Leaders Kirklees,"Policing, Environment & Place",Grants and Agency costs,50000
2023-05-16,EdShift CIC,"Policing, Environment & Place",Grants and Agency costs,15670
2023-05-16,Ergogenics LTD,"Policing, Environment & Place",Grants and Agency costs,833.25
2023-05-16,Bradford MDC,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,646417.25
2023-05-16,Kirklees Council,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,152511.61
2023-05-16,Calderdale MBC,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,75278.45
2023-05-16,Leeds City Council,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,294875.24
2023-05-16,Wakefield Metropolitan District Council,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,106346.37
2023-05-16,Bradford MDC,Projects,Projects,3834.76
2023-05-16,Bradford MDC,Projects,Projects,14225.2
2023-05-16,Kirklees Council,Projects,Projects,50441.21
2023-05-16,Europa Trading (GB) Ltd,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,14500
2023-05-16,CFYDC (Chance) - Chapeltown Youth Development Centre,"Policing, Environment & Place",Grants and Agency costs,1000
2023-05-16,Newground Together,Projects,Projects,78076
2023-05-16,City Transport Group Ltd,Transport Ops & Passenger Experience,Tendered Services,1850
2023-05-16,Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,2730
2023-05-16,Kilvingtons of Leeds Ltd,Transport Ops & Passenger Experience,Tendered Services,3396
2023-05-16,Lether's Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,4450
2023-05-16,Brake Road Safety Charity,"Policing, Environment & Place",Grants and Agency costs,10387.5
2023-05-22,Stephen Gowland,"Policing, Environment & Place",Consultancy and Professional Services,2117.53
2023-05-22,Opportunity Centre (Aspire-igen Group Ltd),"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,650
2023-05-22,Trinity Academy Leeds,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-05-22,Ravenshall School,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-05-22,Trinity Academy Cathedral,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-05-22,Bradford MDC,"Strategy, Comms & Intelligence",Grants and Agency costs,1064241.02
2023-05-22,Calderdale MBC,"Strategy, Comms & Intelligence",Grants and Agency costs,464085
2023-05-22,Kirklees Council,"Strategy, Comms & Intelligence",Grants and Agency costs,187029.86
2023-05-22,Leeds City Council,"Strategy, Comms & Intelligence",Grants and Agency costs,1357118.17
2023-05-22,Wakefield Metropolitan District Council,"Strategy, Comms & Intelligence",Grants and Agency costs,212326.65
2023-05-22,Calderdale MBC,"Policing, Environment & Place",Grants and Agency costs,50000
2023-05-22,Wakefield Metropolitan District Council,Projects,Projects,1598.07
2023-05-22,Kirklees Council,Projects,Projects,566000.01
2023-05-22,Wakefield Metropolitan District Council,Projects,Projects,12388.24
2023-05-22,Leeds City Council,Projects,Projects,20000.25
2023-05-22,Kirklees Council,Projects,Projects,364202.02
2023-05-22,Kirklees Council,Projects,Projects,985970
2023-05-22,Kirklees Council,Projects,Projects,594842.32
2023-05-22,Calderdale MBC,Projects,Projects,1871.39
2023-05-22,Calderdale MBC,Projects,Projects,1747.52
2023-05-22,Kirklees Council,Projects,Projects,672126.57
2023-05-22,Kirklees Council,Projects,Projects,285340
2023-05-22,Leeds City Council,Projects,Projects,83094
2023-05-22,Leeds City Council,Projects,Projects,1299105.43
2023-05-22,Calderdale MBC,Projects,Projects,278190.17
2023-05-22,North Yorkshire County Council,Projects,Projects,253438.46
2023-05-22,North Yorkshire County Council,Projects,Projects,219115.56
2023-05-22,City of York Council,Projects,Projects,395552
2023-05-22,Calderdale MBC,Projects,Projects,443737.66
2023-05-22,City of York Council,Projects,Projects,882775.2
2023-05-23,Alice Smellie,"Strategy, Comms & Intelligence",Supplies and Services,1537.68
2023-05-23,Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,780
2023-05-23,Amanda Harvey,"Policing, Environment & Place",Consultancy and Professional Services,698
2023-05-23,Leeds City Council,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-05-23,Go Live Consulting Limited,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,6300
2023-05-23,Bradford Rape Crisis & Sexual Abuse Survivors Service,"Policing, Environment & Place",Grants and Agency costs,47500
2023-05-24,Munroe K Luxembourg SA,Projects,Projects,592846.03
2023-05-24,P McAlindon,"Policing, Environment & Place",Consultancy and Professional Services,680.13
2023-05-24,Calderdale MBC,Projects,Projects,4188785.02
2023-05-24,Calderdale MBC,Projects,Projects,337819.14
2023-05-24,Calderdale MBC,Projects,Projects,538409.02
2023-05-24,Calderdale MBC,Projects,Projects,99553.25
2023-05-24,Calderdale MBC,Projects,Projects,446577.18
2023-05-24,Calderdale MBC,Projects,Projects,944100.61
2023-05-24,Leeds City Council,Projects,Projects,70433
2023-05-24,Leeds City Council,Projects,Projects,313105
2023-05-24,Wakefield Metropolitan District Council,Projects,Projects,1114692.02
2023-05-24,Calderdale MBC,Projects,Projects,218192.48
2023-05-24,Kirklees Council,Projects,Projects,83514.41
2023-05-24,Leeds City Council,Projects,Projects,51346
2023-05-24,Wakefield Metropolitan District Council,Projects,Projects,1148.74
2023-05-24,West Yorkshire Colleges Consortium Limited,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,72165
2023-05-26,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,30200.25
2023-05-26,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,15583
2023-05-26,Staying Put,"Policing, Environment & Place",Grants and Agency costs,20500
2023-05-26,Kirklees Rasacc,"Policing, Environment & Place",Grants and Agency costs,29500
2023-05-31,Northern Gritstone Limited,Projects,Projects,300000
2023-05-31,Joseph Norton Academy,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-05-31,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,130767
2023-05-31,Restorative Solutions CIC,"Policing, Environment & Place",Grants and Agency costs,7443
2023-05-31,Yorkshire Childrens Centre,"Policing, Environment & Place",Grants and Agency costs,31985
2023-05-31,Leeds Women's Aid,"Policing, Environment & Place",Grants and Agency costs,7810
2023-05-31,Community Panthers CIC,"Policing, Environment & Place",Grants and Agency costs,9950
2023-05-31,Voluntary Action Leeds,"Policing, Environment & Place",Grants and Agency costs,8205
2023-06-01,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,540
2023-06-01,Calderdale PCC,"Policing, Environment & Place",Grants and Agency costs,8134
2023-06-01,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,45747.88
2023-06-01,Wakefield Metropolitan District Council,"Policing, Environment & Place",Grants and Agency costs,4186.9
2023-06-01,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,14653
2023-06-01,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,29881.5
2023-06-01,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,1252
2023-06-01,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,5311.69
2023-06-01,Advocacy After Fatal Domestic Abuse (AAFDA),"Policing, Environment & Place",Grants and Agency costs,6300
2023-06-01,Hope for Justice,"Policing, Environment & Place",Grants and Agency costs,9660
2023-06-01,Karma Nirvana,"Policing, Environment & Place",Grants and Agency costs,11562
2023-06-01,Leeds Women's Aid,"Policing, Environment & Place",Grants and Agency costs,29996
2023-06-01,Rosalie Ryrie Foundation Ltd,"Policing, Environment & Place",Grants and Agency costs,12487
2023-06-01,Womens Health Matters,"Policing, Environment & Place",Grants and Agency costs,24354.5
2023-06-01,Joint Activities & Motor Education Service,"Policing, Environment & Place",Grants and Agency costs,16707.25
2023-06-01,Womencentre Ltd,"Policing, Environment & Place",Grants and Agency costs,8284.62
2023-06-01,Calderdale PCC,"Policing, Environment & Place",Grants and Agency costs,9183.1
2023-06-01,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,9183
2023-06-01,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,9183
2023-06-01,NHS West Yorkshire Integrated Care Board,"Policing, Environment & Place",Grants and Agency costs,4591.55
2023-06-01,Wakefield Metropolitan District Council,Projects,Projects,15658.59
2023-06-01,Bradford MDC,Projects,Projects,271323.2
2023-06-01,Kirklees Council,Projects,Projects,469025.02
2023-06-01,Embrace CVOC,"Policing, Environment & Place",Grants and Agency costs,5505
2023-06-01,Leeds Gypsy and Traveller Exchange,"Policing, Environment & Place",Grants and Agency costs,25904.5
2023-06-02,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,37850.32
2023-06-02,Family Action,"Policing, Environment & Place",Grants and Agency costs,21507.5
2023-06-02,Gasped,"Policing, Environment & Place",Grants and Agency costs,16378.5
2023-06-02,Leeds City Council,"Policing, Environment & Place",Grants and Agency costs,45304
2023-06-02,Calderdale PCC,"Policing, Environment & Place",Grants and Agency costs,825
2023-06-02,Wakefield Metropolitan District Council,"Policing, Environment & Place",Grants and Agency costs,42230
2023-06-02,Basis Yorkshire Ltd,"Policing, Environment & Place",Grants and Agency costs,36000
2023-06-02,Kirklees Rasacc,"Policing, Environment & Place",Grants and Agency costs,79317.5
2023-06-02,Bradford Rape Crisis & Sexual Abuse Survivors Service,"Policing, Environment & Place",Grants and Agency costs,39588
2023-06-02,Support After Rape & Sexual Violence,"Policing, Environment & Place",Grants and Agency costs,38421.5
2023-06-02,Staying Put,"Policing, Environment & Place",Grants and Agency costs,60455.5
2023-06-02,Victim Support,"Policing, Environment & Place",Grants and Agency costs,81501.5
2023-06-02,Shantona Womens & Family Centre,"Policing, Environment & Place",Grants and Agency costs,65373
2023-06-02,The Bridge Project,"Policing, Environment & Place",Grants and Agency costs,48797.5
2023-06-02,Mid Yorkshire Hospitals NHS Trust,"Policing, Environment & Place",Grants and Agency costs,16131.5
2023-06-02,Together Women Projects (Yorkshire and Humber),"Policing, Environment & Place",Grants and Agency costs,36568.5
2023-06-02,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,9183.1
2023-06-02,Womencentre Ltd,"Policing, Environment & Place",Grants and Agency costs,59663
2023-06-02,Pennine Domestic Abuse Partnership Ltd,"Policing, Environment & Place",Grants and Agency costs,19159
2023-06-02,Joint Activities & Motor Education Service,"Policing, Environment & Place",Grants and Agency costs,18755
2023-06-02,Meridian Centre,"Policing, Environment & Place",Grants and Agency costs,14037
2023-06-02,Victim Support,"Policing, Environment & Place",Grants and Agency costs,81484.5
2023-06-02,Calderdale & Huddersfield NHS Trust,"Policing, Environment & Place",Grants and Agency costs,17000
2023-06-05,West Yorkshire Learning Providers Ltd,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,25384
2023-06-05,Restorative Solutions CIC,"Policing, Environment & Place",Grants and Agency costs,13488
2023-06-05,Exceed Academies Trust,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-06-05,Corpus Christi Catholic College,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,500
2023-06-07,Barca Leeds,"Policing, Environment & Place",Grants and Agency costs,43825.7
2023-06-07,CNet,"Policing, Environment & Place",Grants and Agency costs,12292.5
2023-06-07,NHS West Yorkshire Integrated Care Board,"Policing, Environment & Place",Supplies and Services,225000
2023-06-07,Third Sector Leaders Kirklees,"Policing, Environment & Place",Grants and Agency costs,3549.15
2023-06-07,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,73000
2023-06-07,Leeds Rugby Foundation (Leeds Rhinos),"Policing, Environment & Place",Grants and Agency costs,32406
2023-06-07,West Yorkshire Fire & Rescue Service,"Policing, Environment & Place",Capitalisation / Internal Recharges,4591.55
2023-06-07,Support After Rape & Sexual Violence,"Policing, Environment & Place",Grants and Agency costs,25000
2023-06-07,Kirklees Council,Projects,Projects,225649.25
2023-06-07,Kirklees Council,Projects,Projects,656696.17
2023-06-07,Kirklees Council,Projects,Projects,319728.83
2023-06-07,Kirklees Council,Projects,Projects,218310.82
2023-06-07,Kirklees Council,Projects,Projects,3343731.5
2023-06-07,Kirklees Council,Projects,Projects,2303883.43
2023-06-07,West Yorkshire Colleges Consortium Limited,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,11180
2023-06-07,Apprentify Limited,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,14998.5
2023-06-07,The Investor Ladder Limted,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,4000
2023-06-12,Stephen Gowland,"Policing, Environment & Place",Consultancy and Professional Services,1661.77
2023-06-12,Bradford MDC,"Policing, Environment & Place",Grants and Agency costs,12500
2023-06-12,Kirklees Council,"Policing, Environment & Place",Grants and Agency costs,12500
2023-06-12,Moira Conlon T/A Conlon Consultancy Limited,"Policing, Environment & Place",Consultancy and Professional Services,820.85
2023-06-12,Custom Fittings Ltd,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,11705
2023-06-12,First West Yorkshire,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,976.35
2023-06-12,Kirklees Council,Projects,Projects,17799
2023-06-12,Kirklees Council,Projects,Projects,94824.79
2023-06-12,Kirklees Council,Projects,Projects,37579.48
2023-06-12,Leeds City Council,Projects,Projects,45242
2023-06-12,Leeds City Council,Projects,Projects,154820
2023-06-12,Leeds City Council,Projects,Projects,1656414
2023-06-12,Leeds City Council,Projects,Projects,1885677
2023-06-12,Leeds City Council,Projects,Projects,4926349
2023-06-12,Leeds City Council,Projects,Projects,3490105
