Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479973,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479972,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479969,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479968,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479967,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479964,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479952,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479953,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479954,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479955,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479958,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479959,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479960,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479961,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479962,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479963,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479946,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479947,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479948,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479949,225.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479990,"1,170.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479923,"2,070.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479891,270.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479889,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479888,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479887,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479886,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479885,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479884,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479883,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479882,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479880,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479879,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479878,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479877,360.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479875,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479874,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479873,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479872,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479828,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479827,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479826,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479825,300.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479824,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479823,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479822,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479821,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479820,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479819,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479818,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479817,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479816,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479815,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479814,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479812,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479811,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479810,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479914,"-1,600.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479913,"1,620.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479912,"1,890.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479911,"1,800.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479919,400.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479915,500.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479921,"-2,300.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479922,270.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479920,600.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479916,600.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479917,"-1,900.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479910,"-1,600.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479900,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479892,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479899,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479893,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479894,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479898,450.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479918,"1,890.00",Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479895,360.00,Revenue,BRITANNIA CABS,107974
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,03/02/2025,2100479897,450.00,Revenue,BRITANNIA CABS,107974
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,03/02/2025,5100469089,"143,096.84",Revenue,BEDFORD BOROUGH COUNCIL,109540
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,03/02/2025,5100469090,"102,000.00",Revenue,BEDFORDSHIRE PENSION FUND,110145
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,Head of P & P,Added Years Compensation Payments,5119050,03/02/2025,5100468973,"15,009.64",Revenue,BEDFORDSHIRE PENSION FUND,110145
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Shops and Offices,Planned Servicing,6121070,03/02/2025,5100466451,810.00,Revenue,QUANTEC CONSULTANTS LTD,115119
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Security Costs,6121110,03/02/2025,5100468863,60.92,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Vacant Schools,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Crematorium,Security Costs,6121110,03/02/2025,5100468863,91.38,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Chiltern Vale Quadra,Security Costs,6121110,03/02/2025,5100468863,60.92,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Chiltern Vale Quadra,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Leighton Linslade Qu,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Ivel Valley Quadrant,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,West Mid Beds Quadra,Security Costs,6121110,03/02/2025,5100468863,60.92,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Ivel Valley Quadrant,Security Costs,6121110,03/02/2025,5100468831,"9,417.12",Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Chiltern Vale Quadra,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,West Mid Beds Quadra,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Ivel Valley Quadrant,Security Costs,6121110,03/02/2025,5100468863,30.46,Revenue,CYS SECURITY LTD,131628
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Chiltern Vale Quadra,Security Costs,6121110,03/02/2025,5100468863,60.92,Revenue,CYS SECURITY LTD,131628
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,OT Team,Equipment and Adaptions,6140005,03/02/2025,5100462060,300.00,Revenue,WALL TO WALL HOME IMPROVEMENTS,131758
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Children's Centres,Vehicle Repairs and Maintenance Costs,6130200,03/02/2025,5100465290,422.53,Revenue,DGM SERVICES LTD,134875
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Taxi,6160910,03/02/2025,5100465213,262.50,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
HRA,850,HOUSING SERVICES (HRA),5100,SC Survey,Private Contractors,6151500,03/02/2025,5100469055,"10,329.35",Revenue,KYLE SMART ASSOCIATES LIMITED,140207
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Asylum 18+ Non-Statu,Accommodation,6160915,03/02/2025,5100465207,"1,660.71",Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Asylum 18+ Non-Statu,Accommodation,6160915,03/02/2025,5100465216,"1,660.71",Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Asylum 18+ Non-Statu,Accommodation,6160915,03/02/2025,5100465208,"1,660.71",Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Client Activities,6160950,03/02/2025,5100465335,20.00,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Clothes Uniform & Laundry,6140600,03/02/2025,5100465335,20.00,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Living Expenses,6160920,03/02/2025,5100465335,265.71,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Accommodation,6160915,03/02/2025,5100465335,"3,642.86",Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Client Activities,6160950,03/02/2025,5100465300,20.00,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Clothes Uniform & Laundry,6140600,03/02/2025,5100465300,20.00,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Accommodation,6160915,03/02/2025,5100465300,"3,764.29",Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Clothes Uniform & Laundry,6140600,03/02/2025,5100465299,20.00,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Living Expenses,6160920,03/02/2025,5100465299,274.57,Revenue,ATHENA HOUSING & SUPPORT LTD,140951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Asylum Under 18,Accommodation,6160915,03/02/2025,5100465299,"3,764.29",Revenue,ATHENA HOUSING & SUPPORT LTD,140951
