Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,04/11/2024,5100448648,-13996.2,Revenue,Personal Payment,0000108053
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Schools Buy Back,Repairs Alterations and Maintenance of Buildings,6121000,05/11/2024,5100445121,535,Revenue,J SAPSWORTH LTD,0000100126
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,CWD - Maythorn,Furniture Equipment and Materials,6140000,05/11/2024,5100445627,889.99,Revenue,NISBETS PLC,0000100251
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Priory House Café,Catering Supplies,6140200,05/11/2024,5100445547,741.97,Revenue,BRAKE BROS FOOD SERVICE LTD,0000100299
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Priory House Café,Catering Supplies,6140200,05/11/2024,5100445557,1017.01,Revenue,BRAKE BROS FOOD SERVICE LTD,0000100299
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Allison House OPH,Catering Supplies,6140200,05/11/2024,5100445551,704.44,Revenue,BRAKE BROS FOOD SERVICE LTD,0000100299
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Ferndale OPH,Catering Supplies,6140200,05/11/2024,5100447057,563.54,Revenue,BRAKE BROS FOOD SERVICE LTD,0000100299
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Capital Expenditure S106,6144325,05/11/2024,5100444023,682.2,Capital,CLIFTON PARISH COUNCIL,0000100335
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,05/11/2024,5100447958,4005.99,Revenue,THE FIRS LOWER SCHOOL ACADEMY,0000100499
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412640,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412641,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412642,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412643,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412644,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412645,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412646,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412647,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412648,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412649,552,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412650,552,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412651,552,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412652,552,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412653,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412654,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412655,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412656,463.68,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412657,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412658,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412659,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412660,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412661,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412662,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412639,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412608,257.45,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412609,257.67,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412610,257.67,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412611,257.67,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412612,257.67,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412613,257.45,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412614,257.45,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412615,257.45,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412616,257.45,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412617,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412618,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412619,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412620,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412625,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412626,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412627,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412628,1159.2,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412629,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412630,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412631,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412632,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412637,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412638,927.36,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412663,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412664,264.96,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412769,496.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412770,496.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412771,496.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412772,496.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412773,1080.88,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412774,1080.88,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412775,1080.88,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412776,1080.88,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412777,694.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412778,694.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412779,694.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412780,694.8,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412821,253.92,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412822,253.92,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412823,253.92,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,05/11/2024,2100412824,253.92,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412607,257.45,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412533,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412534,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412535,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412536,347.4,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412537,1080.65,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412538,1080.65,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412539,1080.65,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412540,1080.65,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412545,270.28,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412546,270.28,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412547,270.28,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412548,270.28,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412549,1080.65,Revenue,HF TRUST LTD,0000100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,05/11/2024,2100412550,1080.65,Revenue,HF TRUST LTD,0000100631
