Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Nursing Home Payments,6151205,25/04/2024,2100273872, 890.63 ,Revenue,CAPWELL GRANGE CARE HOME,100975
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Nursing Home Payments,6151205,25/04/2024,2100273871, 890.63 ,Revenue,CAPWELL GRANGE CARE HOME,100975
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Nursing Home Payments,6151205,25/04/2024,2100273870, 890.63 ,Revenue,CAPWELL GRANGE CARE HOME,100975
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100273825," 1,150.00 ",Revenue,CAPWELL GRANGE CARE HOME,100975
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278548, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278547, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278546, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278545, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278544, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278543, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278542, 784.24 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278541, (746.96),Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278540, (746.96),Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278539, (746.96),Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278325, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278324, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278323, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278322, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278321, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278320, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278319, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278318, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278317, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278316, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278315, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278314, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278313, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278312, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278311, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278310, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278309, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278308, 725.07 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Nursing Home Payments,6151205,25/04/2024,2100278307, 621.49 ,Revenue,ST CATHERINES NURSING HOME,101067
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273973," 1,424.23 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273972," 1,424.23 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273971," 1,424.23 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273970," 1,424.23 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273969," 1,654.12 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273968," 1,654.12 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273967," 1,654.12 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273966," 1,654.12 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273685," 1,710.72 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273684," 1,710.72 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273683," 1,710.72 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273682," 1,710.72 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273681," 1,727.47 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273680," 1,727.47 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273679," 1,727.47 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273678," 1,727.47 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273677," 1,853.22 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273676," 1,853.22 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273675," 1,853.22 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,25/04/2024,2100273674," 1,853.22 ",Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,25/04/2024,2100273497, 639.50 ,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,25/04/2024,2100273496, 639.50 ,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,25/04/2024,2100273495, 639.50 ,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Residential Care Home Placements,6151210,25/04/2024,2100273494, 639.50 ,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276651, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276650, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276649, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276620, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276619, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276618, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276617, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276616, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276615, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276614, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276571, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276570, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276569, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276568, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276567, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276566, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276565, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276536, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276535, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276534, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276533, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276532, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276531, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276530, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276214, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276213, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276212, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276211, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276210, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276209, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276208, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276697, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276696, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276695, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276694, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276693, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276692, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276691, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276669, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276668, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276667, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276666, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276665, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276664, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276663, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276655, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276654, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276653, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100276652, 882.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275315, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100272748, 926.50 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275314, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275313, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275300, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275299, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275298, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275294, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275293, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275292, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275273, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275272, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275271, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275237, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275236, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275235, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275216, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275215, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275214, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275006, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275005, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100275004, (752.00),Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274619, 950.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274618, 950.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274617, 921.71 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274616, 752.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274397, 981.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274396, 981.00 ,Revenue,SHARNBROOK LODGE,101121
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,25/04/2024,2100274395, 981.00 ,Revenue,SHARNBROOK LODGE,101121
