Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,AC Support,Adopt Financial Support  (New),6151808,12/03/2025,5100479121,300.00,Revenue,Personal Payment,900055
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Professional Services - Consultancy,6141020,13/03/2025,5100471737,2500.00,Capital,BIDWELLS LLP,100340
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506982,462.74,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506983,462.74,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507278,284.76,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507279,284.76,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507280,284.76,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507281,284.76,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507299,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507300,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507301,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100507302,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506981,462.74,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506964,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506965,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506966,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506967,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506972,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506973,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506974,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506975,372.15,Revenue,HF TRUST LTD,100631
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506980,462.74,Revenue,HF TRUST LTD,100631
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Grounds Maint - Mid,Private Contractors,6151500,13/03/2025,5100479419,869.74,Revenue,BROGBOROUGH PARISH COUNCIL,101807
CORPORATE COSTS,160,CORPORATE COSTS,7800,Interest Payable,Debt Management Expenses,6181200,13/03/2025,5100471743,404.11,Revenue,BGC PARTNERS,101916
CORPORATE COSTS,160,CORPORATE COSTS,7800,Interest Payable,Debt Management Expenses,6181200,13/03/2025,5100471743,76.71,Revenue,BGC PARTNERS,101916
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Rents,6120400,13/03/2025,5100471810,7236.02,Revenue,AMPLIUS LIVING,102202
PLACE AND COMMUNITIES,600,DEVELOPMENT INFRASTRUCTURE,6500,Head of Strategic Gr,Professional Services - Other,6141040,13/03/2025,5100478971,16000.00,Revenue,GREENSAND TRUST,102275
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Asbestos Testing,6125082,13/03/2025,5100468372,9950.00,Capital,CAMBRIDGESHIRE COUNT COUNCIL,103944
SOCIAL CARE HEALTH & HOUSING,500,COMMISSIONING,5300,S75 Mental Health,Other LAs SLA's & Recharges,6150200,13/03/2025,5100478202,-9659.90,Revenue,NHS BEDS LUTON & MK ICB,103994
SOCIAL CARE HEALTH & HOUSING,500,COMMISSIONING,5300,S75 Mental Health,Other LAs SLA's & Recharges,6150200,13/03/2025,5100479512,9659.90,Revenue,NHS BEDS LUTON & MK ICB,103994
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,EOTAS,Alternative School Provisions,6151330,13/03/2025,5100479428,268.50,Revenue,HUMLY MILTON KEYNES LTD,106236
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,SENAdd Pupil Support,Alternative School Provisions,6151330,13/03/2025,5100479429,5895.87,Revenue,HUMLY MILTON KEYNES LTD,106236
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Afghan Assistance expenditure,6144355,13/03/2025,5100479389,400.00,Revenue,MILTON KEYNES COLLEGE,106959
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Albion - Projects,Vehicles Plant Equipment and Machinery,6180230,13/03/2025,5100479364,1500.00,Revenue,WHITMORE PLANT,108992
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Albion - Projects,Vehicles Plant Equipment and Machinery,6180230,13/03/2025,5100479360,1500.00,Revenue,WHITMORE PLANT,108992
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,13/03/2025,5100479492,-4507.20,Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,13/03/2025,5100474264,4507.20,Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Bedford Borough Council SLA Disposal (Various),6161500,13/03/2025,5100476314,56661.05,Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Chiltern Vale Quadra,Disposal of Waste,6151510,13/03/2025,5100471878,277.63,Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Chiltern Vale Quadra,Disposal of Waste,6151510,13/03/2025,5100471880,1127.61,Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Albion - Projects,Electricity Costs,6120210,13/03/2025,5100474276,393.02,Revenue,NPOWER LTD,109845
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Repairs Alterations and Maintenance of Buildings,6121000,13/03/2025,5100471707,275.81,Revenue,FAIRFIELD CARE PRODUCTS LTD,110849
PLACE AND COMMUNITIES,600,DEVELOPMENT INFRASTRUCTURE,6500,Planning Revenue,Professional Services - Consultancy,6141020,13/03/2025,5100471876,6480.00,Revenue,PLACE SERVICES AT ESSEX COUNTY,113119
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,PFI Scheme,Professional Services - Other,6141040,13/03/2025,5100471929,461666.18,Revenue,BEDFORD EDUCATION PARTNERSHIP,113576
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Grounds Maint - Sth,Private Contractors,6151500,13/03/2025,5100479418,7918.23,Revenue,KENSWORTH PARISH COUNCIL,113785
CHILDREN'S SERVICES,401,RESOURCES,4050,FDAC Team,Impact  (New),6151803,13/03/2025,5100479332,1364.12,Revenue,ABBOTT TOXICOLOGY LTD,117022
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512292,1229.13,Revenue,LUTON TRAINING & MENTORING LTD,117059
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512293,1454.93,Revenue,LUTON TRAINING & MENTORING LTD,117059
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512294,1010.54,Revenue,LUTON TRAINING & MENTORING LTD,117059
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512295,1226.08,Revenue,LUTON TRAINING & MENTORING LTD,117059
PUBLIC HEALTH,800,ASST DIRECTOR OF PUBLIC HEALTH,8010,Stop Smoking MKC,Medical Fees/Costs,6161005,13/03/2025,5100479341,310.00,Revenue,Personal Payment,117075
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506902,213.10,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506903,213.10,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506904,213.10,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,5100479516,-4221.12,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506905,547.40,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506934,672.25,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506935,672.25,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506939,592.92,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506940,592.92,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506941,592.92,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512297,444.69,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512337,-1350.16,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512338,1350.36,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512339,-1112.88,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512340,1112.88,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512341,-245.48,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512342,244.92,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512343,-1197.68,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512344,1197.28,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100512377,437.92,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506933,672.25,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506906,547.40,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506907,547.40,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506908,662.80,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506909,662.80,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506910,662.80,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506911,662.80,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506912,337.54,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506913,337.54,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506914,337.54,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506915,337.54,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506916,278.22,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506917,278.22,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506918,278.22,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506919,278.22,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506924,299.42,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506925,299.42,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506926,299.42,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506927,299.42,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506928,747.60,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506929,747.60,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506930,747.60,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506931,747.60,Revenue,ELITE DAY SERVICES (FACTORED),122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,13/03/2025,2100506932,672.25,Revenue,ELITE DAY SERVICES (FACTORED),122065
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,CWD External Commiss,High Level Family Support - CWD    (New),6151822,13/03/2025,2200112337,1933.50,Revenue,EAST & NORTH HERTS NHS TRUST,122707
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,CWD External Commiss,High Level Family Support - CWD    (New),6151822,13/03/2025,2200112338,1265.00,Revenue,EAST & NORTH HERTS NHS TRUST,122707
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,13/03/2025,2100506062,222.00,Revenue,UNITED TRAVEL INVESTMENTS LTD,125945
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,13/03/2025,2100506063,222.00,Revenue,UNITED TRAVEL INVESTMENTS LTD,125945
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,13/03/2025,2100506064,222.00,Revenue,UNITED TRAVEL INVESTMENTS LTD,125945
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Transport Contracts,6151520,13/03/2025,2100506065,222.00,Revenue,UNITED TRAVEL INVESTMENTS LTD,125945
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Grounds Maint - Sth,Private Contractors,6151500,13/03/2025,5100479417,3396.24,Revenue,BILLINGTON PARISH COUNCIL,130816
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,13/03/2025,5100479388,6799.50,Capital,WALL TO WALL HOME IMPROVEMENTS,131758
PLACE AND COMMUNITIES,600,PARKING,6825,Car Park Mgt &Maint,Professional Services - Consultancy,6141020,13/03/2025,5100479301,4439.05,Revenue,EQUITA LIMITED,131969
PLACE AND COMMUNITIES,600,PARKING,6825,Car Park Mgt &Maint,Professional Services - Consultancy,6141020,13/03/2025,5100479301,-4439.05,Revenue,EQUITA LIMITED,131969
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,13/03/2025,5100479298,6750.00,Capital,CRESTEL HOME ACCESS LTD,134036
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,13/03/2025,5100479300,3507.60,Capital,CRESTEL HOME ACCESS LTD,134036
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,13/03/2025,5100479299,6692.40,Capital,CRESTEL HOME ACCESS LTD,134036
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Adult Skills Budget,Exam Fees,6146100,13/03/2025,5100471802,630.00,Revenue,NCFE,134038
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Direct Payments for clients incl P.Budgets,6161600,13/03/2025,2100511054,271.10,Revenue,Personal Payment,134179
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Direct Payments for clients incl P.Budgets,6161600,13/03/2025,2100511055,271.10,Revenue,Personal Payment,134179
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Direct Payments for clients incl P.Budgets,6161600,13/03/2025,2100511056,271.10,Revenue,Personal Payment,134179
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479400,11520.04,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479409,8422.65,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479407,3750.00,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479399,2940.45,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479398,6750.00,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479401,46240.05,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,13/03/2025,5100479402,4594.65,Revenue,TATES COACHES,134608
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Fleet Education,Vehicle Repairs and Maintenance Costs,6130200,13/03/2025,5100479335,400.00,Revenue,DGM SERVICES LTD,134875
RESOURCES & ORG CHANGE,150,SERVICE DIR HUMAN RESOURCES & ORG DEVELP,7300,Cycle to work scheme,Professional Services - Other,6141040,13/03/2025,5100471815,1041.67,Revenue,CYCLESCHEME LTD,135018
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,13/03/2025,1900141976,2103.02,Revenue,MICROFORMAT UK LTD,135779
PLACE AND COMMUNITIES,600,SERVICE DIRECTOR ASSETS & CAPITAL DELIVE,7600,Leighton Linslade Qu,Repairs Alterations and Maintenance of Buildings,6121000,13/03/2025,5100471706,255.00,Revenue,TEMPLE LIFTS LTD,137678
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Allison House OPH,Repairs Alterations and Maintenance of Buildings,6121000,13/03/2025,5100471710,665.00,Revenue,TEMPLE LIFTS LTD,137678
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Sustainability Grant,Professional Services - Consultancy,6141020,13/03/2025,5100471799,2871.00,Revenue,CYCLE4LIFE,140099
RESOURCES & ORG CHANGE,150,SERVICE DIR HUMAN RESOURCES & ORG DEVELP,7300,Training,Training – Internal Adult Social Care,6151731,13/03/2025,5100474634,875.00,Revenue,EDGE TRAINING AND CONSULTANCY,141242
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,13/03/2025,5100479336,4313.21,Capital,BEARINGS STRUCTURAL SOLUTIONS,141817
CORPORATE COSTS,160,CORPORATE COSTS,7800,Interest Payable,Debt Management Expenses,6181200,13/03/2025,5100471741,257.53,Revenue,KING & SHAXSON LTD,142315
CORPORATE COSTS,160,CORPORATE COSTS,7800,Interest Payable,Debt Management Expenses,6181200,13/03/2025,5100471741,268.49,Revenue,KING & SHAXSON LTD,142315
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,13/03/2025,2100512304,1026.05,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,13/03/2025,2100512305,1030.12,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,13/03/2025,2100512306,1024.59,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,13/03/2025,2100512307,1025.58,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512308,837.51,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512309,828.86,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512310,857.84,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,13/03/2025,2100512311,864.35,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Home Care,6151225,13/03/2025,2100512312,852.04,Revenue,EXECUTIVE CARE SERVICES,142759
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Home Care,6151225,13/03/2025,2100512313,852.04,Revenue,EXECUTIVE CARE SERVICES,142759
