Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389213,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389214,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389024,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389023,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389022,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389021,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389020,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389019,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389047,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389046,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389045,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389044,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389043,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389042,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389041,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389040,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389039,-616.00,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389038,-616.00,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389037,-616.00,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389036,-616.00,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389190,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389191,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389192,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389193,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389194,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389195,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389196,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389197,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389198,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389035,-616.00,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389034,-616.00,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389199,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389200,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389201,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389202,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389006,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389005,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389004,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389230,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389231,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389232,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389233,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389234,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389235,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389003,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389002,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389236,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389001,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389000,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389237,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389238,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389239,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388999,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388998,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388997,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388996,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388995,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388994,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388993,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388992,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388991,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100388990,870.66,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389215,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389018,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389017,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389016,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389015,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389014,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389216,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389217,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389013,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389012,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389218,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389219,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389011,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389220,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389221,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389010,663.36,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389009,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389222,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389223,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389224,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389008,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389007,-808.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389225,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389226,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389227,621.90,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389228,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389229,-577.50,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389097,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389098,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389057,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389099,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389056,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389055,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389054,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389100,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/10/2024,2100389101,261.20,Revenue,AMBITO CARE & SUPPORT,0000102215
