Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Nursing Home Payments,6151205,12/09/2024,2100370574,"2,041.52",Revenue,PARK HOUSE,102015
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Nursing Home Payments,6151205,12/09/2024,2100370573,"2,041.52",Revenue,PARK HOUSE,102015
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370415,898.72,Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370414,898.72,Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370416,898.72,Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370829,"1,526.00",Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370413,898.72,Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370832,"1,526.00",Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370831,"1,526.00",Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370830,"1,526.00",Revenue,QUALITY CARE (SURREY) LTD,102054
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370412,"1,267.11",Revenue,CRAEGMOOR HEALTHCARE - ROSE CO,102207
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370411,"1,267.11",Revenue,CRAEGMOOR HEALTHCARE - ROSE CO,102207
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370410,"1,267.11",Revenue,CRAEGMOOR HEALTHCARE - ROSE CO,102207
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370409,"1,267.11",Revenue,CRAEGMOOR HEALTHCARE - ROSE CO,102207
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Sundon & Bluewater,Private Contractors,6151500,12/09/2024,5100432911,341.46,Revenue,ENVIRONMENT AGENCY,102281
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Respite Care,6151270,12/09/2024,2100374223,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Respite Care,6151270,12/09/2024,2100374222,504.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372581,840.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372580,840.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372579,840.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372578,840.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371883,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369742,915.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369743,915.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371882,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371881,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371880,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Respite Care,6151270,12/09/2024,2100371783,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Respite Care,6151270,12/09/2024,2100371782,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Respite Care,6151270,12/09/2024,2100371781,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Respite Care,6151270,12/09/2024,2100371780,882.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371027,928.40,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371026,928.40,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371025,928.40,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371024,928.40,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369797,950.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369796,950.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369795,950.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369794,950.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369745,915.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369744,915.00,Revenue,FRIARS LODGE,102285
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372951,"1,355.82",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372950,"1,355.82",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372949,"1,355.82",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372948,"1,355.82",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370272,"1,079.24",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370271,"1,079.24",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370270,"1,079.24",Revenue,ELSTOW LODGE,102298
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100370269,"1,079.24",Revenue,ELSTOW LODGE,102298
CHILDREN'S SERVICES,401,DIRECTOR OF CHILDREN'S SERVICES,4000,Capital - Children,Capital Construction / Refurbishment,6121005,12/09/2024,5100433493,894.00,Capital,CLIFTON ALL SAINTS ACADEMY,102300
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100374328,285.71,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100371911,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100371910,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100371909,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100371908,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,12/09/2024,2100371907,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,12/09/2024,2100371906,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,12/09/2024,2100371905,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,12/09/2024,2100371904,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371899,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371898,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371897,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371896,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Residential Care Home Placements,6151210,12/09/2024,2100371655,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Residential Care Home Placements,6151210,12/09/2024,2100371654,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Residential Care Home Placements,6151210,12/09/2024,2100371653,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Residential Care Home Placements,6151210,12/09/2024,2100371652,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371519,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371518,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371517,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371516,882.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370058,930.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370057,930.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370056,930.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370055,930.00,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100374329,428.57,Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100374331,"-1,000.00",Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100374330,"-1,000.00",Revenue,JANES CARE HOMES LTD,102302
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371871,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371912,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371913,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371914,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371915,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372133,469.44,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372134,469.44,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372135,469.44,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100372136,469.44,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371870,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371869,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371868,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371195,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371194,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371193,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100371192,882.00,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370764,904.70,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370763,904.70,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370762,904.70,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100370761,904.70,Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369709,"1,050.00",Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369708,"1,050.00",Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369707,"1,050.00",Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Residential Care Home Placements,6151210,12/09/2024,2100369706,"1,050.00",Revenue,TUDOR HOUSE,102306
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373212,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373211,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373210,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373209,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373208,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373207,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373206,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373205,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373204,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373203,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373202,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373201,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373200,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373199,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373198,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373197,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373196,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373195,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372943,554.73,Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372942,554.73,Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372941,554.73,Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372940,554.73,Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372939,897.36,Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100372938,897.36,Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373213,"1,646.36",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373238,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373237,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373236,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373235,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373234,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373233,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373232,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373231,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Residential Care Home Placements,6151210,12/09/2024,2100373230,"-1,529.08",Revenue,LANSDOWNE CARE SERVICES,102308
