Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,281.06,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,684.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,-293.28,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,533.76,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,-321.28,DIRECT PAYMENTS  CLIENT INCOME,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,788.19,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,2517.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,496.98,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Berkeley Scott Ltd,16/09/2024,No,1230.31,AGENCY STAFF,Agency Staff - Other
Adult Social Care,Berkeley Scott Ltd,16/09/2024,No,-1230.31,AGENCY STAFF,Agency Staff - Other
Adult Social Care,Berkeley Scott Ltd,16/09/2024,No,1025.26,AGENCY STAFF,Agency Staff - Other
Children & Education Services,Commercial services Group,19/09/2024,No,3375,AGENCY STAFF,Agency Staff - Other
Children & Education Services,Commercial services Group,24/09/2024,No,3375,AGENCY STAFF,Agency Staff - Other
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,427.7,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,513.24,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,542.16,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,513.24,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,HOME CARE FOR YOU LTD,12/09/2024,No,611,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,HOME CARE FOR YOU LTD,12/09/2024,No,641.55,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,406.62,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,1668.03,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,1881.88,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,Redacted Personal Data,04/09/2024,No,2001.6,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,Redacted Personal Data,04/09/2024,No,-321.28,DIRECT PAYMENTS  CLIENT INCOME,Not Classified
Central Services to the Public,Big Blue Door Ltd,08/08/2024,No,2120,ICT GENERAL,ICT - Other
Adult Social Care,Redacted Personal Data,04/09/2024,No,1466.4,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,Advance Healthcare,19/09/2024,No,509.6,ASC  EXTRA CARE,Not Classified
Adult Social Care,Advance Healthcare,19/09/2024,No,291.2,ASC  EXTRA CARE,Not Classified
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,1509.17,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,23/09/2024,No,1539.72,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,THE PRIORY NH,05/09/2024,No,4640,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,AVERY HEALTH CARE,05/09/2024,No,3280.2,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,SANDANT CARE LTD,19/09/2024,No,977.6,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SANDANT CARE LTD,19/09/2024,No,-879.84,ASC  DOMICLIARY CARE,Not Classified
Central Services to the Public,MICHAEL PAGE LTD,12/09/2024,No,3488.73,AGENCY STAFF,Agency Staff - Other
Planning & Development Services,MICHAEL PAGE LTD,12/09/2024,No,4500,AGENCY STAFF,Agency Staff - Professional
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,-2000,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,2134.02,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,-4000,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,4268.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,-4000,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,4268.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,-4000,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,4268.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,-4000,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,4268.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,CARE UK - BLOSSOMFIELD GRANGE,05/09/2024,No,4268.04,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,684.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Central Services to the Public,MICHAEL PAGE LTD,19/09/2024,No,3239.54,AGENCY STAFF,Agency Staff - Other
Planning & Development Services,MICHAEL PAGE LTD,19/09/2024,No,5000,AGENCY STAFF,Agency Staff - Professional
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,3619.56,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,3619.56,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),09/09/2024,No,3619.56,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,323.83,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,602.4,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,301.2,ASC  DOMICLIARY CARE,Not Classified
Planning & Development Services,IDOX SOFTWARE LTD,16/09/2024,No,-38226.64,ICT GENERAL,ICT - Call Systems
Planning & Development Services,IDOX SOFTWARE LTD,16/09/2024,No,38226.64,ICT GENERAL,ICT - Call Systems
Planning & Development Services,IDOX SOFTWARE LTD,16/09/2024,No,31855.54,ICT GENERAL,ICT - Call Systems
Adult Social Care,NATIONWIDE CARE SERVICES LTD,02/09/2024,No,865.95,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,1430.7,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,684.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,276,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UPWARD CARE LTD,26/09/2024,No,1392.64,ASC  EXTRA CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,476.58,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,Redacted Personal Data,04/09/2024,No,635.44,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,264.5,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,552,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,BARCHESTER HEALTHCARE HOMES LTD,05/09/2024,No,4290.72,ASC  NURSING CARE RESPITE,Not Classified
Planning & Development Services,PHS GROUP PLC,16/09/2024,No,71.31,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,16/09/2024,No,85.8,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,16/09/2024,No,84.3,CLEANING,Washroom Sanitation Service
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,464.94,ASC  DIRECT PAYMENTS,Not Classified
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,321.44,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,39.26,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,200,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,89.03,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,200,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,300,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,53.92,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,03/09/2024,No,150,CLEANING,Washroom Sanitation Service
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,1380.86,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,1466.4,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,179.06,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,25,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,179.06,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,60,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,112.35,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,179.06,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,43.92,CLEANING,Washroom Sanitation Service
Planning & Development Services,PHS GROUP PLC,19/09/2024,No,120,CLEANING,Washroom Sanitation Service
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,279.31,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,977.6,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1656.6,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1054.2,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,684.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,690.43,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,BARCHESTER HEALTHCARE HOMES LTD,05/09/2024,No,3984.24,ASC  NURSING CARE RESPITE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,482.69,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,898.17,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,415.48,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Planning & Development Services,BURO HAPPOLD ENGINEERING,06/09/2024,No,1652.49,PROFESSIONAL FEES,Consultancy - Business
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,474.39,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,641.55,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,690.43,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,602.4,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,451.8,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,421.68,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,684.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,768.06,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,677.7,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,466.86,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,421.68,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,684.32,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1024.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1024.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,331.32,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,406.62,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1686.72,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,THE PRIORY NH,19/09/2024,No,612.96,ASC  NURSING CARE RESPITE,Not Classified
Adult Social Care,THE PRIORY NH,19/09/2024,No,4290.72,ASC  NURSING CARE RESPITE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,305.5,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,993.96,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,19/09/2024,No,948.78,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,858.42,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Redacted Personal Data,02/09/2024,No,510,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1009.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,421.68,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,RAYNER HOUSE & YEW TREES,05/09/2024,No,3240,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1611.42,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Affinity Care Consortium Ltd,05/09/2024,No,3376.8,ASC  RESIDENTIAL CARE RESPITE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1159.62,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,293.28,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,421.68,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1054.2,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1536.12,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,301.2,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,850.89,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,05/09/2024,No,3188.7,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,384.03,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Redacted Personal Data,02/09/2024,No,300,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,562.12,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,263.55,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,338.85,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,464.36,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,677.7,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,677.7,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,662.64,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Redacted Personal Data,26/09/2024,No,443,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,05/09/2024,No,466.86,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1142.57,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,361.44,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Redacted Personal Data,26/09/2024,No,459,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1084.32,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19/09/2024,No,316.26,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,391.56,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,05/09/2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1686.72,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Redacted Personal Data,26/09/2024,No,300,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1475.88,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1475.88,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,452.14,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1174.68,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,843.36,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,451.8,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1054.2,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1054.2,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1265.04,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,805.71,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,527.1,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,677.7,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,496.98,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,286.14,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,436.74,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,474.39,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,858.42,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,753,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,753,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,496.98,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Redacted Personal Data,26/09/2024,No,600,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,436.74,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,542.16,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Children & Education Services,DELL COMPUTER CORP LTD,19/09/2024,No,3138.24,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,DELL COMPUTER CORP LTD,16/09/2024,No,469,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,DELL COMPUTER CORP LTD,24/09/2024,No,579.69,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,DELL COMPUTER CORP LTD,27/09/2024,No,4057.83,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,DELL COMPUTER CORP LTD,27/09/2024,No,1387,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,VEEZU MIDLANDS LTD,09/09/2024,No,240,CLIENTS TRANSPORT COSTS,Taxi - Children Social Care
Cultural & Related Services,Cakehead Ltd,20/09/2024,No,261.6,CATERING PROVISIONS,Catering - Food & Beverages
Planning & Development Services,VPS (UK) LTD,23/09/2024,No,1337.04,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,23/09/2024,No,3786.59,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,23/09/2024,No,-3786.59,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,23/09/2024,No,3489.86,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,23/09/2024,No,296.73,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,CRANMORE PARK,24/09/2024,No,-3120,ROOM HIRE PREMISES HIRE,Room Hire
Planning & Development Services,CRANMORE PARK,24/09/2024,No,3120,ROOM HIRE PREMISES HIRE,Room Hire
Planning & Development Services,CRANMORE PARK,24/09/2024,No,2600,ROOM HIRE PREMISES HIRE,Room Hire
Highways & Transport Services,SMARTER TRAVEL LTD,30/08/2024,No,1500,MARKETING,Marketing
Highways & Transport Services,SMARTER TRAVEL LTD,30/08/2024,No,-1500,MARKETING,Marketing
Highways & Transport Services,SMARTER TRAVEL LTD,30/08/2024,No,1250,MARKETING,Marketing
Children & Education Services,ALPHABET GB LTD,16/09/2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,16/09/2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,16/09/2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,16/09/2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,16/09/2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,16/09/2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Environmental and Regulatory Services,SUEZ RECYCLING AND RECOVERY UK LTD,16/09/2024,No,61588.38,WASTE DISPOSAL,Waste Management - Waste Disposal
Environmental and Regulatory Services,SUEZ RECYCLING AND RECOVERY UK LTD,26/09/2024,No,51502.9,WASTE DISPOSAL,Waste Management - Waste Disposal
Adult Social Care,BRITISH GAS,19/09/2024,No,-1450.29,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,19/09/2024,No,1450.29,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,19/09/2024,No,1381.23,ELECTRICITY,Electricity
Children & Education Services,FORENSIC PSYCHOLOGY PRACTICE,06/09/2024,No,453.5,PROFESSIONAL FEES,CSC - Other
Children & Education Services,FORENSIC PSYCHOLOGY PRACTICE,11/09/2024,No,3406,TRAINING,Training
