Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,Redacted Personal Data,13/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,909,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,KEYS PCE LTD,14/11/2024,No,17715.04,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,BY THE BRIDGE,07/11/2024,No,3926.84,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,TBTT DIRECT LTD t/a Diamond Star Care Services,07/11/2024,No,1400,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,TBTT DIRECT LTD t/a Diamond Star Care Services,14/11/2024,No,1400,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,TBTT DIRECT LTD t/a Diamond Star Care Services,21/11/2024,No,1400,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,TBTT DIRECT LTD t/a Diamond Star Care Services,28/11/2024,No,1400,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,06/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Kids Inc Residential Services Limited,28/11/2024,No,8170.71,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,Kids Inc Residential Services Limited,28/11/2024,No,31442.86,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,Redacted Personal Data,06/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,01/11/2024,No,305.92,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,Redacted Personal Data,08/11/2024,No,305.92,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,Redacted Personal Data,15/11/2024,No,305.92,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,Redacted Personal Data,22/11/2024,No,305.92,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,Redacted Personal Data,29/11/2024,No,305.92,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,600,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,400,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,378,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Penderels Trust,26/11/2024,No,467.49,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Penderels Trust,26/11/2024,No,484.8,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Penderels Trust,26/11/2024,No,484.8,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,06/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,13/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,19/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,26/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,29/11/2024,No,466.97,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,320,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,-275.4,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,-453.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,335.24,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,552.16,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,552.16,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,1152.9,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,606,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,606,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,303,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,FREEDOM FOSTERING LTD,07/11/2024,No,1564.04,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FREEDOM FOSTERING LTD,07/11/2024,No,3045.96,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FREEDOM FOSTERING LTD,07/11/2024,No,1564.04,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FREEDOM FOSTERING LTD,07/11/2024,No,3045.96,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FREEDOM FOSTERING LTD,07/11/2024,No,1564.04,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FREEDOM FOSTERING LTD,07/11/2024,No,3045.96,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,Redacted Personal Data,08/11/2024,No,274.5,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,Redacted Personal Data,08/11/2024,No,999,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,Redacted Personal Data,08/11/2024,No,455.98,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,Redacted Personal Data,15/11/2024,No,268.97,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,Redacted Personal Data,29/11/2024,No,300,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,COMPASS FOSTERING WEST LTD,07/11/2024,No,868.51,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,COMPASS FOSTERING WEST LTD,07/11/2024,No,2657.64,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,COMPASS FOSTERING WEST LTD,14/11/2024,No,3543.52,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,COMPASS FOSTERING WEST LTD,07/11/2024,No,868.51,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,COMPASS FOSTERING WEST LTD,07/11/2024,No,2657.64,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,COMPASS FOSTERING WEST LTD,14/11/2024,No,3543.52,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,TACT,14/11/2024,No,3061.8,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PARALLEL PARENTS,07/11/2024,No,3589.14,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,NT Social Work Limited,15/11/2024,No,1898.8,PROFESSIONAL FEES,PROFESSIONAL FEES
Children & Education Services,FURNDEX DISCOUNT FURNITURE,29/11/2024,No,208.34,CARE LEAVERS GRANT,CARE LEAVERS GRANT
Children & Education Services,ST BASILS,14/11/2024,No,-644.11,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,644.11,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,-387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,346.83,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,ST BASILS,14/11/2024,No,387.24,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,386.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,S.W.A.P LTD,14/11/2024,No,2942.24,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,606,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,727.2,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PARALLEL PARENTS,07/11/2024,No,3824.03,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,S.W.A.P LTD,14/11/2024,No,2795.12,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,S.W.A.P LTD,14/11/2024,No,2942.24,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,606,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Kedleston(Wood Grove Childcare) Limited,14/11/2024,No,17244.12,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,Redacted Personal Data,06/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,13/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,19/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,26/11/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,IKON FOSTERING,07/11/2024,No,3816.41,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,S.W.A.P LTD,14/11/2024,No,2795.12,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,655.2,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,06/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,19/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,27/11/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,NEW LIFE FOSTERING AGENCY LTD,14/11/2024,No,430.6,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,NEW LIFE FOSTERING AGENCY LTD,14/11/2024,No,3014.2,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,NEW LIFE FOSTERING AGENCY LTD,14/11/2024,No,430.6,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,NEW LIFE FOSTERING AGENCY LTD,14/11/2024,No,3014.2,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,NEXUS FOSTERING LTD,07/11/2024,No,3890.94,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,606,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,3509.28,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,320,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,SELECT CARE SOLUTIONS,28/11/2024,No,308.27,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,SELECT CARE SOLUTIONS,28/11/2024,No,318.55,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,SELECT CARE SOLUTIONS,28/11/2024,No,318.55,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,SELECT CARE SOLUTIONS,28/11/2024,No,308.27,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,SELECT CARE SOLUTIONS,21/11/2024,No,1151.43,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,SELECT CARE SOLUTIONS,21/11/2024,No,974.29,LODGING SEMIINDEP RENT,LODGING SEMIINDEP RENT
Children & Education Services,SELECT CARE SOLUTIONS,28/11/2024,No,318.55,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,PARALLEL PARENTS,07/11/2024,No,3824.03,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,NATIONAL FOSTERING AGENCY,07/11/2024,No,5662.68,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,UK FOSTERING,14/11/2024,No,3285.08,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,UK FOSTERING,21/11/2024,No,3285.08,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,3350.56,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,-1456,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,1092,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,3440.48,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,1456,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,3660,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,-3350.56,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,546,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,772.84,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,-843.58,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,-1566.65,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,259.83,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,312,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,442,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,843.58,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,860.12,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,1566.65,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,1597.37,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,14/11/2024,No,-442,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,362.98,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,362.98,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,624,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,728,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,5284.88,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,FOSTER CARE ASSOCIATES LTD,21/11/2024,No,-362.98,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,NATIONAL FOSTERING AGENCY,07/11/2024,No,3410.52,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,636.3,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,727.2,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,363.6,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,AMMA Childcare Services,07/11/2024,No,6510,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,AMMA Childcare Services,07/11/2024,No,6510,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,AMMA Childcare Services,07/11/2024,No,6510,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,AMMA Childcare Services,07/11/2024,No,6510,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,463.92,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,1114.56,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,463.92,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,1114.56,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,727.2,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,MATCH FOSTER CARE,07/11/2024,No,3287.92,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,MATCH FOSTER CARE,07/11/2024,No,3287.92,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,IDEAL FOSTERING,21/11/2024,No,3586.08,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,Redacted Personal Data,13/11/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,419.28,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,CORAMBAAF,29/11/2024,No,750,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,BY THE BRIDGE,07/11/2024,No,5824,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,1212,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,424.2,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,545.4,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,303,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,TACT,14/11/2024,No,3527.12,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,320,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),26/11/2024,No,907.2,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,01/11/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,08/11/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,15/11/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,22/11/2024,No,276.51,STAYING PUT,STAYING PUT
