Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,632.52,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,722.88,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,707.82,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,1106.91,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,391.56,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,481.92,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,662.64,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,813.24,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,813.24,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,512.04,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,301.2,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,361.44,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,22-08-2024,No,400,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,659.88,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,745.47,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,474.39,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,1204.8,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,1272.57,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,293.67,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,293.67,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,406.62,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,331.32,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,384.03,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,783.12,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,692.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,1024.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,557.22,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,963.84,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,963.84,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,27-08-2024,No,316.26,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,512.04,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,474.39,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,474.39,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,271.08,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,888.54,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,813.24,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,368.97,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Affinity Care Consortium Ltd,21-08-2024,No,1326.6,ASC  RESIDENTIAL CARE RESPITE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,1430.7,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,1445.76,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,722.88,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,617.46,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,737.94,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,27-08-2024,No,256.02,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,27-08-2024,No,376.5,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,918.66,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,1641.54,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,1046.67,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,496.98,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,406.62,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,316.26,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,451.8,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,542.16,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,572.28,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,316.26,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,768.06,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,768.06,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,489.45,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,730.41,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,496.98,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,1099.38,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,1099.38,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,391.56,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,331.32,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,466.86,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,346.38,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,19-08-2024,No,617.46,ASC  DOMICLIARY CARE,Not Classified
Children & Education Services,M J GROSVENOR (MOTORS),01-08-2024,No,8145,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Children & Education Services,M J GROSVENOR (MOTORS),01-08-2024,No,2030,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,M J GROSVENOR (MOTORS),01-08-2024,No,3630,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,M J GROSVENOR (MOTORS),01-08-2024,No,4500,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,EASTERN SHIRES PURCHASING ORGANISATION,01-08-2024,No,155,PAYABLES ACCRUAL ACCOUNT,Laundry Service
Children & Education Services,EASTERN SHIRES PURCHASING ORGANISATION,01-08-2024,No,73.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Central Services to the Public,DELL CORPORATION LTD,01-08-2024,No,211.6,ICT GENERAL,ICT - Other
Central Services to the Public,DELL CORPORATION LTD,01-08-2024,No,117.6,ICT GENERAL,ICT - Other
Central Services to the Public,DELL CORPORATION LTD,01-08-2024,No,-7.2,ICT GENERAL,ICT - Other
Central Services to the Public,DELL CORPORATION LTD,29-07-2024,No,840,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,DELL CORPORATION LTD,01-08-2024,No,945.48,ICT GENERAL,ICT - Other
Children & Education Services,DELL CORPORATION LTD,01-08-2024,No,49.56,ICT GENERAL,ICT - Other
Children & Education Services,DELL CORPORATION LTD,01-08-2024,No,-0.03,ICT GENERAL,ICT - Other
Children & Education Services,DELL CORPORATION LTD,01-08-2024,No,86.73,ICT GENERAL,ICT - Other
Central Services to the Public,DELL CORPORATION LTD,01-08-2024,No,840,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,DELL COMPUTER CORP LTD,22-08-2024,No,579.69,HARDWARE PURCHASE,ICT - Hardware
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,2006.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,-2006.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,2066.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,-2066.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,-2026.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,2026.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,-40,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,40,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,2026.32,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,-365.16,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,365.16,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,01-08-2024,No,365.16,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Children & Education Services,VEEZU MIDLANDS LTD,13-08-2024,No,440,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Adult Social Care,VEEZU MIDLANDS LTD,08-08-2024,No,-2415.12,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,08-08-2024,No,2415.12,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,08-08-2024,No,2415.12,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Adult Social Care,VEEZU MIDLANDS LTD,08-08-2024,No,801.47,CLIENTS TRANSPORT COSTS,Taxi - Adult Social Care
Planning & Development Services,TRINITY FIRE AND SECURITY SYSTEMS,08-08-2024,No,816,SECURITY,CCTV - Security
Adult Social Care,SEVERN TRENT WATER LTD,14-08-2024,No,522.53,WATER,Water
Planning & Development Services,VPS (UK) LTD,13-08-2024,No,1337.04,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,13-08-2024,No,-1337.04,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,13-08-2024,No,1337.04,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,VPS (UK) LTD,13-08-2024,No,2482.06,OTHER PREMISE COSTS,Security - Alarms
Planning & Development Services,CRANMORE PARK,27-08-2024,No,4680,ROOM HIRE PREMISES HIRE,Room Hire
Planning & Development Services,CRANMORE PARK,27-08-2024,No,-4680,ROOM HIRE PREMISES HIRE,Room Hire
Planning & Development Services,CRANMORE PARK,27-08-2024,No,3900,ROOM HIRE PREMISES HIRE,Room Hire
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Children & Education Services,ALPHABET GB LTD,14-08-2024,No,377.93,PROFESSIONAL FEES,CSC - Other
Environmental and Regulatory Services,SUEZ RECYCLING AND RECOVERY UK LTD,20-08-2024,No,64324.32,WASTE DISPOSAL,Waste Management - Waste Disposal
Central Services to the Public,CAPITA MANAGED IT SOLUTIONS,29-08-2024,No,-5083.67,ICT GENERAL,ICT - Maintenance & Support
Adult Social Care,BRITISH GAS,28-08-2024,No,-1578.46,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,28-08-2024,No,1578.46,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,28-08-2024,No,1503.3,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,263.11,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,-263.11,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,250.59,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,-1752.15,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,1752.15,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,1668.72,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,1564.82,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,-1564.82,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,1490.31,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,-1362.32,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,1362.32,ELECTRICITY,Electricity
Adult Social Care,BRITISH GAS,14-08-2024,No,1297.45,ELECTRICITY,Electricity
Children & Education Services,FORENSIC PSYCHOLOGY PRACTICE,19-08-2024,No,453.5,TRAINING,Training
Children & Education Services,FORENSIC PSYCHOLOGY PRACTICE,13-08-2024,No,2986.2,TRAINING,Training
Cultural & Related Services,NOBISCO,08-08-2024,No,353.99,CLEANING,Cleaning Service - Internal
Children & Education Services,NOBISCO,08-08-2024,No,66.6,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,NOBISCO,08-08-2024,No,207.96,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,NOBISCO,08-08-2024,No,168,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,NOBISCO,08-08-2024,No,20.88,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,NOBISCO,08-08-2024,No,130.05,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Cultural & Related Services,NOBISCO,22-08-2024,No,527.8,CLEANING,Cleaning Service - Internal
Central Services to the Public,DO THE WRITE THING,23-08-2024,No,-660,TRAINING,Training
Central Services to the Public,DO THE WRITE THING,23-08-2024,No,660,TRAINING,Training
Central Services to the Public,DO THE WRITE THING,23-08-2024,No,550,TRAINING,Training
Adult Social Care,ADASS,29-08-2024,No,2739,GRANTS & SUBSCRIPTIONS,Subscriptions
Environmental and Regulatory Services,COVENTRY CITY COUNCIL,15-07-2024,No,74865.24,WASTE DISPOSAL,Waste Management - Waste Disposal
Children & Education Services,REDACTED PERSONAL DATA,01-08-2024,No,2000,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Central Services to the Public,The Copyright Licensing Agency Ltd,15-08-2024,No,-25235.65,LEGAL FEES,Legal Services - Other
Highways & Transport Services,Swarco UK and Ireland Ltd,15-08-2024,No,4385.36,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Adult Social Care,APETITO LTD,21-08-2024,No,872.47,CATERING PROVISIONS,Catering - Other
Adult Social Care,APETITO LTD,21-08-2024,No,22.7,CATERING PROVISIONS,Catering - Other
Adult Social Care,APETITO LTD,21-08-2024,No,972.7,CATERING PROVISIONS,Catering - Other
Adult Social Care,NOTTINGHAM REHAB SUPPLIES,01-08-2024,No,920.9,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,NOTTINGHAM REHAB SUPPLIES,01-08-2024,No,288.9,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,NOTTINGHAM REHAB SUPPLIES,13-08-2024,No,487,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,NOTTINGHAM REHAB SUPPLIES,13-08-2024,No,-54,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Environmental and Regulatory Services,COVENTRY CITY COUNCIL,14-08-2024,No,-59377.33,WASTE DISPOSAL,Waste Management - Waste Disposal
Environmental and Regulatory Services,COVENTRY CITY COUNCIL,14-08-2024,No,59377.33,WASTE DISPOSAL,Waste Management - Waste Disposal
Environmental and Regulatory Services,COVENTRY CITY COUNCIL,14-08-2024,No,49481.11,WASTE DISPOSAL,Waste Management - Waste Disposal
Children & Education Services,COVENTRY CITY COUNCIL,08-08-2024,No,800,PROFESSIONAL FEES,CSC - Other
Adult Social Care,COVENTRY CITY COUNCIL,08-08-2024,No,960,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Children & Education Services,COVENTRY CITY COUNCIL,27-08-2024,No,13674,PROFESSIONAL FEES,Professional & Advisory Services - HR
Planning & Development Services,BIRMINGHAM CITY COUNCIL,15-07-2024,No,1580.25,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,15-07-2024,No,600,GRANTS & SUBSCRIPTIONS,Grants - Other
Central Services to the Public,BIRMINGHAM CITY COUNCIL SHARED SERVICES,22-08-2024,No,7470,OTHER CONTRACTED SERVICES,WM MET Authorities
Planning & Development Services,BIRMINGHAM CITY COUNCIL,01-08-2024,No,4166.67,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,01-08-2024,No,12600,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,01-08-2024,No,8000,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,01-08-2024,No,12500,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,01-08-2024,No,17187.76,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,08-08-2024,No,6395.83,GRANTS & SUBSCRIPTIONS,Grants - Other
Planning & Development Services,BIRMINGHAM CITY COUNCIL,08-08-2024,No,4174.42,GRANTS & SUBSCRIPTIONS,Grants - Other
Adult Social Care,BIRMINGHAM CITY COUNCIL SHARED SERVICES,15-08-2024,No,2250,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Planning & Development Services,BIRMINGHAM CITY COUNCIL,14-08-2024,No,2777.91,GRANTS & SUBSCRIPTIONS,Grants - Other
Highways & Transport Services,NOW WIRELESS LTD,05-08-2024,No,3750,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Children & Education Services,BIRMINGHAM CITY COUNCIL SHARED SERVICES,15-08-2024,No,22700,PROFESSIONAL FEES,CSC - Other
Central Services to the Public,BIRMINGHAM CHILDRENS TRUST,15-08-2024,No,1400,TRAINING,Training
Children & Education Services,DODD GROUP,13-08-2024,No,-414.44,GENERAL BUILDING COSTS,Not Classified
Central Services to the Public,DODD GROUP,13-08-2024,No,-1200.15,PLANNED WORKS LANDLORD,Not Classified
Central Services to the Public,DODD GROUP,30-08-2024,No,-8286.54,GENERAL CREDITORS,Not Classified
Children & Education Services,DODD GROUP,13-08-2024,No,-1000,GENERAL BUILDING COSTS,Not Classified
Central Services to the Public,DODD GROUP,30-08-2024,No,-217.58,GENERAL CREDITORS,Not Classified
Central Services to the Public,DODD GROUP,30-08-2024,No,-387.1,GENERAL CREDITORS,Not Classified
Central Services to the Public,DODD GROUP,28-08-2024,No,-332.95,GENERAL CREDITORS,Not Classified
Central Services to the Public,DODD GROUP,28-08-2024,No,-263.75,GENERAL CREDITORS,Not Classified
Central Services to the Public,DODD GROUP,28-08-2024,No,-240.37,GENERAL CREDITORS,Not Classified
Central Services to the Public,DODD GROUP,28-08-2024,No,-374.3,GENERAL CREDITORS,Not Classified
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,-546.45,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,546.45,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,514.64,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,31.81,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,359.37,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,-400.41,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,400.41,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,376.52,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,23.89,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,367.68,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,-367.68,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,355.77,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,11.91,CATERING PROVISIONS,Catering - Other
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,01-08-2024,No,696.85,CATERING PROVISIONS,Catering - Food & Beverages
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,561.65,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,-561.65,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,523.96,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,31.41,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,-311.07,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,311.07,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,272.9,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,38.17,CATERING PROVISIONS,Catering - Other
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,15-08-2024,No,-790.38,CATERING PROVISIONS,Catering - Food & Beverages
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,15-08-2024,No,790.38,CATERING PROVISIONS,Catering - Food & Beverages
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,15-08-2024,No,129.94,CATERING PROVISIONS,Catering - Food & Beverages
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,15-08-2024,No,-129.94,CATERING PROVISIONS,Catering - Food & Beverages
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,15-08-2024,No,660.75,CATERING PROVISIONS,Catering - Food & Beverages
Cultural & Related Services,BRAKE BROS FOODSERVICE LTD,15-08-2024,No,129.63,CATERING PROVISIONS,Catering - Food & Beverages
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,568.31,CATERING PROVISIONS,Catering - Other
Adult Social Care,BRAKE BROS FOODSERVICE LTD,29-08-2024,No,27.62,CATERING PROVISIONS,Catering - Other
