Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Economy and Infrastructure,Adult Social Care,2 Hills Consultancy,16/12/2022,,900.00,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),13/12/2022,,10339.62,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),13/12/2022,,9764.38,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,22/12/2022,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,22/12/2022,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,22/12/2022,,3500.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,22/12/2022,,1500.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,07/12/2022,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,22/12/2022,,900.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,07/12/2022,,1100.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,05/12/2022,,850.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,05/12/2022,,750.00,LEGAL FEES,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,A S C Birch,13/12/2022,,3465.00,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Solihull MBC,Adult Care Support,Adult Social Care,A Star Care Services,21/12/2022,,1450.00,ASC HOME CARE SUPPORT SERVICES,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A1 Care,14/12/2022,,865.20,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,A1 Care,14/12/2022,,865.20,ASC DOMICLIARY CARE,Not Classified
Solihull MBC,Children and Education,Children & Education Services,A1 Support Limited,15/12/2022,,2760.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Children and Education,Children & Education Services,Abacus Fostering Ltd,15/12/2022,,3040.00,EXTERNAL FOSTERING,Not Classified
Solihull MBC,Childrens Services DSG Central,Children & Education Services,Abbot Beyne School,13/12/2022,,600.00,OTHER CONTRACTED SERVICES,Not Classified
