Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,Redacted Personal Data,04/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,10/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,18/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,23/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,30/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,IKON FOSTERING,05/12/2024,No,3851.91,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),20/12/2024,No,454.5,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,05/12/2024,No,3821.27,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,Redacted Personal Data,05/12/2024,No,3821.27,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,PEOPLE PLUS ILS (CDP),20/12/2024,No,272.7,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,TACT,05/12/2024,No,2931.4,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,04/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,10/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,18/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,23/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,30/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,PEOPLE PLUS ILS (CDP),20/12/2024,No,320,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,03/12/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,03/12/2024,No,305.92,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,10/12/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,18/12/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,23/12/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,30/12/2024,No,299.73,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),20/12/2024,No,640,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,Redacted Personal Data,04/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,10/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,18/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,23/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,30/12/2024,No,251.48,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,PEOPLE PLUS ILS (CDP),20/12/2024,No,320,CSC  DIRECT PAYMENTS,CSC  DIRECT PAYMENTS
Children & Education Services,COMPASS FOSTERING CENTRAL LTD,05/12/2024,No,6061,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,COMPASS FOSTERING CENTRAL LTD,05/12/2024,No,6061,EXTERNAL FOSTERING,EXTERNAL FOSTERING
Children & Education Services,Redacted Personal Data,09/12/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,13/12/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,20/12/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,30/12/2024,No,276.51,STAYING PUT,STAYING PUT
Children & Education Services,Redacted Personal Data,03/12/2024,No,251.48,FOSTER PARENTS,FOSTER PARENTS
Children & Education Services,Redacted Personal Data,04/12/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,10/12/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,18/12/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,23/12/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,30/12/2024,No,305.92,PRIVATE ORDERS,PRIVATE ORDERS
Children & Education Services,Redacted Personal Data,13/12/2024,No,330,CLIENTS EXPENSES,CLIENTS EXPENSES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-918.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-1285.54,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-3856.62,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-3509.38,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-4913.13,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-14739.39,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-1782.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-2495.81,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-7487.43,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,918.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1082.34,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1285.54,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1515.27,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1611.38,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1782.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,2255.93,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,2495.81,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3499.96,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3509.38,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3856.62,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,4545.81,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,4899.94,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,4913.13,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6767.79,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,7487.43,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,14699.82,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,14739.39,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-918.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-1285.54,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-3856.62,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-3509.38,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-4913.13,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-14739.39,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-1782.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-2495.81,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-7487.43,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,918.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1082.34,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1285.54,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1515.27,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1611.38,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,1782.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,2255.93,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,2495.81,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3499.96,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3509.38,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3856.62,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,4545.81,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,4899.94,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,4913.13,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6767.79,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,7487.43,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,14699.82,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,14739.39,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9023.72,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19599.76,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-19652.52,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,-9983.24,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,3895.36,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,5142.16,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
Children & Education Services,OVERLEY HALL LIMITED,05/12/2024,No,6061.08,OTHER CONTRACTED SERVICES,OTHER CONTRACTED SERVICES
