Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Economy And Infrastructure,Planning & Development Services,Refugee Action,28-05-2024,,18127.58,OTHER CONTRACTED SERVICES,Stronger Communities Initiatives
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,558,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,852,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,28,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,28,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,15,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,1454.52,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Economy And Infrastructure,Highways & Transport Services,EXTERIOR LIGHTING SOLUTIONS UK (ELS),21-05-2024,,170,MATERIALS,Street Lighting - Materials - Highways
Solihull MBC,Adult Care Support,Adult Social Care,CARE & INDEPENDANCE LTD,01-05-2024,,231.75,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,SECA Ltd,28-05-2024,,395,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,13-05-2024,,500,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,21-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,13-05-2024,,250,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,300,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,250,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,750,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,500,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,400,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,500,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,750,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,600,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,500,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services,Children & Education Services,PROSPERO TEACHING,09-05-2024,,400,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,01-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,07-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,07-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,01-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,07-05-2024,,400,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,01-05-2024,,250,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,01-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,01-05-2024,,300,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,01-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,300,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,400,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,250,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,14-05-2024,,400,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,300,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,400,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,300,PROFESSIONAL FEES,CSC - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,PROSPERO TEACHING,16-05-2024,,500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1121.79,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1274.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1147.28,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,382.43,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,509.9,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,637.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1274.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1147.28,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,382.43,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,254.95,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,637.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1019.8,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1147.28,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1274.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,382.43,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,254.95,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,254.95,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,637.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,13-05-2024,,1019.8,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,TEACHER ACTIVE LIMITED,17-05-2024,,1147.28,PROFESSIONAL FEES,CSC - Specialist Needs - Other
