Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Economy and Infrastructure,Other Housing Services,24-7 Locks Ltd,25/08/2022,,1960.50,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),02/08/2022,,4370.87,TRANSPORT CONTRACT HIRE,Passenger Transport - Haulage
Solihull MBC,Children and Education,Children & Education Services,24X7 Ltd (Warwickshire),02/08/2022,,8753.07,TRANSPORT CONTRACT HIRE,Passenger Transport - Haulage
Solihull MBC,Public Health,Cultural & Related Services,3J Services Ltd,14/08/2022,,250.00,FURNITURE EQUIPMENT,Sports Equipment
Solihull MBC,Public Health,Cultural & Related Services,3J Services Ltd,14/08/2022,,180.00,FURNITURE EQUIPMENT,Sports Equipment
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,17/08/2022,,650.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,03/08/2022,,500.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,03/08/2022,,3400.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,03/08/2022,,500.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,03/08/2022,,975.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,17/08/2022,,500.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,17/08/2022,,500.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,3PB Barristers,03/08/2022,,925.00,LEGAL FEES EXTERNAL,Legal Services - Other
Solihull MBC,Children and Education,Children & Education Services,A S C Birch,02/08/2022,,1635.33,TRANSPORT CONTRACT HIRE,Passenger Transport - Haulage
Solihull MBC,Children and Education,Children & Education Services,A S C Birch,02/08/2022,,468.00,CLIENTS TRANSPORT COSTS,Taxi - Other
Solihull MBC,Childrens Services DSG Central,Children & Education Services,A1 Loo Hire,05/08/2022,,585.00,OTHER CONTRACTED SERVICES,Facilities & Management Services
Solihull MBC,Children and Education,Children & Education Services,A1 Support Limited,12/08/2022,,-2760.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Children and Education,Children & Education Services,A1 Support Limited,12/08/2022,,2760.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Children and Education,Children & Education Services,A1 Support Limited,19/08/2022,,2760.00,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Abbey Healthcare Homes Ltd,10/08/2022,,4820.48,ASC NURSING CARE PERMANENT,Not Classified
Solihull MBC,Children and Education,Children & Education Services,Acacia Consultants And Associates,19/08/2022,,1357.49,LODGING SEMIINDEP RENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Access UK Ltd,04/08/2022,,1650.40,IT EQUIPMENT SOFTWARE,ICT - Call Systems
Solihull MBC,Adult Care Support,Adult Social Care,Access UK Ltd,04/08/2022,,1650.90,IT EQUIPMENT SOFTWARE,ICT - Call Systems
Solihull MBC,Adult Care Support,Adult Social Care,Access UK Ltd,04/08/2022,,1640.65,IT EQUIPMENT SOFTWARE,ICT - Call Systems
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,10/08/2022,,9957.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,10/08/2022,,7665.56,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,10/08/2022,,7690.20,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,10/08/2022,,7139.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,10/08/2022,,7139.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accomplish Group Lifestyles Ltd,10/08/2022,,6153.84,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accora,02/08/2022,,1303.00,OTHER CONTRACTED SERVICES,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accora,18/08/2022,,1780.00,OTHER CONTRACTED SERVICES,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accora,18/08/2022,,1282.00,OTHER CONTRACTED SERVICES,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accora,18/08/2022,,2235.00,OTHER CONTRACTED SERVICES,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accora,18/08/2022,,1095,OTHER CONTRACTED SERVICES,ASC - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/08/2022,,2726.36,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,16/08/2022,,6621.16,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,1563.60,ASC RESIDENTIAL CARE RESPITE,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,1280.24,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2757.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2757.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,3003.56,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2757.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,389.48,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,1168.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2757.44,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
Solihull MBC,Adult Care Support,Adult Social Care,Accord Housing Asssociation,09/08/2022,,2726.36,ASC RESIDENTIAL CARE PERMANENT,Not Classified
