Body name,Directorate,Service Area Categorisation,Supplier Name,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Solihull MBC,Resources,Central Services to the Public,11KBW,13/01/2022,,2724.00,Other Fees,Not Yet Classified
Solihull MBC,Resources,Central Services to the Public,11KBW,13/01/2022,,-1362.00,Other Fees,Not Yet Classified
Solihull MBC,Adult Social Care,Other Housing Services,24-7 Locks Ltd,17/01/2022,,2693.50,Other Premise Costs,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,24X7 Ltd (Warwickshire),07/01/2022,,1234.35,Transport-Contract Hire,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,24X7 Ltd (Warwickshire),07/01/2022,,1494.72,Transport-Contract Hire,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,24X7 Ltd (Warwickshire),07/01/2022,,1849.90,Transport-Contract Hire,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,3PB Barristers,13/01/2022,,825.00,Other Fees,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,3PB Barristers,13/01/2022,,825.00,Other Fees,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,3PB Barristers,11/01/2022,,1500.00,Other Fees,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,3PB Barristers,13/01/2022,,500.00,Other Fees,Not Yet Classified
Solihull MBC,Economy and Infrastructure,Highways & Transport Services,A E Neachell & Son,05/01/2022,,26032.35,Contractors,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,A S C Birch,07/01/2022,,1841.33,Transport-Contract Hire,360000 - Public Transport
Solihull MBC,Covid-19,Central Services to the Public,A Star Care Services,19/01/2022,,8550.00,ASC - Home Care Support Services,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,A1 Support Limited,13/01/2022,,2760.00,Supported Lodgings,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,A1 Support Limited,13/01/2022,,2760.00,Supported Lodgings,Not Yet Classified
Solihull MBC,Children's Services - DSG Central.,Children & Education Services,Abable Ltd,11/01/2022,,357.99,Professional Fees,Not Yet Classified
Solihull MBC,Children's Services - DSG Central.,Children & Education Services,Abable Ltd,12/01/2022,,1638.00,Professional Fees,Not Yet Classified
Solihull MBC,Children's Services - DSG Central.,Children & Education Services,Abable Ltd,07/01/2022,,1948.50,Professional Fees,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Abbey Healthcare Homes Ltd,05/01/2022,,4522.84,ASC - Nursing Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Abbey Healthcare Homes Ltd,26/01/2022,,4522.84,ASC - Nursing Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Resources,Central Services to the Public,Ability Smart,12/01/2022,,345.00,IT Equipment & Software,Not Yet Classified
Solihull MBC,Resources,Central Services to the Public,Ability Smart,12/01/2022,,90.00,IT Equipment & Software,Not Yet Classified
Solihull MBC,Resources,Central Services to the Public,Ability Smart,12/01/2022,,90.00,IT Equipment & Software,Not Yet Classified
Solihull MBC,Children's Services & Skills,Children & Education Services,Absolute Interpreting & Translation Ltd,21/01/2022,,218.94,Professional Fees,261100 - Human Resources - Interpretation & Translation
Solihull MBC,Resources,Central Services to the Public,Access Intelligence Media,05/01/2022,,8330.00,General Office Expenses,270000 - Information Communication Technology
Solihull MBC,Adult Social Care,Adult Social Care,Access UK Ltd,07/01/2022,,1680.85,IT Equipment & Software,Not Yet Classified
Solihull MBC,Covid-19,Central Services to the Public,Accomplish Group,19/01/2022,,2090.00,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,05/01/2022,,9599.80,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,26/01/2022,,9599.80,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,05/01/2022,,7308.00,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,26/01/2022,,7308.00,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,05/01/2022,,7332.64,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,26/01/2022,,7332.64,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,05/01/2022,,7019.32,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,26/01/2022,,7019.32,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,05/01/2022,,5796.28,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accomplish Group Lifestyles Ltd,26/01/2022,,5796.28,ASC - Residential Care Permanent,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accora,07/01/2022,,360,Furniture & Equipment,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accora,13/01/2022,,521,Furniture & Equipment,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accora,13/01/2022,,-189,Furniture & Equipment,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accora,17/01/2022,,1360.00,Furniture & Equipment,Not Yet Classified
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Association,13/01/2022,,430.83,Block Contracts,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Covid-19,Central Services to the Public,Accord Housing Association,19/01/2022,,2717.00,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,1289.68,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-552.72,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,552.72,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-921.20,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-1934.52,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-644.84,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,921.20,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2740.00,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,460.60,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-921.20,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-2579.36,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-1473.92,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,921.20,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,1473.92,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-921.20,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-1934.52,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-644.84,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,-685.00,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Permanent,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,552.72,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,644.84,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,460.60,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,1473.92,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
Solihull MBC,Adult Social Care,Adult Social Care,Accord Housing Asssociation,06/01/2022,,2579.36,ASC - Residential Care Respite,321000 - Social Community Care Supplies & Services - Adult
