Body,Body name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,ProClass,ProClass Description,Extended Description,Profit Centre
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,13/06/2023,1901593611,40323,"3,388.00",Altrincham Grammar School for Boys,403,GB121527841,YP:Altrincham Gramma,SCHOOL BUDGET SHARE,280040,,,,403advJune23,103403
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,250.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72636,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,56.13,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72732,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,64.48,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72740,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,"2,055.59",Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72741,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,310.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72781,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,12.75,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,GB32XIE0XAEUI,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,4.50,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,4.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,4.50,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,4.50,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,4.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,3.99,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,3.99,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,3.99,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,3.99,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,3.99,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40107,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,17.97,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40110,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,17.97,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40110,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,17.97,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40110,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,17.97,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40110,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,17.97,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,40110,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,60.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,625196,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,20.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72636,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,90.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72636,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,10.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72636,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,40.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72636,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,50.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72690,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,14.43,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72691,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,-14.43,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72692,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,05/06/2023,1901592857,5402,14.43,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72694,102406
