Body,Body name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,ProClass,ProClass Description,Extended Description,Profit Centre
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,018.28",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,861.76",BUPA CARE SERVICES,127676,GB239731641,MENT HLT 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157024
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,MENT HLT 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157024
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,768.40",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,Social Care-3rd Prty,230805,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,631.60",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT RES CARE FEES,230842,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,589.44",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT RES CARE FEES,230842,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,631.60",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT RES CARE FEES,230842,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,768.40,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT RES CARE FEES,230842,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,631.60",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT RES CARE FEES,230842,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,721.40",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 18-64 LT,EXT NURS CARE FEES,230844,,,,Redacted,157000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 18-64 LT,EXT NURS CARE FEES,230844,,,,Redacted,157000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,740.88",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,Social Care-3rd Prty,230805,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,631.60",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT RES CARE FEES,230842,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,858.28",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,025.84",BUPA CARE SERVICES,127676,GB239731641,MENT HLT 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157024
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,MENT HLT 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157024
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,979.44,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT NURS CARE FEES,230844,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,080.16",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT RES CARE FEES,230842,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,631.60",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 85+ LT,EXT RES CARE FEES,230842,,,,Redacted,157030
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"1,768.40",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,Social Care-3rd Prty,230805,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,631.60",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT RES CARE FEES,230842,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,174.90,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,979.44,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,979.44,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,979.44,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,"2,941.72",BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,-174.91,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,04/12/2023,1901618363,927411,-979.52,BUPA CARE SERVICES,127676,GB239731641,PHYS SUPP 75-84 LT,EXT NURS CARE FEES,230844,,,,Redacted,157020
