Body,Body name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,ProClass,ProClass Description,Extended Description,Profit Centre
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,26/02/2024,5100458143,6421,289.46,UPS Building & Maintenance Limited,4600,GB901576633,HS:ADAPTATIONS,PROFESSIONAL FEES,220456,,391110,CONSTRUCTION: Bld Construction,Redacted,302300
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,29/02/2024,5100458906,6473,"5,825.54",UPS Building & Maintenance Limited,4600,GB901576633,Capital Schemes,A&M PAY TO CONTRACTO,400400,,391110,CONSTRUCTION: Bld Construction,Redacted,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,29/02/2024,5100458906,6473,368.80,UPS Building & Maintenance Limited,4600,GB901576633,Capital Schemes,A&M PAY TO CONTRACTO,400400,,391110,CONSTRUCTION: Bld Construction,Redacted,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,29/02/2024,5100458906,6473,309.72,UPS Building & Maintenance Limited,4600,GB901576633,Capital Schemes,A&M PAY TO CONTRACTO,400400,,391110,CONSTRUCTION: Bld Construction,Redacted,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,29/02/2024,5100458906,6473,128.70,UPS Building & Maintenance Limited,4600,GB901576633,Capital Schemes,A&M PAY TO CONTRACTO,400400,,391110,CONSTRUCTION: Bld Construction,Redacted,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,29/02/2024,5100458906,6473,100.00,UPS Building & Maintenance Limited,4600,GB901576633,Capital Schemes,A&M PAY TO CONTRACTO,400400,,391110,CONSTRUCTION: Bld Construction,Redacted,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,02/02/2024,5100458227,#22697,"59,964.43",Armstrong Building and Maint Ltd,4765,GB292120917,Capital Schemes,A&M PAY TO CONTRACTO,400400,,391113,CONSTRUCTION : Repair,Sibson House Refurbishment Works,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,28/02/2024,5100458757,INWEST106775,225.00,Woods Building Services Ltd,4770,GB649339989,Capital Schemes,A&M PAY TO CONTRACTO,400400,,181000,ENVIRONMENT : Asbestos Removal,5 Skelwith Close Urmston - Removal,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,29/02/2024,5100458831,032/24,"2,804.00",Hoist and Shower Chair Company Ltd,4655,GB789250193,Capital Schemes,A&M PAY TO CONTRACTO,400400,,191400,FACILITIES MGT : Lifts,Redacted,990000
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,23/02/2024,5100458325,018/24,"2,869.00",Hoist and Shower Chair Company Ltd,4655,GB789250193,Capital Schemes,A&M PAY TO CONTRACTO,400400,,191400,FACILITIES MGT : Lifts,Redacted,990000
