Body,Body name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,ProClass,ProClass Description,Extended Description,Profit Centre
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,11/05/2023,1901589618,40323,"3,388.00",Altrincham Grammar School for Boys,403,GB121527841,YP:Altrincham Gramma,SCHOOL BUDGET SHARE,280040,,,,403advMay23,103403
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,"-1,530.00",Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72427,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,23.41,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72427,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,48.25,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72451,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,"4,755.01",Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72452,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,583.99,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72453,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,"-4,755.01",Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72485,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,"4,519.72",Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72486,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,130.14,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72578,102406
http://statistics.data.gov.uk/id/statistical-geography/E08000009 ,Trafford,03/05/2023,1901588960,5402,-290.00,Sale High School,406,GB149191256,YP:Sale High School,Schools' Unall Ch Bk,220852,,171011,EDUCATION :  Children,72586,102406
