Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7041279,45245,2777.2
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7041842,45245,2811.92
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7042075,45245,2568.91
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7042307,45245,2568.91
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7042545,45245,2603.63
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7044177,45245,2603.63
Delivery Director - Sustainable Transport,60001,Project Support Costs,9104,Sellick Partnership Limited,7044178,45245,2562.9
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7041297,45231,547.2
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7042732,45247,584.61
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7042734,45247,584.61
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7042735,45247,554.63
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7042872,45247,584.61
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7043764,45247,554.63
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7043765,45247,584.61
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7043770,45247,599.6
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7044572,45251,644.57
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7044581,45251,547.2
IPS Programme,32752,Provider Delivery Fees - Contract,9156,Shaw Trust,7043919,45239,473720
Head of Operational Assets - Bus Stations,60395,Physical Construction,9172,DABS Ltd,7043458,45233,2850
Head of Operational Assets - Bus Stations,60395,Physical Construction,9172,DABS Ltd,7043459,45233,2740
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9172,DABS Ltd,7043525,45233,750
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9172,DABS Ltd,7043527,45233,1300
Head of Operational Assets - Bus Stations,60395,Physical Construction,9172,DABS Ltd,7044685,45257,580
Head of Operational Assets - Bus Stations,60395,Physical Construction,9172,DABS Ltd,7044686,45257,7400
Metro Programme Director,60392,Enabling Works,9179,CPC Civils,7043705,45233,35000
Metro Programme Director,60392,Enabling Works,9179,CPC Civils,7044702,45259,75500
Metro Programme Director,60392,Enabling Works,9179,CPC Civils,7044703,45259,60000
Metro Programme Director,60612,Electricity Utility Costs,9179,CPC Civils,7044702,45259,65500
Metro Programme Director,60612,Electricity Utility Costs,9179,CPC Civils,7044703,45259,55500
Metro Programme Director,60613,Water Utility Costs,9179,CPC Civils,7044702,45259,103389.38
Metro Programme Director,60613,Water Utility Costs,9179,CPC Civils,7044703,45259,85500
Metro Programme Director,60614,Sewerage Utility Costs,9179,CPC Civils,7043705,45233,65574.99
Metro Programme Director,60614,Sewerage Utility Costs,9179,CPC Civils,7044703,45259,47630.31
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7043479,45231,3444
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7043784,45239,3526
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7044034,45240,3526
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7044409,45247,3608
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7044680,45257,3567
Bus Service Improvement Plan (BSIP),31571,External Advice,9183,Waterman Aspen,7044404,45247,15708
Head of Bus,60001,Project Support Costs,9183,Waterman Aspen,7037348,45251,2156.8
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043485,45231,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043488,45231,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043781,45239,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043782,45239,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043783,45233,742
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043786,45233,960
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043788,45239,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7044029,45240,2160
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7044031,45240,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7044032,45240,960
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7044401,45247,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7044402,45247,960
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7044405,45247,840
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7044408,45247,1484
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7044640,45259,742
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7044642,45257,2400
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,40582,45252,68926.62
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,40583,45252,22975.54
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,3003958,45240,4510.96
Bus Service Improvement Plan (BSIP),31770,Marketing,9200,Nicholas Banks Graphic Design,7044414,45247,3750
Adult Education,32751,Provider Delivery Fees - Grant,9237,SOUTH & CITY COLLEGE BIRMINGHAM,8013905,45251,1878159.08
Adult Education,32751,Provider Delivery Fees - Grant,9237,SOUTH & CITY COLLEGE BIRMINGHAM,8013913,45251,50705.79
Adult Education,32751,Provider Delivery Fees - Grant,9238,BIRMINGHAM METROPOLITAN COLLEGE,8013905,45251,688487.74
Adult Education,32751,Provider Delivery Fees - Grant,9238,BIRMINGHAM METROPOLITAN COLLEGE,8013913,45251,6866.92
Adult Education,32751,Provider Delivery Fees - Grant,9240,SANDWELL COLLEGE,8013905,45251,375150.67
Adult Education,32751,Provider Delivery Fees - Grant,9240,SANDWELL COLLEGE,8013913,45251,15651.92
Adult Education,32751,Provider Delivery Fees - Grant,9241,DUDLEY COLLEGE,8013905,45251,449578.28
Adult Education,32751,Provider Delivery Fees - Grant,9241,DUDLEY COLLEGE,8013913,45251,32542.02
Adult Education,32751,Provider Delivery Fees - Grant,9242,WALSALL COLLEGE,8013905,45251,610815.17
Adult Education,32751,Provider Delivery Fees - Grant,9242,WALSALL COLLEGE,8013913,45251,23592.38
Adult Education,32751,Provider Delivery Fees - Grant,9243,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,8013905,45251,454693
Adult Education,32751,Provider Delivery Fees - Grant,9243,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,8013913,45251,19225.57
Director of Housing & Regeneration,60001,Project Support Costs,9248,Savills,7044608,45259,3150
Adult Education,32751,Provider Delivery Fees - Grant,9249,fircroft college,8013905,45251,170767.5
Adult Education,32751,Provider Delivery Fees - Grant,9249,fircroft college,8013913,45251,7009.48
Accessible Transport,31571,External Advice,9259,Ernst & Young LLP,7044704,45257,85000
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7039415,45231,2054.56
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7042049,45259,535.81
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7042050,45259,817.42
Investment Programme Financing,60194,Transport Planning,9260,SLC Aecom JV,7042487,45231,173369.92
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7042979,45231,1882.56
Investment Programme Financing,60194,Transport Planning,9260,SLC Aecom JV,7043278,45231,97446.45
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7043279,45231,188475.59
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7043281,45231,8155.28
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7043282,45231,5195.26
Investment Programme Financing,60194,Transport Planning,9260,SLC Aecom JV,7043282,45231,10392.08
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7043555,45231,6813.89
Investment Programme Financing,60194,Transport Planning,9260,SLC Aecom JV,7043555,45231,186649.08
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7044159,45259,8666.64
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7044355,45259,1195.44
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7044356,45259,796.96
Adult Education,32751,Provider Delivery Fees - Grant,9273,Heart of Worcester College Redditch,8013905,45251,108582.17
Adult Education,32751,Provider Delivery Fees - Grant,9273,Heart of Worcester College Redditch,8013913,45251,3652.42
Adult Education,32751,Provider Delivery Fees - Grant,9288,Coventry College,8013905,45251,298702.17
Adult Education,32751,Provider Delivery Fees - Grant,9288,Coventry College,8013913,45251,16495.17
Adult Education,32751,Provider Delivery Fees - Grant,9289,South Staffordshire College,8013905,45251,71714
Adult Education,32751,Provider Delivery Fees - Grant,9289,South Staffordshire College,8013913,45251,3801.39
Adult Education,32751,Provider Delivery Fees - Grant,9290,Joseph Chamberlain Sixth Form College,8013905,45251,201726.5
Adult Education,32751,Provider Delivery Fees - Grant,9293,Halesowen College,8013905,45251,118027
Adult Education,32751,Provider Delivery Fees - Grant,9293,Halesowen College,8013913,45251,18869.02
Adult Education,32751,Provider Delivery Fees - Grant,9294,Telford College,8013905,45251,221174.63
Adult Education,32751,Provider Delivery Fees - Grant,9294,Telford College,8013913,45251,2006.37
Adult Education,32751,Provider Delivery Fees - Grant,9297,Hereward College,8013905,45251,6932.67
Adult Education,32751,Provider Delivery Fees - Grant,9297,Hereward College,8013913,45251,579.86
Adult Education,32751,Provider Delivery Fees - Grant,9298,North Warwickshire and South Leicestershire Colleg,8013905,45251,73495.67
Adult Education,32751,Provider Delivery Fees - Grant,9298,North Warwickshire and South Leicestershire Colleg,8013913,45251,680.95
Director of Network Resilience,31571,External Advice,9305,Liquid Public Relations Limited,7044469,45251,3200
Adult Education,32752,Provider Delivery Fees - Contract,9311,Pilot IMS Limited,8013912,45251,45668.74
Head of Health & Communities,31767,Events / Exhibitions,9336,Birmingham Sport and Physical Activity Trust,7044041,45240,2000
Delivery Director - Rail,60001,Project Support Costs,9369,Cubic Transport Systems Limited,7043878,45245,15672
Director of Development & Delivery,60395,Physical Construction,9369,Cubic Transport Systems Limited,7043793,45245,152258.8
Director of Network Resilience,31604,IT Software Licenses and Applications,9373,Vaisala,7037950,45251,21498
Adult Education,32751,Provider Delivery Fees - Grant,9379,Warwickshire College Group,8013905,45251,31438.1
Delivery Director - Rail,60141,Legal Advice,9424,Eversheds Sutherland - Client Account,7042915,45240,1386.4
Investment Programme Financing,60141,Legal Advice,9424,Eversheds Sutherland - Client Account,7042915,45240,6030
Delivery Director - Rail,60630,Land Acquisition,9424,Eversheds Sutherland - Client Account,7043952,45238,670235.58
"Executive Director of Strategy, Integration and Ne",31572,Consultants,9428,Improvement and Development Agency (IDEA),7043556,45231,5600
Learning and Development,30112,Learning & Development,9437,Archimedes Consulting Ltd,7044390,45247,711.4
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7043507,45231,2750
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7043726,45233,5209
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7043727,45259,2000
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7043729,45233,11070
Homelessness,31671,Revenue Contributions to Third Parties,9463,St Basils,7044256,45245,15000
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9463,St Basils,7044375,45247,34697.98
Homelessness,31671,Revenue Contributions to Third Parties,9463,St Basils,7044449,45251,37000
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9463,St Basils,7044724,45257,8521.05
Net Zero Neighbourhood,60001,Project Support Costs,9463,St Basils,7044376,45247,52752.06
Net Zero Neighbourhood,60001,Project Support Costs,9463,St Basils,7044723,45257,60858.27
Delivery Director - Metro,31571,External Advice,9491,Stewart Signs Limited,7044021,45240,39900
Director of Housing & Regeneration,60001,Project Support Costs,9501,Avison Young,7043965,45239,7000
Transport Assets,30661,Rents,9510,The Arch Co,7044207,45245,7949.7
Transport Assets,30661,Rents,9510,The Arch Co,7044208,45259,7612.5
Transport Assets,30661,Rents,9510,The Arch Co,7044209,45259,7937.5
West Midlands 5G,31671,Revenue Contributions to Third Parties,9531,WM5G Limited,7044190,45245,312500
Investment Programme - Funding Control,31775,Targeted Measures / Initiatives,9531,WM5G Limited,3004011,45251,278613.98
Sprint,60001,Project Support Costs,9560,Faithful+Gould,7044039,45245,6292.8
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7044138,45257,16720
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7044139,45257,16280
Sprint,60001,Project Support Costs,9560,Faithful+Gould,7044300,45259,6292.8
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7044662,45259,30969
Sprint,60110,Financial & Commerical Advice,9560,Faithful+Gould,7043821,45245,26690.34
Learning and Development,30112,Learning & Development,9565,NEC Group,7043872,45239,18150
Director of Network Resilience,31770,Marketing,9566,One Black Bear Limited,7042607,45240,25000
Head of IT Delivery,31609,IT Consumables,9575,Sumillion,7043964,45239,8195.5
Sprint,60800,IT Hardware - Capital,9581,thinkproject UK Limited,7044237,45245,4950
Sprint,60800,IT Hardware - Capital,9581,thinkproject UK Limited,7044385,45247,4950
Director of Development & Delivery,60801,IT Software - Capital,9581,thinkproject UK Limited,7043189,45239,2168.1
Investment Programme Financing,60801,IT Software - Capital,9581,thinkproject UK Limited,7043189,45239,4401.9
Director of Development & Delivery,60801,IT Software - Capital,9581,thinkproject UK Limited,7044393,45259,2168.1
Investment Programme Financing,60801,IT Software - Capital,9581,thinkproject UK Limited,7044393,45259,4401.9
Events & Stakeholder,31767,Events / Exhibitions,9590,Witton Lodge Community Association,7043815,45233,750
Adult Education,32751,Provider Delivery Fees - Grant,9593,Shrewsbury Colleges Group,8013905,45251,6089.66
Adult Education,32752,Provider Delivery Fees - Contract,9594,Netcom Training Ltd,8013912,45251,314037.76
West Midlands Cycle Hire,31578,Management Fees,9596,Serco Ltd,7043515,45231,118733.71
West Midlands Cycle Hire,31671,Revenue Contributions to Third Parties,9596,Serco Ltd,7043516,45231,3534.17
Adult Education,32752,Provider Delivery Fees - Contract,9598,Back 2 Work Complete Training Ltd,8013912,45251,2199.2
Adult Education,32752,Provider Delivery Fees - Contract,9601,Enterkey Training Ltd,8013912,45251,14078.13
Adult Education,32752,Provider Delivery Fees - Contract,9603,Challenge TRG Skills Limited,8013916,45251,83206.75
Adult Education,32752,Provider Delivery Fees - Contract,9604,Release Potential Ltd,8013912,45251,168368.49
Adult Education,32751,Provider Delivery Fees - Grant,9612,Dudley Metropolitan Borough Council,8013905,45251,238499.71
Adult Education,32751,Provider Delivery Fees - Grant,9613,University College Birmingham,8013905,45251,55258.18
Adult Education,32751,Provider Delivery Fees - Grant,9613,University College Birmingham,8013912,45251,8802.71
Adult Education,32751,Provider Delivery Fees - Grant,9614,The Workers Education Association,8013905,45251,62637
Adult Education,32751,Provider Delivery Fees - Grant,9615,NCG trading as Kidderminster College,8013905,45251,5005.63
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3003957,45240,475051.88
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3004025,45251,471269.08
Director of Network Resilience,60632,Infrastructure Enhancements,9634,Sandwell MBC,7042040,45231,25000
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043472,45245,1688.25
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043473,45245,1744.59
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043474,45245,1688.25
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043475,45245,1688.25
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043476,45245,1688.25
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043477,45245,1688.25
Metro Director,31602,Telephone - Land Line,9639,EE Limited,7043478,45245,1662.86
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,9640,Durolas,7043799,45233,2441
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,9640,Durolas,7044229,45245,2650
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9640,Durolas,7043800,45233,44000
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7044230,45245,4414
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9640,Durolas,7044373,45247,4749
Head of Bus,60001,Project Support Costs,9657,Hagley Consult Ltd,7043808,45233,1200
Head of Bus,60001,Project Support Costs,9657,Hagley Consult Ltd,7043809,45233,1200
Head of Operational Assets - Bus Infrastructure,60001,Project Support Costs,9657,Hagley Consult Ltd,7043810,45239,2400
Head of Network Transformation,60001,Project Support Costs,9657,Hagley Consult Ltd,7043811,45239,2400
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7043528,45231,3680.64
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7043937,45239,8800.65
UKSPF,31572,Consultants,9703,C&W Business Solutions,7044240,45245,29333.49
Industrial Strategy,31671,Revenue Contributions to Third Parties,9703,C&W Business Solutions,7043904,45239,178603.33
Executive Director WMRE,31767,Events / Exhibitions,9714,Worcester City Council,7044042,45240,535
Adult Education,32751,Provider Delivery Fees - Grant,9719,RSM UK Tax and Accounting Limited,7044155,45240,1500
Sprint,60394,Traffic Management,9743,Colas Limited,7043879,45259,7723.51
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,9765,Birmingham City Council,7043546,45257,521
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9765,Birmingham City Council,7044677,45257,25000
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7044613,45257,4459.54
Delivery Director - Rail,60080,Planning Approval Costs,9765,Birmingham City Council,3003993,45246,3000
Investment Programme Financing,60080,Planning Approval Costs,9765,Birmingham City Council,7041700,45257,13110
Sprint,60615,Utilities Diversion,9765,Birmingham City Council,7043373,45257,672
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9799,Dudley MBC,7044378,45247,1200
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7044736,45259,32500
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7044737,45259,1250
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7044738,45259,22500
Head of Operational Assets - Bus Infrastructure,60561,Contributions to 3rd Parties,9799,Dudley MBC,3003981,45245,570034.8
CRSTS - Capital,60563,Local Authority CRSTS Costs,9799,Dudley MBC,3003926,45231,673884
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),9801,First Trenitalia West Coast Rail Limited,3003947,45239,13738.76
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7040728,45240,17013
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7044566,45257,31240.8
Head of Bus,60191,Design Works,9825,Atkins Limited,7043575,45233,32816.96
Head of Bus,60191,Design Works,9825,Atkins Limited,7043652,45233,97742.12
Head of Bus,60191,Design Works,9825,Atkins Limited,7044444,45251,3500
Head of Bus,60191,Design Works,9825,Atkins Limited,7044445,45251,5989
Head of Bus,60191,Design Works,9825,Atkins Limited,7044446,45251,5989
Head of Finance & Business Planning,30961,Insurance,9837,Arthur J Gallagher Insurance Brokers Limited,7044466,45251,4602.8
Delivery Director - Sustainable Transport,60395,Physical Construction,9847,M&A Doocey Civil Engineering Limited,7043877,45245,96718.54
Head of Operational Assets - Bus Stations,60395,Physical Construction,9854,Thorlux Lighting,7042383,45257,15067.5
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9854,Thorlux Lighting,7044596,45257,7889.25
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9854,Thorlux Lighting,7044713,45259,3287.99
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9854,Thorlux Lighting,7044714,45259,9868
Head of Swift,31604,IT Software Licenses and Applications,9862,Novoville,7043855,45239,1000
Delivery Director - Rail,60001,Project Support Costs,9871,Hollywood Monster,7043834,45247,2086.77
Investment Programme Financing,60001,Project Support Costs,9871,Hollywood Monster,7043834,45247,6428.06
Commonwealth Games Legacy Fund,31572,Consultants,9878,ARTS COUNCIL ENGLAND,7043658,45231,1536.15
Homelessness,31671,Revenue Contributions to Third Parties,9896,Birmingham and Solihull Women's Aid,7043860,45239,3500
Homelessness,31671,Revenue Contributions to Third Parties,9898,Spring Housing Association,7043861,45239,1500
Investment Programme Financing,60630,Land Acquisition,9921,Roger Hannah Ltd,7035130,45253,10429.2
Director of Housing & Regeneration,60001,Project Support Costs,9941,CBRE Limited,7043559,45231,15000
Inclusion,31542,Publications,9948,Care First,7044595,45251,670
Sprint,60001,Project Support Costs,9970,Arden Business Solutions Ltd,7043807,45233,6577.65
Sprint,60001,Project Support Costs,9970,Arden Business Solutions Ltd,7044616,45257,4405.3
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043329,45231,11687
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043330,45231,14505.02
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043331,45251,11121.56
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043332,45251,5670
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043714,45257,10710
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043731,45257,13891.5
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043732,45257,7938
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043969,45245,11687
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7043971,45257,3780
