Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
Head of Swift,60141,Legal Advice,8897,Trowers and Hamlins LLP,7043112,45215,3325
Customer Intelligence Team,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7042461,45204,608.68
Accessible Transport - Customer Service,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7042467,45204,882.75
Accessible Transport - Customer Service,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7042786,45211,906.29
Customer Intelligence Team,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7043077,45222,568.19
Accessible Transport - Customer Service,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7043086,45218,882.75
Accessible Transport - Customer Service,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7043266,45222,882.75
Customer Intelligence Team,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7043286,45222,872.32
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042462,45204,914.25
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042463,45204,2589.4
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042464,45204,731.4
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042465,45204,914.25
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042466,45204,914.25
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042781,45211,914.25
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042782,45211,2295.15
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042783,45211,914.25
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042784,45211,914.25
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7042785,45211,828.92
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043080,45218,914.25
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043081,45218,1765.5
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043082,45218,816.73
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043083,45218,914.25
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043287,45222,914.25
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043288,45222,914.25
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043289,45222,914.25
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043503,45229,2259.51
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043504,45229,914.25
Director of Integrated Network Services,31571,External Advice,8935,Addleshaw Goddard LLP,7042848,45211,50904
Director of Development & Delivery,60141,Legal Advice,8935,Addleshaw Goddard LLP,7038215,45204,2423.6
Investment Programme Financing,60141,Legal Advice,8935,Addleshaw Goddard LLP,7038215,45204,5562
Director of Midlands Connect,30661,Rents,8967,Anglo Scandinavian Estates 4 LLP,7041268,45224,5385.2
Delivery Director - Metro,31571,External Advice,8978,City of Wolverhampton Council,7040279,45224,828
Metro Programme Director,60394,Traffic Management,8978,City of Wolverhampton Council,7040279,45224,3836
Metro Programme Director,60394,Traffic Management,8978,City of Wolverhampton Council,7041274,45224,1848
"Director of Policy, Strategy & Innovation",60395,Physical Construction,8978,City of Wolverhampton Council,7041274,45224,662
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),8981,West Midlands Trains Limited,3003855,45211,139994.26
Metro Programme Director,60002,Local Authority Staff Costs,8981,West Midlands Trains Limited,7040490,45201,3525
Director of Development & Delivery,60051,Quantitative Assessments/Audits,8981,West Midlands Trains Limited,7041499,45204,22818
Investment Programme Financing,60051,Quantitative Assessments/Audits,8981,West Midlands Trains Limited,7042850,45215,6500
Investment Programme Financing,60051,Quantitative Assessments/Audits,8981,West Midlands Trains Limited,7042851,45215,6500
Investment Programme Financing,60051,Quantitative Assessments/Audits,8981,West Midlands Trains Limited,7042852,45215,7500
Investment Programme Financing,60051,Quantitative Assessments/Audits,8981,West Midlands Trains Limited,7042853,45215,7500
Joint Data Team,60054,Investigations and Surveys,9023,Nationwide Data Collection,7043010,45218,9270
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",7041228,45217,16395.87
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",7042522,45217,20219.94
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9042,Esri UK,7042667,45204,115000
Metro Director,31653,Hotel & Refreshment Expenses,9071,Midland Metro Ltd,7043008,45222,516.48
Metro Director,32423,MML - Subsidy/Franchise Fee,9071,Midland Metro Ltd,7042370,45222,2077288
Concessions Schemes,32430,Child Travel Pass Concession,9071,Midland Metro Ltd,40566,45224,1870
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7040370,45211,59737.83
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7041325,45211,42030
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7042362,45211,34139.28
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7042364,45204,11010.54
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7042365,45204,1955.25
Metro Director,31572,Consultants,9076,JFN Engineering,7042643,45208,2355
Safety and Security Manager,31571,External Advice,9084,CQS (Certified Quality Systems) Limited,7042911,45211,950
Head of Organisational Development,30114,Occupational Health,9087,BHSF Group Limited,7042013,45218,867
Head of Organisational Development,30115,Staff Recruitment Costs,9096,West Midlands Employers,7042990,45211,2500
Head of Organisational Development,31571,External Advice,9096,West Midlands Employers,7042992,45211,3984.5
Head of Organisational Development,31571,External Advice,9096,West Midlands Employers,7042993,45211,3334.5
Mayoral Events,31767,Events / Exhibitions,9097,Millennium Point,3003922,45229,3872.5
Metro Programme Director,60143,Insurance,9101,Marsh JLT Speciality Ltd,7042560,45201,1390.7
Metro Programme Director,60143,Insurance,9101,Marsh JLT Speciality Ltd,7042561,45201,2097.44
Metro Programme Director,60143,Insurance,9101,Marsh JLT Speciality Ltd,7042562,45201,1617.44
Metro Programme Director,60143,Insurance,9101,Marsh JLT Speciality Ltd,7042563,45201,2439.42
Metro Programme Director,60143,Insurance,9101,Marsh JLT Speciality Ltd,7042564,45201,9581.09
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7038115,45208,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7038116,45208,1904
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7041616,45224,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7041618,45224,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7041619,45224,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7041630,45224,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7042668,45224,1666
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7042669,45224,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7042687,45224,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7042722,45224,1666
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7042760,45208,1602.44
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7042929,45215,2060.28
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043193,45218,2230.77
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043328,45224,1259.06
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043378,45224,2214.21
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043430,45224,1144.6
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7042727,45229,547.2
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7042868,45229,684
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7043054,45218,629.58
Director of Housing & Regeneration,31571,External Advice,9177,Thomas Lister ltd,7042476,45222,4450
Director of Housing & Regeneration,31571,External Advice,9177,Thomas Lister ltd,7042477,45222,750
Director of Housing & Regeneration,60110,Financial & Commerical Advice,9177,Thomas Lister ltd,7043343,45224,3580
Metro Programme Director,60392,Enabling Works,9179,CPC Civils,7043316,45222,35000
Metro Programme Director,60614,Sewerage Utility Costs,9179,CPC Civils,7043316,45222,42712.36
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7042517,45201,2911
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7042812,45211,3915
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7043089,45218,738
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7043307,45222,2255
Future Mobility Zone to FTZ – DRT University of Warwick,31571,External Advice,9183,Waterman Aspen,7042512,45201,2280
Future Mobility Zone to FTZ – DRT University of Warwick,31571,External Advice,9183,Waterman Aspen,7042807,45208,2700
Head of Bus,60001,Project Support Costs,9183,Waterman Aspen,7037543,45208,1725.44
Head of Bus,60001,Project Support Costs,9183,Waterman Aspen,7037984,45208,1725.44
Head of Bus,60001,Project Support Costs,9183,Waterman Aspen,7038101,45208,2156.8
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7042511,45201,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7042513,45224,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7042514,45224,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7042519,45224,2160
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7042810,45208,1860
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7042811,45224,3000
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7042816,45224,2580
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7042817,45208,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7042818,45224,2160
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7043097,45218,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043099,45224,2160
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043100,45218,2226
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043101,45224,2880
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043103,45224,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043104,45218,960
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043299,45224,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043303,45222,960
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043305,45224,2400
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043306,45224,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043308,45222,742
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043481,45229,742
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043484,45229,9600
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7043486,45229,2400
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9183,Waterman Aspen,7043489,45229,960
Metro Programme Director,60616,Utilities Management,9183,Waterman Aspen,7042518,45201,1996.8
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,40569,45224,68926.62
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,40570,45224,24424.54
Executive Director WMRE,31770,Marketing,9200,Nicholas Banks Graphic Design,7043138,45218,1000
Adult Education,32751,Provider Delivery Fees - Grant,9237,SOUTH & CITY COLLEGE BIRMINGHAM,8013490,45219,1878159.08
Adult Education,32751,Provider Delivery Fees - Grant,9237,SOUTH & CITY COLLEGE BIRMINGHAM,8013497,45219,74456.19
Adult Education,32751,Provider Delivery Fees - Grant,9238,BIRMINGHAM METROPOLITAN COLLEGE,8013490,45219,688487.74
Adult Education,32751,Provider Delivery Fees - Grant,9238,BIRMINGHAM METROPOLITAN COLLEGE,8013497,45219,38413.42
Adult Education,32751,Provider Delivery Fees - Grant,9240,SANDWELL COLLEGE,8013490,45219,375150.67
Adult Education,32751,Provider Delivery Fees - Grant,9240,SANDWELL COLLEGE,8013497,45219,15122.35
Adult Education,32751,Provider Delivery Fees - Grant,9241,DUDLEY COLLEGE,8013490,45219,449578.28
Adult Education,32751,Provider Delivery Fees - Grant,9241,DUDLEY COLLEGE,8013497,45219,63773.2
Youth Combined Authority,31767,Events / Exhibitions,9242,WALSALL COLLEGE,7042605,45204,1107.5
Adult Education,32751,Provider Delivery Fees - Grant,9242,WALSALL COLLEGE,8013490,45219,610815.17
Adult Education,32751,Provider Delivery Fees - Grant,9242,WALSALL COLLEGE,8013497,45219,18616.91
Adult Education,32751,Provider Delivery Fees - Grant,9243,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,8013490,45219,454693
Adult Education,32751,Provider Delivery Fees - Grant,9243,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,8013497,45219,33729.91
Adult Education,32751,Provider Delivery Fees - Grant,9249,fircroft college,8013490,45219,170767.5
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7039482,45218,5013.82
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7042051,45218,13849.08
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7042221,45204,133088.09
Investment Programme Financing,60194,Transport Planning,9260,SLC Aecom JV,7042469,45211,103382.39
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7042471,45211,131895.72
Director of Development & Delivery,60194,Transport Planning,9260,SLC Aecom JV,7042472,45211,5768.35
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7042981,45218,12699.04
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7043096,45218,11830.36
Director of Midlands Connect,31571,External Advice,9265,BECG,7042751,45204,6000
Adult Education,32751,Provider Delivery Fees - Grant,9273,Heart of Worcester College Redditch,8013490,45219,108582.17
Adult Education,32751,Provider Delivery Fees - Grant,9273,Heart of Worcester College Redditch,8013497,45219,3220.21
Delivery Director - Sustainable Transport,60780,General Expenditure,9285,Leicestershire County Council,7043454,45229,3750
Adult Education,32751,Provider Delivery Fees - Grant,9288,Coventry College,8013490,45219,298702.17
Adult Education,32751,Provider Delivery Fees - Grant,9288,Coventry College,8013497,45219,16529.2
Adult Education,32751,Provider Delivery Fees - Grant,9290,Joseph Chamberlain Sixth Form College,8013490,45219,201726.5
Adult Education,32751,Provider Delivery Fees - Grant,9293,Halesowen College,8013490,45219,118027
Adult Education,32751,Provider Delivery Fees - Grant,9293,Halesowen College,8013497,45219,987.31
Adult Education,32751,Provider Delivery Fees - Grant,9294,Telford College,8013490,45219,221174.63
Adult Education,32751,Provider Delivery Fees - Grant,9294,Telford College,8013496,45219,859.89
Adult Education,32751,Provider Delivery Fees - Grant,9297,Hereward College,8013490,45219,6932.67
Adult Education,32751,Provider Delivery Fees - Grant,9297,Hereward College,8013497,45219,579.86
Adult Education,32751,Provider Delivery Fees - Grant,9298,North Warwickshire and South Leicestershire Colleg,8013490,45219,73495.67
Adult Education,32751,Provider Delivery Fees - Grant,9298,North Warwickshire and South Leicestershire Colleg,8013497,45219,507.68
Director of Network Resilience,31571,External Advice,9305,Liquid Public Relations Limited,7042814,45208,7585
Adult Education,32752,Provider Delivery Fees - Contract,9311,Pilot IMS Limited,8013497,45219,33051.9
Director of Development & Delivery,60395,Physical Construction,9369,Cubic Transport Systems Limited,7042764,45211,380647
Construction Skills,32752,Provider Delivery Fees - Contract,9371,RMF Construction,7043446,45224,12880
Adult Education,32751,Provider Delivery Fees - Grant,9379,Warwickshire College Group,8013490,45219,31438.1
Internal Communications,31610,Mobile Computing,9409,Invotra,7042624,45204,2009.79
Internal Communications,31610,Mobile Computing,9409,Invotra,7042625,45204,2044.02
Internal Communications,31610,Mobile Computing,9409,Invotra,7042626,45204,2096.18
Internal Communications,31610,Mobile Computing,9409,Invotra,7042627,45204,2101.07
Head of Governance,31577,Professional Advice,9424,Eversheds Sutherland - Client Account,7043382,45224,6520.5
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7042676,45218,14536
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7042691,45204,1200
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7042692,45211,4685
Director of Communications,30112,Learning & Development,9447,Activity Alliance,7042387,45204,1250
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9463,St Basils,7043469,45229,38997.9
Net Zero Neighbourhood,60001,Project Support Costs,9463,St Basils,7043468,45229,349999.29
Transport Assets,30661,Rents,9501,Avison Young,7042293,45218,5700
Director of Housing & Regeneration,31571,External Advice,9501,Avison Young,7041611,45211,6000
Director of Housing & Regeneration,31571,External Advice,9501,Avison Young,7042401,45215,2950
Sprint,60395,Physical Construction,9548,Fitzgerald Contractors Limited,7042330,45201,66428.54
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7041113,45211,31360
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7042571,45204,17930
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7042572,45204,7168
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7042574,45204,17024
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7042575,45204,19712
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7042892,45211,9680
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7042893,45211,17600
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7043434,45224,14960
Sprint,60110,Financial & Commerical Advice,9560,Faithful+Gould,7042891,45224,6777
Learning and Development,30112,Learning & Development,9565,NEC Group,7042795,45208,14850
Learning and Development,30112,Learning & Development,9565,NEC Group,7042796,45208,9900
Head of IT Delivery,31603,IT Hardware,9575,Sumillion,7042305,45218,1257.82
Director of Development & Delivery,60801,IT Software - Capital,9581,thinkproject UK Limited,7042870,45224,1069.2
Investment Programme Financing,60801,IT Software - Capital,9581,thinkproject UK Limited,7042870,45224,2170.8
Director of Development & Delivery,60001,Project Support Costs,9588,FJD Construction,7043147,45224,896
Adult Education,32751,Provider Delivery Fees - Grant,9593,Shrewsbury Colleges Group,8013490,45219,6089.66
Adult Education,32752,Provider Delivery Fees - Contract,9594,Netcom Training Ltd,8013497,45219,185915.58
West Midlands Cycle Hire,31578,Management Fees,9596,Serco Ltd,7042737,45222,118733.71
West Midlands Cycle Hire,31671,Revenue Contributions to Third Parties,9596,Serco Ltd,7042801,45222,3036.75
Adult Education,32752,Provider Delivery Fees - Contract,9601,Enterkey Training Ltd,8013497,45219,26742.83
Adult Education,32752,Provider Delivery Fees - Contract,9604,Release Potential Ltd,8013497,45219,101549.33
Adult Education,32751,Provider Delivery Fees - Grant,9612,Dudley Metropolitan Borough Council,8013490,45219,138078.78
Adult Education,32751,Provider Delivery Fees - Grant,9613,University College Birmingham,8013490,45219,55258.18
Adult Education,32751,Provider Delivery Fees - Grant,9614,The Workers Education Association,8013490,45219,62637
Adult Education,32751,Provider Delivery Fees - Grant,9615,NCG trading as Kidderminster College,8013490,45219,5005.63
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3003837,45201,475460.78
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,9640,Durolas,7041973,45208,17802
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,9640,Durolas,7042474,45201,1950
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,9640,Durolas,7042797,45208,2150
Bromsgrove Rail Station,30502,Routine Maintenance,9640,Durolas,7043170,45218,750
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7042451,45201,4069
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9640,Durolas,7042473,45201,9897
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7042475,45201,8276
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7042800,45208,2250
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7043061,45215,1222
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9640,Durolas,7043062,45215,2133
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9640,Durolas,7043070,45215,2065
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7043192,45218,2676
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7043207,45218,2350
Head of Bus,60001,Project Support Costs,9657,Hagley Consult Ltd,7042636,45204,2400
Head of Bus,60001,Project Support Costs,9657,Hagley Consult Ltd,7042637,45204,2400
Head of Operational Assets - Bus Infrastructure,60001,Project Support Costs,9657,Hagley Consult Ltd,7042638,45204,3300
Head of Network Transformation,60001,Project Support Costs,9657,Hagley Consult Ltd,7042639,45204,3300
Construction Skills,32752,Provider Delivery Fees - Contract,9668,The Skills Centre,7043269,45222,8470
Metro Programme Director,60395,Physical Construction,9673,TES Limited SME,7042549,45204,34976.06
Industrial Strategy,31671,Revenue Contributions to Third Parties,9703,Growth Hub Business Solutions Limited,7042927,45211,243051.22
Employment & Skills,31604,IT Software Licenses and Applications,9723,EMSI,7043365,45224,16000
Delivery Director - Sustainable Transport,60394,Traffic Management,9727,Highway Traffic Management Limited,7043333,45222,3515
Sprint,60394,Traffic Management,9743,Colas Limited,7042987,45224,20613.49
"Executive Director of Strategy, Integration and Ne",30112,Learning & Development,9749,The Leadership Centre,7042985,45222,5995
Head of Network Transformation,60002,Local Authority Staff Costs,9765,Birmingham City Council,7042497,45215,7266.68
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7042498,45201,11303.21
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7042860,45211,700
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7042861,45211,5151.79
Investment Programme Financing,60080,Planning Approval Costs,9765,Birmingham City Council,7041699,45211,13110
Head of Health & Communities,31571,External Advice,9777,Anita Hallbrook,7042595,45218,8500
Head of Health & Communities,31571,External Advice,9777,Anita Hallbrook,7043344,45224,7100
Head of Operational Assets - Bus Infrastructure,30755,EPI Maintenance,9779,Eon Energy Solutions Ltd (SE),7042793,45208,530.89
Head of Operational Assets - Bus Infrastructure,60612,Electricity Utility Costs,9779,Eon Energy Solutions Ltd (SE),7042405,45204,2804.24
Director of Network Resilience,60001,Project Support Costs,9783,Thomas Telford Ltd,7043219,45218,17614.05
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7043272,45222,942
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7043374,45224,858
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),9801,First Trenitalia West Coast Rail Limited,3003859,45211,13738.75
Director of Housing & Regeneration,31571,External Advice,9802,Cast Consult Ltd,7042444,45201,18425
Director of Housing & Regeneration,31571,External Advice,9802,Cast Consult Ltd,7042527,45204,4380
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7043126,45218,16629
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7043143,45218,7109
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7043172,45222,15000
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7043173,45222,15000
Director of Midlands Connect,31571,External Advice,9825,Atkins Limited,7043174,45218,15000
Sprint,60050,Feasibility Studies,9825,Atkins Limited,7039448,45222,25594.54
Director of Midlands Connect,31571,External Advice,9832,Censuswide Limited,7042830,45208,1900
Homelessness,31671,Revenue Contributions to Third Parties,9841,Father Hudson's Care,7043506,45229,2500
Delivery Director - Sustainable Transport,60395,Physical Construction,9847,M&A Doocey Civil Engineering Limited,7042756,45224,181101.9
Head of Swift,31604,IT Software Licenses and Applications,9862,Novoville,7042831,45208,1000
Commonwealth Games Legacy Fund,31572,Consultants,9878,ARTS COUNCIL ENGLAND,7043087,45215,970.2
Homelessness,31671,Revenue Contributions to Third Parties,9899,SIFA Fireside,7043457,45229,9250
Homelessness,31671,Revenue Contributions to Third Parties,9899,SIFA Fireside,7043463,45229,2400
Learning and Development,30112,Learning & Development,9938,The Myers-Briggs Company Limited,7042508,45201,2227.5
Director of Housing & Regeneration,31571,External Advice,9942,Frontier Development Capital,7040564,45201,1500
Head of Organisational Development,31577,Professional Advice,9948,Care First,7042426,45201,796.06
Sprint,60001,Project Support Costs,9970,Arden Business Solutions Ltd,7042776,45218,5952.65
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9971,PJA Civil Engineering Limited,7042685,45204,2500
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9971,PJA Civil Engineering Limited,7043455,45229,1500
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7042788,45215,13230
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7042789,45215,10710
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7042790,45215,8599.5
