Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,03/08/2023,4165887-116298,"œ2,824.80",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165887-116300,"œ2,514.96",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,03/08/2023,4165887-116302,œ985.92,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,03/08/2023,4165887-116303,œ707.80,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165887-116305,"œ2,708.55",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165887-116306,"œ2,489.61",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165887-116308,"œ2,790.38",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165887-116311,"œ1,527.12",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,03/08/2023,4165887-116312,"œ1,036.62",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430115,Rendered by Private Contractors,03/08/2023,4165890-104962,œ974.56,D&F ASSOCIATES LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230005,Contract Hire,03/08/2023,4165905-13001736968,œ503.44,ENTERPRISE FLEX-E-RENT T/A BURNT TREE GROUP LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230005,Contract Hire,03/08/2023,4165905-8201426,œ554.40,ENTERPRISE FLEX-E-RENT T/A BURNT TREE GROUP LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230005,Contract Hire,03/08/2023,4165905-8201432,œ554.40,ENTERPRISE FLEX-E-RENT T/A BURNT TREE GROUP LTD.
Neighbourhoods and Climate Change,Highways,Premises,120009,Energy Costs,03/08/2023,4165906-KI-839CBF59-0009,"œ1,176.72",EON NEXT ENERGY LTD.*
Regeneration Economy and Growth,Business Durham,Supplies and Services,338027,Services,03/08/2023,4165909-24884,"œ15,320.00",EXCELPOINT LTD.
Regeneration Economy and Growth,Business Durham,Supplies and Services,338066,Services,03/08/2023,4165909-PJ/HC/250523,"œ24,000.00",EXCELPOINT LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165911-146765,"œ11,423.30",FABRIKAT (NOTTINGHAM) LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430120,Rendered by Private Contractors,03/08/2023,4165913-CTIN06725243,œ786.00,FINNING (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304357,Equipment and Materials,03/08/2023,4165919-DCCQUERY110922,œ668.50,GAP GROUP LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24893,"œ4,221.75",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24894,"œ3,877.16",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24895-3007,"œ2,209.76",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24895-3315,"œ2,075.36",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24895-3435,"œ2,807.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24896-4034,"œ2,075.36",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24896-4035,"œ2,192.96",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24896-4037,"œ4,332.86",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24896-4038,"œ2,463.58",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24897-3020,"œ2,278.78",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24897-3024,"œ1,883.14",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24897-3027,"œ2,009.70",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24897-3028,"œ2,199.54",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24897-3029,"œ2,262.96",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24897-3199,"œ2,152.08",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24898,"œ11,134.05",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24899-3301,"œ2,226.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24899-3302,"œ2,506.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24899-3303,"œ2,506.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3003,"œ3,346.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3004,"œ3,228.26",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3005,"œ4,715.76",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3008,"œ2,674.28",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24900-3203,"œ3,147.76",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3223,"œ3,766.00",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3262,"œ2,959.18",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165920-24900-3333,"œ2,658.60",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165920-24901,"œ2,725.95",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165920-24902,"œ2,526.30",GARNETTS LTD (COACHES).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165920-24923,"œ3,548.05",GARNETTS LTD (COACHES).
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,332029,Printing Stationery and Gen Off Exps,03/08/2023,4165924-INV-5554,"œ2,051.15",GLASSFIBRE FLAGPOLES LTD T/A HARRISON EDS.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425028,Rendered by Voluntary Organisations,03/08/2023,4165925-FF001,"œ2,210.00",GO THE DISTANCE (GTD) CIC.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/08/2023,4165934-IN116243,"œ4,401.00",HILL & SMITH LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23421-3042,"œ3,836.40",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23421-3044,"œ3,622.20",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23422-3047,"œ4,519.60",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165935-23423,"œ5,345.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23424,"œ4,517.40",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23425,"œ2,314.80",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23426,"œ3,094.80",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23428,"œ1,054.69",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23429,œ745.60,HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23430,"œ2,509.40",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23431,"œ1,390.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23432,"œ1,106.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165935-23433,"œ3,190.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23434,"œ1,877.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23435,"œ1,200.40",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23436,"œ1,196.40",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23446-3042,"œ2,877.30",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23446-3044,"œ2,716.65",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23447,"œ3,389.85",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165935-23448,"œ4,008.75",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23449,"œ3,388.05",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23450,"œ1,736.10",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23451,"œ2,321.10",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23453,œ832.65,HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23454,œ559.20,HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23455,"œ1,882.05",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23456,"œ1,042.50",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23457,œ774.20,HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4165935-23458,"œ2,233.00",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23459,"œ1,407.75",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23460,œ900.30,HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165935-23461,œ897.30,HODGSONS COACH OPERATORS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/08/2023,4165940-400049823,"œ12,413.51",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,03/08/2023,4165941-1100/DUCC3949,"œ1,166.67",IMAGEMAKERS DESIGN & CONSULTANCY LTD.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165945-2100653895,"œ1,746.84",INSIGHT DIRECT (UK) LTD.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165945-2100653896,œ582.28,INSIGHT DIRECT (UK) LTD.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165945-2100653897,"œ4,658.24",INSIGHT DIRECT (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/08/2023,4165946-34644,œ625.20,INTERPLAN SIGN SYSTEMS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Cap Exp on Grants & Other Financial Assistance (REFCUS),918501,Exp assets not owned by authority,03/08/2023,4165947-4748A,"œ2,782.50",IS CONSULTANCY UK LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165950-0556/2023,"œ5,189.50",J & JG GILL & SONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165952-5306843,œ832.63,JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165952-5306854,"œ1,891.75",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165952-5306860,"œ1,852.62",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,03/08/2023,4165955-JN/8633,œ648.99,JANET PLATER MANAGEMENT LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165964-SI-810,œ570.00,JOHN DOBSON PLANT HIRE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,03/08/2023,4165968-185974,œ569.65,JP LENNARD LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165970-0113/00048847,œ920.00,JT DOVE LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165977-SI02-0401364,œ817.72,KILLGERM CHEMICALS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,03/08/2023,4165977-SI02-0401365,œ507.40,KILLGERM CHEMICALS LTD.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,03/08/2023,4165978-INV-1110,"œ1,470.00",KOLORSPRAY LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,03/08/2023,4165986-296882,"œ1,113.00",LEXTOX.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4356,"œ1,219.50",M SPENCE SURFACING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4357,œ540.00,M SPENCE SURFACING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4361,œ900.00,M SPENCE SURFACING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4362,"œ1,579.50",M SPENCE SURFACING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4397,œ522.00,M SPENCE SURFACING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4399,œ859.50,M SPENCE SURFACING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,03/08/2023,4165989-MS4409,œ720.00,M SPENCE SURFACING LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165991-6409,"œ2,678.92",MAKEPEACE MOTORS.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4165991-6410,œ870.00,MAKEPEACE MOTORS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/08/2023,4165991-6411,"œ3,660.00",MAKEPEACE MOTORS.
Neighbourhoods and Climate Change,Highways,Third Party Payments,410037,Rendered by Other Local Authorities,03/08/2023,4165991-6412,"œ3,032.00",MAKEPEACE MOTORS.
Neighbourhoods and Climate Change,Highways,Third Party Payments,410037,Rendered by Other Local Authorities,03/08/2023,4165991-6413,"œ1,474.00",MAKEPEACE MOTORS.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,03/08/2023,4165992-0000208267,"œ1,394.69",MALLATITE MINOR STRUCTURES & PRODUCTS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165994-INV07/2023-01,œ943.04,MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165994-INV07/2023-02,œ912.24,MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165994-INV07/2023-03,œ588.00,MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4165994-INV07/2023-04,"œ1,720.88",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-07,"œ1,403.50",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-09,"œ3,244.64",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-15,"œ2,006.48",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-16,"œ2,030.56",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-17,"œ2,409.44",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-18,"œ2,594.40",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-19,"œ2,160.80",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-21,"œ3,186.15",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-22,"œ3,215.65",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-23,"œ2,215.80",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-24,"œ2,189.25",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-25,"œ2,078.55",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-26,"œ3,931.20",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-27,"œ2,820.00",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-29,"œ3,440.10",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,03/08/2023,4165994-INV07/2023-30,"œ1,377.84",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,03/08/2023,4165994-INV07/2023-36,"œ2,744.80",MARK & JOHN CHISHOLM T/A (CHEVRON).
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,372009,Subscriptions E372,03/08/2023,4166003-1715,"œ1,098.00",MODESHIFT.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166013-44794,"œ2,995.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166013-44795,"œ2,195.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166013-44801,œ565.00,NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166013-44802,"œ2,107.20",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166013-44818,œ530.24,NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166013-44863,"œ4,026.99",NE & C WINDOWS & DOORS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/08/2023,4166014-RES-08-2023-039,"œ14,706.00",NENTHEAD MINES CONSERVATION SOCIETY.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384606,Miscellaneous Expenses,03/08/2023,4166017-1800011781020,"œ1,050.00",NEWCASTLE UPON TYNE CITY COUNCIL.
Neighbourhoods and Climate Change,Highways,Other expenses A914,914002,Capital - Advertisments,03/08/2023,4166018-43140125,œ693.33,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Neighbourhoods and Climate Change,Highways,Fees,901004,Capital - Detailed Design,03/08/2023,4166018-43140408,"œ3,326.50",NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,03/08/2023,4166020-CI005512,œ506.66,NOMINET UK.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Third Party Payments,410037,Rendered by Other Local Authorities,03/08/2023,4166021-41892,"œ2,952.00",NOMS AGENCY.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Third Party Payments,410037,Rendered by Other Local Authorities,03/08/2023,4166021-41893,"œ3,280.00",NOMS AGENCY.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Third Party Payments,410037,Rendered by Other Local Authorities,03/08/2023,4166021-41903,"œ2,624.00",NOMS AGENCY.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166022-NPSL1951,"œ2,022.06",NORDIC PRODUCTS & SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/08/2023,4166027-27205265,œ970.36,NORTHUMBRIAN WATER LTD.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,384199,Miscellaneous Expenses,03/08/2023,4166034-INV-000114,"œ1,750.00",ORCUMA LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4166040-1000JUL23,"œ1,050.00",PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,03/08/2023,4166040-3422JUL23,œ847.80,PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230035,Contract Hire,03/08/2023,4166040-3482JUL23,"œ1,369.80",PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,03/08/2023,4166040-3501JUL23,"œ1,200.00",PETER`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,03/08/2023,4166040-5294JUL23,"œ1,416.60",PETER`S TAXIS.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166043-6539C,œ573.36,PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166043-6543,"œ4,145.93",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166043-6544,"œ7,303.54",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166043-6547,"œ2,092.10",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166043-6548,"œ6,673.22",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,03/08/2023,4166043-6551,"œ4,158.68",PINKNEY BUILDING CONTRACTORS LTD.
