Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,304403,Equipment and Materials,03/04/2023,4118172--INS2588,"£1,080.00",INSPECTORATE LTD T/A ROCH NDT SERVICES.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118191-0113/00043252,£759.72,JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118191-0213/00831157,"£2,771.57",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118191-0213/00838860,"£1,837.07",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118191-0213/00839623,"£4,865.50",JT DOVE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118191-0303/00842941,"£5,401.44",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118215-102889,"£1,507.20",LEISURETEQ LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118216-00032488,"£9,955.80",LESTER CONTROL SYSTEMS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118232-309552,"£3,641.51",MARWOOD ELECTRICAL COMPANY LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118247-53323237,"£10,019.38",MITSUBISHI ELECTRIC EUROPE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118248-0045/45046782,"£4,945.20",MKM BUILDING SUPPLIES LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118248-0045/45046783,"£1,334.40",MKM BUILDING SUPPLIES LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118248-0045/45046789,"£4,945.20",MKM BUILDING SUPPLIES LTD.
Resources BK0010,Digital Services,Supplies and Services,304040,Equipment and Materials,03/04/2023,4118274-0000004978,£919.13,NOMINET UK.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,304293,Equipment and Materials,03/04/2023,4118300-101464,"£1,693.80",PETERLEE FIRE CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118358-714560226461,£730.68,SIG TRADING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118411-10993288,£774.69,TRADECHOICE DISTRIBUTION LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118419-243954,"£4,697.93",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118419-243955,"£3,461.16",TYNEDALE ROADSTONE LTD.
Resources BK0010,Digital Services,Supplies and Services,304040,Equipment and Materials,03/04/2023,4118434-SIN-01639,"£2,470.11",VIZST TECHNOLOGY LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118437-28348,"£4,348.80",WARD TIMBER LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,03/04/2023,4118464-145516931,"£1,843.20",ZG LIGHTING (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,03/04/2023,4118032-27760,£711.79,CLENTEC.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,03/04/2023,4118032-27774,"£8,097.60",CLENTEC.
Non-Service Specific,Insurances,Expenditure 8INSEX,810001,Insurance Expenditure,03/04/2023,4118231-7647985,£971.60,MARSH LTD UK.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/04/2023,4118134-RES-03-2023-660,"£9,412.50",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118227-NEI-EXP-03-2023-048,£500.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/04/2023,4118238-RES-03-2023-681,"£2,313.10",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118150-NEI-EXP-03-2023-053,£500.00,HOLMLANDS PARK RESIDENTS ASSOCIATION.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118160-NEI-EXP-03-2023-045,£500.00,"HUNWICK COMMUNITY, SOCIAL & ENVIRONMENT GROUP (HCSEG)."
Adult and Health Services,Head of Adults,Supplies and Services,384999,Miscellaneous Expenses,03/04/2023,4118176-RES-03-2023-670,£569.50,J MULLIGAN ASSOCIATES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/04/2023,4118265-RES-03-2023-661,"£10,450.60",NATURAL LEADERS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118054-NEI-EXP-03-2023-047,£500.00,DALTON LE DALE PARISH COUNCIL.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118260-NEI-EXP-03-2023-055,£500.00,MURTON COMMUNITY & YOUNG PEOPLES CLUB.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384167,Miscellaneous Expenses,03/04/2023,4117959-INV-4751,"£1,380.00",4GLOBAL CONSULTING LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118005-NEI-EXP-03-2023-051,£500.00,BRANCEPETH PARISH COUNCIL.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118010-18435,£835.20,BROWN & ILLINGWORTH LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118021-INV-0813,£768.86,CHANNELL EVENTS LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,384302,Miscellaneous Expenses,03/04/2023,4118078-TASI86,"£3,750.00",EDEN LEARNING TRUST T/A TANFIELD SCHOOL.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118230-1374,"£19,230.61",MARSDEN AES LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384540,Miscellaneous Expenses,03/04/2023,4118239-PSI-0020849,£720.00,MEDIAWORKS UK LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384540,Miscellaneous Expenses,03/04/2023,4118239-PSI-0020850,£960.00,MEDIAWORKS UK LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384540,Miscellaneous Expenses,03/04/2023,4118239-PSI-0020851,£960.00,MEDIAWORKS UK LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,384956,Miscellaneous Expenses,03/04/2023,4118278-INV-16407,"£5,423.84",OD CONSULTANCY LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118303-22/23-07,£728.00,PGI SMITH SOLUTIONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118309-NEI-EXP-03-2023-052,£500.00,PITTINGTON PARISH COUNCIL.
Dedicated Schools Grant BG0015,DSG Schools Block,Supplies and Services,384984,Miscellaneous Expenses,03/04/2023,4118310-0000049724,"£9,684.96",PLAYDALE PLAYGROUNDS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118351-NEI-EXP-03-2023-050,£500.00,SHERBURN HILL COMMUNITY HUB CIO.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384237,Miscellaneous Expenses,03/04/2023,4118379-SWINV078927,"£16,800.00",SWIM ENGLAND TRADING LTD.*
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118388-NEI-EXP-03-2023-054,£500.00,THE FRIENDS OF ADDISON PARK.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118429-INV-0024,"£3,703.85",VIRTUAL COLLABORATIONS.
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118088-177,"£1,035.00",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Schools Block,Supplies and Services,384199,Miscellaneous Expenses,03/04/2023,4118187-LG005,£500.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/04/2023,4118240-RES-03-2023-662,"£23,611.66",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4117963-NEI-EXP-03-2023-046,£500.00,ACTION FOR STATION TOWN CIC.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4117996-RES-03-2023-674,"£2,598.38",BLOCK LEARNING LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118152-NEI-EXP-03-2023-056,£500.00,HOLY TRINITY PARISH CHURCH.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118389-RES-03-2023-666,"£3,396.40",THE HEALTHY PREP CHEF LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/04/2023,4118293-RES-03-2023-663,"£5,642.93",PASTURE-FED LIVESTOCK ASSOCIATION CIC.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,03/04/2023,4118299-NEI-EXP-03-2023-049,£500.00,PETERLEE COMMUNITY GARDEN.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,03/04/2023,4118440-RES-03-2023-667,"£13,612.50",WD & JP HOWARD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4117985-RES-04-2023-003A,"£1,551.00",BEARPARK PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118000-RES-04-2023-008A,£725.00,BOURNMOOR PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118012-RES-04-2023-013A,£662.00,BURNHOPE PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118036-RES-04-2023-019A,"£3,801.00",COCKFIELD PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118041-RES-04-2023-020A,"£28,205.00",CORNFORTH PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118073-RES-04-2023-027A,"£36,480.50",EASINGTON COLLIERY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118079-RES-04-2023-029A,"£1,697.00",EDMONDSLEY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118086-RES-04-2023-031A,"£1,526.00",ELDON PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118100-RES-04-2023-034A,"£2,494.00",EVENWOOD & BARONY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118109-RES-04-2023-036A,"£12,443.00",FISHBURN PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118129-RES-04-2023-039A,"£102,455.50",GREAT AYCLIFFE TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118143-RES-04-2023-044A,"£10,720.00",HASWELL PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118196-RES-04-2023-052A,"£1,864.00",KELLOE PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118208-RES-04-2023-054A,£947.00,LANCHESTER PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118336-RES-04-2023-075A,"£8,855.00",SACRISTON PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118406-RES-04-2023-001A,"£1,994.00",TOW LAW TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118412-RES-04-2023-094A,"£12,969.00",TRIMDON FOUNDRY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118425-RES-04-2023-096A,£838.00,URPETH PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118445-RES-04-2023-099A,"£2,582.00",WEST RAINTON & LEAMSIDE PARISH COUNCIL..
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4117987-RES-04-2023-004A,"£6,256.00",BELMONT PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4117991-RES-04-2023-005A,"£5,762.00",BISHOP AUCKLAND TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4117992-RES-04-2023-006A,"£2,651.00",BISHOP MIDDLEHAM PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118042-RES-04-2023-021A,"£1,093.00",CORNSAY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118050-RES-04-2023-024A,"£1,067.00",CROXDALE & HETT PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118108-RES-04-2023-035A,"£87,827.00",FERRYHILL TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118119-RES-04-2023-038A,£703.00,GAINFORD & LANGTON PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118131-RES-04-2023-041A,"£1,187.00",GREATER WILLINGTON TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118157-RES-04-2023-048A,"£57,991.00",HORDEN PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118161-RES-04-2023-049A,"£4,559.00",HUTTON HENRY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118249-RES-04-2023-063A,"£22,655.00",MONK HESLEDEN PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118261-RES-04-2023-066A,"£23,157.00",MURTON PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118301-RES-04-2023-071A,"£141,632.50",PETERLEE TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118345-RES-04-2023-077A,"£93,557.50",SEAHAM TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118352-RES-04-2023-081A,"£2,258.00",SHERBURN VILLAGE PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118353-RES-04-2023-082A,"£30,449.00",SHILDON TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118365-RES-04-2023-086A,"£15,642.00",SOUTH HETTON PARISH COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,03/04/2023,4118369-22-23-INV06,"£6,794.39",SPORTSCAPE TRAINING LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118374-RES-04-2023-091A,"£55,773.50",STANLEY TOWN COUNCIL.*
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118397-RES-04-2023-093A,"£5,516.50",THORNLEY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118413-RES-04-2023-095A,"£16,132.00",TRIMDON PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118435-RES-04-2023-097A,£638.00,WALDRIDGE PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118444-RES-04-2023-098A,"£4,116.00",WEST AUCKLAND PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118447-RES-04-2023-100A,"£9,321.00",WHEATLEY HILL PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118455-RES-04-2023-106A,£513.00,WOLSINGHAM PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,03/04/2023,4118022-RES-04-2023-017A,"£6,544.00",CHARTER TRUSTEES FOR THE CITY OF DURHAM.
Resources BK0010,Digital Services,Supplies and Services,332029,Printing Stationery and Gen Off Exps,03/04/2023,4118320-20656,£630.00,RADECAL SIGNS GRAPHICS & ADVERTISING.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479102,Purchase of Care,03/04/2023,4118065-549,"£1,404.00",DURHAM COUNTY CARERS SUPPORT.
Adult and Health Services,Head of Adults,Third Party Payments,479102,Purchase of Care,03/04/2023,4118311-INV-0120,"£5,860.31",POSITIVE CARE & SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,479102,Purchase of Care,03/04/2023,4118311-INV-0123,"£7,679.56",POSITIVE CARE & SUPPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,03/04/2023,4118431-543378,£693.02,VISION FOR EDUCATION LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,03/04/2023,4118431-557662,£646.80,VISION FOR EDUCATION LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,03/04/2023,4118431-559315,£646.80,VISION FOR EDUCATION LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,03/04/2023,4118431-560759,£646.80,VISION FOR EDUCATION LTD.
