Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,08/12/2023,4211512-3910022701,"£180,916.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,08/12/2023,4211512-3910022702,"£30,830.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,08/12/2023,4211512-3910022704,"£11,549.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,08/12/2023,4211512-3910022705,"£33,789.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211515-116892,£529.76,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,08/12/2023,4211522-7402963725,"£4,774.75",DELL COMPUTER CORPORATION LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-363049/INVSRG307,£787.50,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-379098/INVRR212,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-380662/INVRR213,"£1,650.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-386235/INVCF493,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-388821/INVEMC636,"£1,225.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-389064/INVSEB1X342,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-389132/INVJS91,"£3,350.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-389132/INVSEB1X343,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-389346/INVCF496,"£3,350.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-389888/INVRR215,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-390580/INVRR217,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211523-390662/INVRR218,£775.00,DERE STREET BARRISTERS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211535-059-328328,"£1,308.40",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,08/12/2023,4211540-104098,£782.00,EIAT UK LTD (ELECTRICAL INSTALLATION & APPLIANCE TESTING UK).
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,08/12/2023,4211540-104116,£739.50,EIAT UK LTD (ELECTRICAL INSTALLATION & APPLIANCE TESTING UK).
Regeneration Economy and Growth,Culture Sport and Tourism,Construction work A908,908105,Construction work,08/12/2023,4211542-2660,"£126,935.83",ELMWOOD PROJECTS LTD.
Resources BK0010,Digital Services,Supplies and Services,304245,Equipment and Materials,08/12/2023,4211546-765036,"£3,370.00",ENCORE ENVELOPES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,08/12/2023,4211549-149031,"£11,052.00",FABRIKAT (NOTTINGHAM) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,08/12/2023,4211549-149195,£850.00,FABRIKAT (NOTTINGHAM) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,08/12/2023,4211550-NE23C50348,£893.53,FAMILY PSYCHOLOGY UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430120,Rendered by Private Contractors,08/12/2023,4211551-CTIN06738757,"£11,084.76",FINNING (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430120,Rendered by Private Contractors,08/12/2023,4211551-CTIN06738778,"£9,510.27",FINNING (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430120,Rendered by Private Contractors,08/12/2023,4211551-CTIN06738839,"£3,374.56",FINNING (UK) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,08/12/2023,4211557-503254,£500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,08/12/2023,4211557-503258,£500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,08/12/2023,4211557-503259,£500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,08/12/2023,4211557-503260,£500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,08/12/2023,4211557-503285,"£5,136.74",FT LEISURE LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,08/12/2023,4211560-SI874697,"£1,297.20",GLASDON UK LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,08/12/2023,4211563-06/247983,"£1,299.36",GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211570-69624,"£1,090.00",HF COLTON PLANT HIRE LTD.*
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211570-69827,£735.00,HF COLTON PLANT HIRE LTD.*
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384700,Miscellaneous Expenses,08/12/2023,4211571-4551,"£9,374.00",HIGHLIGHTS PRODUCTIONS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,106082,Centrally Controlled Rep and Maint,08/12/2023,4211572-7081060967,£927.06,HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211575-A38/0175184,"£2,428.36",HOWDENS JOINERY LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211575-A38/0175185,"£2,141.98",HOWDENS JOINERY LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,08/12/2023,4211577-INS2751,£650.00,INSPECTORATE LTD T/A ROCH NDT SERVICES.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,375001,Private Finance Initiative,08/12/2023,4211578-ISD0426,"£717,993.93",INSPIREDSPACES DURHAM (PROJECTCO1) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4777,£943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4778,£943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4781,"£1,149.75",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4782,£943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4783,£790.00,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4784,"£1,185.00",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4786,£675.00,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211594-4787,£892.50,KEVIN SNOWDON GROUNDWORKS LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,08/12/2023,4211597-22/2023,"£1,575.00",LEAD CONSULTANCY LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,342053,Computers and Communications,08/12/2023,4211598-0000000381,"£3,325.00",LEARNING NEXUS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,08/12/2023,4211602-471430,"£1,352.00",LIGHTING & ILLUMINATION TECHNOLOGY EXPERIENCE LTD (LITE).
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211602-471433,"£3,025.00",LIGHTING & ILLUMINATION TECHNOLOGY EXPERIENCE LTD (LITE).
Chief Executives Office,Communications Management,Supplies and Services,384199,Miscellaneous Expenses,08/12/2023,4211608-64012487,"£2,529.55",LOCAL GOVERNMENT ASSOCIATION.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211609-5539,£500.00,LOCAL TRANSPORT LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211609-5541,"£1,406.00",LOCAL TRANSPORT LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211609-5556,£540.00,LOCAL TRANSPORT LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,332047,Printing Stationery and Gen Off Exps,08/12/2023,4211613-6901776259,£653.37,LYRECO UK LTD.
Resources BK0010,Digital Services,Supplies and Services,344111,Telephones,08/12/2023,4211615-263405,"£5,379.43",MAINTEL EUROPE LTD.
Resources BK0010,Digital Services,Supplies and Services,344111,Telephones,08/12/2023,4211615-263407,"£7,441.27",MAINTEL EUROPE LTD.
Resources BK0010,Digital Services,Supplies and Services,344111,Telephones,08/12/2023,4211615-263408,"£3,519.63",MAINTEL EUROPE LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Construction work A908,908105,Construction work,08/12/2023,4211620-100567656,"£16,641.00",MOTT MACDONALD LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,08/12/2023,4211645-RES-12-2023-086,"£38,625.00",NEW COLLEGE DURHAM ACADEMIES TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,08/12/2023,4211646-RES-12-2023-087,"£36,525.00",NEW COLLEGE DURHAM ACADEMIES TRUST.
Regeneration Economy and Growth,Business Durham,Supplies and Services,336005,Advertising E336,08/12/2023,4211647-NMPR15112314,"£4,850.00",NEWSMAKER PR & VIDEO PRODUCTION LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,08/12/2023,4211650-4934,"£4,504.50",NORTH EAST DANCE CIC.
Resources BK0010,HR & Employee Services,Supplies and Services,338064,Services,08/12/2023,4211651-33117,"£16,936.00",NORTH EAST REGIONAL EMPLOYERS ORGANISATION (NEREO).
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,304999,Equipment and Materials,08/12/2023,4211652-23257,"£1,160.00",NORTH EAST TRAFFIC DATA COLLECTION LTD (NETDC).
Neighbourhoods and Climate Change,Highways,Construction work A908,908201,Capital - Public Utilities - Electricity Services,08/12/2023,4211653-RES-12-2023-110,"£87,198.16",NORTHERN POWERGRID (NORTHEAST) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,08/12/2023,4211659-XL310322,"£6,500.00",PARK ELECTRICAL DISTRIBUTORS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,08/12/2023,4211659-XL310323,"£1,100.00",PARK ELECTRICAL DISTRIBUTORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,235073,Public Transport,08/12/2023,4211665-INV0001,"£1,144.00",PETER`S TAXIS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,08/12/2023,4211667-TEE23401,£539.16,PIRTEK CLEVELAND.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3050,£540.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3051,£540.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3052,£540.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3161,"£1,132.00",PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3162,£630.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3165,£859.50,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3167,£540.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3174,"£1,239.50",PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3175,£630.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3177,£765.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3179,£540.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3186,"£1,449.50",PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3187,£630.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3189,£765.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3192,£540.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3202,"£1,449.50",PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3203,£630.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3205,£765.00,PTL TAXIS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211673-SI-3209,£540.00,PTL TAXIS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106080,Centrally Controlled Rep and Maint,08/12/2023,4211679-2023-441,"£1,609.20",REVINSON FIRE LTD.
Regeneration Economy and Growth,Business Durham,Premises,106080,Centrally Controlled Rep and Maint,08/12/2023,4211679-2023-442,"£1,609.20",REVINSON FIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106080,Centrally Controlled Rep and Maint,08/12/2023,4211679-2023-446,"£3,068.40",REVINSON FIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230720,Contract Hire,08/12/2023,4211680-4947,£782.35,RICHARD C BIRCHER (HOLDINGS) LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,08/12/2023,4211697-RES-12-2023-085,"£18,000.00",SEDGEFIELD COMMUNITY COLLEGE.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,470103,Purchase of Care,08/12/2023,4211699-GRW276085,£661.14,SHAFTESBURY CARE GROUP LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,08/12/2023,4211707-S1009074,"£4,881.82",SPEKTRIX LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,08/12/2023,4211715-NOV134/STL23,£558.00,STL CABS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,08/12/2023,4211716-1629,"£8,897.38",STRICTLY THEATRE COMPANY LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,336005,Advertising E336,08/12/2023,4211724-19040,£829.40,TEESDALE MERCURY LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-305732/INVRSH175,£720.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-307403/INVHPR218,"£1,920.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-307995-15/11/23,"£2,145.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-308060/INVKIH140,"£1,030.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-308353/INVGM560,"£1,000.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-309873/INVRSH176,£720.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,08/12/2023,4211738-311055/INVRSH177,£785.00,TRINITY CHAMBERS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211739-IN0285214,£860.23,TUDOR (UK) LTD T/A TUDOR ENVIRONMENTAL.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,08/12/2023,4211740-DLB29976,£579.62,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,106080,Centrally Controlled Rep and Maint,08/12/2023,4211740-DLB29978,"£1,385.68",TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211741-253796,"£1,209.65",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211741-253797,"£1,211.20",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211741-253798,"£1,005.06",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211741-253802,"£1,584.24",TYNEDALE ROADSTONE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211742-04040349,£574.59,UK ELECTRIC LTD.*
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,342215,Computers and Communications,08/12/2023,4211743-57091,"£4,086.21",UK TELEMATICS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,08/12/2023,4211745-INV072511,"£23,170.32",URBIS SCHREDER LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338099,Services,08/12/2023,4211751-SLIVRL0127297,"£1,170.00",VIVID RESOURCING.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,08/12/2023,4211754-52648,"£3,506.00",W MARLEY AGRICULTURAL CONTRACTORS LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338043,Services,08/12/2023,4211755-920777,"£1,452.50",WARD HADAWAY SOLICITORS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230005,Contract Hire,08/12/2023,4211757-19488,"£1,140.00",WEARDALE MOTOR SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,08/12/2023,4211759-60207,"£4,044.35",WILLOWCRETE MANUFACTURING COMPANY LTD (MFG).
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,384199,Miscellaneous Expenses,08/12/2023,4211761-64659095,"£4,302.00",WSP UK LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,08/12/2023,4211762-SI-2916650,"£1,294.99",YORKSHIRE PURCHASING ORGANISATION.
Neighbourhoods and Climate Change,Environmental Services,Transport,215023,Running Costs of Vehicles,08/12/2023,4211763-1062444,£510.00,YOUR NRG LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,08/12/2023,4211686-098,"£7,000.00",RML (RHODES MEDIA LIVE LTD).
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479102,Purchase of Care,08/12/2023,4211717-DCC014.,"£10,355.64",SUNDERLAND & NORTH DURHAM ROYAL SOCIETY FOR THE BLIND.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,08/12/2023,4211730-TC-210,£532.00,THEATRE CREATIVE PRODUCTIONS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384700,Miscellaneous Expenses,08/12/2023,4211756-NEI-EXP-12-2023-002,£620.00,WEAR VALLEY AMATEUR SWIMMING CLUB (ASC).
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384302,Miscellaneous Expenses,11/12/2023,4212077-ACRERIGG-NOV23,"£1,500.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,11/12/2023,4212087-4100859268,£500.00,REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4212119-39047,"£2,252.25",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4212188-39001,£569.25,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,338027,Services,11/12/2023,4212290-00075,£870.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,11/12/2023,4212365-085,£699.90,REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384302,Miscellaneous Expenses,11/12/2023,4212369-DCCCIS-01,£800.00,REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384302,Miscellaneous Expenses,11/12/2023,4211986-4100865945,"£1,300.00",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4212046-39024,£517.90,REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211772-38987,£563.07,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,11/12/2023,4211794-90,"£3,115.50",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,11/12/2023,4211794-91,"£3,220.50",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,11/12/2023,4211797-E105NOVEMBER,"£3,021.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,11/12/2023,4211797-W092NOVEMBER,"£3,344.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,11/12/2023,4211798-12/NOV23,"£1,733.65",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,11/12/2023,4211798-2/NOV23,£850.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,11/12/2023,4211799-0156,"£1,724.82",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,11/12/2023,4211800-3080142652,£620.93,REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211801-38898,"£1,744.88",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211802-38990,"£2,277.00",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510032,School Children,11/12/2023,4211803-38783,"£1,323.51",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211805-38991,"£1,423.13",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510032,School Children,11/12/2023,4211808-38784,"£1,764.68",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211888-39007,£872.44,REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,11/12/2023,4211889-EAS199/NOV23,"£1,199.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,11/12/2023,4211891-5289/25,"£3,265.87",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,11/12/2023,4211891-EAS197/15,£660.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,11/12/2023,4211891-F326/3,"£1,196.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,11/12/2023,4211892-DCC-5,"£4,475.00",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211897-39008,"£1,939.78",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211898-38910,£587.81,REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,11/12/2023,4211899-38911,"£5,692.50",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,11/12/2023,4211935-C6,"£2,442.00",REDACTED - PAYMENT TO INDIVIDUAL
