Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,02/01/2024,4219343-RES-12-2023-324,"£7,339.30",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,02/01/2024,4218838-NPNL001,£900.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,02/01/2024,4219212-122521,£850.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218810-112306,"£2,495.94",24/7 TAXI SERVICES (PETERLEE) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-019062,"£2,233.26",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,02/01/2024,4218811-109057,"£2,072.56",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,02/01/2024,4218811-109058,"£2,027.12",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109059,"£3,339.80",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109060,"£2,850.20",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,02/01/2024,4218811-109061,"£1,387.52",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109063,"£2,392.29",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109064,"£1,703.35",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109065,"£2,260.00",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109066,"£1,562.72",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109067,"£2,700.40",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,02/01/2024,4218811-109068,"£2,403.80",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109069,"£1,990.00",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109070,"£2,358.92",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230035,Contract Hire,02/01/2024,4218811-109071,"£1,985.54",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,02/01/2024,4218811-109072,"£2,513.40",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,02/01/2024,4218811-109073,"£2,244.42",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,02/01/2024,4218811-109074,"£2,545.60",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,02/01/2024,4218811-109075,"£3,198.40",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,02/01/2024,4218811-109076,"£2,624.66",24X7LTD.
