Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177400-OASI0074929,"œ2,589.90",ORIGIN AMENITY SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,11/09/2023,4177402-3600,"œ4,300.00",PARAMOUNT CEILINGS & PARTITIONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,312009,Newspapers books and periodicals E312,11/09/2023,4177409-2013521,"œ1,373.95",PETERS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384199,Miscellaneous Expenses,11/09/2023,4177411-69998263,"œ4,637.27",PHS GROUP PLC.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177425-244946,œ603.24,PUDSEY DIAMOND ENGINEERING LTD.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,11/09/2023,4177427-21109,œ680.00,RADECAL SIGNS GRAPHICS & ADVERTISING.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3766,"œ1,254.50",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3768,œ750.50,S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3771,"œ1,288.40",S & R LANDSCAPES.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3772,œ937.25,S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3773,"œ1,092.00",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3774,"œ1,220.00",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177440-3775,"œ3,000.00",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3776,"œ1,030.50",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3778,œ996.00,S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3780,"œ1,363.20",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3781,"œ1,041.50",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,11/09/2023,4177440-3783,œ755.00,S & R LANDSCAPES.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384199,Miscellaneous Expenses,11/09/2023,4177451-16992,"œ2,000.00",SHOW RACISM THE RED CARD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,11/09/2023,4177452-193380,"œ11,880.88",SHOWSEC INTERNATIONAL LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,230720,Contract Hire,11/09/2023,4177453-220/23/0040251,œ836.50,SIEMENS FINANCIAL SERVICES LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,11/09/2023,4177461-7910060021,"œ12,559.00",SOUTH TYNESIDE & SUNDERLAND NHS FOUNDATION TRUST.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,11/09/2023,4177467-146095,"œ156,188.00",SWITCHSHOP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177468-1054584,"œ2,122.20",T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177468-1054585,œ659.53,T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177468-1054652,"œ2,326.05",T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177468-1054676,"œ2,550.57",T CROSSLING & CO LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430100,Rendered by Private Contractors,11/09/2023,4177469-INV-33961,"œ2,167.50",T3 SECURITY LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,11/09/2023,4177470-0429,"œ24,686.00",TAG ACTIVE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177472-9047365292,œ598.15,TARMAC TRADING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,11/09/2023,4177474-2370011543,"œ1,831.40",TECHNOGYM UK LTD.
Adult and Health Services,Adults Excluded,Supplies and Services,338066,Services,11/09/2023,4177475-DHT08449,"œ2,177.25",THE DARTINGTON HALL TRUST.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,328041,Clothing uniforms and laundry E328,11/09/2023,4177477-72959,"œ4,644.12",THE OUTDOORS COMPANY UK LIMITED.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,11/09/2023,4177481-114542,"œ1,328.64",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,11/09/2023,4177481-114543,"œ3,741.60",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,11/09/2023,4177481-114544,"œ1,600.00",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,11/09/2023,4177481-114545,"œ2,720.00",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177482-143889,œ572.40,TP ELECTRICAL SUPPLIES & FIXINGS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,11/09/2023,4177485-DCC/GT/365,œ554.36,TYNE VALLEY FLOORING & CARPETS.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,11/09/2023,4177485-DCC/GT/366,œ502.80,TYNE VALLEY FLOORING & CARPETS.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,11/09/2023,4177485-DCC/GT/376,œ645.60,TYNE VALLEY FLOORING & CARPETS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250354,"œ7,861.65",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250355,"œ1,623.50",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250356,œ878.41,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250357,œ510.84,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250358,œ903.74,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250359,"œ1,372.40",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177486-250360,"œ1,583.18",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,352001,Conference Expenses,11/09/2023,4177490-9000330556,"œ6,390.00",UNIVERSITY OF NEWCASTLE UPON TYNE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,11/09/2023,4177500-724940,œ605.44,WILLIAM SMITH GROUP 1832.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,11/09/2023,4177502-91291287,"œ1,534.05",WOLSELEY UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338045,Services,11/09/2023,4177503-3739741,"œ3,168.30",WOMBLE BOND DICKINSON (UK) LLP.
Neighbourhoods and Climate Change,Community Protection,Third Party Payments,430100,Rendered by Private Contractors,11/09/2023,4177506-2239,œ590.00,YOU`RE SECURE NORTHEAST.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,12/09/2023,4178169-388,"œ1,593.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338094,Services,12/09/2023,4178184-32525,œ600.00,FERRYHILL COMMUNITY PARTNERSHIP CIO.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,12/09/2023,4178203-VOUCHER21AB-DVLY011,"œ30,000.00",HAMSTERLEY MILL RESIDENTS ASSOCIATION.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,384956,Miscellaneous Expenses,12/09/2023,4178297-419630,œ582.00,SEAWARD GROUP LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178093-82304,"œ1,525.20",24/7 TAXI SERVICES (PETERLEE) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178101-34919578,"œ6,627.16",AGGREGATE INDUSTRIES UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178103-3385,"œ3,165.75",AJ GUTHRIE & SON.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178103-3386,"œ2,713.50",AJ GUTHRIE & SON.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178103-3388,"œ3,165.75",AJ GUTHRIE & SON.
Resources BK0010,Digital Services,Supplies and Services,304245,Equipment and Materials,12/09/2023,4178106-6700158145,œ597.50,ANTALIS LTD.
Adult and Health Services,Central/Other,Supplies and Services,372009,Subscriptions E372,12/09/2023,4178110-8239,"œ2,807.00",ASSOCIATION OF DIRECTORS OF SOCIAL SERVICES (ADASS).
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178111-1/2023,œ921.00,ASTRAL CONTROL SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178111-2/PLOTC,"œ22,970.33",ASTRAL CONTROL SERVICES LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0790,œ746.02,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0791,"œ2,547.94",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0792,œ945.12,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0793,œ746.02,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0794,"œ1,730.52",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0795,"œ1,716.00",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178118-0797/0798,"œ1,687.24",BIRDS TAXIS LTD.
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,12/09/2023,4178119-37486,"œ11,152.58",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,12/09/2023,4178120-37492,"œ2,546.25",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,12/09/2023,4178121-37488,"œ2,291.63",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,12/09/2023,4178122-37491,"œ9,226.88",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG Early Years Block,Transfer Payments,510030,School Children,12/09/2023,4178123-37487,"œ26,735.63",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,12/09/2023,4178124-INV05058,œ645.00,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,12/09/2023,4178125-153174,œ674.52,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,12/09/2023,4178125-153746,œ602.31,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,12/09/2023,4178125-156544,œ599.19,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,12/09/2023,4178125-158557,œ671.66,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,12/09/2023,4178125-158568,œ688.28,BOLINDA DIGITAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178126-N079JUL23,"œ3,848.00",BON VOYAGE TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178126-W141JUL23,"œ3,000.00",BON VOYAGE TAXIS LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,12/09/2023,4178127-VOUCHER22NB-MDUR020,"œ7,135.00",BRANDON & BYSHOTTLES PARISH COUNCIL.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178128-21417927,œ884.93,BREEDON TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178128-21417928,"œ1,459.92",BREEDON TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178128-21419413,"œ1,482.12",BREEDON TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178128-21420619,œ630.92,BREEDON TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178128-21426203,œ744.87,BREEDON TRADING LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440036,Other third party payments E440,12/09/2023,4178134-25478,"œ1,061.76",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440036,Other third party payments E440,12/09/2023,4178134-25773,œ995.40,CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440036,Other third party payments E440,12/09/2023,4178134-25826,"œ7,271.95",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440036,Other third party payments E440,12/09/2023,4178134-25879,"œ2,388.96",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440036,Other third party payments E440,12/09/2023,4178134-25881,œ530.88,CASTLE VIEW GROUP TRAINING.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178137-790,"œ9,131.93",CEILINGS DIRECT LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178137-791,"œ1,406.24",CEILINGS DIRECT LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178138-115628,"œ1,583.13",CG ROBINSON & SONS LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,12/09/2023,4178142-VOUCHER23NB-4TOG004,"œ5,987.00",CHILTON JUNIORS FOOTBALL CLUB.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,12/09/2023,4178152-UOTR5133790,"œ13,910.35",CONVERA UK FINANCIAL LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,12/09/2023,4178165-96445860,"œ2,181.12",DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338101,Services,12/09/2023,4178187-PNCUUM20032023JC,"œ1,500.00",FORENSIC PATHOLOGY LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,12/09/2023,4178193-IN269008,œ530.95,GB LUBRICANTS LTD.
Chief Executives Office,Corporate Policy Planning & Performance,Supplies and Services,338066,Services,12/09/2023,4178200-30175899REPROVIDE,"œ10,000.00",GRANT THORNTON UK LLP.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,12/09/2023,4178201-NEI-HCL-09-2023-002,"œ15,000.00",GREAT AYCLIFFE TOWN COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230004,Contract Hire,12/09/2023,4178205-015-JUL23,"œ1,014.00",HANNAH`S TAXI.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,12/09/2023,4178209-SI-HK-001376,"œ16,709.88",HUMANKIND CHARITY.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178211-3151,"œ1,421.47",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,12/09/2023,4178211-3152,"œ2,781.77",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,12/09/2023,4178211-3153,"œ3,811.09",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,12/09/2023,4178211-3163,"œ1,050.00",IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430127,Rendered by Private Contractors,12/09/2023,4178211-3169,œ840.00,IAN C LIDDLE T/A IC LIDDLE SERVICES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178215-0778/2023,"œ3,886.00",J & JG GILL & SONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178215-0779/2023,œ686.00,J & JG GILL & SONS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430128,Rendered by Private Contractors,12/09/2023,4178215-0894/2023,"œ6,617.50",J & JG GILL & SONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178217-5306960,œ759.50,JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178217-5306961,"œ1,343.11",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178217-5306962,œ527.00,JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178217-5306963,"œ1,162.00",JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,12/09/2023,4178217-5306964,œ728.00,JA GILSON (AGRICULTURAL CONTRACTORS) LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,108099,Service Repairs and Maintenance,12/09/2023,4178221-990,œ757.00,JN KEARTON (DRY STONE WALLING).
Neighbourhoods and Climate Change,Environmental Services,Premises,108099,Service Repairs and Maintenance,12/09/2023,4178221-992,œ689.80,JN KEARTON (DRY STONE WALLING).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,12/09/2023,4178224-RES-09-2023-085,"œ2,552.80",JT NIXON & SONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,12/09/2023,4178226-3330-JUL23,"œ2,400.00",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23 -M054,"œ2,270.70",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,12/09/2023,4178226-3330-JUL23-7396,"œ1,617.15",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-N078,"œ1,759.80",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-N091,"œ1,650.00",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-N095,"œ1,599.75",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-N098,"œ2,850.00",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-N350,"œ1,425.00",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-W003,"œ2,391.30",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-W039,"œ3,300.00",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-W049,"œ2,506.05",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,12/09/2023,4178226-3330-JUL23-W175,"œ2,605.95",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,12/09/2023,4178226-3344-MAY23,"œ1,919.01",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486020,Service level agreements E486,12/09/2023,4178231-2561,œ512.00,LEADER RECRUITMENT GROUP LTD T/A LEADER EDUCATION LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486020,Service level agreements E486,12/09/2023,4178231-2603,œ512.00,LEADER RECRUITMENT GROUP LTD T/A LEADER EDUCATION LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486020,Service level agreements E486,12/09/2023,4178231-2604,œ512.00,LEADER RECRUITMENT GROUP LTD T/A LEADER EDUCATION LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486020,Service level agreements E486,12/09/2023,4178231-2637,œ517.34,LEADER RECRUITMENT GROUP LTD T/A LEADER EDUCATION LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384409,Miscellaneous Expenses,12/09/2023,4178233-000179,"œ1,959.30",LINGOTOT EAST DURHAM.
Resources BK0010,Digital Services,Supplies and Services,372009,Subscriptions E372,12/09/2023,4178238-12660125,"œ91,800.00",MAINTEL EUROPE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,12/09/2023,4178239-187,"œ1,817.30",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,12/09/2023,4178239-202,"œ1,179.67",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,12/09/2023,4178239-3669,œ535.50,MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440036,Other third party payments E440,12/09/2023,4178239-6531,"œ9,855.38",MAJOR RECRUITMENT LTD.*
Adult and Health Services,Head of Adults,Third Party Payments,474101,Purchase of Care,12/09/2023,4178240-BLOCKBEDS-RNCC-SEP23,"œ7,532.91",MALHOTRA CARE HOMES LTD.
Adult and Health Services,Head of Adults,Third Party Payments,474101,Purchase of Care,12/09/2023,4178240-BLOCKBEDS-SEP23,"œ27,515.31",MALHOTRA CARE HOMES LTD.
Adult and Health Services,Commissioning inc Supporting People,Supplies and Services,338370,Services,12/09/2023,4178244-53327,"œ58,483.92",MEDEQUIP ASSISTIVE TECHNOLOGY LTD.
Regeneration Economy and Growth,Planning & Housing,Construction work A908,908105,Construction work,12/09/2023,4178247-DEMOLITION-SEP23,"œ11,647.14",MGL DEMOLITION LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384086,Miscellaneous Expenses,12/09/2023,4178256-VOUCHER23NB-STAN012,"œ3,000.00",NORTH EAST HORTICULTURAL SOCIETY.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,12/09/2023,4178257-915519119,œ902.00,NORTHUMBRIAN WATER LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384199,Miscellaneous Expenses,12/09/2023,4178264-131,"œ1,519.40",PACT NE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,12/09/2023,4178268-58825-55420,"œ1,379.46",PHOENIX TAXIS T/A PRATT`S TAXIS.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,12/09/2023,4178273-28041,"œ3,064.29",PROGRESSIVE CARE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,12/09/2023,4178274-2035A,œ880.00,PROTECTIVE CARE GROUP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,12/09/2023,4178274-2036,"œ63,673.20",PROTECTIVE CARE GROUP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,12/09/2023,4178274-2036A,œ650.00,PROTECTIVE CARE GROUP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,12/09/2023,4178274-2037,"œ81,063.48",PROTECTIVE CARE GROUP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,12/09/2023,4178274-2037A,œ650.00,PROTECTIVE CARE GROUP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440048,Other third party payments E440,12/09/2023,4178274-2045,"œ141,839.76",PROTECTIVE CARE GROUP LTD.
