Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Central Support and Other Recharges,615208,Support Services,05/07/2023,4154736-RES-07-2023-027,"œ4,962.36",DURHAM UTC LTD (UNIVERSITY TECHNICAL COLLEGE).
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,05/07/2023,4154743-RES-07-2023-022,"œ1,300.34",EDEN LEARNING TRUST T/A WOODHAM ACADEMY.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4153590-4450030,"œ2,582.20",ANCHOR HANOVER GROUP.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4153818-4448795,"œ25,437.16",DURHAM ACTION ON SINGLE HOUSING LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4153829-4448875,"œ5,498.48",EAST DURHAM COMMUNITY INITIATIVES LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4153941-4449877,"œ25,440.16",HARBOUR SUPPORT SERVICES.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4153983-3933427,"œ355,640.24",HOME GROUP LTD FORMERLY STONHAM HOUSING ASSOCIATION LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4154545-4448735,"œ19,284.04",THE CYRENIANS LTD T/A CHANGING LIVES.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4154561-4449270,"œ27,442.72",THIRTEEN HOUSING GROUP LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,441001,Supporting People E441,05/07/2023,4154606-4618807,"œ9,568.80",WEAR VALLEY WOMENS AID LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,442002,Supporting People E442,05/07/2023,4153893-4449061,"œ22,025.88",FOUNDATION.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,442002,Supporting People E442,05/07/2023,4153990-4449139,"œ33,646.32",HUMANKIND CHARITY.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,442002,Supporting People E442,05/07/2023,4154232-4449583,"œ2,627.68",MOVING ON HOUSING.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,05/07/2023,4155043-SI30340,"œ1,200.34",VODAFONE CORPORATE LTD.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,05/07/2023,4155043-SI30341,œ897.00,VODAFONE CORPORATE LTD.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,05/07/2023,4155043-SI37628,œ598.00,VODAFONE CORPORATE LTD.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,05/07/2023,4155043-SI57958,œ598.00,VODAFONE CORPORATE LTD.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,05/07/2023,4155043-SI67117,œ598.00,VODAFONE CORPORATE LTD.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,05/07/2023,4155043-SI74725,œ897.00,VODAFONE CORPORATE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,336005,Advertising E336,06/07/2023,4155301-4006,œ500.00,KAPITOL MEDIA LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Employees,080025,Agency Staff,06/07/2023,4155482-0108,"œ5,270.00",THE CLAN NORTH EAST LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,145023,Cleaning and Domestic Supplies,06/07/2023,4155251-06/227491,œ855.84,GREENHAM TRADING LTD.
Adult and Health Services,Head of Adults,Supplies and Services,328041,Clothing uniforms and laundry E328,06/07/2023,4155490-NSIN00095705,œ518.40,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,06/07/2023,4155187-740293104,"œ3,263.00",DELL COMPUTER CORPORATION LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,342033,Computers and Communications,06/07/2023,4155283-2100627750,"œ1,388.16",INSIGHT DIRECT (UK) LTD.
Children and Young Peoples Services,Head of Education and Skills,Construction work A908,908105,Construction work,06/07/2023,4155378-50071059,œ660.00,NORTHERN POWERGRID (NORTHEAST) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Fees,901002,Consultants fees 901002,06/07/2023,4155423-TEC627151,"œ3,700.00",RPS CONSULTING SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155089-01270,"œ5,616.90",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155089-01271,"œ3,953.40",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155089-01272,"œ3,300.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155089-01273,"œ3,388.40",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155089-01280,"œ2,760.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,06/07/2023,4155089-01281,"œ2,490.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155089-01283,"œ2,600.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,06/07/2023,4155089-01287,"œ3,520.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155089-01290,"œ2,560.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,06/07/2023,4155089-01327,"œ3,484.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,06/07/2023,4155303-HC011,"œ2,440.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,06/07/2023,4155303-UM007,"œ1,960.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155323-20JUN23,"œ2,445.60",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155328-KC-3873,œ678.20,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155328-KC3870,"œ2,652.50",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155350-0102,"œ1,706.40",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155363-99,"œ2,756.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155066-JUNE01-2023,"œ4,600.00",A & P TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155068-0623/SB,"œ1,410.44",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155068-0623/SC-0623/JDRES,"œ4,217.20",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155068-0623/SG,"œ2,179.00",AABAT TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155068-0623/SH,"œ2,026.80",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155068-0623/SJ,"œ1,516.00",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155068-0623/SS,"œ1,480.20",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155098-199,"œ2,780.60",AUCKLAND TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155098-202,"œ3,299.00",AUCKLAND TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155105-1052,"œ2,715.40",BEELINE MINI BUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155109-0760,œ746.02,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155109-0761,"œ2,437.16",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155109-0762,œ945.12,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155109-0763,œ746.02,BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155109-0767,"œ1,851.00",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155109-0770,"œ3,160.20",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155153-CW42,"œ1,719.80",CHIPPERS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155163-38,"œ1,898.40",CONNORS MINI BUSES.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155163-39,"œ2,260.00",CONNORS MINI BUSES.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155163-40,"œ3,000.00",CONNORS MINI BUSES.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155171-116109,"œ3,524.04",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155171-116110,"œ3,556.60",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155171-116111/116114,"œ4,279.60",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155171-116112,"œ3,848.80",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155171-116115,"œ2,262.40",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,06/07/2023,4155171-116116,"œ2,303.60",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155171-116117,"œ1,083.33",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155182-3829,"œ2,395.00",DAVES MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155182-3830,"œ1,899.20",DAVES MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155182-3831,"œ2,308.60",DAVES MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155182-3832,"œ2,180.00",DAVES MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155182-3833,"œ2,186.40",DAVES MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155216-ES20,"œ2,539.00",ELITE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155234-2625,"œ1,870.00",FMR SILVA PITA.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155280-1160,"œ2,236.00",I & R EXECUTIVE TRAVEL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155297-091,"œ2,007.06",JOHN CRAKE & SONS MINI BUSES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155302-10JUN23,"œ2,773.00",KD TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155307-4091,"œ2,000.00",L&D TAXIS NE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-23,"œ2,954.40",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-24,"œ2,919.00",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-25,"œ2,771.40",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-26,"œ5,241.60",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-27,"œ3,760.00",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-28,"œ4,990.56",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155326-INV06/2023-36,"œ3,760.00",MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155343-W048JUN23,"œ1,253.70",MOSSOPS LUXURY TRAVEL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155411-S8-22157,"œ1,512.92",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155411-SE-22155,"œ1,600.00",RAPID MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155411-SI-22144,"œ1,214.82",RAPID MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155411-SI-22153,"œ2,400.24",RAPID MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155411-SI-22154,"œ3,357.36",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155411-SI-22156,"œ2,657.80",RAPID MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155412-10-3161,"œ3,000.00",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155412-10-4004JUN23,"œ1,642.40",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155412-10-4006JUN23,"œ3,160.00",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155412-10-4062,"œ1,517.72",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155412-10-M007,"œ2,964.00",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,06/07/2023,4155412-10JUN23,"œ4,468.60",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155445-821492,"œ2,228.20",SPENNYMOOR TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155445-821493,"œ2,800.00",SPENNYMOOR TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155445-821494,"œ2,559.60",SPENNYMOOR TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155445-821496,"œ2,000.00",SPENNYMOOR TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155445-LTDD821491,"œ1,363.52",SPENNYMOOR TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155501-20-M002,"œ2,986.20",TRIDENT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155501-21,"œ3,195.00",TRIDENT TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,06/07/2023,4155512-1359JUN23,œ920.08,WAYNE`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,06/07/2023,4155512-1361JUN23,"œ1,778.40",WAYNE`S TAXIS.
Neighbourhoods and Climate Change,Highways,Third Party Payments,460224,Contract Payments,06/07/2023,4155093-23344,"œ173,778.78",ARM PIPETEK LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/07/2023,4155276-SI-HK-001059,"œ374,752.00",HUMANKIND CHARITY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/07/2023,4155397-18399/18,"œ5,462.92",PIONEERING CARE PARTNERSHIP.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,06/07/2023,4155397-18400/18,"œ7,327.00",PIONEERING CARE PARTNERSHIP.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,06/07/2023,4155442-VOUCHER23NB-SPEN011,"œ1,550.00",SOLAN CONNOR FAWCETT FAMILY CANCER TRUST.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,06/07/2023,4155457-VOUCHER21TVF-WEAR001,"œ32,000.00",STANHOPE PARISH COUNCIL.
Regeneration Economy and Growth,Business Durham CL0850,Premises,120009,Energy Costs,06/07/2023,4155139-862417952,œ512.12,BRITISH GAS BUSINESS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155400-44952,"œ3,194.67",PLASLOC LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155298-08/12171444,œ598.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155141-0000306319,"œ3,410.00",BROXAP LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155221-6937125,"œ17,028.00",ESE WORLD LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155255-9002528581,œ715.00,HAKO MACHINES LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155300-0104/00026849,"œ1,153.76",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155475-1019019,"œ1,120.36",T CROSSLING & CO LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155492-39706,"œ5,340.00",TODDS HIGHWAY MAINTENANCE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155504-IN0258274,"œ2,114.60",TUDOR (UK) LTD T/A TUDOR ENVIRONMENTAL.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155506-247784,"œ2,110.85",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155506-247785,"œ1,255.38",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,06/07/2023,4155506-247786,"œ1,078.50",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,06/07/2023,4155510-28811,"œ2,630.50",WARD TIMBER LTD.
Regeneration Economy and Growth,Corporate Property and Land,Cap Exp on Grants & Other Financial Assistance (REFCUS),918501,Exp assets not owned by authority,06/07/2023,4155485-INV-0637,œ550.00,THE FOX`S TALE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384199,Miscellaneous Expenses,06/07/2023,4155189-BUFFET13/06/2023,"œ1,120.00",DENTS BAKERY LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384540,Miscellaneous Expenses,06/07/2023,4155135-190557,œ799.00,BLP (NORTHERN) LTD INTEGRATED MARKETING LOGISTICS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,06/07/2023,4155352-1019,"œ5,350.00",MR WILSON`S SECOND LINERS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,06/07/2023,4155101-BCB230711,"œ5,400.00",BACK CHAT BRASS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,384199,Miscellaneous Expenses,06/07/2023,4155156-C/XP276463,"œ2,813.00",CIVICA UK LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,06/07/2023,4155209-RES-07-2023-034,"œ17,100.00",EDEN LEARNING TRUST T/A TANFIELD SCHOOL.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384302,Miscellaneous Expenses,06/07/2023,4155322-13/06/23,œ750.00,MAD ALICE THEATRE COMPANY LTD.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,384540,Miscellaneous Expenses,06/07/2023,4155367-42950451,"œ2,009.92",NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,06/07/2023,4155371-RES-07-2023-035,"œ23,475.00",NORTH EAST LEARNING TRUST (NELT).
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384086,Miscellaneous Expenses,06/07/2023,4155393-VOUCHER22NB-EDUR061,"œ2,000.00",PETERLEE MEMORIAL METHODIST CHURCH.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,06/07/2023,4155449-RES-07-2023-033,"œ15,825.00",ST BEDES CATHOLIC ACADEMY (LANCHESTER).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,06/07/2023,4155513-RES-07-2023-036,"œ2,000.00",WEAR RIVERS TRUST.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,06/07/2023,4155136-131260,œ711.45,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,06/07/2023,4155136-132153,œ643.04,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,06/07/2023,4155136-135175,œ638.77,BOLINDA DIGITAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155257-DUR13023C,"œ5,255.25",HANDCRAFTED PROJECTS.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155257-DUR130623B,"œ23,166.00",HANDCRAFTED PROJECTS.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155257-DUR13062A,"œ2,574.00",HANDCRAFTED PROJECTS.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155362-59632,"œ3,133.01",NATIONAL YOUTH ADVOCACY SERVICE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,06/07/2023,4155365-JUNE2023TOPUP,"œ20,231.00",NEW COLLEGE DURHAM.
Adult and Health Services,Central/Other,Third Party Payments,440150,Other third party payments E440,06/07/2023,4155368-BCF/JULY2023,"œ1,672,011.00",NHS NORTH EAST & NORTH CUMBRIA ICB.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155370-4835,"œ13,656.50",NORTH EAST DANCE CIC.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155370-4836,œ840.00,NORTH EAST DANCE CIC.
Regeneration Economy and Growth,Planning & Housing,Third Party Payments,440999,Other third party payments E440,06/07/2023,4155413-24030310,"œ4,283.40",RELIANCE HIGH-TECH LTD.
Resources BK0010,Procurement Sales & Business Services,Supplies and Services,340001,Postages E340,06/07/2023,4155422-9067655339,œ880.00,ROYAL MAIL GROUP PLC.
Children and Young Peoples Services,Head of Education and Skills,Transport,235005,Public Transport,06/07/2023,4155247-81886,"œ1,440.00",GO GATESHEAD LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,06/07/2023,4155099-D720004790,"œ5,185.28",AUTISM CARE UK (4) LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,06/07/2023,4155145-INV040065,"œ7,000.00",CAREHOME SELECTION LTD (CHS HEALTHCARE).
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155150-11310,"œ1,181.36",CATHEDRAL LOCK & SAFE SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430120,Rendered by Private Contractors,06/07/2023,4155229-SINV0090022,"œ19,389.79",FINNING (UK) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155287-27983,"œ3,105.70",JACK COUPE & SONS LTD T/A COUPE LINE.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155337-ELMHC-7123,"œ11,805.00",MER FLEET SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155342-2289,"œ101,336.00",MITREPOINT LTD T/A ROOFCLAD SYSTEMS.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155384-G0759082,œ985.00,ORBIS PROTECT LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155410-10000/230607,"œ20,675.04",RAINTON CONSTRUCTION LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,06/07/2023,4155434-24453,"œ101,675.62",SEYMOUR (CIVIL ENGINEERING CONTRACTORS) LTD.
