Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,27/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,DDTS - TRADE,CAPGEMINI UK PLC,2600110427760,25002.34,SOW_CAPWT_0002 -Trade Platform,GU21 6DB,THIRD PARTY,C24009iv,DEAPH001,Expense,GB232441107
DEFRA,DEFRA,27/06/2024,IA - POA & AUC - COST - ADDITIONS,DDTS - TRADE,CAPGEMINI UK PLC,2600110427744,165041.51,SOW_CAPWT_0002 -Trade Platform,GU21 6DB,THIRD PARTY,C24009iv,DEP00520,Asset,GB232441107
DEFRA,DEFRA,27/06/2024,Exp - Purchase Of Goods/Services - Consultancy,GIODP,UBDS IT CONSULTING LTD,INV001497,36575.00,SOW  002 – Workpackage 7 GIO M365 Investment Portfolio – Delivery 23DEFR1221-1 DEFR DOIP,W2 1BE,SUPPLIER,C21695,DEP01030,Expense,GB417155704
DEFRA,DEFRA,27/06/2024,Exp - Purchase Of Goods/Services - Consultancy,GIODP,UBDS IT CONSULTING LTD,INV001495,82064.00,SoW 008 - Workpackage 5 GIO DP Delivery Outcomes Business Change 23DEFR1231-1 DEFR-BCHG,W2 1BE,SUPPLIER,C21695,DEDC0181,Expense,GB417155704
DEFRA,DEFRA,27/06/2024,Exp - Purchase Of Goods/Services - Consultancy,GIODP,UBDS IT CONSULTING LTD,INV001496,87114.00,SoW 008 - Workpackage 5 GIO DP Delivery Outcomes Business Change 23DEFR1231-1 DEFR-BCHG,W2 1BE,SUPPLIER,C21695,DEDC0181,Expense,GB417155704
DEFRA,DEFRA,27/06/2024,Exp - Purchase Of Goods/Services - Consultancy,GIODP,UBDS IT CONSULTING LTD,INV001498,47300.00,SoW 004 – Workpackage 7 GIO DP Delivery Outcomes Migrate and Decommission 23DEFR1221-1 DEFR-DOMD,W2 1BE,SUPPLIER,C21695,DEP00771,Expense,GB417155704
DEFRA,DEFRA,27/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,WORCESTERSHIRE COUNTY COUNCIL,IN00476617,118331.00,FY24/25 LNRS preparation grants (31/7340) Local Authority – Worcestershire County Council,WR5 2NP,SUPPLIER,GIA,00000000,Expense,GB705672142
DEFRA,DEFRA,27/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,DDTS - CROSS CUTTING NON-TECHNICAL,I3WORKS LTD,I3W-DFR-MAY-SOW3,197570.81,"SOW_ITW_0003	Service Delivery - Programme & Project Management",BS1 4JZ,SUPPLIER,C22464iv,00000000,Expense,GB200113204
DEFRA,DEFRA,27/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,WELLAND & DEEPINGS INTERNAL DRAINAGE BOARD,2142,26822.40,FY 24/25 - Grant payment awarded to Welland and Deepings Internal Drainage Board as part of the Lowland Agricultural Peat Small Infrastructure Pilot. Grant ref:C22433 Project ref:C21041 - Bourne South,PE11 2TD,SUPPLIER,C22433,00000000,Expense,
DEFRA,DEFRA,27/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,DERBYSHIRE COUNTY COUNCIL,100020241824023230,175124.00,FY24/25 LNRS preparation grants (31/7340) - Local Authority – Derbyshire County Council,DE4 3AH,SUPPLIER,GIA,00000000,Expense,GB127 248 178
DEFRA,DEFRA,27/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,NOTTINGHAMSHIRE COUNTY COUNCIL,93029764,133098.00,FY24/25 LNRS preparation grants (31/7340) Local Authority – Nottinghamshire County Council,NG2 6BJ,Access to Work,GIA,00000000,Expense,GB118180094NEG
DEFRA,DEFRA,27/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT - ARCHITECTURE & STANDARDS,NETWORK FUTURES LTD,2258,594693.00,"Cloud Technical Design Authority And Assurance Services, 1.8.2023 to 31.7.2025 C20045",GU27 1AG,SUPPLIER,C20045,DEP00597,Expense,GB 583 8845 83
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCE SYSTEMS REFORM,ALEXANDER MANN SOLUTIONS LTD-2WM,3050080,394273.04,Contingent Labour up to end May 2024 ,EC2N 3AQ,SUPPLIER,C13025,DEFAMS01,Expense,744492612
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,(SOLWAY COAST AONB) CUMBERLAND COUNCIL,23 / 24-25 Access,25644.95,FY 24/25- CDEL Access for C16874 Access for All Year 3 Payments,CA14 3YJ,LOCAL AUTHORITIES,,DEA10062,Expense,GB434547685
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,(MENDIP HILLS AONB),15 / 24-25 Access,52042.85,FY 24/25- CDEL Access for C16804 Access for All Year 3 Payments,TA14DY,SUPPLIER,,DEA10053,Expense,GB131254412
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,(QUANTOCK HILLS AONB),22 / 24-25 Access,27853.88,FY 24/25- CDEL Access for C16864 Access for All Year 3 Payments,TA14DY,SUPPLIER,,DEA10060,Expense,GB131254412
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,NORTH YORKSHIRE COUNCIL ¿ HOWARDIAN HILLS AONB,20 / 24-25 Access,36441.18,FY 24/25- CDEL Access for C16766 Access for All Year 3 Payments,DL78AL,SUPPLIER,,DEA10047,Expense,GB259107749
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,NORFOLK COUNTY COUNCIL,16 / 24-25 Access,44216.93,FY 24/25- CDEL Access for C16846 Access for All Year 3 Payments,NR25 7DZ,SUPPLIER,,DEA10055,Expense,106 995 152
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,SURREY HILLS NATIONAL LANDSCAPE,24 / 24-25 Access,173587.65,FY 24/25- CDEL Access for C16892 Access for All Year 3 Payments,KT13 0YP,LOCAL AUTHORITIES,,DEA10065,Expense,GB216 9472 4
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,DOSET COUNCIL - DORSET NATIONAL LANDSCAPE,5 / 24-25 Access,91095.86,FY 24/25- CDEL Access for C16718 Access for All Year 3 Payments,DT1 1XJ,LOCAL AUTHORITIES,,DEA10043,Expense,GB 311 8339
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,FOREST OF BOWLAND NATIONAL LANDSCAPE PARTNERSHIP,10 / 24-25 Access,65168.07,FY 24/25- CDEL Access for C16732 Access for All Year 3 Payments,PR1 8XJ,LOCAL AUTHORITIES,,DEA10045,Expense,GB155712174
DEFRA,DEFRA,28/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,LANCASHIRE COUNTY COUNCIL,5201534370,181029.00,FY24/25 LNRS preparation grants (31/7340) Local Authority – Lancashire County Council,PR1 0LD,SUPPLIER,GIA,00000000,Expense,155712174
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,NORTH YORK MOORS NATIONAL PARK,18 / 24-25 Access,61640.49,FY 24/25- CDEL Access for C16831 Access for All Year 3 Payments,YO62 5BP,LOCAL AUTHORITIES,,DEA10079,Expense,GB686500421
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,GROUP INFRASTRUCTURE & OPERATIONS,AMAZON WEB SERVICES EMEA SARL,EUINGB24-2581152,755668.43,AWS Cloud Consumption ,EC2A 2FA,SUPPLIER,C5717,DEP00327,Expense,LU 26888617
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,WELLAND & DEEPINGS INTERNAL DRAINAGE BOARD,2143,107859.60,Grant payment awarded to Welland and Deepings Internal Drainage Board as part of the Lowland Agricultural Peat Small Infrastructure Pilot,PE11 2TD,SUPPLIER,C22442,00000000,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,EXMOOR NATIONAL PARK AUTHORITY,9 / 24-25 Access,37957.28,FY 24/25- CDEL Access for C16823 Access for All Year 3 Payments,TA22 9HL,Access to Work,,DEA10076,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,PEAK DISTRICT NATIONAL PARK AUTH,21 / 24-25 Access,116885.93,FY 24/25- CDEL Access for C16825 Access for All Year 3 Payments,DE45 1AE,LOCAL AUTHORITIES,,DEA10081,Expense,313 1215 64
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,DARTMOOR NATIONAL PARK AUTHORITY,6 / 24-25 Access,56391.25,FY 24/25- CDEL Access for C16822 Access for All Year 3 Payments,TQ13 9JQ,LOCAL AUTHORITIES,,DEA10075,Expense,
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,DIGITAL TRANSFORMATION,IOMART GROUP PLC,221764763,26500.00,Azure Hosting for the FONT (Future of National Telemtry) Project,G20 0SP,SUPPLIER,ecm_59180,DEEF3534,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,LAKE DISTRICT NATIONAL PARK AUTH,13 / 24-25 Access,76684.04,FY 24/25- CDEL Access for C16829 Access for All Year 3 Payments,LA9 7RL,LOCAL AUTHORITIES,,DEA10077,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,NORTHUMBERLAND NAT PARK AUTHORITY,19 / 24-25 Access,39799.85,FY 24/25- CDEL Access for C16830 Access for All Year 3 Payments,NE46 1BS,LOCAL AUTHORITIES,,DEA10080,Expense,
DEFRA,DEFRA,28/06/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,FORESTRY,WOODLAND TRUST,808960,373035.99,"FY 21/22 - Forestry- NETL- Nature for Climate Northern Forest Grant awarded to Woodland Trust (CDEL) £4,406,135 Bravo 62246",NG31 6LL,SUPPLIER,62246,DEA10514,Expense,520 611 104
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,EAST SUSSEX COUNTY COUNCIL,8 / 24-25 Access,164269.02,FY 24/25- CDEL Access for C16765 Access for All Year 3 Payments,BN7 1UE,SUPPLIER,,DEA10046,Expense,191803754
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,STAFFORDSHIRE COUNTY COUNCIL,25 / 24-25 Access,53061.65,FY 24/25- CDEL Access for C16686 Access for All Year 3 Payments,ST16 2DH,Access to Work,,DEA10036,Expense,280061977
DEFRA,DEFRA,28/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,GATESHEAD COUNCIL,220332765,111044.00,FY24/25 LNRS preparation grants (31/7340) Local Authority –Gateshead Metropolitan Borough Council,NE8 1HH,SUPPLIER,GIA,00000000,Expense,178 1889 10
DEFRA,DEFRA,28/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,YORKSHIRE DALES NATIONAL AUTHORITY,SC104964,-39736.10,FY 2023/24 – Yorkshire Dales National Park Grant ecm 64610.,DL8 3EL,LOCAL AUTHORITIES,64610,DEA10083,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,YORKSHIRE DALES NATIONAL AUTHORITY,28 / 24-25 Access,51906.45,FY 24/25- CDEL Access for C16828 Access for All Year 3 Payments,DL8 3EL,LOCAL AUTHORITIES,,DEA10083,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,CORNWALL COUNCIL,4 / 24-25 Access,68232.23,FY 24/25- CDEL Access for C16700 Access for All Year 3 Payments,TR1 3AY,LOCAL AUTHORITIES,,DEA10039,Expense,"132746770					"
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,SOUTH DOWNS NATIONAL PARK AUTHORITY,26 / 24-25 Access,155065.33,FY 24/25- CDEL Access for C16826 Access for All Year 3 Payments,GU29 9SB,SUPPLIER,,DEA10082,Expense,GB111756535
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,COTSWOLDS CONSERVATION BOARD,3 / 24-25 Access,190793.32,FY 24/25- CDEL Access for C16702 Access for All Year 3 Payments,GL54 3JH,LOCAL AUTHORITIES,,DEA10040,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,EAST DEVON AONB,7 / 24-25 Access,43368.13,FY 24/25- CDEL Access for C16719 Access for All Year 3 Payments,EX10 8HL,CUSTOMER,,DEA10044,Expense,142218990
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,THE BROADS AUTHORITY,27 / 24-25 Access,62138.27,FY 24/25- CDEL Access for C16827 Access for All Year 3 Payments,NR1 1RY,SUPPLIER,,DEA10074,Expense,GB525230186
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,ISLE OF WIGHT AONB,11 / 24-25 Access,50309.38,FY 24/25- CDEL Access for C16769 Access for All Year 3 Payments,PO30 2QS,CUSTOMER,,DEA10048,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,CHICHESTER HARBOUR AONB,1 / 24-25 Access,39973.84,FY 24/25- CDEL Access for C16688 Access for All Year 3 Payments,PO20 7AW,CUSTOMER,,DEA10037,Expense,192711069
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,NEW FOREST NATIONAL PARK AUTH,17 / 24-25 Access,70327.49,FY 24/25- CDEL Access for C16824 Access for All Year 3 Payments,SO41 9ZG,LOCAL AUTHORITIES,,DEA10078,Expense,
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,LANCASTER CITY COUNCIL (ARNSIDE & SILVERDALE AONB),14 / 24-25 Access,29695.59,FY 24/25- CDEL Access for C16672 Access for All Year 3 Payments,LA5 0HG,SUPPLIER,,DEA10034,Expense,GB155727939
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,LINCOLNSHIRE WOLDS AONB.,12 / 24-25 Access,42464.00,FY 24/25- CDEL Access for C16771 Access for All Year 3 Payments,LN1 1YL,CUSTOMER,,DEA10051,Expense,129392355
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - HOTELS & ACCOMMODATION - FOREIGN ACCOMODATION,RUN & MAINTAIN WORKFORCE,CORPORATE TRAVEL MANAGEMENT NORTH LTD,19538,63512.73,Travel for Core Defra Staff to complete payment for 23/24 FY,BD1 5HQ,SUPPLIER,C23243,00000000,Expense,GB 708374122
DEFRA,DEFRA,28/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,CHILTERNS CONSERVATION BOARD,2 / 24-25 Access,196110.43,FY 24/25- CDEL Access for C16689 Access for All Year 3 Payments,OX39 4HA,CUSTOMER,,DEA10038,Expense,
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCE SYSTEMS REFORM,HAYS SPECIALIST RECRUITMENT LTD,1752784,1128350.39,Contingent Labour up to June 2024 Uplift May'24,KT3 4QF,CIS SUPPLIER,C13156,DEFHAY01,Expense,GB773695871
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,PLANT HEALTH,FERA SCIENCE LIMITED,6138074207,341112.95,Fera LTSA Plant Health specialist Facilities 2024-25. Atamis C15321. s41 applies.,YO41 1LZ,SUPPLIER(1),C15321,00000000,Expense,GB 618 1841 40
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,PLANT HEALTH,FERA SCIENCE LIMITED,6138074208,570243.02,FERA LTSA Plant Health Plant and Bee Health 2024-25. Atamis C15321. S41 applies,YO41 1LZ,SUPPLIER(1),C15321,00000000,Expense,GB 618 1841 40
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,PLANT HEALTH,FERA SCIENCE LIMITED,6138074209,49343.92,Fera LTSA Cross cutting 2024-25 Atamis C15321. Section 41 applies.,YO41 1LZ,SUPPLIER(1),C15321,00000000,Expense,GB 618 1841 40
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201061023,327645.65,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201061532,338185.98,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201061022,638838.87,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201061340,858383.76,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,28/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,OXFORDSHIRE COUNTY COUNCIL,3920732439,111044.00,FY24/25 LNRS preparation grants (31/7340) Local Authority –  Oxfordshire,SO23 3NP,Access to Work,GIA,00000000,Expense,GB195 4786 09
DEFRA,DEFRA,28/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,PROTECTING THE MARINE ENVIRONMENT,RSPB,SLINV/00042180,52000.00,Seabird biosecurity AfterLIFE plan for England. Financial year 2024/25,SG19 2DL,CUSTOMER,DFP,00000000,Expense,"GB365969589					"
DEFRA,DEFRA,28/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,SOUTH YORKSHIRE MAYORAL COMBINED AUTHORITY,502079,112567.00,FY24/25 LNRS preparation grants (31/7340) Local Authority – South Yorkshire Mayoral Combined Authority,S1 2BQ,LOCAL AUTHORITIES,GIA,00000000,Expense,GB193141026
DEFRA,DEFRA,25/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,WILDLIFE,"DEPARTMENT FOR CULTURE, MEDIA & SPORT",DM0000006205,-113496.00,Refund Received,SW1Y 5DH,CENTRAL GOVT BODY,,DEA15273,Expense,888845444
DEFRA,DEFRA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - TREASURY SOLICITORS,LEGAL GROUP SOLICITOR AND DIRECTOR GENERAL,GOVERNMENT LEGAL DEPARTMENT,A4134,33250.00,LEGAL FIXED FEES - GLD -  Q1 FY 24/25,SW1H 9GL,LEGAL,IGS,00000000,Expense,888823066
DEFRA,DEFRA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - TREASURY SOLICITORS,LEGAL GROUP SOLICITOR AND DIRECTOR GENERAL,GOVERNMENT LEGAL DEPARTMENT,A4133,519250.00,LEGAL FIXED FEES - GLD -  Q1 FY 24/25,SW1H 9GL,LEGAL,IGS,00000000,Expense,888823066
DEFRA,DEFRA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - TREASURY SOLICITORS,LEGAL GROUP SOLICITOR AND DIRECTOR GENERAL,GOVERNMENT LEGAL DEPARTMENT,A4132,4244000.00,LEGAL FIXED FEES - GLD -  Q1 FY 24/25,SW1H 9GL,LEGAL,IGS,00000000,Expense,888823066
DEFRA,DEFRA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,EU EXIT F-GASES & ODSS,MET OFFICE,I0135488,28335.00,F/Y 24/25 - ECM61526 - Monitor the health of the ozone layer,EX1 3PB,SUPPLIER,ECM61526,00000000,Expense,GB 888 805362
DEFRA,DEFRA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,HR BUSINESS MANAGEMENT AND SPECIALIST SERVICES,HOME OFFICE,2656331,44321.40,"Civil Service Investigation Service subscription cost for 2024/2025 for APHA, RPA, VMD and Defra",NP20 9BB,OGD,IGS,00000000,Expense,GB 888 8160 61
DEFRA,DEFRA,06/06/2024,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,WASTE AND RECYCLING,DEPARTMENT FOR BUSINESS ENERGY & INDUSTRIAL STRATEGY,623110010017,1012343.87,MEMORANDUM OF UNDERSTANDING DEFRA - OPSS. LN RELATION TO THE OFFICE FOR PRODUCT SAFETY AND STANDARDS,NP10 8QQ,OGD,,DEA10527,Expense,8888 255 50
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,CENTRAL ANALYTICAL RESPONSE IMPROVEMENT AND SUPPORT,OFFICE FOR NATIONAL STATISTICS,2981144,33300.00,Analysis Function Funding - ONS - May 2024,NP10 8XG,Government Agency,IGS,00000000,Expense,GD460
DEFRA,DEFRA,14/06/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,F&W COMMERCIAL POLICY,DEPARTMENT FOR LEVELLING UP HOUSING & COMMUNITIES,01202425A,20498985.00,"Waste Infrastructure FI Grant Payments to DLUHC for local government, FY 2024/2025",HP2 4XN,SUPPLIER,GIA,00000000,Expense,GB888848043
DEFRA,DEFRA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"RISK MANAGEMENT, IMPORTS AND INTERNATIONAL MANAGEMENT",ANIMAL & PLANT HEALTH AGENCY,178466,32004.51,SE2223: Icrad- FluSWITCH: Identification of factors driving the emergence and spread of avian influenza viruses with zoonotic potential,YO1 7PX,THIRD PARTY,DFP,DEA15253,Expense,8888000181
DEFRA,DEFRA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,TB,ANIMAL & PLANT HEALTH AGENCY,178473,68776.56,SE3339 : Finalising the MDTR formulation for progression towards national marketing authorisation and international recognition,YO1 7PX,THIRD PARTY,DFP,DEA15253,Expense,8888000181
DEFRA,DEFRA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"RISK MANAGEMENT, IMPORTS AND INTERNATIONAL MANAGEMENT",ANIMAL & PLANT HEALTH AGENCY,178464,107179.00,SE0574: Genomics for animal and plant disease centre [GAP-DC2],YO1 7PX,THIRD PARTY,DFP,DEA15253,Expense,8888000181
DEFRA,DEFRA,19/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,ANIMAL DISEASE CONTROL,HEALTH AND  SAFETY EXECUTIVE,4383286,152153.47,"Funding for HSE to carry out licensing, inspection and enforcement work for labs working with animal pathogens in England - 2023/24",SK17 9JN,Government Agency,IGS,00000000,Expense,888810177
DEFRA,DEFRA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LANDSCAPES,THE PLANNING INSPECTORATE,1800004886,25941.93, Coastal Access invoices from the Planning Inspectorate for financial year 23/24. ,HP2 4XN,OGD,61257,00000000,Expense,GB888848043
DEFRA,DEFRA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,AIR QUALITY & INDUSTRIAL EMISSIONS,INNOVATE UK,CIN-1003181,59123.34,MoU - DEFRA Clean Air Competition.,SN2 1JF,OGD,C17537,DEA15251,Expense,GB287461957
DEFRA,DEFRA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,CATEGORY AND SERVICE MANAGEMENT - OPS TEAM,CABINET OFFICE,3838639,33174.00,DEFRA 23-24 Commercial Fast Stream Programme Costs  Egs FSer,NP10 8FZ,OGD,IGS,00000000,Expense,888 8010 80
DEFRA,DEFRA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - TREASURY SOLICITORS,LITIGATION & PROSECUTION,GOVERNMENT LEGAL DEPARTMENT,544882,49282.35,GLD - EMPLOYMENT LITIGATION BUDGET - ADHOC - 24/25,SW1H 9GL,LEGAL,LEGAL,00000000,Expense,888823066
DEFRA,DEFRA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - TREASURY SOLICITORS,LEGAL GROUP SOLICITOR AND DIRECTOR GENERAL,GOVERNMENT LEGAL DEPARTMENT,544555,128235.29,GLD - DOMESTIC AND EU LITIGATION BUDGET - ADHOC - 24/25,SW1H 9GL,LEGAL,LEGAL,00000000,Expense,888823066
DEFRA,DEFRA,21/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LANDSCAPES,THE PLANNING INSPECTORATE,1800004978,136824.00,FY 24/25 - new PO number for Commons invoices from the Planning Inspectorate.,HP2 4XN,OGD,FDP,00000000,Expense,GB888848043
DEFRA,DEFRA,21/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LANDSCAPES,THE PLANNING INSPECTORATE,1800004977,39120.00,FY 24/25 - Coastal Access invoices from the Planning Inspectorate,HP2 4XN,OGD,FDP,00000000,Expense,GB888848043
DEFRA,DEFRA,21/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,WASTE AND RECYCLING,MINISTRY OF JUSTICE,2547611,35132.72,Household Waste appeals (MOU) covering period 22/23,NP20 9BB,SUPPLIER,IGS,DEA10526,Expense,GB 888 8180 55
