Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,15/01/2024,CONTRACTS,UKIE - Immigration Enforcement,SERCO LTD,1411447-91965699-158586-2314005-1-2024,2314005
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1418256-2955329-560478-414519-1-2024,4974.23
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1418282-2955329-560478-1299903-1-2024,15598.84
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1411002-2955329-560478-2410878-1-2024,28930.56
Home Office,Home Office,16/01/2024,COURIER COSTS,UKIE - Immigration Enforcement,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1417122-20012712-113026-771-1-2024,77.1
Home Office,Home Office,16/01/2024,FCO CHARGES,UKIE - Immigration Enforcement,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1417122-20012712-113026-3322168-1-2024,33221.68
Home Office,Home Office,17/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240115-112726-4433567-1-2024,44335.67
Home Office,Home Office,17/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240116-112726-11848886-1-2024,118488.86
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944557-243944-3164389-1-2024,31643.89
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944566-243944-5667225-1-2024,56672.25
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944554-243944-13999717-1-2024,139997.17
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944556-243944-15789305-1-2024,157893.05
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944569-243944-16875753-1-2024,168757.53
Home Office,Home Office,17/01/2024,OVERSEAS ESCORTS,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411413-186797/92944553-243944-23628485-1-2024,236284.85
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944568-243944-24469415-1-2024,244694.15
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944552-243944-80885183-1-2024,808851.83
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944558-243944-10496205-1-2024,1049620.5
Home Office,Home Office,17/01/2024,IN COUNTRY ESCORT,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411412-186797/92944555-243944-180850529-1-2024,1808505.29
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,PA CONSULTING SERVICES LTD,1418267-0000029473-100039-7500-1-2024,9000
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,PA CONSULTING SERVICES LTD,1418267-0000029474-100039-7500-1-2024,9000
Home Office,Home Office,17/01/2024,OTHER ICT COSTS,UKIE - Immigration Enforcement,QINETIQ LTD,1418267-117074070-112688-6701937-1-2024,80423.24
Home Office,Home Office,18/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240117-112726-6246727-1-2024,62467.27
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1418256-2959353-560478-802768-1-2024,9633.22
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1418282-2959353-560478-1023453-1-2024,12281.44
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1411002-2959353-560478-4940826-1-2024,59289.92
Home Office,Home Office,19/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1417629-30801357-24-100385-54321-1-2024,651.85
Home Office,Home Office,19/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1411453-30801357-24-100385-74815-1-2024,897.78
Home Office,Home Office,19/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1417102-30801357-24-100385-79219-1-2024,950.63
Home Office,Home Office,19/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1418189-30801357-24-100385-83816-1-2024,1005.79
Home Office,Home Office,19/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1418277-30801357-24-100385-36285-1-2024,4354.19
Home Office,Home Office,19/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1411411-30801357-24-100385-368256-1-2024,4419.06
Home Office,Home Office,19/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240118-112726-541711-1-2024,54171.1
Home Office,Home Office,19/01/2024,CURFEW & ELECTRONIC MONITORING,UKIE - Immigration Enforcement,MINISTRY OF JUSTICE,1418258-2272916-199603-149703-1-2024,179643.6
Home Office,Home Office,19/01/2024,CURFEW & ELECTRONIC MONITORING,UKIE - Immigration Enforcement,MINISTRY OF JUSTICE,1418258-2272917-199603-215991756-1-2024,2591901.07
Home Office,Home Office,19/01/2024,CONTRACTS,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411444-30118/92947345-243944-17809225-1-2024,178092.25
Home Office,Home Office,19/01/2024,CONTRACTS,UKIE - Immigration Enforcement,MITIE CARE & CUSTODY LTD,1411444-30118/92944551-243944-216608313-1-2024,2166083.13
Home Office,Home Office,19/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,PA CONSULTING SERVICES LTD,1418267-0000029489-100039-28993-1-2024,34791.6
Home Office,Home Office,22/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1418258-29732008-56679-783-1-2024,939.6
Home Office,Home Office,22/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1411431-29731917-56679-88266-1-2024,1059.19
Home Office,Home Office,22/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1418261-29731917-56679-135346-1-2024,1624.16
Home Office,Home Office,22/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240119-112726-2847472-1-2024,28474.72
Home Office,Home Office,23/01/2024,GAS,UKIE - Immigration Enforcement,CROWN OIL LTD,1411432-1751607-59315-2226486-1-2024,26580.17
Home Office,Home Office,23/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240122-112726-4967946-1-2024,49679.46
Home Office,Home Office,23/01/2024,FCO CHARGES,UKIE - Immigration Enforcement,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1417122-20012850-113026-417237-1-2024,4172.37
Home Office,Home Office,23/01/2024,CONTRACTS,UKIE - Immigration Enforcement,SERCO LTD,1411447-91966526-158586-6552594-1-2024,65525.94
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,BJSS LIMITED,1418267-INV-UK027438-508104-23220-1-2024,27864
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,BJSS LIMITED,1418267-INV-UK027439-508104-64615-1-2024,77538
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,BJSS LIMITED,1418267-INV-UK027440-508104-72450-1-2024,86940
Home Office,Home Office,24/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240123-112726-2583646-1-2024,25836.46
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,UKIE - Immigration Enforcement,METHODS  BUSINESS AND DIGITAL TECH LTD,1418267-SIN078483-119732-1871625-1-2024,22459.5
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,UKIE - Immigration Enforcement,METHODS  BUSINESS AND DIGITAL TECH LTD,1418267-SIN078482-119732-196075-1-2024,23529
Home Office,Home Office,25/01/2024,TELEPHONE,UKIE - Immigration Enforcement,CABINET OFFICE,1418286-3836572-113009-2632222-1-2024,31586.66
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,UKIE - Immigration Enforcement,CLARASYS LTD,1418267-INV105192-56484-15400-1-2024,18480
Home Office,Home Office,25/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240124-112726-5888299-1-2024,58882.99
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1418256-2963750-560478-829773-1-2024,9957.28
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1418282-2963750-560478-1825452-1-2024,21905.42
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ALEXANDER MANN SOLUTIONS LTD,1411002-2963750-560478-5409547-1-2024,64914.57
Home Office,Home Office,26/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1417102-30816320-24-100385-63224-1-2024,758.69
Home Office,Home Office,26/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1417629-30816320-24-100385-65601-1-2024,787.21
Home Office,Home Office,26/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1411453-30816320-24-100385-70574-1-2024,846.89
Home Office,Home Office,26/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1418189-30816320-24-100385-76772-1-2024,921.26
Home Office,Home Office,26/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1411411-30816320-24-100385-367164-1-2024,4405.97
Home Office,Home Office,26/01/2024,FULL COST,UKIE - Immigration Enforcement,BROOK STREET (UK) LTD,1418277-30816320-24-100385-393635-1-2024,4723.61
Home Office,Home Office,26/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240125-112726-4711827-1-2024,47118.27
Home Office,Home Office,26/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-23-000-0058332-112726-84797-1-2024,84797
Home Office,Home Office,26/01/2024,VOLUNTARY ASSISTED RETURNS,UKIE - Immigration Enforcement,PREPAID FINANCIAL SERVICES,1418194-493-55118-500000-1-2024,500000
Home Office,Home Office,29/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1411431-29736445-56679-5742-1-2024,689.04
Home Office,Home Office,29/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1418258-29736534-56679-783-1-2024,939.6
Home Office,Home Office,29/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1418261-29736445-56679-91907-1-2024,1102.88
Home Office,Home Office,29/01/2024,CONTINGENT LABOUR OTHER,UKIE - Immigration Enforcement,ADECCO UK LTD,1418258-29736445-56679-123223-1-2024,1478.68
Home Office,Home Office,29/01/2024,CONT OUT SERV OTHER,UKIE - Immigration Enforcement,ATKINSREALIS PPS LTD,1411010-24000540-53010-1015149-1-2024,121817.88
Home Office,Home Office,29/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240126-112726-3492784-1-2024,34927.84
Home Office,Home Office,29/01/2024,OTHER ICT COSTS,UKIE - Immigration Enforcement,DELOITTE LLP,1418267-8004386708-112904-21978-1-2024,26373.6
Home Office,Home Office,30/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-R7065072240129-112726-5154771-1-2024,51547.71
Home Office,Home Office,30/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-24-284-0001745-112726-37699925-1-2024,376999.25
Home Office,Home Office,31/01/2024,EXTERNAL,UKIE - Immigration Enforcement,CSL - KPMG LLP,1418236-5502771727-478245-22586-1-2024,22586
Home Office,Home Office,31/01/2024,ASYLUM CASES,UKIE - Immigration Enforcement,CWT UK GROUP LTD,1417111-24-284-0002864-112726-42596833-1-2024,425968.33
Home Office,Home Office,31/01/2024,OTHER,UKIE - Immigration Enforcement,HM REVENUE & CUSTOMS,1417102-18000056092023-187546-712635-1-2024,85516.2
Home Office,Home Office,31/01/2024,RUN COSTS,UKIE - Immigration Enforcement,SERCO LTD,1411453-91965297-158586-60914879-1-2024,609148.79
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406413-29718708-56679-68588-1-2024,823.06
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417944-29718799-56679-80185-1-2024,962.22
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1407011-29718799-56679-83443-1-2024,1001.32
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406686-29718708-56679-185763-1-2024,2229.16
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406404-29718708-56679-224983-1-2024,2699.81
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417942-29718708-56679-344928-1-2024,4139.13
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406686-29718799-56679-392546-1-2024,4710.56
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406408-29718708-56679-462441-1-2024,5549.29
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417940-29718708-56679-648578-1-2024,7782.92
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417940-29718799-56679-794619-1-2024,9535.44
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406167-29718708-56679-886485-1-2024,10637.82
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406956-29718708-56679-1234319-1-2024,14811.83
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1508462-29718752-56679-2232286-1-2024,26787.43
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406415-29718799-56679-594823-1-2024,71378.72
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ALEXANDER MANN SOLUTIONS LTD,1486657-2949716-560478-5408-1-2024,6489.6
Home Office,Home Office,02/01/2024,OTHER ICT COSTS,UKVIP - Visas Information & Passports,CONNECT ASSIST LTD,1417008-CA 7825-55000-4186245-1-2024,41862.45
Home Office,Home Office,02/01/2024,PASSPORT SECURE DELIVERY,UKVIP - Visas Information & Passports,ROYAL MAIL,1508414-9069107883-112710-1786867-1-2024,178686.7
Home Office,Home Office,03/01/2024,BASIC SALARY,UKVIP - Visas Information & Passports,HM REVENUE & CUSTOMS,1417501-18000050342023-187546-182721-1-2024,219265.2
Home Office,Home Office,03/01/2024,PASSPORT SECURE DELIVERY,UKVIP - Visas Information & Passports,ROYAL MAIL,1508414-9069220853-112710-1630535-1-2024,163053.5
Home Office,Home Office,03/01/2024,PASSPORT SECURE DELIVERY,UKVIP - Visas Information & Passports,ROYAL MAIL,1508414-9069166892-112710-1653113-1-2024,165311.3
Home Office,Home Office,04/01/2024,OTHER,UKVIP - Visas Information & Passports,ALLIED PUBLICITY SERVICES (MANCHESTER) LIMITED,1417945-C83205-500635-5621316-1-2024,56213.16
Home Office,Home Office,04/01/2024,LEGAL REPRESENTATION,UKVIP - Visas Information & Passports,GOVERNMENT LEGAL DEPARTMENT,1406940-536689-113504-54323277-1-2024,543232.77
Home Office,Home Office,04/01/2024,LEGAL ADVICE,UKVIP - Visas Information & Passports,GOVERNMENT LEGAL DEPARTMENT,1406940-536689-113504-156792472-1-2024,1567924.72
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ALEXANDER MANN SOLUTIONS LTD,1508442-2952165-560478-244212-1-2024,2930.54
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ALEXANDER MANN SOLUTIONS LTD,1486657-2952165-560478-531608-1-2024,6379.3
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417940-30782870-24-100385-24516-1-2024,294.19
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406413-30782870-24-100385-38976-1-2024,467.71
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406041-30782870-24-100385-52126-1-2024,625.51
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417943-30782870-24-100385-105676-1-2024,1268.11
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417207-30782870-24-100385-108988-1-2024,1307.86
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406956-30782870-24-100385-121669-1-2024,1460.03
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406033-30782870-24-100385-29349-1-2024,3521.87
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406698-30782870-24-100385-333076-1-2024,3996.89
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406404-30782870-24-100385-358405-1-2024,4300.86
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406166-30782870-24-100385-36665-1-2024,4399.79
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417909-30782870-24-100385-485923-1-2024,5831.07
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406165-30782870-24-100385-60266-1-2024,7231.91
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406696-30782870-24-100385-663321-1-2024,7959.85
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406686-30782870-24-100385-816613-1-2024,9799.33
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417941-30782870-24-100385-883551-1-2024,10602.61
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417008-30782870-24-100385-1116223-1-2024,13394.66
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1508009-30778891-24-100385-1261532-1-2024,15138.39
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406408-30782870-24-100385-130685-1-2024,15682.17
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1407011-30782870-24-100385-1409012-1-2024,16908.13
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406415-30782870-24-100385-3088806-1-2024,37065.68
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1508462-30778891-24-100385-3718033-1-2024,44616.36
Home Office,Home Office,05/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406163-30782870-24-100385-4907966-1-2024,58895.61
Home Office,Home Office,05/01/2024,COURIER COSTS,UKVIP - Visas Information & Passports,ROYAL MAIL,1508443-0001879217-112710-26916215-1-2024,269162.15
Home Office,Home Office,05/01/2024,PRINT,UKVIP - Visas Information & Passports,THALES DIS UK LTD,1508411-101423003932-516500-17684991-1-2024,176849.91
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406408-29724672-56679-47146-1-2024,565.75
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1407011-29724758-56679-60499-1-2024,725.99
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417944-29724758-56679-67356-1-2024,808.27
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406413-29724672-56679-108826-1-2024,1305.92
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406686-29724672-56679-128013-1-2024,1536.16
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406404-29724672-56679-14102-1-2024,1692.24
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417940-29724672-56679-154089-1-2024,1849.07
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406167-29724672-56679-216358-1-2024,2596.31
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406686-29724758-56679-251389-1-2024,3016.67
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1417940-29724758-56679-266139-1-2024,3193.67
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406956-29724672-56679-640741-1-2024,7688.84
Home Office,Home Office,08/01/2024,CONTINGENT LABOUR OTHER,UKVIP - Visas Information & Passports,ADECCO UK LTD,1406415-29724758-56679-2380267-1-2024,28563.18
Home Office,Home Office,08/01/2024,CONFERENCES,UKVIP - Visas Information & Passports,CALDER CONFERENCES LTD,1417922-513537-112824-5335083-1-2024,53350.83
Home Office,Home Office,08/01/2024,LEGAL ADVICE,UKVIP - Visas Information & Passports,SCOTLAND OFFICE,1421092-16830-113483-277397-1-2024,277397
Home Office,Home Office,09/01/2024,LEGAL ADVICE,UKVIP - Visas Information & Passports,ADDLESHAW GODDARD LLP,1486657-100-1059236-54018-3036464-1-2024,36437.57
Home Office,Home Office,09/01/2024,LEGAL ADVICE,UKVIP - Visas Information & Passports,ADDLESHAW GODDARD LLP,1486657-100-1056234-54018-3719448-1-2024,44633.38
Home Office,Home Office,09/01/2024,TRANSLATOR,UKVIP - Visas Information & Passports,BIG WORD INTERPRETING SERVICES LTD (THE),1406408-748924-105469-3056581-1-2024,30565.81
Home Office,Home Office,10/01/2024,ADVERSE LEGAL,UKVIP - Visas Information & Passports,GOVERNMENT LEGAL DEPARTMENT,1508010-HOLFT-894-113504-14625-1-2024,14625
Home Office,Home Office,11/01/2024,CONFERENCES,UKVIP - Visas Information & Passports,CALDER CONFERENCES LTD,1417922-514062-112824-33750-1-2024,33750
Home Office,Home Office,11/01/2024,EXTERNAL,UKVIP - Visas Information & Passports,ERNST AND YOUNG LLP,1417922-GB01G000489474-113852-2868325-1-2024,286832.5
Home Office,Home Office,12/01/2024,ADVICE,UKVIP - Visas Information & Passports,ALEXANDER MANN SOLUTIONS LTD,1486657-2956223-560478-22000-1-2024,26400
Home Office,Home Office,12/01/2024,TRANSLATOR,UKVIP - Visas Information & Passports,BIG WORD INTERPRETING SERVICES LTD (THE),1406408-20278186-105469-16120965-1-2024,161209.65
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417940-30791401-24-100385-36774-1-2024,441.29
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406413-30791401-24-100385-79296-1-2024,951.55
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417207-30791401-24-100385-11205-1-2024,1344.6
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417943-30791401-24-100385-139532-1-2024,1674.39
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406956-30791401-24-100385-150822-1-2024,1809.86
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406041-30791401-24-100385-16168-1-2024,1940.16
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406698-30791401-24-100385-436448-1-2024,5237.37
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406404-30791401-24-100385-466903-1-2024,5602.84
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406166-30791401-24-100385-628164-1-2024,7537.95
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406033-30791401-24-100385-68723-1-2024,8246.75
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417909-30791401-24-100385-73021-1-2024,8762.51
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406165-30791401-24-100385-764854-1-2024,9178.23
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406696-30791401-24-100385-995467-1-2024,11945.61
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1406686-30791401-24-100385-1050441-1-2024,12605.28
Home Office,Home Office,12/01/2024,FULL COST,UKVIP - Visas Information & Passports,BROOK STREET (UK) LTD,1417941-30791401-24-100385-1570866-1-2024,18850.38
