Auth,Proclass,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,500.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Pro-Support Ltd,45128,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,501.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,501.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,501.08
Bury Metropolitan Borough Council,Health Care,Fresh Lifestyle Fitness,45134,Department of Operations,SAPAS,501.12
Bury Metropolitan Borough Council,Utilities,SSE PLC - Southern Electric,45134,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,501.38
Bury Metropolitan Borough Council,Human Resources,Your World Recruitment Ltd,45125,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,503.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,503.18
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,506.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,506.44
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45112,Department of Operations,Catering High,506.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Persona Group Ltd,45132,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,507
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Persona Group Ltd,45132,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,507
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Persona Group Ltd,45132,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,507
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,507.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,507.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,508.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,509.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,509.8
Bury Metropolitan Borough Council,Cleaning and Janitorial,Champion Cleaning Services Ltd T/A Associated Cleaning Contractors,45112,Health and Adult Care (formerly OCO),SHELTERED HOUSING GENERAL,510
Bury Metropolitan Borough Council,Cleaning and Janitorial,Champion Cleaning Services Ltd T/A Associated Cleaning Contractors,45138,Health and Adult Care (formerly OCO),SHELTERED HOUSING GENERAL,510
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45128,"Business, Growth & Infrastructure",Development Management,510.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45128,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,511.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45127,Health and Adult Care (formerly OCO),Community Care - North INT,511.32
Bury Metropolitan Borough Council,Utilities,Integrated Water Services Ltd,45124,Department of Operations,Property Maintenance (Fees-Variable Oncost),511.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,511.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,512.21
Bury Metropolitan Borough Council,Health Care,Grace Specialist HealthCare Limited,45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,512.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,513.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fernbank Residential Care Home,45127,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,516.26
Bury Metropolitan Borough Council,Vehicle Management,Enterprise Rent-A-Car UK Ltd t/a Flex E Rent,45113,Department of Operations,Transport Fleet Management,516.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,516.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,516.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,516.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,517.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mangar International Ltd,45124,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),517.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,517.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45133,Health and Adult Care (formerly OCO),Community Care - North INT,517.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,518.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,518.66
Bury Metropolitan Borough Council,Environmental Services,Wheeldon Bros (Waste) Ltd,45118,Department of Operations,Grounds Maintenance,519.09
Bury Metropolitan Borough Council,Environmental Services,Osborne Richardson Ltd,45132,Department of Operations,Environmental Services Holding Account,520
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,520.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Rapid Response,521.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,521.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,522.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,522.15
Bury Metropolitan Borough Council,Catering,Apetito Ltd T/A Wiltshire Farm Foods,45113,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,522.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,522.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Revitalise Respite Holidays,45127,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,523.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,523.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45134,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,524.71
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45131,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45120,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45111,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45111,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45111,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45113,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45110,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger & Transport,Smart Platforms Rental Ltd,45138,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,525.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,525.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45133,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,525.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - Bury East INT,526.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,DMD Recruitment Ltd,45121,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,527
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45134,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,527.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,528.45
Bury Metropolitan Borough Council,Passenger & Transport,Defensive Driver Training Limited,45113,Department of Operations,Transport Fleet Management,528.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,528.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,528.98
Bury Metropolitan Borough Council,Stationery,Ulverscroft Large Print Books Ltd,45111,Department of Operations,Libraries,529.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,529.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,530.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Tripod Partners Limited,45120,Children & Young People,Safeguarding Teams,531.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,531.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,531.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,532.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,532.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,533.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,533.98
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45113,Health and Adult Care (formerly OCO),Sheltered Amenity,534.09
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,534.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fortress Care,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,534.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,535.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45134,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,535.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,535.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,536.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,536.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury East INT,536.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,536.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,536.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,536.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45133,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,536.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,536.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,536.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45127,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,536.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,537.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Prism Medical UK,45121,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),537.9
Bury Metropolitan Borough Council,Cleaning and Janitorial,PHS Group plc,45138,Corporate Core Services,LSC Main Grants,537.98
Bury Metropolitan Borough Council,Utilities,British Gas Business,45114,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,538.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,539.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,539.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,539.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45133,Health and Adult Care (formerly OCO),Community Care - North INT,539.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury East INT,539.91
Bury Metropolitan Borough Council,Building Construction Materials and Services,Proteus Equipment Ltd,45117,Department of Operations,HNS Maintenance,540
Bury Metropolitan Borough Council,Legal Services,Forbes Solicitors,45114,Corporate Core Finance,Insurance expenses,540
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,540.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45134,Health and Adult Care (formerly OCO),Community Care - Rapid Response,540.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,540.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,541.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury East INT,541.6
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45134,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45134,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45134,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45133,Department of Operations,Catering High,541.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fortress Care,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,541.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,541.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,542.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,542.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Amicura Services Ltd,45127,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,542.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,542.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,542.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,DMD Recruitment Ltd,45133,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,544
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Parkland Regency Care Ltd,45127,Health and Adult Care (formerly OCO),Community Care - North INT,544
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,544.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Bury West INT,545.38
Bury Metropolitan Borough Council,Legal Services,SB Costs Limited,45113,Corporate Core Services,Six Town Housing Holding Account,545.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45133,Health and Adult Care (formerly OCO),Community Care - Bury West INT,545.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,545.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45134,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,545.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Bury East INT,547.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45133,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,548.08
Bury Metropolitan Borough Council,Furniture,JD Removals,45119,"Business, Growth & Infrastructure",Radcliffe Regeneration,550
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45134,Health and Adult Care (formerly OCO),Community Care - North INT,550.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Prism Medical UK,45126,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),551.18
Bury Metropolitan Borough Council,Education,Open Awards,45132,Corporate Core Services,Central Community Education,551.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45133,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,551.71
