Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),710.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),832.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),908.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),928.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),998.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),1062.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),1074.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),1133.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),1623.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),2400.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45105,Health and Adult Care (formerly OCO),2413.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICare Solutions Merseyside Ltd,45105,Health and Adult Care (formerly OCO),628.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),595.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1256.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1388.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1461.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45107,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1851.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),1879.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),3967.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),5846.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45098,Health and Adult Care (formerly OCO),5846.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45107,Health and Adult Care (formerly OCO),5846.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45098,Health and Adult Care (formerly OCO),698.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45098,Health and Adult Care (formerly OCO),1257.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45098,Health and Adult Care (formerly OCO),1885.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45107,Health and Adult Care (formerly OCO),1885.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45098,Health and Adult Care (formerly OCO),3912.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45107,Health and Adult Care (formerly OCO),3912.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Jigsaw,45100,Health and Adult Care (formerly OCO),8125
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KR Care Homes Ltd t/a Bankfield,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),502
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),522.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),576.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),583.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),594.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),686.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),911.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),963.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),1014.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),1116.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),1198.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),1229.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),1229.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),1557.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),1587.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),1680.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),4671.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),4753.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),8359.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),8523.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45105,Health and Adult Care (formerly OCO),12217.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,KV Care Limited,45079,Health and Adult Care (formerly OCO),12431.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),794.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),794.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),920.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),920.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),920.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1073.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1113.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1113.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1272.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1598.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1677.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),1677.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2457.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2471.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2624.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2922.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2922.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),2922.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),3686.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Langdon Community,45098,Health and Adult Care (formerly OCO),8767.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),501.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),596.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),631.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),631.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),631.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),631.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),654.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),654.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),656.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),656.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),656.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),676
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),676
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),695.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),772.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),835.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),856.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),856.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),944.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),968.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1093.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1102.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1143.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1291.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1292.43
