Auth,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A Millfield Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A Millfield Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A Millfield Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A Millfield Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A Millfield Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A Millfield Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Qualia Care Ltd T/A St Marys Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2432.76
Bury Metropolitan Borough Council,Education,Quality Sport Holiday Clubs Ltd,45278,Children & Young People,DFE Individual Grants,590
Bury Metropolitan Borough Council,Education,R H Environmental Ltd,45278,Department of Operations,Environmental Services Holding Account,1212
Bury Metropolitan Borough Council,Education,Rainbow Behavioural Therapies Ltd,45266,Children & Young People,Independent Fees,993.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rainbow Fostering Services Ltd,45274,Children & Young People,Independent Foster Agency,3623.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rainbow Fostering Services Ltd,45274,Children & Young People,Independent Foster Agency,6066.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rainbow Fostering Services Ltd,45274,Children & Young People,Independent Foster Agency,3611.52
Bury Metropolitan Borough Council,Health and Safety,Reactec Limited,45272,Department of Operations,Grounds Maintenance,1244.88
Bury Metropolitan Borough Council,Consultancy,Redacted,45271,Corporate Core Services,Bury Safeguarding Children´s Board,2500
Bury Metropolitan Borough Council,Consultancy,Redacted,45272,Corporate Core Services,Bury Safeguarding Children´s Board,2500
Bury Metropolitan Borough Council,Consultancy,Redacted,45279,Corporate Core Services,Bury Safeguarding Children´s Board,4400
Bury Metropolitan Borough Council,Consultancy,Redacted,45271,Corporate Core Services,Bury Safeguarding Children´s Board,825
Bury Metropolitan Borough Council,Passenger Transport,Redacted,45268,Children & Young People,Home to School Transport SEN,3248.4
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45267,Children & Young People,Children´s Services Other management costs,64049.11
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45275,Children & Young People,Children´s Services Other management costs,68658.31
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45278,Children & Young People,Children´s Services Other management costs,70016.95
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45274,Corporate Core Services,Personnel Disbursements Holding A/c,2020.83
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45274,Corporate Core Services,Personnel Disbursements Holding A/c,25289.43
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45261,Corporate Core Services,Personnel Disbursements Holding A/c,27409.62
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45281,Corporate Core Services,Personnel Disbursements Holding A/c,25274.58
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45275,Corporate Core Services,Personnel Disbursements Holding A/c,25063.3
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45275,Health and Adult Care (formerly OCO),A C S SENIOR MANAGEMENT,36221.99
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45261,Health and Adult Care (formerly OCO),A C S SENIOR MANAGEMENT,27407.41
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45281,Health and Adult Care (formerly OCO),A C S SENIOR MANAGEMENT,36370.2
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45261,Department of Operations,Refuse Collection Trading Account,32447.54
Bury Metropolitan Borough Council,Human Resources,Reed Specialist Recruitment Ltd,45272,Department of Operations,Refuse Collection Trading Account,32853.96
Bury Metropolitan Borough Council,Consultancy,Reed Talent Solutions Ltd,45275,Children & Young People,Psychology Service,5100
Bury Metropolitan Borough Council,Consultancy,Reed Talent Solutions Ltd,45265,Children & Young People,Psychology Service,5100
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Reliance Care Homes Ltd - Harmony House,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Residential Child Care Community (North West) Ltd,45274,Children & Young People,Childrens Residential,22801.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Respite (North West) Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,6259.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Respite (North West) Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,948.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Respite (North West) Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3480
Bury Metropolitan Borough Council,Facilities and Management Services,Restore PLC - Archive Solutions,45261,Health and Adult Care (formerly OCO),Assessment & Care Management Tier 3,827.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rhombus Care Group Limited,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,21021
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,1955.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,680.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3387.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1352.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1076.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,1352.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,714.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,1746.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,961.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,914.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,567.02
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,629.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1248.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,16215.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1274.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,652.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2728.31
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2207.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rivermead Care Home,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,4400
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Robertson Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3002.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Robertson Nursing Home,45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1800
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ROC Northwest Ltd,45278,Children & Young People,Childrens Residential,14946.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ROC Northwest Ltd,45264,Children & Young People,Childrens Residential,14463.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rochdale MBC,45271,Children & Young People,Independent Fees,1988
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rochdale MBC,45271,Children & Young People,Independent Fees,1442.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rochdale MBC,45271,Children & Young People,Independent Fees,1811.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rochdale MBC,45271,Children & Young People,Independent Fees,8999.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rochdale MBC,45271,Children & Young People,Independent Fees,1493.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rochdale MBC,45280,Health and Adult Care (formerly OCO),ASC International Recruitment Fund,47500
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rockmount Northwest Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2913.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rockmount Northwest Limited,45266,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,14636.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rockmount Northwest Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2299.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Rockmount Northwest Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,5657.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2109
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - North INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1348
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Roseberry Care Centres England Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,544.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - North INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,562.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,691.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,3429.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,11238.18
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,8941.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2089.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Routes Healthcare (North) Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1169.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Royal Mencap Society,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2545.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Royal Mencap Society,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2783.68
Bury Metropolitan Borough Council,Education,Ruskin Mill Trust Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,27611.92
Bury Metropolitan Borough Council,Education,Ruskin Mill Trust Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1230.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Safehouses North Ltd,45264,Children & Young People,Independent Foster Agency,4278.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Safehouses North Ltd,45278,Children & Young People,Independent Foster Agency,4421.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,SafeNet Domestic Abuse and Support Services Ltd,45281,Corporate Core Services,Strategic Partnerships,62500
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3577
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3577
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3577
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2555
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3577
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1021.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sankofa Specialist Care Ltd,45274,Children & Young People,Childrens Residential,26718.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Children & Young People,Short Breaks Service,640
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Children & Young People,Fostering Services,830
Bury Metropolitan Borough Council,ICT,Scan Computers International Ltd,45281,Department of Operations,Bury Market,5712.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Secret Garden - Brandlesholme CIC,45287,Children & Young People,DFE Individual Grants,1283.48
Bury Metropolitan Borough Council,Financial Services,Security Plus + Ltd,45280,Department of Operations,Catering Overheads,816.79
Bury Metropolitan Borough Council,Financial Services,SG Equipment Finance Limited,45279,Department of Operations,Transport Fleet Management,1124
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Shield Support Hub Ltd,45268,Children & Young People,Through Care Support Costs,6073.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Shield Support Hub Ltd,45268,Children & Young People,UASC Grant,5877.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Shield Support Hub Ltd,45268,Children & Young People,Through Care Support Costs,5877.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Shield Support Hub Ltd,45268,Health and Adult Care (formerly OCO),Community Care - North INT,5396.32
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Shutter Maintenance (Northern) Ltd,45272,Corporate Core Services,LSC Main Grants,701.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Simply Carehome Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3800
Bury Metropolitan Borough Council,Stationery,Simprint Halifax Ltd,45274,"Business, Growth & Infrastructure",Business Growth Management Team,641.95
Bury Metropolitan Borough Council,Housing Management,Six Town Housing,45273,Housing Revenue Account,Repairs & Maintenance,2866.8
Bury Metropolitan Borough Council,Housing Management,Six Town Housing,45268,Housing Revenue Account,Repairs & Maintenance,7245
Bury Metropolitan Borough Council,Housing Management,Six Town Housing,45268,Housing Revenue Account,Repairs & Maintenance,763.78
Bury Metropolitan Borough Council,Housing Management,Six Town Housing,45282,Department of Operations,Ramsbottom Civic Suite,707
Bury Metropolitan Borough Council,Housing Management,Six Town Housing,45264,Department of Operations,General,550.23
Bury Metropolitan Borough Council,Passenger Transport,Sky Minibuses,45268,Children & Young People,Home to School Transport SEN,3843.62
Bury Metropolitan Borough Council,Passenger Transport,Smart Platforms Rental Ltd,45268,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger Transport,Smart Platforms Rental Ltd,45281,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,Passenger Transport,Smart Platforms Rental Ltd,45278,Department of Operations,Transport Fleet Management,525
Bury Metropolitan Borough Council,ICT,Socitm Ltd,45281,Corporate Core Services,ICT - Management Overheads,1995
Bury Metropolitan Borough Council,Building Construction Materials and Services,Soil Association,45271,Department of Operations,Catering Overheads,1192
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,782.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1938.83
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,828.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,515.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,679.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1005.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,971.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1271.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3560.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,516.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1138.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,635.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1527.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1937.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,510.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,604.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,971.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,637.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,546.87
Bury Metropolitan Borough Council,Housing Management,Springs Tenants Management Committee,45274,Housing Revenue Account,HRA - Dwelling Rents,130533.45
Bury Metropolitan Borough Council,Housing Management,Springs Tenants Management Committee,45274,Housing Revenue Account,HRA - Dwelling Rents,26457.92
Bury Metropolitan Borough Council,Utilities,SSE PLC - Southern Electric,45266,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,709.52
Bury Metropolitan Borough Council,Utilities,SSE PLC - Southern Electric,45279,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,681.74
Bury Metropolitan Borough Council,Education,St Gabriels R.C. Specialist Science College,45288,Children & Young People,Additional Needs Team,1333
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Georges Care Centre,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3350.72
Bury Metropolitan Borough Council,Education,St Mary´s CE Primary School,45275,Children & Young People,School Improvement Service,1425
Bury Metropolitan Borough Council,Education,St Mary´s CE Primary School,45275,Children & Young People,School Improvement Service,950
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Philips Community Centre,45278,Department of Operations,SAPAS,2880
Bury Metropolitan Borough Council,Highway Equipment and Materials,Standard Fuel Oils Ltd,45280,Department of Operations,Stores - General,1425
Bury Metropolitan Borough Council,Highway Equipment and Materials,Standard Fuel Oils Ltd,45280,Department of Operations,Stores - General,900
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Stanley Brothers Tippers Ltd,45274,Department of Operations,HNS Maintenance,1750
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Step Ahead Resource Services Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,5395.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Childrens Homes Ltd,45278,Children & Young People,Childrens Residential,22500
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4484.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1506.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1431.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5637
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,4453.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1339.52
