Authority,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45293,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45294,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45294,Children & Young People,Through Care Support Costs,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45294,Children & Young People,UASC Grant,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45294,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,2889.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,2889.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45295,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45296,Children & Young People,Through Care Support Costs,2025.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45296,Children & Young People,UASC Grant,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45306,Children & Young People,UASC Grant,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45306,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45307,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45307,Children & Young People,Through Care Support Costs,5714.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45307,Children & Young People,Through Care Support Costs,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45307,Children & Young People,Through Care Support Costs,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45307,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45307,Children & Young People,UASC Grant,4829.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Inspire Community Services Ltd,45314,Children & Young People,Through Care Support Costs,2985.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4280.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Integrate (Preston & Chorley) Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2062.64
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Integrated Water Services Ltd,45294,Department of Operations,Property Maintenance (Fees-Variable Oncost),543.18
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Integrated Water Services Ltd,45313,Department of Operations,Property Maintenance (Fees-Variable Oncost),7636.85
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Integrated Water Services Ltd,45322,Department of Operations,Property Maintenance (Fees-Variable Oncost),610.5
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),International Parking Systems (UK) Ltd,45296,Department of Operations,off street car parking,1477.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Invigor Adolscent Care Limited,45310,Children & Young People,Childrens Residential,26350
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),J & D Jenkinson Ltd,45294,Department of Operations,Parks Section 106,5727
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),J & D Jenkinson Ltd,45294,Department of Operations,Parks Section 106,1240
Bury Metropolitan Borough Council,Education,J Fish Education Ltd,45316,Children & Young People,School Improvement Service,1900
Bury Metropolitan Borough Council,Stationery,J McGrath Media (UK) Ltd,45313,Health and Adult Care (formerly OCO),Staying Well,580
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),J Mills Contractors Ltd,45308,Department of Operations,Bury Market,1370
Bury Metropolitan Borough Council,Catering,J W Young (Butchers) Limited,45316,Department of Operations,Catering High,514.44
Bury Metropolitan Borough Council,Catering,J W Young (Butchers) Limited,45317,Department of Operations,Catering Primary,5266.61
Bury Metropolitan Borough Council,Catering,J W Young (Butchers) Limited,45317,Department of Operations,Catering Primary,4108.25
Bury Metropolitan Borough Council,Catering,J W Young (Butchers) Limited,45317,Department of Operations,Catering Primary,675.11
Bury Metropolitan Borough Council,Catering,J W Young (Butchers) Limited,45317,Department of Operations,Catering Primary,5030.43
Bury Metropolitan Borough Council,Catering,J W Young (Butchers) Limited,45317,Department of Operations,Catering Primary,4495.35
Bury Metropolitan Borough Council,Human Resources,James Andrews Recruitment Solutions Ltd,45310,Children & Young People,Through Care Support Costs,897.14
Bury Metropolitan Borough Council,Building Construction Materials and Services,Redacted,45316,Department of Operations,Architects,640
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45300,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3609.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45300,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,838.4
Bury Metropolitan Borough Council,Catering,JJ Food Service Ltd,45315,Department of Operations,Catering High,811.83
Bury Metropolitan Borough Council,Catering,JJ Food Service Ltd,45315,Department of Operations,Catering High,672.76
Bury Metropolitan Borough Council,Catering,JJ Food Service Ltd,45315,Department of Operations,Catering High,1011.16
Bury Metropolitan Borough Council,Catering,JJ Food Service Ltd,45315,Department of Operations,Catering High,668.44
Bury Metropolitan Borough Council,Catering,JJ Food Service Ltd,45315,Department of Operations,Catering Primary,31424.32
Bury Metropolitan Borough Council,Cleaning and Janitorial,JMS Cleaning Services (UK) Ltd,45299,"Business, Growth & Infrastructure",Lettings - Managed Workspace,1056.25
Bury Metropolitan Borough Council,Legal Services,Redacted,45299,Children & Young People,Safeguarding Team - External Legal,940
Bury Metropolitan Borough Council,Clothing,Johnsons Workwear,45302,Department of Operations,Workshop,619.12
Bury Metropolitan Borough Council,Clothing,Johnsons Workwear,45322,Department of Operations,Workshop,773.9
Bury Metropolitan Borough Council,Education,Kedleston (High Peak School) Limited,45301,Children & Young People,Childrens Residential,15416.7
Bury Metropolitan Borough Council,Education,Kedleston (High Peak School) Limited,45301,Children & Young People,Childrens Residential,4371.43
Bury Metropolitan Borough Council,Education,Kedleston (High Peak School) Limited,45301,Children & Young People,Childrens Residential,3080
Bury Metropolitan Borough Council,Education,Kedleston (High Peak School) Limited,45316,Children & Young People,Childrens Residential,4645.71
Bury Metropolitan Borough Council,Education,Kedleston (High Peak School) Limited,45316,Children & Young People,Childrens Residential,15416.7
Bury Metropolitan Borough Council,Education,Kedleston (High Peak School) Limited,45316,Children & Young People,Childrens Residential,2240
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45295,Children & Young People,Independent Fees,4395.88
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45308,Children & Young People,Independent Fees,21091.33
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45317,Children & Young People,Independent Fees,21091.33
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45322,Children & Young People,Independent Fees,13920.33
Bury Metropolitan Borough Council,Education,Keep Britain Tidy,45310,Department of Operations,SPONSORSHIP & BEDDING,4464
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Kelvedon House,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,6541.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Kelvedon House,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,4205.09
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Key 2 Moving On Limited,45300,Children & Young People,Through Care Support Costs,9885
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Key 2 Moving On Limited,45300,Children & Young People,Through Care Support Costs,16475
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Key Steps Home Group,45309,Children & Young People,Through Care Support Costs,3656
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Key Steps Home Group,45309,Children & Young People,Through Care Support Costs,3656
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Key Steps Home Group,45309,Children & Young People,Through Care Support Costs,3440
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Key Steps Home Group,45309,Children & Young People,Through Care Support Costs,13000
