Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thomas Owen Care Limited,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2500
Bury Metropolitan Borough Council,Consultancy,Thomason Partnership Limited t/a Thomasons,45203,Department of Operations,Architects,1544.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thompsons Academy Ltd,45222,Children & Young People,Independent Fees,1225
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thompsons Academy Ltd,45222,Children & Young People,Independent Fees,5250
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Three Circles Fostering Ltd,45202,Children & Young People,Independent Foster Agency,3677.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Three Circles Fostering Ltd,45208,Children & Young People,Independent Foster Agency,3558.94
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45204,Department of Operations,Catering High,863.27
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45204,Department of Operations,Catering High,917.39
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45204,Department of Operations,Catering High,874.33
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45204,Department of Operations,Catering High,629.87
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45205,Department of Operations,Catering High,790.89
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45205,Department of Operations,Catering High,1074.09
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45205,Department of Operations,Catering High,629.49
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45205,Department of Operations,Catering High,588.64
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45209,Department of Operations,Catering High,601.19
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45209,Department of Operations,Catering High,758.31
Bury Metropolitan Borough Council,Human Resources,Tile Hill Interim & Executive Ltd,45216,Non-Service Specific,Chief Executive,6480
Bury Metropolitan Borough Council,Human Resources,Tile Hill Interim & Executive Ltd,45216,Non-Service Specific,Chief Executive,22680
Bury Metropolitan Borough Council,Human Resources,Tile Hill Interim & Executive Ltd,45216,Non-Service Specific,Chief Executive,22680
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Timeout Childrens Homes Ltd,45202,Children & Young People,Childrens Residential,20592.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Timeout Childrens Homes Ltd,45203,Children & Young People,Childrens Residential,19928.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Timeout Childrens Homes Ltd,45219,Children & Young People,Childrens Residential,2657.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Tiptoes Child Therapy Services Limited,45212,Children & Young People,Support at Home,600
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"TLC: Talk, Listen, Change",45208,Corporate Core Services,Strategic Partnerships,23469
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Total Social Work Ltd,45202,Health and Adult Care (formerly OCO),Strategic Safeguarding Team,1202.4
Bury Metropolitan Borough Council,Horticultural,Tower Forestry,45201,Department of Operations,Grounds Maintenance,11300
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Trafford MBC,45202,Corporate Core Finance,STAR Procurement,8812.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Trafford MBC,45202,Corporate Core Finance,STAR Procurement,8812.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Trafford MBC,45202,Corporate Core Finance,STAR Procurement,8812.5
Bury Metropolitan Borough Council,Legal Services,Trinity Chambers,45202,Corporate Core Services,Six Town Housing Holding Account,1650
Bury Metropolitan Borough Council,Legal Services,Trinity Chambers,45205,Corporate Core Services,Six Town Housing Holding Account,1800
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Tripod Partners Limited,45205,Children & Young People,Safeguarding Teams,3199
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Tripod Partners Limited,45205,Children & Young People,Safeguarding Teams,9597
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Tripod Partners Limited,45212,Children & Young People,Safeguarding Teams,1024.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,8100
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,9030
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45202,Children & Young People,Childrens Residential,8906.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45205,Children & Young People,Childrens Residential,18837.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45205,Children & Young People,Childrens Residential,18837.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45205,Children & Young People,Childrens Residential,18837.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45205,Children & Young People,Childrens Residential,18837.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45211,Children & Young People,Childrens Residential,18837.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45219,Children & Young People,Childrens Residential,18837.5
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45202,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45202,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45202,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45230,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45230,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45230,Department of Operations,Grounds Maintenance,541.67
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45204,Department of Operations,Catering High,1073.39
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45205,Department of Operations,Catering High,652.16
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45205,Department of Operations,Catering High,893.67
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45205,Department of Operations,Catering High,512.79
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45205,Department of Operations,Catering High,678.29
Bury Metropolitan Borough Council,Catering,Tugo Food Systems Ltd,45205,Department of Operations,Catering High,523.36
Bury Metropolitan Borough Council,Financial Services,"Tullett Prebon, a division of TP ICAP Broking Limited",45201,Non-Service Specific,Debt Management Expenses,11690.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,UK Fostering Ltd,45201,Children & Young People,Independent Foster Agency,4089.83
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,UK Fostering Ltd,45201,Children & Young People,UASC Grant,3937.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,UK Fostering Ltd,45210,Children & Young People,Independent Foster Agency,3957.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,UK Fostering Ltd,45210,Children & Young People,UASC Grant,3810.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ultimate Care Ltd T/A Barton Brook Care Home,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3200
Bury Metropolitan Borough Council,Education,Unique Training Solutions Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Adult Care,60000
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45201,Health and Adult Care (formerly OCO),Community Care - Adult Care,6932.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7936.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,4180.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,8462.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,9163.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7759.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7966.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,8273.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7036.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,9615.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,4081.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,508.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7759.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,1085.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,3053.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,610.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,9615.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,3434.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,6499.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,9615.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,918.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7936.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,1052.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,8115.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,4046.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7471.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7392.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,7471.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,4575.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,3078.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,8620.83
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,8620.83
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45202,Health and Adult Care (formerly OCO),Community Care - Adult Care,6499.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1650.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1004.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5567.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,13361.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,626.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,707.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1391.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1450.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1341.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1326.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,7500.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,532.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,7500.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3154.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1609.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1963.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1191.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2087.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,8351.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3154.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1928.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1191.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6203.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,5307
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,5802.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5625.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,7500.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Commissioning and Service Delivery,1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1650.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5625.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1004.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1340.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6439.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2681.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5625.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2688.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2788.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6203.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,557.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,672.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3644.14
Bury Metropolitan Borough Council,Education,Unsworth Academy,45203,Non-Service Specific,COVID-19,20553
Bury Metropolitan Borough Council,Education,Unsworth Primary School,45217,Children & Young People,EHCP Team,9745
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Uplift Unite C.I.C,45203,Health and Adult Care (formerly OCO),Public Health,5000
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Uplift Unite C.I.C,45210,Children & Young People,School Standards/Supplementary Grants,2200
Bury Metropolitan Borough Council,Passenger Transport,Valley Luxury Minbuses Ltd,45217,Children & Young People,Home to School Transport SEN,2638.38
Bury Metropolitan Borough Council,Passenger Transport,Valley Luxury Minbuses Ltd,45217,Children & Young People,Home to School Transport SEN,3455.34
Bury Metropolitan Borough Council,Passenger Transport,Valley Luxury Minbuses Ltd,45217,Children & Young People,Home to School Transport SEN,3104.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Valorum Care Limited,45210,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,3518.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Valorum Care Limited,45210,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,5573.16
Bury Metropolitan Borough Council,Consultancy,Valtech Ltd,45202,Health and Adult Care (formerly OCO),Assessment & Care Management Tier 2,619.62
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2380.04
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,6298.74
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45229,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1012.5
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45229,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,936.6
Bury Metropolitan Borough Council,Consultancy,Viridian Consulting Engineers Ltd,45203,Department of Operations,Architects,1997
Bury Metropolitan Borough Council,Building Construction Materials and Services,Vivid Resourcing,45229,Corporate Core Services,Administration,880
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Vivienne Cunningham,45222,Children & Young People,Social Care Workforce Development,3900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Vivienne Cunningham,45222,Children & Young People,Social Care Workforce Development,1800
Bury Metropolitan Borough Council,Utilities,Vodafone Ltd - Cable & Wireless UK,45203,Corporate Core Services,ICT - Telephones,1082.88
Bury Metropolitan Borough Council,Utilities,Vodafone Ltd - Cable & Wireless UK,45226,Corporate Core Services,ICT - Telephones,2310.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,10652
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - North INT,9885.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,5477.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,10954.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,10954.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,10954.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,10954.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,10562.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,10954.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2760.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2760.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2760.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2760.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,690.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1066.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2760.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1066.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2760.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5505.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2534.76
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Wall2Wall Carpets & Flooring,45203,Children & Young People,Care & Support Service,1500
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45203,Department of Operations,Bury Market,2505.2
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45215,"Business, Growth & Infrastructure",Lettings - General,1640.36
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45217,Department of Operations,General,1005.03
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45217,Department of Operations,Depot - General,2079.34
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45223,"Business, Growth & Infrastructure",Lettings - General,1581.05
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45223,"Business, Growth & Infrastructure",Lettings - Industrial Units,1258.58
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45223,"Business, Growth & Infrastructure",Lettings - Managed Workspace,1086.22
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45223,"Business, Growth & Infrastructure",Lettings - Managed Workspace,633.82
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45223,Department of Operations,Bury Market,2422.14
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45224,Department of Operations,Bury Market,1929.85
Bury Metropolitan Borough Council,Utilities,Water Plus Ltd,45230,Department of Operations,Countryside,538.31
Bury Metropolitan Borough Council,Building Construction Materials and Services,Waterman Aspen Ltd,45202,Department of Operations,Traffic Management Holding Account,17200
Bury Metropolitan Borough Council,Consultancy,We Are FR Group Limited t/a Forward Role,45203,Corporate Core Finance,Corporate Planning,9405
Bury Metropolitan Borough Council,Consultancy,We Are FR Group Limited t/a Forward Role,45218,Corporate Core Finance,Management Accountancy,9405
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,668
