Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3671.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Rapid Response,3309.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,904.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1322.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,722.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,3390.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,4117.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2481
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,754.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2382.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1419.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,904.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45219,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,4210.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1249.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,655.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,850.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,765.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45212,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3137.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2379.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,550.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,700.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2516.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carter Brown - The Expert Service Ltd,45203,Children & Young People,Short Breaks Service,2354
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CAS Learning Disabilities Midlands Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3515.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cathmor,45205,Children & Young People,Through Care Support Costs,5668.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cathmor,45205,Children & Young People,Through Care Support Costs,2560.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cathmor,45205,Children & Young People,Through Care Support Costs,5485.8
Bury Metropolitan Borough Council,Education,Cedar House School,45215,Children & Young People,Childrens Residential,19004.4
Bury Metropolitan Borough Council,Education,Cedar House School,45224,Children & Young People,Childrens Residential,19004.4
Bury Metropolitan Borough Council,Legal Services,Central Chambers,45209,Children & Young People,Safeguarding Team - External Legal,650
Bury Metropolitan Borough Council,Building Construction Materials and Services,Centre Vale Plant Hire,45217,Department of Operations,Bridges,700
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CFS Care Ltd,45204,Children & Young People,Through Care Support Costs,5686.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CFS Care Ltd,45205,Children & Young People,Through Care Support Costs,5686.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CFS Care Ltd,45205,Children & Young People,Independent Foster Agency,3786.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CFS Care Ltd,45205,Children & Young People,Independent Foster Agency,3634.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CFS Care Ltd,45229,Children & Young People,Through Care Support Costs,5502.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,CFS Care Ltd,45230,Children & Young People,Through Care Support Costs,5502.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cherry Tree Lodge Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2618.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cheshire House,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,16943.24
Bury Metropolitan Borough Council,Domestic Goods,Chicken Joes Ltd T/A Love Joes,45201,Department of Operations,Catering High,731.26
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Choices 4 Children Ltd,45203,Children & Young People,Childrens Residential,9001.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Choices 4 Children Ltd,45203,Children & Young People,Childrens Residential,9001.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Choices 4 Children Ltd,45215,Children & Young People,Childrens Residential,9001.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Choices 4 Children Ltd,45225,Children & Young People,Childrens Residential,9001.6
Bury Metropolitan Borough Council,Facilities and Management Services,Chubb Fire & Security Ltd,45217,Department of Operations,Libraries,1309.53
Bury Metropolitan Borough Council,Building Construction Materials and Services,Chubb Fire & Security t/a Community Care,45229,Health and Adult Care (formerly OCO),Technology Enabled Care (TEC),1637.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2584.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2584.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,861.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,705.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2584.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,940.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1410.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,940.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Churchlake Care Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2467.84
Bury Metropolitan Borough Council,Building Construction Materials and Services,CIA Fire and Security Ltd,45202,Department of Operations,SAPAS,1197.12
Bury Metropolitan Borough Council,Building Construction Materials and Services,CIA Fire and Security Ltd,45226,Department of Operations,SAPAS,822
Bury Metropolitan Borough Council,Building Construction Materials and Services,CIA Fire and Security Ltd,45226,Department of Operations,SAPAS,664
Bury Metropolitan Borough Council,Building Construction Materials and Services,CIA Fire and Security Ltd,45229,Department of Operations,SAPAS,647
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cinnabar Support & Living Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1001.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cinnabar Support & Living Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3033.92
Bury Metropolitan Borough Council,Financial Services,CIPFA Business Ltd,45224,Corporate Core Finance,Deputy Director of Finance,11481.15
Bury Metropolitan Borough Council,Building Construction Materials and Services,CIS Street Furniture Ltd,45216,Department of Operations,HNS Maintenance,899
Bury Metropolitan Borough Council,Passenger Transport,Civic Mini Coach Hire,45217,Children & Young People,Home to School Transport SEN,804.2
Bury Metropolitan Borough Council,Passenger Transport,Civic Mini Coach Hire,45218,Children & Young People,Home to School Transport SEN,2990
Bury Metropolitan Borough Council,Passenger Transport,Civic Mini Coach Hire,45218,Children & Young People,Home to School Transport SEN,600
Bury Metropolitan Borough Council,Passenger Transport,Civic Mini Coach Hire,45218,Children & Young People,Home to School Transport SEN,3200
Bury Metropolitan Borough Council,Passenger Transport,Civic Mini Coach Hire,45218,Children & Young People,Home to School Transport SEN,6900
Bury Metropolitan Borough Council,Facilities and Management Services,Civica Election Services Ltd,45201,Corporate Core Services,Registration Of Electors,1234.69
Bury Metropolitan Borough Council,Facilities and Management Services,Civica Election Services Ltd,45201,Corporate Core Services,Registration Of Electors,600
Bury Metropolitan Borough Council,Facilities and Management Services,Civica Election Services Ltd,45203,Corporate Core Services,Registration Of Electors,11669.77
Bury Metropolitan Borough Council,Facilities and Management Services,Civica Election Services Ltd,45203,Corporate Core Services,Registration Of Electors,2860.14
Bury Metropolitan Borough Council,Facilities and Management Services,Civica Election Services Ltd,45219,Corporate Core Services,Registration Of Electors,3626.45
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45210,Corporate Core Finance,Finance Reconcilliations & Banking,230975
Bury Metropolitan Borough Council,ICT,Civica UK Ltd,45210,Corporate Core Finance,Finance Reconcilliations & Banking,152465
Bury Metropolitan Borough Council,Domestic Goods,CK Home Appliances,45215,Children & Young People,Through Care Support Costs,708.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1859.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,893.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1308.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1314.18
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,908.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,729.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1715.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,16207.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Clarity Homecare (Bury) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,4093.27
Bury Metropolitan Borough Council,Consultancy,Collaborate Out Loud CIC,45215,Health and Adult Care (formerly OCO),Community Care - Support,1705.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,3471.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,3380.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,3554.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,3554.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,3465.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,3471.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45203,Children & Young People,Independent Foster Agency,5330.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45209,Children & Young People,Independent Foster Agency,3493.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45209,Children & Young People,Independent Foster Agency,3672.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45209,Children & Young People,Independent Foster Agency,3672.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45210,Children & Young People,Independent Foster Agency,3587.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45210,Children & Young People,Independent Foster Agency,3580.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45210,Children & Young People,Independent Foster Agency,3587.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Compass Fostering North Ltd,45210,Children & Young People,Independent Foster Agency,5508.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,999.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,546.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,627.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,529.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,836.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,938.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,804.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,582.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,1154.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,977.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,2361.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,1177.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,1146.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2626.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,592.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - North INT,565.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,550.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,762.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1178.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2640.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,839.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1769.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2083.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,622.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care Services (Rossendale) Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,936
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,903.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complex Care Professionals Ltd,45205,Children & Young People,Short Breaks Service,6791.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complex Care Professionals Ltd,45205,Children & Young People,Short Breaks Service,8740.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complex Care Professionals Ltd,45217,Children & Young People,Short Breaks Service,6113.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complex Care Professionals Ltd,45217,Children & Young People,Short Breaks Service,6987.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complex Care Professionals Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2301.91
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45201,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45201,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45208,Corporate Core Services,ICT - Staffing,2800
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45208,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45208,Corporate Core Services,ICT - Staffing,2800
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45224,Corporate Core Services,ICT - Staffing,2525
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45225,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45225,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45225,Corporate Core Services,ICT - Staffing,2800
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45225,Corporate Core Services,ICT - Staffing,2525
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45225,Corporate Core Services,ICT - Staffing,2020
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45225,Corporate Core Services,ICT - Staffing,2525
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45226,Corporate Core Services,ICT - Staffing,2800
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45226,Corporate Core Services,ICT - Staffing,2240
Bury Metropolitan Borough Council,ICT,Computer Futures Solutions,45226,Corporate Core Services,ICT - Staffing,2750
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Connect Fostering Services Ltd,45203,Children & Young People,UASC Grant,4050
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Connect Fostering Services Ltd,45210,Children & Young People,UASC Grant,4185
Bury Metropolitan Borough Council,Education,Connected Consultants Ltd,45208,Health and Adult Care (formerly OCO),A C S SENIOR MANAGEMENT,2500
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Consensus Support Services Ltd (Kingarth),45210,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,13271.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Consensus Support Services Ltd (Kingarth),45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,13727.32
Bury Metropolitan Borough Council,Consultancy,Constellia Public Ltd,45211,"Business, Growth & Infrastructure",Radcliffe Regeneration,776.32
Bury Metropolitan Borough Council,Consultancy,Constellia Public Ltd,45229,"Business, Growth & Infrastructure",Radcliffe Regeneration,4813.08
Bury Metropolitan Borough Council,Horticultural,Coopers Garden Serivices,45217,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,4675
Bury Metropolitan Borough Council,Art & Leisure Services,Cornerstone Design & Marketing Limited,45202,Department of Operations,Castle Leisure Centre,900
